row,subject_id,sleep_date,lifelog_date,target,target_index,flat_index,h057_prob,h042_prob,q061,h057_support_cell,is_h057_seed,is_h050_null,public_weight,public_responsibility_rank,seed_responsibility_score,extension_score,context_overlap,h064_changed_row,h065_changed_row,h066_changed_row,h067_changed_row,h061_support_mean,row_q061_gain_from_h057_nonq2,row_loss_delta_to_q061,cell_loss_delta_to_q061,cell_q061_gain,action_beta,pred_cell_delta_to_q061,abs_prob_move_to_q061,abs_logit_move_to_q061,direction_to_q061,action_rank,q061_gain_rank,row_public_rank,extension_rank,move_rank,source_consensus,target_prior_weight,h068_cell_health
53,id02,2024-10-10,2024-10-09,S4,6,377,0.8766311590978245,0.8766311590978245,0.9021072348317938,0,0,0,0.0046261248709398,0.716,0.0,0.8548800000000001,0.8,1,1,1,1,0.0,0.0080096824687164,-0.0011469192101982138,-0.003199548467081814,0.003199548467081814,0.0008243588181318778,-2.6375759928792254e-06,0.02547607573396926,0.25995299402479133,1,0.8977142857142857,0.908,0.7142857142857143,0.9462857142857143,0.9245714285714286,1.0,1.02,0.8480454857142856
138,id06,2024-07-18,2024-07-17,Q3,2,968,0.4927743691253319,0.4927743691253319,0.4321963733197079,0,0,0,0.0059482697824635,0.852,0.0,0.96364,1.0,1,1,1,1,0.0,0.0168862931466356,-0.0026805308265061556,-0.007367651586767221,0.007367651586767221,0.0006653067552701406,-4.901748371153003e-06,0.06057799580562401,0.2439910426970276,-1,0.9657142857142857,0.9805714285714285,0.8502857142857143,0.9982857142857143,0.9171428571428571,1.0,0.95,0.8454457142857141
133,id06,2024-07-12,2024-07-11,S4,6,937,0.9169623290549336,0.9169623290549336,0.9357196665169352,0,0,0,0.0030133688904779,0.524,0.0,0.8291600000000001,0.8,1,1,1,1,0.0,0.0088229991399743,-0.0012654336205776312,-0.00248951421766494,0.00248951421766494,0.0027172575902974913,-6.764651404103579e-06,0.01875733746200159,0.2762901820658459,1,0.9777142857142858,0.8628571428571429,0.5222857142857142,0.9342857142857143,0.9291428571428572,1.0,1.02,0.8436507428571429
244,id10,2024-09-21,2024-09-20,S2,4,1712,0.2499131610858352,0.2499131610858352,0.207093452214664,0,0,0,0.0028013623835535,0.46,0.0,0.8497200000000003,0.8,1,1,1,1,0.0,0.0194573486236615,-0.0028717994939637037,-0.005097466487742897,0.005097466487742897,0.0004953084910774996,-2.524818434362056e-06,0.0428197088711712,0.2434597337206552,-1,0.8908571428571429,0.9611428571428572,0.4582857142857143,0.9422857142857143,0.9165714285714286,1.0,1.05,0.843456
147,id06,2024-08-21,2024-08-20,S3,5,1034,0.9356451268206633,0.9356451268206633,0.944099560409658,0,0,0,0.0048286382275859,0.736,0.0,0.9026,0.8,1,1,1,1,0.0,0.0107519200219667,-0.001782760532204133,-0.0006194747446528204,0.0006194747446528204,0.003950758596384019,-2.447395172679925e-06,0.00845443358899478,0.14983577700260575,1,0.8862857142857142,0.5982857142857143,0.7342857142857143,0.9782857142857143,0.8022857142857143,1.0,1.08,0.8383083428571431
214,id09,2024-08-21,2024-08-20,S2,4,1502,0.7926331365803142,0.7926331365803142,0.8231729173158806,0,0,0,0.0027495418243829,0.452,0.0,0.85568,1.0,1,1,1,1,0.0,0.010565829046081,-0.0015128757824958944,-0.0029491144830305904,0.0029491144830305904,0.0009591510133110498,-2.828646144769084e-06,0.030539780735566402,0.19712298797047123,1,0.9097142857142857,0.8914285714285715,0.4502857142857143,0.9502857142857143,0.8828571428571429,1.0,1.05,0.836496
162,id07,2024-07-24,2024-07-23,Q3,2,1136,0.5480080654984324,0.5480080654984324,0.604765518231246,0,0,0,0.0044690057799228,0.7,0.0,0.9006000000000001,1.0,1,1,1,1,0.0,0.0128854802521862,-0.0021065790912819953,-0.006565541344305537,0.006565541344305537,0.0028059151576229967,-1.8422351975987372e-05,0.05675745273281363,0.23273592697417714,1,0.9971428571428571,0.9754285714285714,0.6982857142857143,0.9702857142857143,0.9125714285714286,1.0,0.95,0.83372
132,id06,2024-07-11,2024-07-10,S1,3,927,0.9088797406235304,0.9088797406235304,0.8914753701973694,0,0,0,0.0044998412999868,0.704,0.0,0.90596,1.0,1,1,1,1,0.0,0.0101748780074946,-0.0014685172529572727,-0.0017331219406714338,0.0017331219406714338,0.0015742260364543222,-2.728325683355214e-06,0.017404370426160942,0.1941319616687105,-1,0.904,0.8011428571428572,0.7022857142857143,0.9822857142857143,0.8794285714285714,1.0,1.02,0.8322325714285715
38,id02,2024-09-06,2024-09-05,S3,5,271,0.9381766551384754,0.9381766551384754,0.9649408082535323,0,0,0,0.0030792827092204,0.54,0.0,0.76868,0.4,0,0,1,1,0.0,0.0115307712613336,-0.0016912878594445688,-0.007255246807769011,0.007255246807769011,0.00031057918195335674,-2.2533286184266026e-06,0.026764153115056977,0.5953717137956649,1,0.8725714285714286,0.9794285714285714,0.5382857142857143,0.9102857142857143,0.9645714285714285,0.5,1.08,0.8312914285714287
138,id06,2024-07-18,2024-07-17,S1,3,969,0.9262208792442524,0.9262208792442524,0.9154308552193552,0,0,0,0.0059482697824635,0.852,0.0,0.96364,1.0,1,1,1,1,0.0,0.0168862931466356,-0.0026805308265061556,-0.0008162267351449759,0.0008162267351449759,0.0035953721997563142,-2.9346389122381064e-06,0.01079002402489726,0.14821160842814907,-1,0.916,0.6571428571428571,0.8502857142857143,0.9982857142857143,0.796,1.0,1.02,0.829289142857143
2,id01,2024-08-02,2024-08-01,S4,6,20,0.4013011799248306,0.4013011799248306,0.357790335207552,0,0,0,0.0028949538226797,0.488,0.0,0.8054400000000002,0.8,1,1,1,1,0.0,0.0092226576415512,-0.0014239117952786523,-0.003993137758102838,0.003993137758102838,0.000804845305032916,-3.2138581769587335e-06,0.04351084471727862,0.18492122246209824,-1,0.9268571428571428,0.9365714285714286,0.48628571428571427,0.9262857142857143,0.8657142857142858,1.0,1.02,0.8275347428571428
222,id09,2024-09-14,2024-09-13,S2,4,1558,0.8159174319542338,0.8159174319542338,0.7929116659949464,0,0,0,0.002422749913403,0.356,0.0,0.7492000000000001,0.8,1,1,1,1,0.0,0.0056420402959386,-0.0008060204083616725,-0.001708601267425891,0.001708601267425891,0.006299457940720516,-1.0763261821611167e-05,0.023005765959287383,0.14636238050087114,-1,0.9925714285714285,0.7971428571428572,0.35428571428571426,0.8902857142857142,0.792,1.0,1.05,0.826848
66,id03,2024-08-25,2024-08-24,S1,3,465,0.7799459959612535,0.7799459959612535,0.7509156216642822,0,0,0,0.0043548298224573,0.688,0.0,0.7646,0.8,1,0,1,1,0.0,0.0141026997428789,-0.0024015438150871943,-0.0023829433235995623,0.0023829433235995623,0.0017207229855042412,-4.100385350071638e-06,0.029030374296971306,0.1618501092767337,-1,0.9502857142857143,0.8537142857142858,0.6862857142857143,0.9062857142857143,0.8302857142857143,0.75,1.02,0.8245272000000001
99,id04,2024-10-20,2024-10-19,S4,6,699,0.5985686092028732,0.5985686092028732,0.624576533176455,0,0,0,0.0050854294480614,0.764,0.0,0.92972,1.0,1,1,1,1,0.0,0.0105722770556871,-0.0015181234659479054,-0.0014183227549815491,0.0014183227549815491,0.001886542260846334,-2.675725816792693e-06,0.02600792397358176,0.10951472236261006,1,0.9005714285714286,0.7668571428571429,0.7622857142857142,0.9902857142857143,0.7011428571428572,1.0,1.02,0.8232390857142858
137,id06,2024-07-17,2024-07-16,S3,5,964,0.965694943919707,0.965694943919707,0.9745020842347952,0,0,0,0.0046529490931253,0.72,0.0,0.69584,0.2,0,0,1,1,0.0,0.0051283910683559,-0.0008693464254200534,-0.0012820487980551298,0.0012820487980551298,0.0022263300814358796,-2.854263804978849e-06,0.008807140315088224,0.30577470319434985,1,0.9108571428571428,0.7451428571428571,0.7182857142857143,0.8502857142857143,0.9422857142857143,0.5,1.08,0.8230402285714287
129,id06,2024-07-08,2024-07-07,S2,4,907,0.993291558834372,0.993291558834372,0.999999,0,0,0,0.0058597774188454,0.844,0.0,0.6614800000000001,0.2,0,0,1,1,0.0,0.0083118409088939,-0.0015864444779466584,-0.006721226047421343,0.006721226047421343,0.00024687767259525976,-1.6593206435740183e-06,0.0067074411656279365,8.817851931739384,1,0.8125714285714286,0.9777142857142858,0.8422857142857143,0.8302857142857143,1.0,0.5,1.05,0.8205600000000001
221,id09,2024-09-13,2024-09-12,S2,4,1551,0.8841649877845671,0.8841649877845671,0.922945066590478,0,0,0,0.0031301115671433,0.548,0.0,0.73112,0.8,1,0,1,1,0.0,0.0136315557440956,-0.002050145721061087,-0.008207059722770138,0.008207059722770138,0.00024190989129088965,-1.985368925353163e-06,0.038780078805910945,0.45057431537507586,1,0.852,0.984,0.5462857142857143,0.8782857142857143,0.9588571428571429,0.75,1.05,0.8195640000000002
53,id02,2024-10-10,2024-10-09,S3,5,376,0.9144707976551656,0.9144707976551656,0.931054944716568,0,0,0,0.0046261248709398,0.716,0.0,0.8548800000000001,0.8,1,1,1,1,0.0,0.0080096824687164,-0.0011469192101982138,-0.0018726576192111821,0.0018726576192111821,0.0006364465253962594,-1.1918464350037883e-06,0.016584147061402432,0.23352073605603696,1,0.7388571428571429,0.816,0.7142857142857143,0.9462857142857143,0.9131428571428571,1.0,1.08,0.8195286857142856
249,id10,2024-09-27,2024-09-26,S1,3,1746,0.3773608752980388,0.3773608752980388,0.3127624333247269,0,0,0,0.0033560849032377,0.6,0.0,0.6913199999999999,0.6,1,0,1,1,0.0,0.0179838254202242,-0.0030104687233362603,-0.009115573531132237,0.009115573531132237,0.0003084887606903444,-2.8120519816006907e-06,0.06459844197331188,0.2864709937137676,-1,0.9085714285714286,0.9862857142857143,0.5982857142857143,0.8422857142857143,0.9342857142857143,0.75,1.02,0.8190133714285714
38,id02,2024-09-06,2024-09-05,S2,4,270,0.8910259890242211,0.8910259890242211,0.8645675278697675,0,0,0,0.0030792827092204,0.54,0.0,0.76868,0.4,0,0,1,1,0.0,0.0115307712613336,-0.0016912878594445688,-0.0033764274146575457,0.0033764274146575457,0.0010263956523152184,-3.465550418762418e-06,0.026458461154453605,0.2475079143464085,-1,0.9337142857142857,0.916,0.5382857142857143,0.9102857142857143,0.9188571428571428,0.5,1.05,0.8177760000000002
131,id06,2024-07-10,2024-07-09,S2,4,921,0.8829916701436188,0.8829916701436188,0.8543097895781325,0,0,0,0.0041104299536358,0.664,0.0,0.62016,0.4,0,0,1,1,0.0,0.0076000305567917,-0.0011563664598173349,-0.0037298200377897106,0.0037298200377897106,0.000778547350593022,-2.9038415086099445e-06,0.028681880565486262,0.2522592810608866,-1,0.9137142857142857,0.9291428571428572,0.6622857142857143,0.7822857142857143,0.9205714285714286,0.5,1.05,0.816018
2,id01,2024-08-02,2024-08-01,S3,5,19,0.8949298069616637,0.8949298069616637,0.9238245894751468,0,0,0,0.0028949538226797,0.488,0.0,0.8054400000000002,0.8,1,1,1,1,0.0,0.0092226576415512,-0.0014239117952786523,-0.004859063605638592,0.004859063605638592,0.0002600190214698381,-1.26344896399785e-06,0.028894782513483097,0.35336684601022084,1,0.7485714285714286,0.9554285714285714,0.48628571428571427,0.9262857142857143,0.9502857142857143,1.0,1.08,0.8156345142857143
87,id04,2024-09-20,2024-09-19,Q3,2,611,0.5262087064141104,0.5262087064141104,0.4031233706084962,0,0,0,0.0054004266169419,0.8,0.0,0.7638400000000001,0.6,1,0,1,1,0.0,0.0351600559183783,-0.005023015927241732,-0.030430446921116516,0.030430446921116516,0.00015841187537516958,-4.820544165278622e-06,0.12308533580561426,0.497398793917466,-1,0.9634285714285714,0.9977142857142857,0.7982857142857143,0.9022857142857142,0.9605714285714285,0.75,0.95,0.8152031428571428
128,id06,2024-07-07,2024-07-06,S4,6,902,0.9132721920383364,0.9132721920383364,0.92903940186273,0,0,0,0.0055207817858157,0.82,0.0,0.7944,0.8,1,0,1,1,0.0,0.0153504776432923,-0.002215747221433182,-0.0016643099007852546,0.0016643099007852546,0.0014107430062923077,-2.3479135528358424e-06,0.015767209824393613,0.21776698857819676,1,0.876,0.7902857142857143,0.8182857142857143,0.9182857142857143,0.9034285714285715,0.75,1.02,0.8101014857142858
195,id08,2024-09-10,2024-09-09,S2,4,1369,0.5081526608341731,0.5081526608341731,0.4631892876184303,0,0,0,0.0027334758961107,0.448,0.0,0.87832,1.0,1,1,1,1,0.0,0.0154427240702144,-0.0022874323144881597,-0.004045987395167039,0.004045987395167039,0.00041880453490114833,-1.6944778692488404e-06,0.044963373215742786,0.1801232761628536,-1,0.8182857142857143,0.9377142857142857,0.4462857142857143,0.9582857142857143,0.8594285714285714,1.0,1.05,0.8085300000000001
12,id01,2024-08-15,2024-08-14,S3,5,89,0.8372632240978997,0.8372632240978997,0.8071090995988844,0,0,0,0.0030060580199991,0.52,0.0,0.6442800000000002,0.2,0,0,0,1,0.0,0.0065319663933766,-0.0011816450558001274,-0.0031851797663658976,0.0031851797663658976,0.0011865099497072222,-3.779247484399263e-06,0.030154124499015222,0.20667037797417698,-1,0.9417142857142857,0.9062857142857143,0.5182857142857142,0.8182857142857143,0.8937142857142857,0.25,1.08,0.8065995428571431
214,id09,2024-08-21,2024-08-20,S3,5,1503,0.6858424350085603,0.6858424350085603,0.7225043270180118,0,0,0,0.0027495418243829,0.452,0.0,0.85568,1.0,1,1,1,1,0.0,0.010565829046081,-0.0015128757824958944,-0.0031905207224115495,0.0031905207224115495,0.00043239938680995123,-1.3795792039751966e-06,0.03666189200945147,0.17616481333112277,1,0.7685714285714286,0.9068571428571428,0.4502857142857143,0.9502857142857143,0.8554285714285714,1.0,1.08,0.8064082285714287
36,id02,2024-09-04,2024-09-03,S2,4,256,0.948772238755665,0.948772238755665,0.9666350532395496,0,0,0,0.0051902579973541,0.776,0.0,0.6264400000000001,0.0,0,0,0,1,0.0,0.0077557957549855,-0.0012427679339956812,-0.0037238433016245354,0.0037238433016245354,0.0006734752137891434,-2.5079161636788533e-06,0.017862814483884604,0.44742800095406965,1,0.8897142857142857,0.928,0.7742857142857142,0.7982857142857143,0.9571428571428572,0.25,1.05,0.805026
219,id09,2024-09-10,2024-09-09,S2,4,1537,0.7148122477044718,0.7148122477044718,0.6734163623033589,0,0,0,0.0036353640050162,0.644,0.0,0.7900800000000001,0.4,0,0,1,1,0.0,0.0124620497146333,-0.0019442559124415806,-0.004091200470948575,0.004091200470948575,0.000492807321103354,-2.0161735441849476e-06,0.04139588540111294,0.19519445013204295,-1,0.8548571428571429,0.9388571428571428,0.6422857142857142,0.9142857142857143,0.8805714285714286,0.5,1.05,0.8040120000000001
219,id09,2024-09-10,2024-09-09,S4,6,1539,0.662130546212568,0.662130546212568,0.6965061575061263,0,0,0,0.0036353640050162,0.644,0.0,0.7900800000000001,0.4,0,0,1,1,0.0,0.0124620497146333,-0.0019442559124415806,-0.0026885278409610747,0.0026885278409610747,0.0015148527887522824,-4.072723897518037e-06,0.03437561129355837,0.1579121651166432,1,0.9491428571428572,0.872,0.6422857142857142,0.9142857142857143,0.8217142857142857,0.5,1.02,0.8011488
73,id03,2024-09-19,2024-09-18,S4,6,517,0.2086887618042433,0.2086887618042433,0.24080655952314,0,0,0,0.0030658968287463,0.536,0.0,0.69652,0.2,0,0,1,1,0.0,0.0071142049833712,-0.0011447252690253232,-0.003014460378658712,0.003014460378658712,0.0024804008564210723,-7.477070104872459e-06,0.032117797718896696,0.18458474703687822,1,0.9828571428571429,0.8948571428571429,0.5342857142857143,0.8542857142857143,0.8645714285714285,0.5,1.02,0.7994410285714287
154,id07,2024-07-16,2024-07-15,S3,5,1083,0.8570834631691902,0.8570834631691902,0.8751146369612374,0,0,0,0.0030892003199985,0.544,0.0,0.8342400000000001,1.0,1,1,1,1,0.0,0.0093969190394377,-0.0013596270323430629,-0.0013769137990762292,0.0013769137990762292,0.0010891260628150127,-1.499632704823555e-06,0.018031173792047217,0.15568416817762576,1,0.7891428571428571,0.7617142857142857,0.5422857142857143,0.9382857142857143,0.8154285714285714,1.0,1.08,0.7983545142857142
113,id05,2024-10-07,2024-10-06,S2,4,795,0.2280191339382252,0.2280191339382252,0.1852688184617634,0,0,0,0.0026893184743946,0.428,0.0,0.73116,0.4,0,0,1,1,0.0,0.0090795361636988,-0.0014569686373090657,-0.005446924642602491,0.005446924642602491,0.0005059433577245701,-2.7558353429510084e-06,0.0427503154764618,0.2615201584642315,-1,0.9057142857142857,0.9651428571428572,0.42628571428571427,0.8822857142857143,0.9251428571428572,0.5,1.05,0.7976160000000001
140,id06,2024-07-21,2024-07-20,S3,5,985,0.9960938897116238,0.9960938897116238,0.9994360496623552,0,0,0,0.00549979102198,0.812,0.0,0.8906000000000001,0.8,1,1,1,1,0.0,0.0087592982441808,-0.00162409226645998,-0.0022563299510225164,0.0022563299510225164,0.0002508333969272974,-5.659629062037803e-07,0.0033421599507313937,1.9386808025137903,1,0.6177142857142857,0.8457142857142858,0.8102857142857143,0.9662857142857143,0.9811428571428571,1.0,1.08,0.7976077714285714
228,id10,2024-08-05,2024-08-04,S4,6,1602,0.8382240324012181,0.8382240324012181,0.8902981384436013,0,0,0,0.0030136950980062,0.528,0.0,0.6970400000000001,0.6,1,0,1,1,0.0,0.0141799067907172,-0.0020272764201267573,-0.01104588456861294,0.01104588456861294,0.00018824841427710794,-2.0793702543293627e-06,0.05207410604238316,0.44871711253250557,1,0.8577142857142858,0.9902857142857143,0.5262857142857142,0.8582857142857143,0.9577142857142857,0.75,1.02,0.7945100571428573
206,id09,2024-08-11,2024-08-10,S1,3,1445,0.8593895130538292,0.8593895130538292,0.896012637862829,0,0,0,0.0031373591134099,0.552,0.0,0.6836000000000002,0.2,0,0,1,1,0.0,0.0100707653505908,-0.0015356441082493486,-0.006017119918278024,0.006017119918278024,0.0004996067706326222,-3.006193850880111e-06,0.036623124808999874,0.3434564388523569,1,0.9188571428571428,0.9697142857142858,0.5502857142857143,0.8382857142857143,0.948,0.5,1.02,0.793752342857143
137,id06,2024-07-17,2024-07-16,S2,4,963,0.9134919808146024,0.9134919808146024,0.8900304229882968,0,0,0,0.0046529490931253,0.72,0.0,0.69584,0.2,0,0,1,1,0.0,0.0051283910683559,-0.0008693464254200534,-0.0032313708368596483,0.0032313708368596483,0.000534359019417816,-1.726712151759649e-06,0.023461557826305546,0.2659855899084449,-1,0.8222857142857143,0.9102857142857143,0.7182857142857143,0.8502857142857143,0.9268571428571428,0.5,1.05,0.79347
132,id06,2024-07-11,2024-07-10,S3,5,929,0.9747834045141448,0.9747834045141448,0.981441673261674,0,0,0,0.0044998412999868,0.704,0.0,0.90596,1.0,1,1,1,1,0.0,0.0101748780074946,-0.0014685172529572727,-0.0009912752530628344,0.0009912752530628344,0.0010275843938059841,-1.0186189800134461e-06,0.006658268747529172,0.31339104841124943,1,0.7097142857142857,0.6885714285714286,0.7022857142857143,0.9822857142857143,0.9434285714285714,1.0,1.08,0.790344
