row,subject_id,target,target_idx,surprise_score,masked_surprise_energy_mean_rank,target_surprise_rank,target_law_shift,neighbor_margin,logit_move,proposal_score
198,id08,S1,3,masked_surprise_energy_mean_rank,0.844,0.844,-0.12389380530973448,-0.19650793650793646,-0.152973017835262,1.2124959794266692
120,id05,Q2,1,surprise_app_social_context_rank,0.96,0.936,0.16814159292035397,-0.019365079365079363,0.26235565714285713,1.2102034285714285
121,id05,Q3,2,surprise_phone_device_rank,0.8,0.9,-0.17699115044247782,-0.08571428571428574,-0.08926318681318691,1.2085714285714289
185,id08,Q3,2,surprise_phone_device_rank,0.864,0.712,-0.17699115044247782,-0.14285714285714285,-0.1747568791208791,1.208365714285714
248,id10,S1,3,masked_surprise_energy_mean_rank,0.9,0.9,-0.12389380530973448,-0.13936507936507936,-0.21512606168508142,1.2022872702518719
140,id06,Q1,0,surprise_phone_device_rank,0.944,0.956,-0.11504424778761063,-0.12412698412698414,-0.2585248613050666,1.1951721578873438
2,id01,Q2,1,surprise_app_social_context_rank,0.948,0.972,0.16814159292035397,0.009206349206349218,0.24585490285714282,1.1942362285714285
196,id08,S1,3,masked_surprise_energy_mean_rank,0.788,0.788,-0.12389380530973448,-0.2536507936507936,-0.07533030771325344,1.1835556160653504
242,id10,Q1,0,surprise_phone_device_rank,0.936,0.884,-0.11504424778761063,-0.15269841269841272,-0.24969696283185855,1.1794772793931734
246,id10,S4,6,masked_surprise_energy_disagreement_rank,0.98,0.992,0.09734513274336287,0.15428571428571425,0.2916131372616493,1.1772183526208309
240,id10,Q2,1,surprise_app_social_context_rank,0.816,0.768,0.16814159292035397,0.12349206349206354,0.10907760527472525,1.1703149714285717
151,id06,S4,6,masked_surprise_energy_disagreement_rank,0.984,0.98,0.09734513274336287,0.15428571428571425,0.2928869849714616,1.1677246562287273
132,id06,S4,6,masked_surprise_energy_disagreement_rank,0.832,0.956,0.09734513274336287,0.24,0.13352197744148292,1.167369061946903
117,id05,Q2,1,surprise_app_social_context_rank,0.904,0.888,0.16814159292035397,0.0377777777777778,0.20086013538461547,1.1550709333333335
6,id01,S1,3,masked_surprise_energy_mean_rank,0.996,0.996,-0.12389380530973448,-0.053650793650793616,-0.2857461570717913,1.1483104805990465
2,id01,S1,3,masked_surprise_energy_mean_rank,0.948,0.948,-0.12389380530973448,-0.0822222222222222,-0.24551302709326062,1.1381816637168136
240,id10,S1,3,masked_surprise_energy_mean_rank,0.816,0.816,-0.12389380530973448,-0.19650793650793646,-0.10807936878043663,1.1333804874063984
182,id08,Q2,1,surprise_app_social_context_rank,0.916,0.716,0.16814159292035397,0.09492063492063496,0.21493344351648364,1.1310913396825397
196,id08,Q2,1,surprise_app_social_context_rank,0.788,0.832,0.16814159292035397,0.09492063492063496,0.06811501714285723,1.130677434920635
142,id06,Q2,1,surprise_app_social_context_rank,0.78,0.916,0.16814159292035397,0.06634920634920638,0.05651418021978028,1.1301259047619048
22,id01,Q1,0,surprise_phone_device_rank,1.0,1.0,-0.11504424778761063,-0.06698412698412703,-0.28458154235145394,1.122067706138503
98,id04,S3,5,surprise_body_sleep_activity_rank,0.896,0.988,0.1504424778761062,0.023492063492063453,0.1851620571428572,1.1207191661750244
182,id08,S3,5,surprise_body_sleep_activity_rank,0.916,0.964,0.1504424778761062,0.023492063492063453,0.20382626948436183,1.117903594238603
150,id06,S4,6,masked_surprise_energy_disagreement_rank,0.792,0.94,0.09734513274336287,0.26857142857142857,0.07898420616551602,1.1149462219196737
185,id08,S1,3,masked_surprise_energy_mean_rank,0.864,0.864,-0.12389380530973448,-0.13936507936507936,-0.16005378989370056,1.1080279482641249
72,id03,Q2,1,surprise_app_social_context_rank,0.836,0.836,0.16814159292035397,0.06634920634920638,0.1237882654945055,1.1054759746031746
24,id01,Q2,1,surprise_app_social_context_rank,0.892,0.956,0.16814159292035397,0.009206349206349218,0.17670577934065937,1.1051936634920634
111,id05,Q3,2,surprise_phone_device_rank,0.824,0.868,-0.17699115044247782,-0.05714285714285716,-0.10862686153846152,1.098392
236,id10,S1,3,masked_surprise_energy_mean_rank,0.86,0.86,-0.12389380530973448,-0.13936507936507936,-0.154173677540975,1.0977921791089928
139,id06,Q3,2,surprise_phone_device_rank,0.808,0.88,-0.17699115044247782,-0.05714285714285716,-0.08915173626373638,1.0919542857142859
166,id07,Q2,1,surprise_app_social_context_rank,0.912,0.756,0.16814159292035397,0.06634920634920638,0.20056364307692315,1.0905696000000002
53,id02,Q3,2,surprise_phone_device_rank,0.94,0.928,-0.17699115044247782,0.0,-0.21593846153846152,1.0904
79,id03,S1,3,masked_surprise_energy_mean_rank,0.924,0.924,-0.12389380530973448,-0.0822222222222222,-0.2116862565638582,1.081281699115044
167,id07,S1,3,masked_surprise_energy_mean_rank,0.964,0.964,-0.12389380530973448,-0.053650793650793616,-0.2419948629418232,1.075708795401255
53,id02,Q1,0,surprise_phone_device_rank,0.94,0.928,-0.11504424778761063,-0.09555555555555556,-0.22458989788972086,1.0670266273353
25,id01,Q2,1,surprise_app_social_context_rank,0.868,0.944,0.16814159292035397,0.009206349206349218,0.1469370232967033,1.0619580444444443
166,id07,S1,3,masked_surprise_energy_mean_rank,0.912,0.912,-0.12389380530973448,-0.0822222222222222,-0.1953107528093418,1.0533788318584068
248,id10,S4,6,masked_surprise_energy_disagreement_rank,0.9,0.96,0.09734513274336287,0.15428571428571425,0.1881375079107415,1.046244092190995
199,id08,S1,3,masked_surprise_energy_mean_rank,0.872,0.872,-0.12389380530973448,-0.11079365079365078,-0.1576364860658742,1.045822755918614
217,id09,S3,5,surprise_body_sleep_activity_rank,0.928,0.952,0.1504424778761062,-0.005079365079365128,0.19758787595957494,1.0431514566220408
25,id01,S1,3,masked_surprise_energy_mean_rank,0.868,0.868,-0.12389380530973448,-0.11079365079365078,-0.15215843192124415,1.0362500579381284
242,id10,Q3,2,surprise_phone_device_rank,0.936,0.884,-0.17699115044247782,0.0,-0.20158600000000007,1.03428
53,id02,S1,3,masked_surprise_energy_mean_rank,0.94,0.94,-0.12389380530973448,-0.053650793650793616,-0.21068758443734606,1.022813281900007
195,id08,S3,5,surprise_body_sleep_activity_rank,0.92,0.94,0.1504424778761062,-0.005079365079365128,0.1867952608861528,1.021123156882449
190,id08,S3,5,surprise_body_sleep_activity_rank,0.88,0.916,0.1504424778761062,0.023492063492063453,0.15406144378698228,1.020492907603704
79,id03,S3,5,surprise_body_sleep_activity_rank,0.924,0.932,0.1504424778761062,-0.005079365079365128,0.18932119207354942,1.016834628545496
12,id01,S4,6,masked_surprise_energy_disagreement_rank,0.988,0.988,0.09734513274336287,0.09714285714285709,0.25221311072644176,1.0149695271807841
236,id10,Q3,2,surprise_phone_device_rank,0.86,0.944,-0.17699115044247782,0.0,-0.13179692307692306,1.0148
119,id05,Q3,2,surprise_phone_device_rank,0.876,0.92,-0.17699115044247782,0.0,-0.14557230769230775,1.0074
2,id01,Q3,2,surprise_phone_device_rank,0.948,0.844,-0.17699115044247782,0.0,-0.20424799999999996,1.00014
79,id03,Q1,0,surprise_phone_device_rank,0.924,0.96,-0.11504424778761063,-0.06698412698412703,-0.19334032169600318,0.9953189380530976
241,id10,S4,6,masked_surprise_energy_disagreement_rank,0.976,0.972,0.09734513274336287,0.09714285714285709,0.23612246104773382,0.9864048452786154
2,id01,Q1,0,surprise_phone_device_rank,0.948,0.844,-0.11504424778761063,-0.09555555555555556,-0.2124310654867256,0.9787014041297935
241,id10,Q3,2,surprise_phone_device_rank,0.976,0.796,-0.17699115044247782,0.0,-0.2185632307692308,0.97112
120,id05,S1,3,masked_surprise_energy_mean_rank,0.96,0.96,-0.12389380530973448,-0.025079365079365035,-0.21041036393150744,0.9664217835262078
217,id09,Q2,1,surprise_app_social_context_rank,0.928,0.764,0.16814159292035397,-0.019365079365079363,0.1829966382417583,0.9548884317460319
121,id05,Q1,0,surprise_phone_device_rank,0.8,0.9,-0.11504424778761063,-0.12412698412698414,-0.07158268987649527,0.9535271807838182
121,id05,S1,3,masked_surprise_energy_mean_rank,0.8,0.8,-0.12389380530973448,-0.13936507936507936,-0.07170868722836055,0.9499553740261705
111,id05,Q1,0,surprise_phone_device_rank,0.824,0.868,-0.11504424778761063,-0.12412698412698414,-0.09665253859768548,0.9472127118977385
12,id01,S1,3,masked_surprise_energy_mean_rank,0.988,0.988,-0.12389380530973448,0.0034920634920635463,-0.2210745944179714,0.9432883854473942
139,id06,Q1,0,surprise_phone_device_rank,0.808,0.88,-0.11504424778761063,-0.12412698412698414,-0.07932422522610143,0.9416610647562861
140,id06,Q2,1,surprise_app_social_context_rank,0.944,0.76,0.16814159292035397,0.009206349206349218,0.1885354549450549,0.9298250158730158
198,id08,S3,5,surprise_body_sleep_activity_rank,0.844,0.864,0.1504424778761062,0.023492063492063453,0.10794872967032966,0.9231835005348632
24,id01,S1,3,masked_surprise_energy_mean_rank,0.892,0.892,-0.12389380530973448,-0.053650793650793616,-0.15194609281038907,0.921022755918614
13,id01,Q2,1,surprise_app_social_context_rank,0.804,0.88,0.16814159292035397,0.009206349206349218,0.06848759560439567,0.9169683809523811
115,id05,S1,3,masked_surprise_energy_mean_rank,0.972,0.972,-0.12389380530973448,0.0034920634920635463,-0.2034625397496989,0.9129839183117766
6,id01,Q1,0,surprise_phone_device_rank,0.996,0.996,-0.11504424778761063,-0.009841269841269873,-0.22016754830302449,0.9124484854614413
199,id08,S4,6,masked_surprise_energy_disagreement_rank,0.872,0.928,0.09734513274336287,0.12571428571428567,0.13806487423753921,0.9106532677234274
33,id02,S4,6,masked_surprise_energy_disagreement_rank,0.784,0.948,0.09734513274336287,0.15428571428571425,0.05109109199201078,0.9000024179714093
8,id01,Q1,0,surprise_phone_device_rank,0.956,0.984,-0.11504424778761063,0.018730158730158653,-0.1911676502188077,0.8948514521702484
185,id08,S3,5,surprise_body_sleep_activity_rank,0.864,0.872,0.1504424778761062,-0.005079365079365128,0.11937232842256454,0.8895956930856755
119,id05,S1,3,masked_surprise_energy_mean_rank,0.876,0.876,-0.12389380530973448,-0.053650793650793616,-0.1335131705294025,0.8882779142273651
8,id01,S1,3,masked_surprise_energy_mean_rank,0.956,0.956,-0.12389380530973448,0.0034920634920635463,-0.18631244061370894,0.8831742179865365
8,id01,S4,6,masked_surprise_energy_disagreement_rank,0.956,0.968,0.09734513274336287,0.0685714285714285,0.19478300796385367,0.8830208398327337
0,id01,Q2,1,surprise_app_social_context_rank,0.764,0.884,0.16814159292035397,0.009206349206349218,0.0257995885714286,0.8753087365079365
163,id07,S4,6,masked_surprise_energy_disagreement_rank,0.908,0.924,0.09734513274336287,0.09714285714285709,0.15978657439388397,0.8723623907420016
151,id06,Q3,2,surprise_phone_device_rank,0.984,0.708,-0.17699115044247782,0.0,-0.2009903076923077,0.87084
6,id01,S4,6,masked_surprise_energy_disagreement_rank,0.996,0.996,0.09734513274336287,0.039999999999999925,0.2126059503377494,0.8616830605854323
108,id05,Q1,0,surprise_phone_device_rank,0.952,0.948,-0.11504424778761063,0.018730158730158653,-0.18076308750364675,0.8585058171091443
117,id05,Q1,0,surprise_phone_device_rank,0.904,0.912,-0.11504424778761063,-0.038412698412698454,-0.14642915195954495,0.8417036190476194
109,id05,S1,3,masked_surprise_energy_mean_rank,0.932,0.932,-0.12389380530973448,0.0034920634920635463,-0.1614534585327539,0.839387355268134
196,id08,Q1,0,surprise_phone_device_rank,0.788,0.696,-0.11504424778761063,-0.1812698412698413,-0.0520051091704756,0.8372710863885376
139,id06,S1,3,masked_surprise_energy_mean_rank,0.808,0.808,-0.12389380530973448,-0.0822222222222222,-0.06841055948054672,0.8268326764995082
193,id08,Q3,2,surprise_phone_device_rank,0.76,0.7,-0.17699115044247782,-0.05714285714285716,-0.020857692307692327,0.817
217,id09,Q1,0,surprise_phone_device_rank,0.928,0.784,-0.11504424778761063,-0.06698412698412703,-0.16132708727025197,0.8163626037364801
33,id02,S3,5,surprise_body_sleep_activity_rank,0.784,0.82,0.1504424778761062,0.023492063492063453,0.04334479797125954,0.8138825928447166
0,id01,S1,3,masked_surprise_energy_mean_rank,0.764,0.764,-0.12389380530973448,-0.11079365079365078,-0.02511140019898415,0.802808264427804
132,id06,S2,4,masked_surprise_energy_disagreement_rank,0.832,0.956,0.07079646017699115,0.206031746031746,0.08967276138211681,0.790140781570445
31,id02,Q1,0,surprise_phone_device_rank,0.796,0.748,-0.11504424778761063,-0.12412698412698414,-0.05552695765827098,0.788524599522405
22,id01,S4,6,masked_surprise_energy_disagreement_rank,1.0,1.0,0.09734513274336287,0.011428571428571344,0.19137839151998445,0.7830399688806768
163,id07,S2,4,masked_surprise_energy_disagreement_rank,0.908,0.924,0.07079646017699115,0.17746031746031754,0.14723275438026923,0.7812352058089403
119,id05,Q1,0,surprise_phone_device_rank,0.876,0.92,-0.11504424778761063,0.018730158730158653,-0.11253621083341438,0.7666372018541929
34,id02,S4,6,masked_surprise_energy_disagreement_rank,0.856,0.684,0.09734513274336287,0.18285714285714283,0.10494117841096959,0.759111088981815
34,id02,Q1,0,surprise_phone_device_rank,0.856,0.932,-0.11504424778761063,0.018730158730158653,-0.09723876938636583,0.7589053833403567
152,id07,Q1,0,surprise_phone_device_rank,0.848,0.964,-0.11504424778761063,-0.009841269841269873,-0.0898989857434601,0.7519042921758675
13,id01,S1,3,masked_surprise_energy_mean_rank,0.804,0.804,-0.12389380530973448,-0.053650793650793616,-0.057665640131957935,0.7482603784887677
236,id10,Q1,0,surprise_phone_device_rank,0.86,0.944,-0.11504424778761063,-0.009841269841269873,-0.09781540173101237,0.7467240230369434
31,id02,Q3,2,surprise_phone_device_rank,0.796,0.748,-0.17699115044247782,0.0,-0.048735076923076964,0.74426
222,id09,S4,6,masked_surprise_energy_disagreement_rank,0.968,0.976,0.09734513274336287,0.011428571428571344,0.16379634887753497,0.7397911053194594
150,id06,S2,4,masked_surprise_energy_disagreement_rank,0.792,0.94,0.07079646017699115,0.206031746031746,0.049836326363901624,0.7395649051833122
238,id10,Q1,0,surprise_phone_device_rank,0.852,0.824,-0.11504424778761063,-0.038412698412698454,-0.0903512353982301,0.7167417985672145
240,id10,Q1,0,surprise_phone_device_rank,0.816,0.848,-0.11504424778761063,-0.038412698412698454,-0.0630954882427307,0.7064508251158872
152,id07,S3,5,surprise_body_sleep_activity_rank,0.848,0.704,0.1504424778761062,-0.005079365079365128,0.0839386363811818,0.7049055916669369
25,id01,Q1,0,surprise_phone_device_rank,0.868,0.716,-0.11504424778761063,-0.06698412698412703,-0.10031280459010018,0.6973516145526059
152,id07,S2,4,masked_surprise_energy_disagreement_rank,0.848,0.92,0.07079646017699115,0.14888888888888896,0.08717582196156463,0.6778971393994403
109,id05,S4,6,masked_surprise_energy_disagreement_rank,0.932,0.748,0.09734513274336287,0.0685714285714285,0.13379034890446523,0.6652045543129438
210,id09,S4,6,masked_surprise_energy_disagreement_rank,0.884,0.788,0.09734513274336287,0.0685714285714285,0.10570868476275258,0.6646854715549938
111,id05,S1,3,masked_surprise_energy_mean_rank,0.824,0.824,-0.12389380530973448,0.0034920634920635463,-0.062450613520448214,0.656122636411769
115,id05,S2,4,masked_surprise_energy_disagreement_rank,0.972,0.984,0.07079646017699115,0.06317460317460322,0.15160294606632307,0.6524933377419041
182,id08,S4,6,masked_surprise_energy_disagreement_rank,0.916,0.892,0.09734513274336287,0.011428571428571344,0.11555721708271312,0.6398000334532724
120,id05,S4,6,masked_surprise_energy_disagreement_rank,0.96,0.848,0.09734513274336287,0.011428571428571344,0.13732135662295497,0.6374571778663813
77,id03,S1,3,masked_surprise_energy_mean_rank,0.776,0.776,-0.12389380530973448,-0.025079365079365035,-0.027831552683667608,0.6314626778609785
24,id01,S4,6,masked_surprise_energy_disagreement_rank,0.892,0.904,0.09734513274336287,0.011428571428571344,0.10114200777683856,0.6314183736263737
111,id05,S4,6,masked_surprise_energy_disagreement_rank,0.824,0.736,0.09734513274336287,0.09714285714285709,0.06363794304864638,0.6305857325683167
98,id04,S4,6,masked_surprise_energy_disagreement_rank,0.896,0.792,0.09734513274336287,0.039999999999999925,0.10302103090537784,0.6163992049012934
152,id07,S4,6,masked_surprise_energy_disagreement_rank,0.848,0.92,0.09734513274336287,0.011428571428571344,0.07313598839009866,0.6108964621219488
198,id08,S4,6,masked_surprise_energy_disagreement_rank,0.844,0.752,0.09734513274336287,0.0685714285714285,0.07285731121268112,0.6056169071282701
12,id01,S2,4,masked_surprise_energy_disagreement_rank,0.988,0.988,0.07079646017699115,-0.022539682539682526,0.13794177232325194,0.5795245219834246
98,id04,S2,4,masked_surprise_energy_disagreement_rank,0.896,0.792,0.07079646017699115,0.12031746031746038,0.09961722547894587,0.57244736827774
33,id02,S2,4,masked_surprise_energy_disagreement_rank,0.784,0.948,0.07079646017699115,0.06317460317460322,0.027700370086550644,0.507036376673474
199,id08,S2,4,masked_surprise_energy_disagreement_rank,0.872,0.928,0.07079646017699115,0.034603174603174636,0.07263898531856164,0.5016864643478449
24,id01,S2,4,masked_surprise_energy_disagreement_rank,0.892,0.904,0.07079646017699115,0.034603174603174636,0.08148166221470839,0.499920800976801
120,id05,S2,4,masked_surprise_energy_disagreement_rank,0.96,0.848,0.07079646017699115,0.006031746031746055,0.09736472882053276,0.4540347421310253
109,id05,S2,4,masked_surprise_energy_disagreement_rank,0.932,0.748,0.07079646017699115,0.034603174603174636,0.08516294830452055,0.4322006670772689
25,id01,S2,4,masked_surprise_energy_disagreement_rank,0.868,0.816,0.07079646017699115,0.006031746031746055,0.054510887627824856,0.39503164238711136
34,id02,S2,4,masked_surprise_energy_disagreement_rank,0.856,0.684,0.07079646017699115,0.034603174603174636,0.04705025185406834,0.3629926146066323
