row,support_Q1,rollback_beta_Q1,over_beta_Q1,add_beta_Q1,neg_cost_Q1,gain_Q1,mem_dis_Q1,support_Q2,rollback_beta_Q2,over_beta_Q2,add_beta_Q2,neg_cost_Q2,gain_Q2,mem_dis_Q2,support_Q3,rollback_beta_Q3,over_beta_Q3,add_beta_Q3,neg_cost_Q3,gain_Q3,mem_dis_Q3,support_S1,rollback_beta_S1,over_beta_S1,add_beta_S1,neg_cost_S1,gain_S1,mem_dis_S1,support_S2,rollback_beta_S2,over_beta_S2,add_beta_S2,neg_cost_S2,gain_S2,mem_dis_S2,support_S3,rollback_beta_S3,over_beta_S3,add_beta_S3,neg_cost_S3,gain_S3,mem_dis_S3,support_S4,rollback_beta_S4,over_beta_S4,add_beta_S4,neg_cost_S4,gain_S4,mem_dis_S4,support_count,outside_count,rollback_sum_support,rollback_neg_sum_support,add_sum_outside,add_neg_sum_outside,over_neg_sum_support,neg_cost_sum,lock_cost_sum,posterior_gain_sum,memory_disagree_count,identity_mean,route_mean,joint_vector_mean,public_row_subset_mean,support_code,h032_row_full_reliability_q,h032_private_safe,h032_cell_score
10,True,-0.0005371133507074,0.0008328219076933,0.0,-0.0005371133507074,0.0025368019005103,True,True,0.0016088141388326,-0.0133303710658276,0.0,-0.0133303710658276,0.0007059266946666,False,False,0.0,0.0,0.0047148207775551,0.0,-0.0,False,True,-0.0001601473475205,-0.000750145715257,0.0,-0.000750145715257,0.0010455629174851,True,True,4.930885609775751e-05,0.0005924567978605,0.0,0.0,0.0089416799224664,False,True,-0.0001814402847355,-0.0003171667968464,0.0,-0.0003171667968464,0.019462362610489,True,True,-8.82323984232208e-05,0.000358736051037,0.0,-8.82323984232208e-05,0.0091790061818552,True,6,1,0.0006911896135437369,-0.0009669333813866208,0.0047148207775551,0.0,-0.014397683577931,-0.01502302932706162,0.0054060103910988375,0.0418713402274726,4,0.5302257142857142,0.5885023383219955,0.42587755102040814,0.5222857142857142,1101111,0.44176706827309226,0.6617683085854543,0.2349878185705925
11,False,0.0,0.0,0.0020517064274938,0.0,-0.0,False,True,0.0004623017896492,0.0016715893228643,0.0,0.0,0.0039025400169843,True,True,0.0002382095393412,0.0001236670014615,0.0,0.0,0.0074915072451683,False,False,0.0,0.0,0.0114335607164057,0.0,-0.0,False,True,0.0001492482150959,-0.0012586182411047,0.0,-0.0012586182411047,0.008116075507535,False,True,-0.0001061094829072,0.0020344749529396,0.0,-0.0001061094829072,0.0035992321645317,True,False,0.0,0.0,0.0142710233043343,0.0,-0.0,False,4,3,0.0007436500611791001,-0.0001061094829072,0.0277562904482338,0.0,-0.0012586182411047,-0.0013647277240119,0.0284999405094129,0.023109354934219305,2,0.3488665306122449,0.40611662766439904,0.3556734693877551,0.0902857142857142,0110110,0.2610441767068273,0.5287049106664073,0.14242298003703938
12,True,2.386970166532004e-05,-0.0014043767613531,0.0,-0.0014043767613531,0.005433863227064,False,False,0.0,0.0,0.0013629151305023,0.0,-0.0,False,True,0.0002563235554409,-0.0009740271706197,0.0,-0.0009740271706197,0.0040535266777579,False,False,0.0,0.0,-0.0313983563907557,-0.0313983563907557,-0.0,False,False,0.0,0.0,-0.007344109178262,-0.007344109178262,-0.0,False,True,0.0004688531569229,0.0006553241386643,0.0,0.0,0.0065178284817399,False,True,0.0001987129947931,0.0002043412671182,0.0,0.0,0.001881751992881,True,4,3,0.00094775940882222,0.0,-0.0373795504385154,-0.0387424655690177,-0.0023784039319728,-0.0411208695009905,-0.036431791029693184,0.017886970379442802,1,0.4976920408163265,0.5331997605442177,0.6951020408163265,0.5342857142857143,1010011,0.5220883534136547,0.7717745172796466,0.13128510478486646
13,False,0.0,0.0,-0.1975127555824467,-0.1975127555824467,-0.0,False,True,-0.000195622145186,-0.0015787907783358,0.0,-0.0015787907783358,0.0016397208038858,False,True,-0.0003319598509306,0.0016339356331131,0.0,-0.0003319598509306,0.0066479840424938,False,False,0.0,0.0,-0.0001389608844984,-0.0001389608844984,-0.0,False,True,4.4158355229817146e-05,0.0007130483690843,0.0,0.0,0.009657613713621,True,True,-2.9884106382542143e-05,0.0012698545472367,0.0,-2.9884106382542143e-05,0.0031552080872014,True,True,0.0003552825242932,-0.0015881894014087,0.0,-0.0015881894014087,0.0016927092399692,True,5,2,-0.00015802522297612504,-0.0005574661024991423,-0.1976517164669451,-0.1976517164669451,-0.0031669801797445,-0.20118054060400276,-0.19780974168992124,0.0227932358871712,3,0.42581285714285716,0.4895700535147393,0.48840816326530617,0.17828571428571433,0110111,0.6305220883534136,0.7946113862931904,0.14887587545043185
14,True,-0.0005358085510778,0.0001666542833941,0.0,-0.0005358085510778,0.0069789558921478,True,False,0.0,0.0,0.0012283693773704,0.0,-0.0,False,False,0.0,0.0,0.0012999139668589,0.0,-0.0,False,True,-1.965812849123694e-05,0.0005033559246247,0.0,-1.965812849123694e-05,0.0062954598216607,True,True,-0.0002569725885878,-0.0003331296957837,0.0,-0.0003331296957837,0.0010990602307696,True,True,-6.108044313016696e-07,0.0003720728043524,0.0,-6.108044313016696e-07,0.0089267165256464,True,True,-0.0001449958005516,2.192113861451355e-05,0.0,-0.0001449958005516,0.0086578839854584,True,5,2,-0.0009580458731397386,-0.0009580458731397386,0.0025282833442293,0.0,-0.0003331296957837,-0.0010342029803356385,0.001570237471089562,0.031958076455682896,5,0.5435114285714286,0.5868062367346939,0.6240816326530612,0.4262857142857142,1001111,0.7068273092369478,0.7055162978064554,0.19618710181603918
15,True,-0.0002875948612353,-0.0002458364156612,0.0,-0.0002875948612353,0.0074336807496735,True,False,0.0,0.0,0.0005799355486201,0.0,-0.0,False,True,0.0002731683879455,-0.0011456516317106,0.0,-0.0011456516317106,0.0024695549318374,True,True,5.6884363025572114e-05,-0.0002190504609214,0.0,-0.0002190504609214,0.0050338556430633,True,True,0.0001714095428509,-0.0032455741673213,0.0,-0.0032455741673213,0.0022188498727074,False,True,-1.000860746977265e-06,-0.0003260088397577,0.0,-0.0003260088397577,0.0058405741425342,True,True,-0.0002258848196971,0.0005978724443995,0.0,-0.0002258848196971,0.007386764719479,True,6,1,-1.3018247857405149e-05,-0.0005144805416793772,0.0005799355486201,0.0,-0.005182121515372199,-0.0054497647806434,0.0005669173007626949,0.030383280059294804,5,0.5529628571428572,0.5835325387755103,0.5690612244897959,0.35828571428571415,1011111,0.2690763052208835,0.5482878556798609,0.20911601770215946
16,False,0.0,0.0,-1.7065616376309357e-05,-1.7065616376309357e-05,-0.0,False,False,0.0,0.0,-0.0152477168657893,-0.0152477168657893,-0.0,False,False,0.0,0.0,0.0002759460824831,0.0,-0.0,False,True,0.0001555344196198,-2.0408719929113295e-05,0.0,-2.0408719929113295e-05,0.0394009817562333,False,True,-4.995838149197348e-05,-0.0002988427701031,0.0,-0.0002988427701031,0.0046359734269472,True,True,0.0002502240851566,0.0002789463311725,0.0,0.0,0.0044233984240546,True,True,0.0001896254689536,-0.00372980106227,0.0,-0.00372980106227,0.0017942541347776,True,4,3,0.0005454255922380265,-4.995838149197348e-05,-0.01498883639968251,-0.015264782482165609,-0.0040490525523022135,-0.019313835034467822,-0.014443410807444481,0.0502546077420127,3,0.5812193877551021,0.6088934893424035,0.6905306122448981,0.8902857142857143,0001111,0.5261044176706827,0.6230151009429453,0.18368637765602278
17,False,0.0,0.0,0.005267727898217,0.0,-0.0,False,False,0.0,0.0,0.0004903069704635,0.0,-0.0,False,False,0.0,0.0,0.0019605417301219,0.0,-0.0,False,True,0.0002343351717386,-0.0012405277795711,0.0,-0.0012405277795711,0.0005303267086531,True,True,0.0001623479212981,7.33307334055931e-05,0.0,0.0,0.0117068246283013,True,False,0.0,0.0,0.0001274434807273,0.0,-0.0,False,True,0.0002428318708807,-0.0031737878070708,0.0,-0.0031737878070708,0.0010872024043303,False,3,4,0.0006395149639174,0.0,0.0078460200795297,0.0,-0.0044143155866419,-0.0044143155866419,0.008485535043447099,0.013324353741284701,2,0.29670693877551013,0.3950696344671202,0.36106122448979583,0.07028571428571419,0001101,0.7228915662650602,0.6092942822186957,0.09514405681241067
18,False,0.0,0.0,0.0002349871690909,0.0,-0.0,False,False,0.0,0.0,-0.002381979770102,-0.002381979770102,-0.0,False,True,-0.0002101061243768,-0.0043847363185004,0.0,-0.0043847363185004,0.001196176214217,False,True,-9.234039333788506e-05,0.0001772247492644,0.0,-9.234039333788506e-05,0.0417306237025073,True,False,0.0,0.0,-0.0022832807752497,-0.0022832807752497,-0.0,False,True,0.0005053057805106,0.0039551190491508,0.0,0.0,0.0004576047600778,True,True,-1.3606344775968803e-05,8.224300723847628e-06,0.0,-1.3606344775968803e-05,0.0079791858637492,True,4,3,0.0001892529180199461,-0.00031605286249065386,-0.0044302733762608005,-0.0046652605453517005,-0.0043847363185004,-0.009155943601965954,-0.004241020458240854,0.0513635905405513,3,0.5391842857142857,0.5834880544217687,0.66,0.7502857142857142,0011011,0.48192771084337355,0.5361787207594532,0.2854444623740252
19,False,0.0,0.0,0.0009881678378108,0.0,-0.0,False,False,0.0,0.0,-0.0172757405419667,-0.0172757405419667,-0.0,False,True,0.0002625948976552,-0.0075717389662341,0.0,-0.0075717389662341,0.0007097865040152,True,True,-0.0001071707781858,0.0001415077396089,0.0,-0.0001071707781858,0.009384935891712,True,True,0.0002274041100236,0.0003911459620109,0.0,0.0,0.0057173493194092,True,False,0.0,0.0,0.0019128220131125,0.0,-0.0,False,True,-8.707024839034728e-05,0.0004907256983903,0.0,-8.707024839034728e-05,0.0039624519667313,True,4,3,0.00029575798110265274,-0.00019424102657614726,-0.014374750691043396,-0.0172757405419667,-0.0075717389662341,-0.02504172053477695,-0.014078992709940745,0.019774523681867696,4,0.4321767346938775,0.5064430585034013,0.507673469387755,0.2662857142857143,0011101,0.5542168674698795,0.5850693205775991,0.1433945094374787
20,True,0.0009143959098438,-0.0019725080168594,0.0,-0.0019725080168594,0.0007666955902727,False,False,0.0,0.0,-0.0001596252122435,-0.0001596252122435,-0.0,False,False,0.0,0.0,0.0012205283183268,0.0,-0.0,False,True,-0.0005973277665357,0.0028343139306497,0.0,-0.0005973277665357,0.0009576756959063,False,True,6.622266708600891e-05,0.0001093622341299,0.0,0.0,0.0111977303181,True,True,-0.0001801001560692,0.0001032778011697,0.0,-0.0001801001560692,0.0138010879521152,True,True,0.0003810589079531,-0.0018734308179378,0.0,-0.0018734308179378,0.0022345748388717,True,5,2,0.000584249562278009,-0.0007774279226048999,0.0010609031060833,-0.0001596252122435,-0.0038459388347972003,-0.0047829919696456,0.0016451526683613092,0.0289577643952659,3,0.38921734693877547,0.4521401723356009,0.45861224489795915,0.06228571428571421,1001111,0.6345381526104418,0.734061446706731,0.16866543962471803
21,True,-0.0005218077368261,0.0007435793672507,0.0,-0.0005218077368261,0.003204437684579,True,False,0.0,0.0,0.0021985083464398,0.0,-0.0,False,True,4.1242749396936707e-05,0.0013554649101465,0.0,0.0,0.0008634549962687,True,True,-0.0002128507868542,0.000491796382618,0.0,-0.0002128507868542,0.0020687951600193,True,True,9.484867153050702e-05,-0.0028029758083751,0.0,-0.0028029758083751,0.0021287981654216,False,True,-4.2008984302308634e-05,-0.0005683031716956,0.0,-0.0005683031716956,0.0025353098637939,True,False,0.0,0.0,-0.0020170541261471,-0.0020170541261471,-0.0,False,5,2,-0.000640576087055165,-0.0007766675079826088,0.00018145422029270004,-0.0020170541261471,-0.0033712789800707,-0.0061229916298981,-0.0004591218667624648,0.0108007958700825,4,0.36855102040816323,0.4410683628117913,0.29510204081632646,0.2542857142857143,1011110,0.6827309236947793,0.7100779333813948,0.12524036579272363
22,False,0.0,0.0,0.0012436523717327,0.0,-0.0,False,False,0.0,0.0,0.0001901476212715,0.0,-0.0,False,False,0.0,0.0,0.0009353380111411,0.0,-0.0,False,True,-0.0001137388821704,-0.0001797518034051,0.0,-0.0001797518034051,0.0035956720109777,True,True,-0.0001226031561872,-0.0009346102687895,0.0,-0.0009346102687895,0.0017652754365455,False,True,0.0002490782426749,-0.0008771455565039,0.0,-0.0008771455565039,0.0021288263776036,True,False,0.0,0.0,0.0002471354181851,0.0,-0.0,False,3,4,1.2736204317300012e-05,-0.00023634203835759998,0.0026162734223304004,0.0,-0.0019915076286985,-0.0019915076286985,0.0026290096266477,0.0074897738251268,2,0.3063179591836734,0.3895370340136054,0.2686530612244897,0.15828571428571417,0001110,0.4497991967871486,0.45648431971345227,0.10441163445511926
23,True,6.93468719526626e-05,-0.0003854139283728,0.0,-0.0003854139283728,0.0014692836547294,False,False,0.0,0.0,2.2142142215109808e-05,0.0,-0.0,False,False,0.0,0.0,-0.0023964286080187,-0.0023964286080187,-0.0,False,False,0.0,0.0,0.0166659147537319,0.0,-0.0,False,False,0.0,0.0,-0.0029419000449631,-0.0029419000449631,-0.0,False,True,-0.000193031629244,-0.000207893498922,0.0,-0.000207893498922,0.0194597787778082,True,True,-0.0007793422720532,0.0081066035887946,0.0,-0.0007793422720532,0.0014044136328742,False,3,4,-0.0009030270293445374,-0.0009723739012972,0.01134972824296521,-0.0053383286529818,-0.0005933074272948,-0.0067109783523298,0.010446701213620672,0.022333476065411802,1,0.3455912244897959,0.41823737142857137,0.35689795918367345,0.30628571428571433,1000011,0.8795180722891566,0.7426106937478371,0.13530760162450786
24,True,-0.0003686138157821,-0.0005993989446543,0.0,-0.0005993989446543,0.0083434484390092,True,False,0.0,0.0,-7.084091128487049e-05,-7.084091128487049e-05,-0.0,False,False,0.0,0.0,-0.0010109878627003,-0.0010109878627003,-0.0,False,False,0.0,0.0,0.00308050097019,0.0,-0.0,False,True,0.0004235872104971,-0.0008898638650331,0.0,-0.0008898638650331,0.005759787326575,True,True,0.0003332029947187,-0.001687316101328,0.0,-0.001687316101328,0.0043338624967031,True,True,-5.120179428299548e-05,-0.0024867082022327,0.0,-0.0024867082022327,0.0011206690318578,True,4,3,0.0003369745951507045,-0.0004198156100650955,0.0019986721962048292,-0.0010818287739851704,-0.0056632871132481,-0.006745115887233271,0.002335646791355534,0.0195577672941451,4,0.36586183673469386,0.43349646984126977,0.3166530612244897,0.1662857142857143,1000111,0.7831325301204819,0.6546607725376461,0.14630103357590554
25,False,0.0,0.0,0.0002954118568924,0.0,-0.0,False,False,0.0,0.0,0.0019603250622889,0.0,-0.0,False,False,0.0,0.0,0.0121759609904264,0.0,-0.0,False,False,0.0,0.0,-0.006138287360392,-0.006138287360392,-0.0,False,True,-0.0001179478024186,0.0021968294537696,0.0,-0.0001179478024186,0.0007948347723223,True,True,0.0010452678921278,0.000653726604366,0.0,0.0,0.0006060729716604,True,False,0.0,0.0,-0.0047652195842704,-0.0047652195842704,-0.0,False,2,5,0.0009273200897092,-0.0001179478024186,0.0035281909649453004,-0.0109035069446624,0.0,-0.011021454747081,0.004455511054654499,0.0014009077439827,2,0.2906351020408163,0.3666700988662131,0.4662857142857143,0.24228571428571427,0000110,0.5903614457831325,0.45412314795827724,0.05309361076618964
26,True,0.0007061530313923,-0.0008744798944317,0.0,-0.0008744798944317,0.0008003165473527,False,True,-0.0004512058244842,0.0011002946647091,0.0,-0.0004512058244842,0.0007802640701261,False,False,0.0,0.0,-0.0003206108964237,-0.0003206108964237,-0.0,False,True,-0.0002200934375963,0.0001858066458529,0.0,-0.0002200934375963,0.0152697687064673,False,True,-0.0001793102259298,5.63930324237362e-05,0.0,-0.0001793102259298,0.0024831049890202,True,True,0.0004748703381876,-0.0005262170774833,0.0,-0.0005262170774833,0.0055714007235417,True,False,0.0,0.0,-0.0010941037732744,-0.0010941037732744,-0.0,False,5,2,0.0003304138815696,-0.0008506094880102999,-0.0014147146696981,-0.0014147146696981,-0.001400696971915,-0.0036660211296234,-0.0010843007881285,0.024904855036507998,2,0.5410677551020407,0.6052806603174602,0.5792653061224489,0.7022857142857142,1101110,0.895582329317269,0.9689996889829631,0.16098143000781553
27,True,-0.0004414891057616,0.0002176830015813,0.0,-0.0004414891057616,0.0075033882813639,True,True,0.0018611908260287,-0.0111632833993806,0.0,-0.0111632833993806,0.0006207153169275,True,True,-0.0001569301148801,-0.0004763569127946,0.0,-0.0004763569127946,0.0022453669298567,True,True,-0.0004421329329619,0.0051155942369061,0.0,-0.0004421329329619,0.0004637981678783,False,True,0.0001222099495142,-7.722226493853992e-05,0.0,-7.722226493853992e-05,0.0012685976788416,False,False,0.0,0.0,0.0004367342692034,0.0,-0.0,False,True,1.3783793640712504e-05,-0.0002087368947126,0.0,-0.0002087368947126,0.0061324554744452,True,6,1,0.0009566324155800125,-0.0010405521536036,0.0004367342692034,0.0,-0.011925599471826339,-0.01280922151054984,0.0013933666847834125,0.0182343218493132,4,0.3806659183673469,0.4644858049886621,0.2997551020408163,0.06628571428571418,1111101,0.5301204819277109,0.8375714756180709,0.16105467854519123
28,False,0.0,0.0,0.0004531683783002,0.0,-0.0,False,False,0.0,0.0,0.0031542432455374,0.0,-0.0,False,True,7.904155424833792e-05,0.0006625377080388,0.0,0.0,0.0064081353293525,False,True,2.853790931730492e-05,0.0007395229255845,0.0,0.0,0.0065904984918974,False,False,0.0,0.0,-0.0009086022732268,-0.0009086022732268,-0.0,False,True,0.0009624395225866,-0.0013169461832051,0.0,-0.0013169461832051,0.0006663835504768,False,True,9.058923753151584e-05,0.0007281859527034,0.0,0.0,0.0044250409659136,False,4,3,0.0011606082236837586,0.0,0.0026988093506108,-0.0009086022732268,-0.0013169461832051,-0.0022255484564319,0.0038594175742945594,0.0180900583376403,0,0.40559775510204077,0.47471754195011334,0.4621224489795918,0.0462857142857142,0011011,0.4136546184738955,0.7576268299516494,0.1683555854810363
