target,token,within_subject_cov,perm_p,presence_days,raw_rate_present,raw_rate_absent
Q2,wifi_bssid:9c:a3:a9:d2:db:72,-0.009263365360926335,0.024691358024691357,55,0.4,0.5848101265822785
S1,usage_app_name:Google Play 스토어,-0.016252044229992147,0.024691358024691357,245,0.5918367346938775,0.7902439024390244
S1,usage_app_name:전화 통화,-0.016565186525070993,0.024691358024691357,102,0.6568627450980392,0.6896551724137931
S3,usage_app_name:날씨,0.013270726088441107,0.024691358024691357,103,0.7961165048543689,0.622478386167147
S3,usage_app_name:권한 관리자,-0.01817338799344118,0.024691358024691357,281,0.608540925266904,0.7514792899408284
S4,wifi_bssid:60:29:d5:4a:47:d3,0.01788198477222867,0.024691358024691357,63,0.8253968253968254,0.5167958656330749
S4,wifi_bssid:ee:5c:68:90:0c:eb,0.015070009033423665,0.024691358024691357,51,0.803921568627451,0.5288220551378446
S4,wifi_bssid:9e:25:4a:80:73:13,0.014999516066589242,0.024691358024691357,85,0.7647058823529411,0.5123287671232877
S4,usage_app_name:LG ThinQ,0.011385281385281385,0.024691358024691357,61,0.36065573770491804,0.5912596401028277
Q2,usage_app_name:재난문자,0.021455267374256917,0.037037037037037035,228,0.6359649122807017,0.4864864864864865
Q2,usage_app_name:배달의민족,0.018549008859388465,0.037037037037037035,103,0.6310679611650486,0.5417867435158501
Q2,wifi_bssid:80:ca:4b:00:e5:be,-0.008016752894801677,0.037037037037037035,56,0.4107142857142857,0.583756345177665
Q2,wifi_bssid:1c:ec:72:51:1a:98,-0.008016752894801677,0.037037037037037035,56,0.4107142857142857,0.583756345177665
Q2,wifi_bssid:22:ec:72:51:1a:98,-0.009026853904902689,0.037037037037037035,55,0.4,0.5848101265822785
Q2,wifi_bssid:50:fd:d5:11:7b:df,-0.009263365360926335,0.037037037037037035,55,0.4,0.5848101265822785
Q3,usage_app_name:카카오톡,0.009600597814883531,0.037037037037037035,436,0.6123853211009175,0.21428571428571427
Q3,usage_app_name:One UI 홈,0.008181818181818182,0.037037037037037035,439,0.6104783599088838,0.18181818181818182
S2,ble_device_class:0,0.010021293070073559,0.037037037037037035,416,0.6634615384615384,0.5
S4,wifi_bssid:9e:7b:ef:5a:2f:35,0.013385759452832624,0.037037037037037035,86,0.7558139534883721,0.5137362637362637
S4,wifi_bssid:94:53:30:29:33:cc,0.01266066589237321,0.037037037037037035,56,0.7857142857142857,0.5279187817258884
S4,usage_app_name:시계,-0.020086659253631567,0.037037037037037035,331,0.5196374622356495,0.6722689075630253
Q1,wifi_bssid:04:09:a5:10:a1:83,0.0074418986614108555,0.04938271604938271,55,0.5636363636363636,0.4860759493670886
Q2,usage_app_name:YouTube Music,0.009454501306234297,0.04938271604938271,51,0.5294117647058824,0.5664160401002506
Q2,usage_app_name:One UI 홈,0.007533670033670034,0.04938271604938271,439,0.5740318906605922,0.09090909090909091
Q2,wifi_bssid:00:23:aa:58:95:e5,-0.006770140428677015,0.04938271604938271,57,0.42105263157894735,0.5826972010178118
Q2,wifi_bssid:42:23:aa:58:95:e4,-0.006770140428677015,0.04938271604938271,57,0.42105263157894735,0.5826972010178118
Q2,wifi_bssid:12:23:aa:58:95:e5,-0.006770140428677015,0.04938271604938271,57,0.42105263157894735,0.5826972010178118
Q2,wifi_bssid:70:5d:cc:3c:cf:56,-0.006770140428677015,0.04938271604938271,57,0.42105263157894735,0.5826972010178118
Q2,wifi_bssid:58:86:94:1f:41:be,-0.009026853904902685,0.04938271604938271,55,0.4,0.5848101265822785
Q3,usage_app_name:배달의민족,0.02083333432567798,0.04938271604938271,103,0.6504854368932039,0.5850144092219021
Q3,usage_app_name:연락처,-0.014250645928162891,0.04938271604938271,77,0.5584415584415584,0.6085790884718498
S2,usage_app_name:신한카드,0.009377104377104374,0.04938271604938271,74,0.5540540540540541,0.6702127659574468
S2,usage_app_name:시계,-0.015471889874970746,0.04938271604938271,331,0.6314199395770392,0.7058823529411765
S4,wifi_bssid:70:5d:cc:11:99:ac,0.013773874048264294,0.04938271604938271,74,0.7702702702702703,0.5186170212765957
S4,usage_app_name:카카오 T,0.013093346355541479,0.04938271604938271,50,0.7,0.5425
S4,wifi_bssid:00:07:89:28:de:d9,0.012764388953413343,0.04938271604938271,53,0.7924528301886793,0.5289672544080605
S4,wifi_bssid:b4:a9:4f:3f:32:5b,0.012436443412053168,0.04938271604938271,60,0.8,0.5230769230769231
S4,usage_app_name:YouTube,0.011176326899323411,0.04938271604938271,256,0.59765625,0.5103092783505154
Q1,wifi_bssid:12:09:a5:10:a1:83,0.008519339738851935,0.06172839506172839,54,0.5740740740740741,0.48484848484848486
Q2,usage_app_name:당근,0.013278018278018281,0.06172839506172839,163,0.5950920245398773,0.5435540069686411
Q2,wifi_bssid:90:9f:33:bd:34:50,-0.006770140428677015,0.06172839506172839,57,0.42105263157894735,0.5826972010178118
Q2,wifi_bssid:12:96:cd:71:8d:a7,-0.006804631682680466,0.06172839506172839,55,0.41818181818181815,0.5822784810126582
Q2,wifi_bssid:88:3c:1c:66:18:35,-0.007410692288741069,0.06172839506172839,50,0.4,0.5825
Q2,wifi_bssid:58:86:94:23:43:5e,-0.008016752894801677,0.06172839506172839,56,0.4107142857142857,0.583756345177665
Q2,wifi_bssid:70:5d:cc:84:84:3e,-0.008016752894801677,0.06172839506172839,56,0.4107142857142857,0.583756345177665
Q2,wifi_bssid:0c:96:cd:e3:57:1f,-0.009026853904902685,0.06172839506172839,55,0.4,0.5848101265822785
Q3,usage_app_name:네이버 웹툰,0.012522235797497122,0.06172839506172839,106,0.5754716981132075,0.6075581395348837
Q3,wifi_bssid:50:46:ae:3b:2b:c7,-0.007785168760778516,0.06172839506172839,50,0.44,0.62
Q3,wifi_bssid:88:3c:1c:66:18:35,-0.007814732692781474,0.06172839506172839,50,0.42,0.6225
Q3,wifi_bssid:80:ca:4b:32:d3:3e,-0.010782740294935419,0.06172839506172839,61,0.4098360655737705,0.6298200514138818
S1,wifi_bssid:1c:a5:32:17:d0:31,0.0028070175438596493,0.06172839506172839,54,0.7777777777777778,0.6691919191919192
S1,usage_app_name:연락처,-0.011800995070296375,0.06172839506172839,77,0.5844155844155844,0.7024128686327078
S3,usage_app_name:YouTube,0.011702687234046119,0.06172839506172839,256,0.65625,0.6701030927835051
S4,wifi_bssid:9e:25:4a:80:6f:62,0.012777293844367018,0.06172839506172839,88,0.75,0.5138121546961326
S4,wifi_bssid:16:7f:67:bd:b4:bc,0.012697928765001937,0.06172839506172839,93,0.7419354838709677,0.5126050420168067
S4,wifi_bssid:08:5d:dd:8b:94:91,0.01162262872628726,0.06172839506172839,83,0.7469879518072289,0.5177111716621253
Q1,usage_app_name:One UI 홈,0.004604377104377105,0.07407407407407407,439,0.5079726651480638,0.0
Q2,usage_app_name:Chrome,0.013423192457439666,0.07407407407407407,270,0.5481481481481482,0.5833333333333334
Q2,wifi_bssid:34:60:f9:a2:f8:62,-0.006568120226656814,0.07407407407407407,55,0.41818181818181815,0.5822784810126582
Q2,wifi_bssid:00:23:aa:58:95:e4,-0.006770140428677015,0.07407407407407407,57,0.42105263157894735,0.5826972010178118
Q2,wifi_bssid:88:3c:1c:13:d1:d9,-0.006770140428677015,0.07407407407407407,57,0.42105263157894735,0.5826972010178118
Q2,wifi_bssid:1c:ec:72:51:1a:97,-0.006770140428677015,0.07407407407407407,57,0.42105263157894735,0.5826972010178118
Q2,wifi_bssid:0c:96:cd:84:93:6b,-0.006770140428677015,0.07407407407407407,57,0.42105263157894735,0.5826972010178118
Q2,usage_app_name:카카오페이,-0.011298451999671513,0.07407407407407407,74,0.5,0.574468085106383
Q3,wifi_bssid:50:46:ae:3b:2b:c6,-0.007785168760778516,0.07407407407407407,50,0.44,0.62
Q3,usage_app_name:편한가계부,-0.00875172833360987,0.07407407407407407,70,0.4142857142857143,0.6342105263157894
S3,usage_app_name:NAVER,0.010056869508089018,0.07407407407407407,369,0.6639566395663956,0.654320987654321
S3,wifi_bssid:00:07:89:28:de:d9,-0.008994327713839909,0.07407407407407407,53,0.6792452830188679,0.6599496221662469
S3,wifi_bssid:94:53:30:29:33:cc,-0.009719582585436244,0.07407407407407407,56,0.6785714285714286,0.6598984771573604
S4,wifi_bssid:98:25:4a:80:6f:61,0.012697928765001937,0.07407407407407407,93,0.7419354838709677,0.5126050420168067
S4,wifi_bssid:98:25:4a:80:73:13,0.012697928765001937,0.07407407407407407,93,0.7419354838709677,0.5126050420168067
S4,usage_app_name:당근,0.010574795574795575,0.07407407407407407,163,0.5828220858895705,0.5470383275261324
S4,usage_app_name:Google Play 서비스,-0.013568737663502008,0.07407407407407407,79,0.4430379746835443,0.5849056603773585
