row_id,subject_id,lifelog_date,regime,target,action,direction,strength,base_subject_prior,candidate_hint_p,candidate_delta,nearest_label_days,coverage_anomaly_score,s4_context_token_count,reason
5,id01,2024-08-05,hole,S4,FREEZE,HOLD,0.0,0.4878,0.4878,0.0,8,0.3502,0,no strong S4 context event
6,id01,2024-08-06,hole,Q1,FREEZE,HOLD,0.0,0.439,0.439,0.0,9,0.2319,0,Q1 signal unreliable; avoid coverage-driven movement
6,id01,2024-08-06,hole,Q2,FREEZE,UP,0.25,0.561,0.7146,0.1537,9,0.2319,0,prev/next Q2 agree
6,id01,2024-08-06,hole,Q3,FREEZE,HOLD,0.0,0.5854,0.5854,0.0,9,0.2319,0,no clean Q3 neighbor grammar
6,id01,2024-08-06,hole,S1,FREEZE,HOLD,0.0,0.6341,0.6341,0.0,9,0.2319,0,S1 mostly subject/static; keep stable
6,id01,2024-08-06,hole,S2,FREEZE,HOLD,0.0,0.5854,0.5854,0.0,9,0.2319,0,S2 is subject/static dominated; day-level features are brittle
6,id01,2024-08-06,hole,S3,FREEZE,HOLD,0.0,0.8537,0.8537,0.0,9,0.2319,0,S3 is subject/static dominated; day-level features are brittle
6,id01,2024-08-06,hole,S4,FREEZE,HOLD,0.0,0.4878,0.4878,0.0,9,0.2319,0,no strong S4 context event
7,id01,2024-08-08,hole,Q1,FREEZE,HOLD,0.0,0.439,0.439,0.0,9,0.5865,0,Q1 signal unreliable; avoid coverage-driven movement
7,id01,2024-08-08,hole,Q2,FREEZE,UP,0.25,0.561,0.7146,0.1537,9,0.5865,0,prev/next Q2 agree
7,id01,2024-08-08,hole,Q3,FREEZE,HOLD,0.0,0.5854,0.5854,0.0,9,0.5865,0,no clean Q3 neighbor grammar
7,id01,2024-08-08,hole,S1,FREEZE,HOLD,0.0,0.6341,0.6341,0.0,9,0.5865,0,S1 mostly subject/static; keep stable
7,id01,2024-08-08,hole,S2,FREEZE,HOLD,0.0,0.5854,0.5854,0.0,9,0.5865,0,S2 is subject/static dominated; day-level features are brittle
7,id01,2024-08-08,hole,S3,FREEZE,HOLD,0.0,0.8537,0.8537,0.0,9,0.5865,0,S3 is subject/static dominated; day-level features are brittle
7,id01,2024-08-08,hole,S4,FREEZE,HOLD,0.0,0.4878,0.4878,0.0,9,0.5865,0,no strong S4 context event
8,id01,2024-08-09,hole,Q1,FREEZE,HOLD,0.0,0.439,0.439,0.0,8,0.3814,0,Q1 signal unreliable; avoid coverage-driven movement
8,id01,2024-08-09,hole,Q2,FREEZE,UP,0.25,0.561,0.7146,0.1537,8,0.3814,0,prev/next Q2 agree
8,id01,2024-08-09,hole,Q3,FREEZE,HOLD,0.0,0.5854,0.5854,0.0,8,0.3814,0,no clean Q3 neighbor grammar
8,id01,2024-08-09,hole,S1,FREEZE,HOLD,0.0,0.6341,0.6341,0.0,8,0.3814,0,S1 mostly subject/static; keep stable
8,id01,2024-08-09,hole,S2,FREEZE,HOLD,0.0,0.5854,0.5854,0.0,8,0.3814,0,S2 is subject/static dominated; day-level features are brittle
8,id01,2024-08-09,hole,S3,FREEZE,HOLD,0.0,0.8537,0.8537,0.0,8,0.3814,0,S3 is subject/static dominated; day-level features are brittle
8,id01,2024-08-09,hole,S4,FREEZE,HOLD,0.0,0.4878,0.4878,0.0,8,0.3814,0,no strong S4 context event
9,id01,2024-08-11,hole,Q1,FREEZE,HOLD,0.0,0.439,0.439,0.0,6,0.4822,0,Q1 signal unreliable; avoid coverage-driven movement
9,id01,2024-08-11,hole,Q2,MOVE,UP,0.7,0.561,0.7146,0.1537,6,0.4822,0,hole row with close labeled neighbor; prev/next Q2 agree
9,id01,2024-08-11,hole,Q3,MOVE,UP,0.55,0.5854,0.772,0.1866,6,0.4822,0,close prev/next Q3 agree; temporal completion looks credible
9,id01,2024-08-11,hole,S1,FREEZE,HOLD,0.0,0.6341,0.6341,0.0,6,0.4822,0,S1 mostly subject/static; keep stable
9,id01,2024-08-11,hole,S2,FREEZE,HOLD,0.0,0.5854,0.5854,0.0,6,0.4822,0,S2 is subject/static dominated; day-level features are brittle
9,id01,2024-08-11,hole,S3,FREEZE,HOLD,0.0,0.8537,0.8537,0.0,6,0.4822,0,S3 is subject/static dominated; day-level features are brittle
9,id01,2024-08-11,hole,S4,FREEZE,HOLD,0.0,0.4878,0.4878,0.0,6,0.4822,0,no strong S4 context event
10,id01,2024-08-12,hole,Q1,FREEZE,HOLD,0.0,0.439,0.439,0.0,5,0.3194,0,Q1 signal unreliable; avoid coverage-driven movement
10,id01,2024-08-12,hole,Q2,MOVE,UP,0.7,0.561,0.7146,0.1537,5,0.3194,0,hole row with close labeled neighbor; prev/next Q2 agree
10,id01,2024-08-12,hole,Q3,MOVE,UP,0.55,0.5854,0.772,0.1866,5,0.3194,0,close prev/next Q3 agree; temporal completion looks credible
10,id01,2024-08-12,hole,S1,FREEZE,HOLD,0.0,0.6341,0.6341,0.0,5,0.3194,0,S1 mostly subject/static; keep stable
10,id01,2024-08-12,hole,S2,FREEZE,HOLD,0.0,0.5854,0.5854,0.0,5,0.3194,0,S2 is subject/static dominated; day-level features are brittle
10,id01,2024-08-12,hole,S3,FREEZE,HOLD,0.0,0.8537,0.8537,0.0,5,0.3194,0,S3 is subject/static dominated; day-level features are brittle
10,id01,2024-08-12,hole,S4,FREEZE,HOLD,0.0,0.4878,0.4878,0.0,5,0.3194,0,no strong S4 context event
11,id01,2024-08-13,hole,Q1,FREEZE,HOLD,0.0,0.439,0.439,0.0,4,0.2939,0,Q1 signal unreliable; avoid coverage-driven movement
11,id01,2024-08-13,hole,Q2,MOVE,UP,0.7,0.561,0.7146,0.1537,4,0.2939,0,hole row with close labeled neighbor; prev/next Q2 agree
11,id01,2024-08-13,hole,Q3,MOVE,UP,0.55,0.5854,0.772,0.1866,4,0.2939,0,close prev/next Q3 agree; temporal completion looks credible
11,id01,2024-08-13,hole,S1,FREEZE,HOLD,0.0,0.6341,0.6341,0.0,4,0.2939,0,S1 mostly subject/static; keep stable
11,id01,2024-08-13,hole,S2,FREEZE,HOLD,0.0,0.5854,0.5854,0.0,4,0.2939,0,S2 is subject/static dominated; day-level features are brittle
11,id01,2024-08-13,hole,S3,FREEZE,HOLD,0.0,0.8537,0.8537,0.0,4,0.2939,0,S3 is subject/static dominated; day-level features are brittle
11,id01,2024-08-13,hole,S4,FREEZE,HOLD,0.0,0.4878,0.4878,0.0,4,0.2939,0,no strong S4 context event
12,id01,2024-08-14,hole,Q1,TINY_MOVE,DOWN,0.15,0.439,0.3951,-0.0439,3,0.4891,0,very close Q1 neighbors agree; tiny only
12,id01,2024-08-14,hole,Q2,MOVE,UP,0.7,0.561,0.7146,0.1537,3,0.4891,0,hole row with close labeled neighbor; prev/next Q2 agree
12,id01,2024-08-14,hole,Q3,MOVE,UP,0.55,0.5854,0.772,0.1866,3,0.4891,0,close prev/next Q3 agree; temporal completion looks credible
12,id01,2024-08-14,hole,S1,TINY_MOVE,UP,0.12,0.6341,0.6634,0.0293,3,0.4891,0,very close S1 neighbors agree; tiny only
12,id01,2024-08-14,hole,S2,FREEZE,HOLD,0.0,0.5854,0.5854,0.0,3,0.4891,0,S2 is subject/static dominated; day-level features are brittle
12,id01,2024-08-14,hole,S3,FREEZE,HOLD,0.0,0.8537,0.8537,0.0,3,0.4891,0,S3 is subject/static dominated; day-level features are brittle
12,id01,2024-08-14,hole,S4,FREEZE,HOLD,0.0,0.4878,0.4878,0.0,3,0.4891,0,no strong S4 context event
13,id01,2024-08-16,hole,Q1,TINY_MOVE,DOWN,0.15,0.439,0.3951,-0.0439,1,0.6394,0,very close Q1 neighbors agree; tiny only
13,id01,2024-08-16,hole,Q2,MOVE,UP,0.7,0.561,0.7146,0.1537,1,0.6394,0,hole row with close labeled neighbor; prev/next Q2 agree
13,id01,2024-08-16,hole,Q3,MOVE,UP,0.55,0.5854,0.772,0.1866,1,0.6394,0,close prev/next Q3 agree; temporal completion looks credible
13,id01,2024-08-16,hole,S1,TINY_MOVE,UP,0.12,0.6341,0.6634,0.0293,1,0.6394,0,very close S1 neighbors agree; tiny only
13,id01,2024-08-16,hole,S2,FREEZE,HOLD,0.0,0.5854,0.5854,0.0,1,0.6394,0,S2 is subject/static dominated; day-level features are brittle
13,id01,2024-08-16,hole,S3,FREEZE,HOLD,0.0,0.8537,0.8537,0.0,1,0.6394,0,S3 is subject/static dominated; day-level features are brittle
13,id01,2024-08-16,hole,S4,FREEZE,HOLD,0.0,0.4878,0.4878,0.0,1,0.6394,0,no strong S4 context event
14,id01,2024-09-01,tail,Q1,FREEZE,HOLD,0.0,0.439,0.439,0.0,1,0.716,0,Q1 signal unreliable; avoid coverage-driven movement
14,id01,2024-09-01,tail,Q2,FREEZE,UP,0.2,0.561,0.7499,0.1889,1,0.716,0,coverage/deviation anomaly present
14,id01,2024-09-01,tail,Q3,TINY_MOVE,UP,0.25,0.5854,0.6683,0.0829,1,0.716,0,near Q3 neighbor exists but evidence is not clean
14,id01,2024-09-01,tail,S1,FREEZE,HOLD,0.0,0.6341,0.6341,0.0,1,0.716,0,S1 mostly subject/static; keep stable
14,id01,2024-09-01,tail,S2,FREEZE,HOLD,0.0,0.5854,0.5854,0.0,1,0.716,0,S2 is subject/static dominated; day-level features are brittle
14,id01,2024-09-01,tail,S3,FREEZE,HOLD,0.0,0.8537,0.8537,0.0,1,0.716,0,S3 is subject/static dominated; day-level features are brittle
14,id01,2024-09-01,tail,S4,FREEZE,HOLD,0.0,0.4878,0.4878,0.0,1,0.716,0,no strong S4 context event
15,id01,2024-09-02,tail,Q1,FREEZE,HOLD,0.0,0.439,0.439,0.0,2,0.5507,0,Q1 signal unreliable; avoid coverage-driven movement
15,id01,2024-09-02,tail,Q2,FREEZE,UP,0.0,0.561,0.7146,0.1537,2,0.5507,0,
15,id01,2024-09-02,tail,Q3,TINY_MOVE,UP,0.25,0.5854,0.6683,0.0829,2,0.5507,0,near Q3 neighbor exists but evidence is not clean
15,id01,2024-09-02,tail,S1,FREEZE,HOLD,0.0,0.6341,0.6341,0.0,2,0.5507,0,S1 mostly subject/static; keep stable
15,id01,2024-09-02,tail,S2,FREEZE,HOLD,0.0,0.5854,0.5854,0.0,2,0.5507,0,S2 is subject/static dominated; day-level features are brittle
15,id01,2024-09-02,tail,S3,FREEZE,HOLD,0.0,0.8537,0.8537,0.0,2,0.5507,0,S3 is subject/static dominated; day-level features are brittle
15,id01,2024-09-02,tail,S4,FREEZE,HOLD,0.0,0.4878,0.4878,0.0,2,0.5507,0,no strong S4 context event
16,id01,2024-09-03,tail,Q1,FREEZE,HOLD,0.0,0.439,0.439,0.0,3,0.3594,0,Q1 signal unreliable; avoid coverage-driven movement
16,id01,2024-09-03,tail,Q2,FREEZE,UP,0.0,0.561,0.7146,0.1537,3,0.3594,0,
16,id01,2024-09-03,tail,Q3,TINY_MOVE,UP,0.25,0.5854,0.6683,0.0829,3,0.3594,0,near Q3 neighbor exists but evidence is not clean
16,id01,2024-09-03,tail,S1,FREEZE,HOLD,0.0,0.6341,0.6341,0.0,3,0.3594,0,S1 mostly subject/static; keep stable
16,id01,2024-09-03,tail,S2,FREEZE,HOLD,0.0,0.5854,0.5854,0.0,3,0.3594,0,S2 is subject/static dominated; day-level features are brittle
16,id01,2024-09-03,tail,S3,FREEZE,HOLD,0.0,0.8537,0.8537,0.0,3,0.3594,0,S3 is subject/static dominated; day-level features are brittle
16,id01,2024-09-03,tail,S4,FREEZE,HOLD,0.0,0.4878,0.4878,0.0,3,0.3594,0,no strong S4 context event
17,id01,2024-09-04,tail,Q1,FREEZE,HOLD,0.0,0.439,0.439,0.0,4,0.2389,0,Q1 signal unreliable; avoid coverage-driven movement
17,id01,2024-09-04,tail,Q2,FREEZE,UP,0.0,0.561,0.7146,0.1537,4,0.2389,0,
17,id01,2024-09-04,tail,Q3,TINY_MOVE,UP,0.25,0.5854,0.6683,0.0829,4,0.2389,0,near Q3 neighbor exists but evidence is not clean
17,id01,2024-09-04,tail,S1,FREEZE,HOLD,0.0,0.6341,0.6341,0.0,4,0.2389,0,S1 mostly subject/static; keep stable
17,id01,2024-09-04,tail,S2,FREEZE,HOLD,0.0,0.5854,0.5854,0.0,4,0.2389,0,S2 is subject/static dominated; day-level features are brittle
17,id01,2024-09-04,tail,S3,FREEZE,HOLD,0.0,0.8537,0.8537,0.0,4,0.2389,0,S3 is subject/static dominated; day-level features are brittle
17,id01,2024-09-04,tail,S4,FREEZE,HOLD,0.0,0.4878,0.4878,0.0,4,0.2389,0,no strong S4 context event
18,id01,2024-09-06,tail,Q1,FREEZE,HOLD,0.0,0.439,0.439,0.0,6,0.2939,0,Q1 signal unreliable; avoid coverage-driven movement
18,id01,2024-09-06,tail,Q2,FREEZE,UP,0.0,0.561,0.7146,0.1537,6,0.2939,0,
18,id01,2024-09-06,tail,Q3,TINY_MOVE,UP,0.25,0.5854,0.6683,0.0829,6,0.2939,0,near Q3 neighbor exists but evidence is not clean
18,id01,2024-09-06,tail,S1,FREEZE,HOLD,0.0,0.6341,0.6341,0.0,6,0.2939,0,S1 mostly subject/static; keep stable
18,id01,2024-09-06,tail,S2,FREEZE,HOLD,0.0,0.5854,0.5854,0.0,6,0.2939,0,S2 is subject/static dominated; day-level features are brittle
18,id01,2024-09-06,tail,S3,FREEZE,HOLD,0.0,0.8537,0.8537,0.0,6,0.2939,0,S3 is subject/static dominated; day-level features are brittle
18,id01,2024-09-06,tail,S4,FREEZE,HOLD,0.0,0.4878,0.4878,0.0,6,0.2939,0,no strong S4 context event
19,id01,2024-09-07,tail,Q1,FREEZE,HOLD,0.0,0.439,0.439,0.0,7,0.7809,0,Q1 signal unreliable; avoid coverage-driven movement
19,id01,2024-09-07,tail,Q2,FREEZE,UP,0.2,0.561,0.7499,0.1889,7,0.7809,0,coverage/deviation anomaly present
19,id01,2024-09-07,tail,Q3,TINY_MOVE,UP,0.25,0.5854,0.6683,0.0829,7,0.7809,0,near Q3 neighbor exists but evidence is not clean
19,id01,2024-09-07,tail,S1,FREEZE,HOLD,0.0,0.6341,0.6341,0.0,7,0.7809,0,S1 mostly subject/static; keep stable
19,id01,2024-09-07,tail,S2,FREEZE,HOLD,0.0,0.5854,0.5854,0.0,7,0.7809,0,S2 is subject/static dominated; day-level features are brittle
19,id01,2024-09-07,tail,S3,FREEZE,HOLD,0.0,0.8537,0.8537,0.0,7,0.7809,0,S3 is subject/static dominated; day-level features are brittle
19,id01,2024-09-07,tail,S4,FREEZE,HOLD,0.0,0.4878,0.4878,0.0,7,0.7809,0,no strong S4 context event
20,id01,2024-09-08,tail,Q1,FREEZE,HOLD,0.0,0.439,0.439,0.0,8,0.6882,0,Q1 signal unreliable; avoid coverage-driven movement
20,id01,2024-09-08,tail,Q2,FREEZE,UP,0.2,0.561,0.7499,0.1889,8,0.6882,0,coverage/deviation anomaly present
20,id01,2024-09-08,tail,Q3,FREEZE,HOLD,0.0,0.5854,0.5854,0.0,8,0.6882,0,no clean Q3 neighbor grammar
20,id01,2024-09-08,tail,S1,FREEZE,HOLD,0.0,0.6341,0.6341,0.0,8,0.6882,0,S1 mostly subject/static; keep stable
20,id01,2024-09-08,tail,S2,FREEZE,HOLD,0.0,0.5854,0.5854,0.0,8,0.6882,0,S2 is subject/static dominated; day-level features are brittle
20,id01,2024-09-08,tail,S3,FREEZE,HOLD,0.0,0.8537,0.8537,0.0,8,0.6882,0,S3 is subject/static dominated; day-level features are brittle
20,id01,2024-09-08,tail,S4,FREEZE,HOLD,0.0,0.4878,0.4878,0.0,8,0.6882,0,no strong S4 context event
21,id01,2024-09-09,tail,Q1,FREEZE,HOLD,0.0,0.439,0.439,0.0,9,0.3048,0,Q1 signal unreliable; avoid coverage-driven movement
21,id01,2024-09-09,tail,Q2,FREEZE,UP,0.0,0.561,0.7146,0.1537,9,0.3048,0,
21,id01,2024-09-09,tail,Q3,FREEZE,HOLD,0.0,0.5854,0.5854,0.0,9,0.3048,0,no clean Q3 neighbor grammar
21,id01,2024-09-09,tail,S1,FREEZE,HOLD,0.0,0.6341,0.6341,0.0,9,0.3048,0,S1 mostly subject/static; keep stable
21,id01,2024-09-09,tail,S2,FREEZE,HOLD,0.0,0.5854,0.5854,0.0,9,0.3048,0,S2 is subject/static dominated; day-level features are brittle
21,id01,2024-09-09,tail,S3,FREEZE,HOLD,0.0,0.8537,0.8537,0.0,9,0.3048,0,S3 is subject/static dominated; day-level features are brittle
21,id01,2024-09-09,tail,S4,FREEZE,HOLD,0.0,0.4878,0.4878,0.0,9,0.3048,0,no strong S4 context event
22,id01,2024-09-10,tail,Q1,FREEZE,HOLD,0.0,0.439,0.439,0.0,10,0.47,0,Q1 signal unreliable; avoid coverage-driven movement
22,id01,2024-09-10,tail,Q2,FREEZE,UP,0.0,0.561,0.7146,0.1537,10,0.47,0,
22,id01,2024-09-10,tail,Q3,FREEZE,HOLD,0.0,0.5854,0.5854,0.0,10,0.47,0,no clean Q3 neighbor grammar
22,id01,2024-09-10,tail,S1,FREEZE,HOLD,0.0,0.6341,0.6341,0.0,10,0.47,0,S1 mostly subject/static; keep stable
22,id01,2024-09-10,tail,S2,FREEZE,HOLD,0.0,0.5854,0.5854,0.0,10,0.47,0,S2 is subject/static dominated; day-level features are brittle
22,id01,2024-09-10,tail,S3,FREEZE,HOLD,0.0,0.8537,0.8537,0.0,10,0.47,0,S3 is subject/static dominated; day-level features are brittle
22,id01,2024-09-10,tail,S4,FREEZE,HOLD,0.0,0.4878,0.4878,0.0,10,0.47,0,no strong S4 context event
23,id01,2024-09-11,tail,Q1,FREEZE,HOLD,0.0,0.439,0.439,0.0,11,0.7971,0,Q1 signal unreliable; avoid coverage-driven movement
23,id01,2024-09-11,tail,Q2,FREEZE,UP,0.2,0.561,0.7499,0.1889,11,0.7971,0,coverage/deviation anomaly present
23,id01,2024-09-11,tail,Q3,FREEZE,HOLD,0.0,0.5854,0.5854,0.0,11,0.7971,0,no clean Q3 neighbor grammar
23,id01,2024-09-11,tail,S1,FREEZE,HOLD,0.0,0.6341,0.6341,0.0,11,0.7971,0,S1 mostly subject/static; keep stable
23,id01,2024-09-11,tail,S2,FREEZE,HOLD,0.0,0.5854,0.5854,0.0,11,0.7971,0,S2 is subject/static dominated; day-level features are brittle
23,id01,2024-09-11,tail,S3,FREEZE,HOLD,0.0,0.8537,0.8537,0.0,11,0.7971,0,S3 is subject/static dominated; day-level features are brittle
23,id01,2024-09-11,tail,S4,FREEZE,HOLD,0.0,0.4878,0.4878,0.0,11,0.7971,0,no strong S4 context event
24,id01,2024-09-12,tail,Q1,FREEZE,HOLD,0.0,0.439,0.439,0.0,12,0.2757,0,Q1 signal unreliable; avoid coverage-driven movement
24,id01,2024-09-12,tail,Q2,FREEZE,UP,0.0,0.561,0.7146,0.1537,12,0.2757,0,
24,id01,2024-09-12,tail,Q3,FREEZE,HOLD,0.0,0.5854,0.5854,0.0,12,0.2757,0,no clean Q3 neighbor grammar
24,id01,2024-09-12,tail,S1,FREEZE,HOLD,0.0,0.6341,0.6341,0.0,12,0.2757,0,S1 mostly subject/static; keep stable
24,id01,2024-09-12,tail,S2,FREEZE,HOLD,0.0,0.5854,0.5854,0.0,12,0.2757,0,S2 is subject/static dominated; day-level features are brittle
24,id01,2024-09-12,tail,S3,FREEZE,HOLD,0.0,0.8537,0.8537,0.0,12,0.2757,0,S3 is subject/static dominated; day-level features are brittle
24,id01,2024-09-12,tail,S4,FREEZE,HOLD,0.0,0.4878,0.4878,0.0,12,0.2757,0,no strong S4 context event
25,id01,2024-09-13,tail,Q1,FREEZE,HOLD,0.0,0.439,0.439,0.0,13,0.4096,0,Q1 signal unreliable; avoid coverage-driven movement
25,id01,2024-09-13,tail,Q2,FREEZE,UP,0.0,0.561,0.7146,0.1537,13,0.4096,0,
25,id01,2024-09-13,tail,Q3,FREEZE,HOLD,0.0,0.5854,0.5854,0.0,13,0.4096,0,no clean Q3 neighbor grammar
25,id01,2024-09-13,tail,S1,FREEZE,HOLD,0.0,0.6341,0.6341,0.0,13,0.4096,0,S1 mostly subject/static; keep stable
25,id01,2024-09-13,tail,S2,FREEZE,HOLD,0.0,0.5854,0.5854,0.0,13,0.4096,0,S2 is subject/static dominated; day-level features are brittle
25,id01,2024-09-13,tail,S3,FREEZE,HOLD,0.0,0.8537,0.8537,0.0,13,0.4096,0,S3 is subject/static dominated; day-level features are brittle
25,id01,2024-09-13,tail,S4,FREEZE,HOLD,0.0,0.4878,0.4878,0.0,13,0.4096,0,no strong S4 context event
26,id01,2024-09-14,tail,Q1,FREEZE,HOLD,0.0,0.439,0.439,0.0,14,0.7399,0,Q1 signal unreliable; avoid coverage-driven movement
26,id01,2024-09-14,tail,Q2,FREEZE,UP,0.2,0.561,0.7499,0.1889,14,0.7399,0,coverage/deviation anomaly present
26,id01,2024-09-14,tail,Q3,FREEZE,HOLD,0.0,0.5854,0.5854,0.0,14,0.7399,0,no clean Q3 neighbor grammar
26,id01,2024-09-14,tail,S1,FREEZE,HOLD,0.0,0.6341,0.6341,0.0,14,0.7399,0,S1 mostly subject/static; keep stable
26,id01,2024-09-14,tail,S2,FREEZE,HOLD,0.0,0.5854,0.5854,0.0,14,0.7399,0,S2 is subject/static dominated; day-level features are brittle
26,id01,2024-09-14,tail,S3,FREEZE,HOLD,0.0,0.8537,0.8537,0.0,14,0.7399,0,S3 is subject/static dominated; day-level features are brittle
