subject_id,sleep_date,lifelog_date,row_id,s4_anchor_p,s4_cola_p,cola_shift,cola_abs_shift,cola_direction,cola_says_move,regime,nearest_label_days,neighbor_agree_S4,neighbor_mean_S4,coverage_anomaly_score,s4_context_token_count,action,direction,strength,base_subject_prior,candidate_hint_p,candidate_delta,reason,action_allows_move,context_token_evidence,direction_agree,three_way_intersection,candidate_safe_intersection,s4_cola_context_score
id09,2024-08-21,2024-08-20,214,0.48117837248211776,0.5382567804001079,0.05707840791799018,0.05707840791799018,UP,False,hole,1,False,0.5,0.4019,6,TINY_MOVE,UP,0.35,0.5854,0.6445,0.0591,multiple S4 context tokens present; capped only,True,True,True,False,False,3.144
id10,2024-09-20,2024-09-19,243,0.586834186577255,0.6250455868692929,0.038211400292037956,0.038211400292037956,UP,False,tail,5,False,1.0,0.8034,5,TINY_MOVE,UP,0.35,0.6667,0.7197,0.0531,multiple S4 context tokens present; capped only,True,True,True,False,False,3.016
id06,2024-07-13,2024-07-12,134,0.7170800271078338,0.7544231276561592,0.03734310054832535,0.03734310054832535,UP,False,hole,2,True,1.0,0.3872,6,TINY_MOVE,UP,0.35,0.8542,0.8826,0.0285,multiple S4 context tokens present; capped only,True,True,True,False,False,3.008
id10,2024-08-20,2024-08-19,237,0.687502892375344,0.7162501243742903,0.028747231998946243,0.028747231998946243,UP,False,hole,8,False,0.5,0.8888,5,TINY_MOVE,UP,0.35,0.6667,0.7197,0.0531,multiple S4 context tokens present; capped only,True,True,True,False,False,2.916
id06,2024-08-23,2024-08-22,149,0.7437283253557094,0.769070586562122,0.025342261206412586,0.025342261206412586,UP,False,tail,4,False,1.0,0.3632,5,TINY_MOVE,UP,0.35,0.8542,0.8826,0.0285,multiple S4 context tokens present; capped only,True,True,True,False,False,2.864
id06,2024-07-10,2024-07-09,131,0.7263228330038327,0.7509971971209973,0.024674364117164616,0.024674364117164616,UP,False,hole,4,True,1.0,0.4943,7,TINY_MOVE,UP,0.35,0.8542,0.8826,0.0285,multiple S4 context tokens present; capped only,True,True,True,False,False,2.856
id06,2024-07-11,2024-07-10,132,0.7230412414863534,0.7440256847802267,0.02098444329387328,0.02098444329387328,UP,False,hole,4,True,1.0,0.9005,6,TINY_MOVE,UP,0.35,0.8542,0.8826,0.0285,multiple S4 context tokens present; capped only,True,True,True,False,False,2.8200000000000003
id10,2024-08-07,2024-08-06,230,0.5580036655121621,0.48791030618727765,-0.07009335932488442,0.07009335932488442,DOWN,False,hole,4,False,0.5,0.472,5,TINY_MOVE,UP,0.35,0.6667,0.7197,0.0531,multiple S4 context tokens present; capped only,True,True,False,False,False,2.7279999999999998
id08,2024-08-07,2024-08-06,185,0.5151070575891951,0.4515807204651942,-0.06352633712400085,0.06352633712400085,DOWN,False,hole,2,False,0.5,0.8487,3,TINY_MOVE,UP,0.35,0.6071,0.6649,0.0578,multiple S4 context tokens present; capped only,True,True,False,False,False,2.7
id06,2024-08-21,2024-08-20,147,0.6830955607951639,0.6962020111636817,0.013106450368517875,0.013106450368517875,UP,False,tail,2,False,1.0,0.467,7,TINY_MOVE,UP,0.35,0.8542,0.8826,0.0285,multiple S4 context tokens present; capped only,True,True,True,False,False,2.684
id08,2024-08-06,2024-08-05,184,0.6632191127316414,0.675234871806868,0.012015759075226673,0.012015759075226673,UP,False,hole,1,False,0.5,0.6534,3,TINY_MOVE,UP,0.35,0.6071,0.6649,0.0578,multiple S4 context tokens present; capped only,True,True,True,False,False,2.676
id09,2024-08-14,2024-08-13,209,0.48926517474097037,0.49839354732977337,0.009128372588803002,0.009128372588803002,UP,False,hole,8,False,0.5,0.562,5,TINY_MOVE,UP,0.35,0.5854,0.6445,0.0591,multiple S4 context tokens present; capped only,True,True,True,False,False,2.628
id09,2024-09-11,2024-09-10,220,0.4505740267536988,0.39766389927579926,-0.05291012747789953,0.05291012747789953,DOWN,False,tail,7,False,1.0,0.472,4,TINY_MOVE,UP,0.35,0.5854,0.6445,0.0591,multiple S4 context tokens present; capped only,True,True,False,False,False,2.624
id06,2024-07-17,2024-07-16,137,0.7177280207255964,0.725672061441413,0.00794404071581667,0.00794404071581667,UP,False,hole,2,False,0.5,0.3913,7,TINY_MOVE,UP,0.35,0.8542,0.8826,0.0285,multiple S4 context tokens present; capped only,True,True,True,False,False,2.612
id06,2024-08-22,2024-08-21,148,0.6795243438967108,0.6800364430723446,0.0005120991756337734,0.0005120991756337734,UP,False,tail,3,False,1.0,0.424,6,TINY_MOVE,UP,0.35,0.8542,0.8826,0.0285,multiple S4 context tokens present; capped only,True,True,True,False,False,2.512
id06,2024-07-16,2024-07-15,136,0.8250132217537629,0.825089196583441,7.597482967813818e-05,7.597482967813818e-05,UP,False,hole,1,False,0.5,0.6335,7,TINY_MOVE,UP,0.35,0.8542,0.8826,0.0285,multiple S4 context tokens present; capped only,True,True,True,False,False,2.504
id09,2024-09-10,2024-09-09,219,0.6033576100678187,0.5673965743394997,-0.03596103572831899,0.03596103572831899,DOWN,False,tail,6,False,1.0,0.3209,6,TINY_MOVE,UP,0.35,0.5854,0.6445,0.0591,multiple S4 context tokens present; capped only,True,True,False,False,False,2.476
id09,2024-08-07,2024-08-06,202,0.5005951948243612,0.46612052060513975,-0.03447467421922146,0.03447467421922146,DOWN,False,hole,2,False,0.5,0.3549,6,TINY_MOVE,UP,0.35,0.5854,0.6445,0.0591,multiple S4 context tokens present; capped only,True,True,False,False,False,2.464
id06,2024-07-09,2024-07-08,130,0.831110032160017,0.7977574441519184,-0.033352588008098594,0.033352588008098594,DOWN,False,hole,3,True,1.0,0.8242,5,TINY_MOVE,UP,0.35,0.8542,0.8826,0.0285,multiple S4 context tokens present; capped only,True,True,False,False,False,2.448
id06,2024-08-13,2024-08-12,143,0.8047253010260531,0.7774890022939089,-0.02723629873214417,0.02723629873214417,DOWN,False,hole,2,True,1.0,0.4515,5,TINY_MOVE,UP,0.35,0.8542,0.8826,0.0285,multiple S4 context tokens present; capped only,True,True,False,False,False,2.404
id06,2024-08-10,2024-08-09,141,0.6889956537395678,0.6654066882391527,-0.023588965500415116,0.023588965500415116,DOWN,False,hole,1,True,1.0,1.1212,6,TINY_MOVE,UP,0.35,0.8542,0.8826,0.0285,multiple S4 context tokens present; capped only,True,True,False,False,False,2.352
id09,2024-08-13,2024-08-12,208,0.639888616356558,0.6182118480568061,-0.02167676829975196,0.02167676829975196,DOWN,False,hole,8,False,0.5,0.6158,6,TINY_MOVE,UP,0.35,0.5854,0.6445,0.0591,multiple S4 context tokens present; capped only,True,True,False,False,False,2.3280000000000003
id09,2024-08-15,2024-08-14,210,0.48506671281209546,0.47003348514008275,-0.015033227672012706,0.015033227672012706,DOWN,False,hole,7,False,0.5,0.7829,5,TINY_MOVE,UP,0.35,0.5854,0.6445,0.0591,multiple S4 context tokens present; capped only,True,True,False,False,False,2.224
id06,2024-08-20,2024-08-19,146,0.7998734895454604,0.7860377297047543,-0.013835759840706174,0.013835759840706174,DOWN,False,tail,1,False,1.0,0.5427,6,TINY_MOVE,UP,0.35,0.8542,0.8826,0.0285,multiple S4 context tokens present; capped only,True,True,False,False,False,2.208
id06,2024-08-15,2024-08-14,145,0.6861490274293044,0.6724430413251671,-0.013705986104137313,0.013705986104137313,DOWN,False,hole,1,True,1.0,0.3777,5,TINY_MOVE,UP,0.35,0.8542,0.8826,0.0285,multiple S4 context tokens present; capped only,True,True,False,False,False,2.2
id10,2024-08-08,2024-08-07,231,0.55348016400627,0.5466750359761895,-0.006805128030080487,0.006805128030080487,DOWN,False,hole,5,False,0.5,0.5311,5,TINY_MOVE,UP,0.35,0.6667,0.7197,0.0531,multiple S4 context tokens present; capped only,True,True,False,False,False,2.1
id10,2024-08-06,2024-08-05,229,0.7010719095320317,0.6991682078811318,-0.001903701650899925,0.001903701650899925,DOWN,False,hole,3,False,0.5,0.9117,6,TINY_MOVE,UP,0.35,0.6667,0.7197,0.0531,multiple S4 context tokens present; capped only,True,True,False,False,False,2.04
id06,2024-07-18,2024-07-17,138,0.7143838972056636,0.7136354230473025,-0.000748474158361101,0.000748474158361101,DOWN,False,hole,3,False,0.5,0.4148,7,TINY_MOVE,UP,0.35,0.8542,0.8826,0.0285,multiple S4 context tokens present; capped only,True,True,False,False,False,2.02
id08,2024-08-14,2024-08-13,191,0.5048305035089393,0.44515069344037844,-0.05967981006856088,0.05967981006856088,DOWN,False,hole,2,False,0.5,0.6327,1,TINY_MOVE,UP,0.18,0.6071,0.6354,0.0282,one S4 context token present; very small cap,True,True,False,False,False,1.5196190476190476
id01,2024-09-11,2024-09-10,22,0.36986392562047293,0.7846999901780618,0.41483606455758887,0.41483606455758887,UP,True,tail,10,False,1.0,0.47,0,FREEZE,HOLD,0.0,0.4878,0.4878,0.0,no strong S4 context event,False,False,False,False,False,1.0
id01,2024-08-07,2024-08-06,6,0.41459090338406596,0.8119080378880489,0.3973171345039829,0.3973171345039829,UP,True,hole,9,False,0.5,0.2319,0,FREEZE,HOLD,0.0,0.4878,0.4878,0.0,no strong S4 context event,False,False,False,False,False,0.992
id01,2024-08-15,2024-08-14,12,0.4027066767998859,0.7242114998315371,0.3215048230316512,0.3215048230316512,UP,True,hole,3,False,0.5,0.4891,0,FREEZE,HOLD,0.0,0.4878,0.4878,0.0,no strong S4 context event,False,False,False,False,False,0.988
id01,2024-08-17,2024-08-16,13,0.39699220937340374,0.6973245424657708,0.30033233309236707,0.30033233309236707,UP,True,hole,1,False,0.5,0.6394,0,FREEZE,HOLD,0.0,0.4878,0.4878,0.0,no strong S4 context event,False,False,False,False,False,0.984
id05,2024-10-07,2024-10-06,113,0.5213430017225091,0.8215420143394572,0.30019901261694804,0.30019901261694804,UP,True,hole,3,False,0.5,0.3756,0,FREEZE,HOLD,0.0,0.4091,0.4091,0.0,no strong S4 context event,False,False,False,False,False,0.98
id05,2024-11-19,2024-11-18,126,0.46071268138732696,0.7038660072673171,0.2431533258799901,0.2431533258799901,UP,True,tail,4,False,1.0,0.4309,0,FREEZE,HOLD,0.0,0.4091,0.4091,0.0,no strong S4 context event,False,False,False,False,False,0.976
id05,2024-11-18,2024-11-17,125,0.47060118136264883,0.690705971968521,0.22010479060587218,0.22010479060587218,UP,True,tail,3,False,1.0,0.6244,0,FREEZE,HOLD,0.0,0.4091,0.4091,0.0,no strong S4 context event,False,False,False,False,False,0.972
id05,2024-10-05,2024-10-04,111,0.3605395924861599,0.5726214094567148,0.2120818169705549,0.2120818169705549,UP,True,hole,5,False,0.5,1.408,0,FREEZE,HOLD,0.0,0.4091,0.4091,0.0,no strong S4 context event,False,False,False,False,False,0.968
id02,2024-10-12,2024-10-11,54,0.5810547342150173,0.7806014714326278,0.19954673721761051,0.19954673721761051,UP,True,tail,14,False,0.0,0.4953,0,FREEZE,HOLD,0.0,0.75,0.75,0.0,no strong S4 context event,False,False,False,False,False,0.964
id05,2024-11-13,2024-11-12,121,0.3255911021471798,0.1444132232159477,-0.18117787893123208,0.18117787893123208,DOWN,True,hole,1,False,0.5,1.0401,0,FREEZE,HOLD,0.0,0.4091,0.4091,0.0,no strong S4 context event,False,False,False,False,False,0.96
id01,2024-08-10,2024-08-09,8,0.4047679814441903,0.5834004659448446,0.17863248450065433,0.17863248450065433,UP,True,hole,8,False,0.5,0.3814,0,FREEZE,HOLD,0.0,0.4878,0.4878,0.0,no strong S4 context event,False,False,False,False,False,0.956
id05,2024-11-20,2024-11-19,127,0.31526958140418687,0.47779991609240435,0.16253033468821748,0.16253033468821748,UP,True,tail,5,False,1.0,0.508,0,FREEZE,HOLD,0.0,0.4091,0.4091,0.0,no strong S4 context event,False,False,False,False,False,0.952
id05,2024-11-14,2024-11-13,122,0.321847162210922,0.4704238753808472,0.14857671316992516,0.14857671316992516,UP,True,hole,1,False,0.5,0.4085,0,FREEZE,HOLD,0.0,0.4091,0.4091,0.0,no strong S4 context event,False,False,False,False,False,0.944
id08,2024-08-09,2024-08-08,187,0.5886375818567848,0.582273587408278,-0.006363994448506882,0.006363994448506882,DOWN,False,hole,3,False,0.5,0.4141,1,TINY_MOVE,UP,0.18,0.6071,0.6354,0.0282,one S4 context token present; very small cap,True,True,False,False,False,0.9396190476190476
id05,2024-11-08,2024-11-07,120,0.40336400494309604,0.5480334835254603,0.14466947858236429,0.14466947858236429,UP,True,hole,2,True,0.0,0.6186,0,FREEZE,HOLD,0.0,0.4091,0.4091,0.0,no strong S4 context event,False,False,False,False,False,0.936
id07,2024-07-23,2024-07-22,161,0.5481249471818673,0.6864070904158388,0.13828214323397148,0.13828214323397148,UP,True,hole,6,True,1.0,0.3775,0,FREEZE,HOLD,0.0,0.4694,0.4694,0.0,no strong S4 context event,False,False,False,False,False,0.932
id04,2024-10-25,2024-10-24,102,0.46528676689939363,0.3316585577179615,-0.13362820918143214,0.13362820918143214,DOWN,True,hole,2,True,0.0,0.6112,0,FREEZE,HOLD,0.0,0.5088,0.5088,0.0,no strong S4 context event,False,False,False,False,False,0.928
id09,2024-09-16,2024-09-15,223,0.6050483460524141,0.7369092090292171,0.131860862976803,0.131860862976803,UP,True,tail,12,False,1.0,1.2066,0,FREEZE,HOLD,0.0,0.5854,0.5854,0.0,no strong S4 context event,False,False,False,False,False,0.924
id07,2024-07-25,2024-07-24,163,0.3918024145747115,0.5223380530952976,0.13053563852058608,0.13053563852058608,UP,True,hole,4,True,1.0,0.2565,0,FREEZE,HOLD,0.0,0.4694,0.4694,0.0,no strong S4 context event,False,False,False,False,False,0.92
id05,2024-11-07,2024-11-06,119,0.33077877033447156,0.4597508628113188,0.1289720924768472,0.1289720924768472,UP,True,hole,1,True,0.0,0.8027,0,FREEZE,HOLD,0.0,0.4091,0.4091,0.0,no strong S4 context event,False,False,False,False,False,0.916
id09,2024-08-08,2024-08-07,203,0.4963940029424383,0.6209358124212994,0.12454180947886107,0.12454180947886107,UP,True,hole,3,False,0.5,1.1703,0,FREEZE,HOLD,0.0,0.5854,0.5854,0.0,no strong S4 context event,False,False,False,False,False,0.912
id08,2024-08-13,2024-08-12,190,0.6539729132674665,0.772390141417127,0.11841722814966049,0.11841722814966049,UP,True,hole,1,False,0.5,0.5066,0,FREEZE,HOLD,0.0,0.6071,0.6071,0.0,no strong S4 context event,False,False,False,False,False,0.908
id05,2024-11-16,2024-11-15,123,0.3151442163677299,0.43338868030189165,0.11824446393416177,0.11824446393416177,UP,True,tail,1,False,1.0,0.6375,0,FREEZE,HOLD,0.0,0.4091,0.4091,0.0,no strong S4 context event,False,False,False,False,False,0.904
id10,2024-08-11,2024-08-10,232,0.6481198632200867,0.5313370715415001,-0.11678279167858663,0.11678279167858663,DOWN,True,hole,8,False,0.5,0.8434,0,FREEZE,HOLD,0.0,0.6667,0.6667,0.0,no strong S4 context event,False,False,False,False,False,0.9
id06,2024-08-24,2024-08-23,150,0.6730500203738865,0.7895632430339039,0.1165132226600174,0.1165132226600174,UP,True,tail,5,False,1.0,0.6805,0,FREEZE,HOLD,0.0,0.8542,0.8542,0.0,no strong S4 context event,False,False,False,False,False,0.896
id03,2024-10-10,2024-10-09,79,0.15021406385814187,0.03473780544216974,-0.11547625841597213,0.11547625841597213,DOWN,True,tail,27,False,1.0,1.5909,0,FREEZE,HOLD,0.0,0.1515,0.1515,0.0,no strong S4 context event,False,False,False,False,False,0.892
id01,2024-09-13,2024-09-12,24,0.4412447215596677,0.5520033963009562,0.11075867474128848,0.11075867474128848,UP,True,tail,12,False,1.0,0.2757,0,FREEZE,HOLD,0.0,0.4878,0.4878,0.0,no strong S4 context event,False,False,False,False,False,0.884
id06,2024-07-07,2024-07-06,128,0.8002894757052309,0.9105734565849405,0.11028398087970959,0.11028398087970959,UP,True,hole,1,True,1.0,0.5375,0,FREEZE,HOLD,0.0,0.8542,0.8542,0.0,no strong S4 context event,False,False,False,False,False,0.88
id09,2024-09-08,2024-09-07,217,0.5534893651499138,0.6593082236192984,0.10581885846938466,0.10581885846938466,UP,True,tail,4,False,1.0,0.6126,0,FREEZE,HOLD,0.0,0.5854,0.5854,0.0,no strong S4 context event,False,False,False,False,False,0.876
id03,2024-09-18,2024-09-17,72,0.15900872394357188,0.05359642545792319,-0.10541229848564869,0.10541229848564869,DOWN,True,tail,5,False,1.0,0.8832,0,FREEZE,HOLD,0.0,0.1515,0.1515,0.0,no strong S4 context event,False,False,False,False,False,0.872
id09,2024-08-10,2024-08-09,205,0.4888235958460986,0.5925443026462512,0.10372070680015266,0.10372070680015266,UP,True,hole,5,False,0.5,1.0537,0,FREEZE,HOLD,0.0,0.5854,0.5854,0.0,no strong S4 context event,False,False,False,False,False,0.868
id02,2024-10-04,2024-10-03,47,0.6688484948153841,0.7714822353863682,0.10263374057098407,0.10263374057098407,UP,True,tail,6,False,0.0,0.483,0,FREEZE,HOLD,0.0,0.75,0.75,0.0,no strong S4 context event,False,False,False,False,False,0.864
id08,2024-08-11,2024-08-10,189,0.6060294579428984,0.503414004135508,-0.10261545380739046,0.10261545380739046,DOWN,True,hole,1,False,0.5,0.7125,0,FREEZE,HOLD,0.0,0.6071,0.6071,0.0,no strong S4 context event,False,False,False,False,False,0.86
id07,2024-09-01,2024-08-31,180,0.4452645915562038,0.34721302735872067,-0.09805156419748312,0.09805156419748312,DOWN,True,tail,18,False,0.0,1.0222,0,FREEZE,HOLD,0.0,0.4694,0.4694,0.0,no strong S4 context event,False,False,False,False,False,0.852
id02,2024-10-10,2024-10-09,53,0.5866061744454192,0.681886443607003,0.09528026916158383,0.09528026916158383,UP,True,tail,12,False,0.0,1.7225,0,FREEZE,HOLD,0.0,0.75,0.75,0.0,no strong S4 context event,False,False,False,False,False,0.848
id10,2024-08-18,2024-08-17,235,0.6426326092586916,0.5488931741743936,-0.09373943508429794,0.09373943508429794,DOWN,True,hole,10,False,0.5,0.6799,0,FREEZE,HOLD,0.0,0.6667,0.6667,0.0,no strong S4 context event,False,False,False,False,False,0.844
id07,2024-08-15,2024-08-14,167,0.36555652702909514,0.27353286404232674,-0.0920236629867684,0.0920236629867684,DOWN,True,tail,1,False,0.0,2.1327,0,FREEZE,HOLD,0.0,0.4694,0.4694,0.0,no strong S4 context event,False,False,False,False,False,0.84
id09,2024-08-11,2024-08-10,206,0.5915037001967358,0.5018253482468855,-0.0896783519498503,0.0896783519498503,DOWN,True,hole,6,False,0.5,0.4304,0,FREEZE,HOLD,0.0,0.5854,0.5854,0.0,no strong S4 context event,False,False,False,False,False,0.836
id02,2024-08-26,2024-08-25,27,0.7748709815352568,0.8641694814829832,0.08929849994772643,0.08929849994772643,UP,True,hole,1,False,0.5,0.9365,0,FREEZE,HOLD,0.0,0.75,0.75,0.0,no strong S4 context event,False,False,False,False,False,0.832
id01,2024-09-14,2024-09-13,25,0.3589568781576501,0.44793713880387104,0.08898026064622094,0.08898026064622094,UP,True,tail,13,False,1.0,0.4096,0,FREEZE,HOLD,0.0,0.4878,0.4878,0.0,no strong S4 context event,False,False,False,False,False,0.828
id04,2024-10-22,2024-10-21,100,0.544477848574274,0.4569963548826951,-0.08748149369157887,0.08748149369157887,DOWN,True,hole,1,False,0.5,0.834,0,FREEZE,HOLD,0.0,0.5088,0.5088,0.0,no strong S4 context event,False,False,False,False,False,0.824
id01,2024-07-31,2024-07-30,0,0.42405055320074864,0.5107421009556279,0.08669154775487925,0.08669154775487925,UP,True,hole,2,False,0.5,0.1827,0,FREEZE,HOLD,0.0,0.4878,0.4878,0.0,no strong S4 context event,False,False,False,False,False,0.82
id10,2024-09-23,2024-09-22,246,0.65961978622885,0.7459192401904952,0.08629945396164518,0.08629945396164518,UP,True,tail,8,False,1.0,0.3993,0,FREEZE,HOLD,0.0,0.6667,0.6667,0.0,no strong S4 context event,False,False,False,False,False,0.816
id04,2024-09-16,2024-09-15,85,0.5975032714931855,0.6813480691598595,0.08384479766667396,0.08384479766667396,UP,True,hole,1,False,0.5,0.8459,0,FREEZE,HOLD,0.0,0.5088,0.5088,0.0,no strong S4 context event,False,False,False,False,False,0.812
id01,2024-09-04,2024-09-03,16,0.37896368474628667,0.46274796936976864,0.08378428462348197,0.08378428462348197,UP,True,tail,3,False,1.0,0.3594,0,FREEZE,HOLD,0.0,0.4878,0.4878,0.0,no strong S4 context event,False,False,False,False,False,0.808
id07,2024-07-14,2024-07-13,152,0.5064158297833625,0.5899087475207148,0.08349291773735223,0.08349291773735223,UP,True,hole,1,True,1.0,0.5435,0,FREEZE,HOLD,0.0,0.4694,0.4694,0.0,no strong S4 context event,False,False,False,False,False,0.804
id04,2024-10-19,2024-10-18,98,0.39057657033262827,0.4719318957024909,0.08135532536986262,0.08135532536986262,UP,False,hole,2,True,1.0,0.8774,0,FREEZE,HOLD,0.0,0.5088,0.5088,0.0,no strong S4 context event,False,False,False,False,False,0.8
id04,2024-09-19,2024-09-18,86,0.4315998659993325,0.35132274479396486,-0.08027712120536762,0.08027712120536762,DOWN,False,hole,1,True,0.0,0.9799,0,FREEZE,HOLD,0.0,0.5088,0.5088,0.0,no strong S4 context event,False,False,False,False,False,0.796
id02,2024-09-30,2024-09-29,44,0.7415795741017622,0.8217385108767258,0.08015893677496355,0.08015893677496355,UP,False,tail,2,False,0.0,1.0295,0,FREEZE,HOLD,0.0,0.75,0.75,0.0,no strong S4 context event,False,False,False,False,False,0.792
id06,2024-08-25,2024-08-24,151,0.7571776652327773,0.8371402511132661,0.07996258588048877,0.07996258588048877,UP,False,tail,6,False,1.0,0.4144,0,FREEZE,HOLD,0.0,0.8542,0.8542,0.0,no strong S4 context event,False,False,False,False,False,0.788
id04,2024-10-17,2024-10-16,96,0.397222225002867,0.47691401806418415,0.07969179306131713,0.07969179306131713,UP,False,hole,3,True,1.0,0.5712,0,FREEZE,HOLD,0.0,0.5088,0.5088,0.0,no strong S4 context event,False,False,False,False,False,0.784
id09,2024-08-16,2024-08-15,211,0.563097508806176,0.48408532588016284,-0.0790121829260132,0.0790121829260132,DOWN,False,hole,6,False,0.5,0.2755,0,FREEZE,HOLD,0.0,0.5854,0.5854,0.0,no strong S4 context event,False,False,False,False,False,0.78
id08,2024-09-10,2024-09-09,195,0.6227946505588227,0.7008171477944093,0.07802249723558663,0.07802249723558663,UP,False,hole,2,True,1.0,0.5607,0,FREEZE,HOLD,0.0,0.6071,0.6071,0.0,no strong S4 context event,False,False,False,False,False,0.776
id02,2024-09-02,2024-09-01,34,0.7680714231327885,0.8429541220824863,0.07488269894969779,0.07488269894969779,UP,False,hole,8,False,0.5,0.8256,0,FREEZE,HOLD,0.0,0.75,0.75,0.0,no strong S4 context event,False,False,False,False,False,0.772
id04,2024-09-14,2024-09-13,83,0.4337863130800269,0.5083397844225103,0.07455347134248336,0.07455347134248336,UP,False,hole,3,False,0.5,0.4167,0,FREEZE,HOLD,0.0,0.5088,0.5088,0.0,no strong S4 context event,False,False,False,False,False,0.768
id05,2024-10-06,2024-10-05,112,0.46047728109450525,0.5341578018860047,0.07368052079149945,0.07368052079149945,UP,False,hole,4,False,0.5,0.7855,0,FREEZE,HOLD,0.0,0.4091,0.4091,0.0,no strong S4 context event,False,False,False,False,False,0.764
id04,2024-10-29,2024-10-28,105,0.5353507039191837,0.6085140813785033,0.07316337745931956,0.07316337745931956,UP,False,tail,2,False,0.0,0.4439,0,FREEZE,HOLD,0.0,0.5088,0.5088,0.0,no strong S4 context event,False,False,False,False,False,0.76
id04,2024-09-12,2024-09-11,81,0.4406355947015186,0.5133067711930799,0.0726711764915613,0.0726711764915613,UP,False,hole,1,False,0.5,0.5981,0,FREEZE,HOLD,0.0,0.5088,0.5088,0.0,no strong S4 context event,False,False,False,False,False,0.756
id07,2024-07-18,2024-07-17,156,0.4011472101991039,0.3286620179443673,-0.0724851922547366,0.0724851922547366,DOWN,False,hole,5,True,1.0,0.8921,0,FREEZE,HOLD,0.0,0.4694,0.4694,0.0,no strong S4 context event,False,False,False,False,False,0.752
id07,2024-07-20,2024-07-19,158,0.39432115398365186,0.46671195018196626,0.0723907961983144,0.0723907961983144,UP,False,hole,7,True,1.0,0.6868,0,FREEZE,HOLD,0.0,0.4694,0.4694,0.0,no strong S4 context event,False,False,False,False,False,0.748
id04,2024-10-24,2024-10-23,101,0.3884584965822073,0.4607567039814905,0.07229820739928317,0.07229820739928317,UP,False,hole,1,True,0.0,0.3985,0,FREEZE,HOLD,0.0,0.5088,0.5088,0.0,no strong S4 context event,False,False,False,False,False,0.744
id03,2024-08-25,2024-08-24,66,0.24350498278628754,0.1721759467175154,-0.07132903606877214,0.07132903606877214,DOWN,False,hole,5,True,0.0,0.5088,0,FREEZE,HOLD,0.0,0.1515,0.1515,0.0,no strong S4 context event,False,False,False,False,False,0.74
