subject_id,lifelog_date,Q1,Q3,pred_Q1,pred_Q3
id08,2024-08-29,1,1,0.46374579679502176,0.5146986584270069
id08,2024-08-30,1,1,0.4450484494954631,0.5004033880493514
id08,2024-08-31,0,1,0.4187294110942308,0.4552102220150511
id08,2024-09-01,0,1,0.4779389969753935,0.5073535571362774
id08,2024-09-03,0,0,0.4517253761266348,0.5705110519581791
id08,2024-09-05,0,0,0.46686734365789045,0.5484639953082776
id08,2024-09-11,0,0,0.5320987102113088,0.6181106765989851
id08,2024-09-15,1,0,0.47753414925435755,0.4459765955922209
id08,2024-09-16,1,0,0.4711815099332094,0.3536547506292817
id09,2024-08-27,1,1,0.49606736210839697,0.2837434364064903
id09,2024-08-28,1,1,0.48306595224468835,0.5174229761082029
id09,2024-08-29,0,0,0.5077763122718466,0.5685645622505566
id09,2024-08-30,1,1,0.48869644482645896,0.5279303394852409
id09,2024-08-31,1,1,0.5178555036197986,0.551961578426843
id09,2024-09-01,1,1,0.5075766211801768,0.5940965015040749
id09,2024-09-02,1,1,0.5133956194420395,0.5651270227954593
id09,2024-09-03,1,1,0.4903272422986142,0.5436684232388456
id10,2024-09-01,0,0,0.49793511755269665,0.619944540757554
id10,2024-09-02,0,0,0.5254744420995651,0.6268910270430229
id10,2024-09-05,1,0,0.489558158552352,0.5329899550389741
id10,2024-09-07,1,0,0.5008172010244918,0.5302280077388566
id10,2024-09-08,1,1,0.5038123336136383,0.5647731161005602
id10,2024-09-11,0,0,0.5093115758363821,0.6145658278223961
id10,2024-09-14,1,0,0.5029168920474693,0.6030075787917033
id01,2024-08-20,0,1,0.4930213916752099,0.5064552276162595
id01,2024-08-21,0,0,0.5001623317254515,0.5398116441926184
id01,2024-08-23,1,0,0.4832895479276643,0.5098150595914368
id01,2024-08-24,1,1,0.46291050521726657,0.5531542388709946
id01,2024-08-25,1,1,0.47053275185714577,0.5816828453537163
id01,2024-08-26,1,1,0.48386346598627733,0.4648847265645471
id01,2024-08-27,1,0,0.4732044753174007,0.4998585323374379
id01,2024-08-28,0,0,0.5032984510228778,0.49561455878234534
id01,2024-08-29,1,1,0.488879140217924,0.4628133314584208
id01,2024-08-31,1,1,0.4848106871128061,0.6613623864369703
id02,2024-09-15,0,1,0.5143292363427893,0.5746546162682411
id02,2024-09-16,1,1,0.5113244932878146,0.5258241923238042
id02,2024-09-18,1,1,0.5134416198458824,0.5580981327269208
id02,2024-09-19,1,1,0.5296090052351753,0.5816532147385187
id02,2024-09-20,1,1,0.5133249623875319,0.570211524429542
id02,2024-09-21,1,1,0.5215152296292233,0.5711870768846228
id02,2024-09-22,0,1,0.5078214067711831,0.5578824341711429
id02,2024-09-23,0,1,0.5001628453014786,0.538173301363312
id02,2024-09-24,0,0,0.5444677803086704,0.5525311472043235
id02,2024-09-25,0,0,0.536436815382649,0.5653097372096245
id02,2024-09-26,1,0,0.5518718270904014,0.5420285625158962
id02,2024-09-27,1,1,0.4506428174073882,0.5796826376041293
id03,2024-09-02,1,1,0.5082017673974305,0.5450957889125919
id03,2024-09-04,1,0,0.5061620980499967,0.5729555036058367
id03,2024-09-05,1,0,0.5207277258306781,0.5666831698071938
id03,2024-09-06,1,0,0.5095904240810631,0.5738623164847726
id03,2024-09-07,1,1,0.5265664011916602,0.5818029064229144
id03,2024-09-09,1,1,0.5104802632956896,0.5518782711813929
id03,2024-09-11,1,1,0.5184658990565612,0.5571680150718649
id03,2024-09-12,0,1,0.5095032967924479,0.5964453025632342
id04,2024-10-03,1,1,0.508141895731933,0.45764067826455557
id04,2024-10-04,1,1,0.5016741287576124,0.5208811837082719
id04,2024-10-05,1,1,0.508187356938721,0.5300207152793265
id04,2024-10-06,1,1,0.5392671211807115,0.6002937725701195
id04,2024-10-07,0,1,0.4922811817455816,0.5267667788978303
id04,2024-10-08,0,1,0.4725654001113849,0.5703661610825197
id04,2024-10-09,1,1,0.5189680079763357,0.5343967851169662
id04,2024-10-10,1,1,0.4973065358367262,0.5590699466957099
id04,2024-10-11,1,0,0.5146672186638777,0.5225293385706271
id04,2024-10-12,0,1,0.47497634853960635,0.6069611130259752
id04,2024-10-13,1,1,0.46560277656832155,0.5972094165700897
id04,2024-10-20,1,1,0.47180139114327657,0.6003291931898388
id04,2024-10-22,1,0,0.4932969087463116,0.5246941448329943
id04,2024-10-26,1,1,0.4699600057560335,0.5730300134652527
id05,2024-10-27,0,1,0.5215940266742455,0.6046951389048852
id05,2024-10-28,0,1,0.47162221555459083,0.5032209754122094
id05,2024-10-29,0,0,0.46369801283650436,0.49580524909796675
id05,2024-10-30,1,0,0.4279390771211219,0.34119843665988026
id05,2024-11-02,0,0,0.48340644517880965,0.5371520339942831
id05,2024-11-04,1,1,0.5036327857790173,0.533593687913069
id05,2024-11-05,0,1,0.5287391894490754,0.47119110098236994
id05,2024-11-09,0,1,0.463112734108595,0.2644213076574865
id05,2024-11-10,0,0,0.4104207651825029,0.5656955355096441
id05,2024-11-11,1,1,0.43411852874029827,0.39420588466989087
id05,2024-11-14,1,1,0.5015080866131342,0.551283871688028
id06,2024-07-28,0,0,0.4926611342179823,0.5477112601903017
id06,2024-07-29,1,1,0.5028637197966918,0.5500569313228291
id06,2024-07-30,0,1,0.49926433430666517,0.5392469437117728
id06,2024-07-31,0,1,0.51622631094851,0.5440334927089727
id06,2024-08-01,0,1,0.49196325763676096,0.6034340488176309
id06,2024-08-02,0,1,0.5020122627923664,0.46800793320849765
id06,2024-08-03,0,0,0.5000217149226424,0.5488376437635007
id06,2024-08-04,0,1,0.42263635655085185,0.38038210913203724
id06,2024-08-05,0,1,0.5141670893886762,0.5600099143481483
id06,2024-08-10,0,1,0.49229300578931545,0.5438026488737183
id06,2024-08-15,0,1,0.4945336641462793,0.5642100815744742
id06,2024-08-18,0,1,0.46714384138407494,0.6229152812459847
id07,2024-08-02,1,1,0.5015766210180608,0.5018607381903967
id07,2024-08-03,0,1,0.5012339954381272,0.5803819432323571
id07,2024-08-04,1,1,0.5258976947224411,0.6038619837999166
id07,2024-08-05,1,0,0.5055704363366306,0.546685797998989
id07,2024-08-06,1,0,0.48598974336630396,0.4916999245062643
id07,2024-08-07,0,1,0.49302401032511767,0.49339379653179233
id07,2024-08-08,0,0,0.49172304374964043,0.4424186312681058
id07,2024-08-09,0,1,0.5091349885284442,0.48284676115093045
id07,2024-08-10,0,1,0.5089344590645781,0.5539411449061478
id07,2024-08-11,1,1,0.5422973638393668,0.681918899588918
id07,2024-08-12,1,0,0.4813645822753231,0.4240895719424052
id07,2024-08-13,0,1,0.5262879319765992,0.5332142874949648
id08,2024-08-23,1,0,0.5112431435780408,0.36897466439872095
id08,2024-08-24,1,0,0.4619865414275561,0.6483029501547831
id08,2024-08-25,0,1,0.46792609486194475,0.49624599577481865
id08,2024-08-27,1,0,0.5151762021888748,0.5098526538033639
id08,2024-08-28,1,1,0.44952526356717504,0.46900228838898156
id08,2024-08-29,1,1,0.468865228983551,0.5157814724225928
id08,2024-08-30,1,1,0.4508649702471118,0.5070996362738045
id08,2024-08-31,0,1,0.4239396976285068,0.4637662800796455
id08,2024-09-01,0,1,0.4761598306547862,0.5255242154753844
id08,2024-09-03,0,0,0.4559970347749238,0.5516653637330913
id08,2024-09-05,0,0,0.4717264838962027,0.5379621116072784
id08,2024-09-11,0,0,0.5289632018445598,0.5617606191425529
id08,2024-09-15,1,0,0.47895256886485826,0.4322796000350125
id08,2024-09-16,1,0,0.4745244424183264,0.40235207245890897
id09,2024-08-24,1,0,0.5224769131409137,0.6158390624653414
id09,2024-08-26,0,1,0.5255185295481488,0.5197827143460697
id09,2024-08-27,1,1,0.5004010979711103,0.3223193099774027
id09,2024-08-28,1,1,0.48531447970082175,0.505039616497059
id09,2024-08-29,0,0,0.5071096281764497,0.5532379125220809
id09,2024-08-30,1,1,0.48798121914208065,0.5041487848394934
id09,2024-08-31,1,1,0.5135647662600893,0.5421768839214003
id09,2024-09-01,1,1,0.506481193810783,0.566125548203952
id09,2024-09-02,1,1,0.505969234787908,0.5317355525478679
id09,2024-09-03,1,1,0.4888890781304414,0.5206937905948873
id10,2024-08-31,1,1,0.5090667486607701,0.5193449945176387
id10,2024-09-01,0,0,0.4955565248114405,0.576679024340042
id10,2024-09-02,0,0,0.5228677242782797,0.5695651311602835
id10,2024-09-05,1,0,0.4875090824847087,0.5036872362032346
id10,2024-09-07,1,0,0.49958397968238355,0.5327021106800113
id10,2024-09-08,1,1,0.5016752464893501,0.5439662359660388
id10,2024-09-11,0,0,0.5036991254139366,0.5390123068600159
id10,2024-09-14,1,0,0.5025838718308336,0.5642892473523022
id01,2024-08-18,0,0,0.48966245538235265,0.5985289263166697
id01,2024-08-19,0,1,0.4805440624678126,0.5992585189361297
id01,2024-08-20,0,1,0.4982477101157864,0.5245611688758727
id01,2024-08-21,0,0,0.5021662756306923,0.5477965357663331
id01,2024-08-23,1,0,0.49070312732924765,0.5466838215447473
id01,2024-08-24,1,1,0.4745580547936717,0.6062083155225227
id01,2024-08-25,1,1,0.46385805520793616,0.573831160180852
id01,2024-08-26,1,1,0.49238526521282244,0.4763049670210473
id01,2024-08-27,1,0,0.4830817467627084,0.5301309941934262
id01,2024-08-28,0,0,0.5062441821230995,0.499250546354769
id01,2024-08-29,1,1,0.49727670526438744,0.4729680600178114
id01,2024-08-31,1,1,0.49519093569349154,0.6844049009318861
id02,2024-09-12,0,1,0.525414564101009,0.569420020533996
id02,2024-09-13,1,1,0.5237548135259498,0.5939912951897482
id02,2024-09-15,0,1,0.5159024269718512,0.5691676684325329
id02,2024-09-16,1,1,0.5107946923020565,0.5171248676697834
id02,2024-09-18,1,1,0.5111537407529172,0.5543051026032287
id02,2024-09-19,1,1,0.5249177691176129,0.5651196895750912
id02,2024-09-20,1,1,0.5145615231491499,0.5699272508481092
id02,2024-09-21,1,1,0.5171555868089045,0.5555327625748545
id02,2024-09-22,0,1,0.5099647749130933,0.5633183536086562
id02,2024-09-23,0,1,0.5070591293940003,0.5656769039234772
id02,2024-09-24,0,0,0.5448214507294824,0.5519427157835312
id02,2024-09-25,0,0,0.5392379059319222,0.5860772840933564
id02,2024-09-26,1,0,0.5512621559994495,0.5475456753741735
id02,2024-09-27,1,1,0.4392018358732139,0.5520444097184222
id03,2024-08-31,1,1,0.4600478511614192,0.6389353909927897
id03,2024-09-01,1,1,0.5003538352757861,0.6635649916757722
id03,2024-09-02,1,1,0.5055975671628056,0.5386974076811968
id03,2024-09-04,1,0,0.5092829966597903,0.5922333336330617
id03,2024-09-05,1,0,0.5127621256892461,0.5443814309746984
id03,2024-09-06,1,0,0.5093614923505768,0.5863131004985086
id03,2024-09-07,1,1,0.5237031741631826,0.5675571236674981
id03,2024-09-09,1,1,0.5077589506162166,0.5419408975367025
id03,2024-09-11,1,1,0.5164606071010734,0.5568902832637981
id03,2024-09-12,0,1,0.5068907845957631,0.5903796445645971
id04,2024-09-30,1,1,0.5002231134431311,0.4788473680492063
id04,2024-10-01,1,1,0.4644051619806143,0.5641521842396658
id04,2024-10-02,1,1,0.4967039149420989,0.5122957715500274
id04,2024-10-03,1,1,0.5101255267992675,0.46926413142456724
id04,2024-10-04,1,1,0.5024125601182964,0.5339565311605469
id04,2024-10-05,1,1,0.5074065884102181,0.5185909432877499
id04,2024-10-06,1,1,0.534514693769013,0.5773190741872952
id04,2024-10-07,0,1,0.4953453289147695,0.5518440573991698
id04,2024-10-08,0,1,0.46652495705749686,0.5646018280136473
id04,2024-10-09,1,1,0.5054999704145894,0.5010754851330217
id04,2024-10-10,1,1,0.49734824424418206,0.5606093647461347
id04,2024-10-11,1,0,0.5140964767600843,0.5211124345177397
id04,2024-10-12,0,1,0.46807602443017776,0.5702624643170427
id04,2024-10-13,1,1,0.4572608053569011,0.5842163413256469
id04,2024-10-20,1,1,0.46413709825123045,0.5884580254093286
id04,2024-10-22,1,0,0.49990981926848754,0.5599062500092524
id04,2024-10-26,1,1,0.4638189022877749,0.5655027349115739
id05,2024-10-25,1,1,0.49778328852539294,0.513180031975112
id05,2024-10-26,1,1,0.49112689702557333,0.2821937700889526
id05,2024-10-27,0,1,0.5227284932941021,0.6125335500002089
id05,2024-10-28,0,1,0.4830956067798098,0.5498358196915438
id05,2024-10-29,0,0,0.46186183646858125,0.5049070003074909
id05,2024-10-30,1,0,0.4163959979665635,0.33792649963680643
id05,2024-11-02,0,0,0.48742163836386065,0.5604152543113281
id05,2024-11-04,1,1,0.5026556283377617,0.5412683445520307
id05,2024-11-05,0,1,0.5260031352049377,0.45726516734453676
id05,2024-11-09,0,1,0.45041065922895224,0.2522747501330745
id05,2024-11-10,0,0,0.4036972255604772,0.5657576124950168
id05,2024-11-11,1,1,0.41934843524250126,0.35784418862366413
id05,2024-11-14,1,1,0.5083857006729258,0.5746034663881412
id06,2024-07-26,0,0,0.5042818880283189,0.5814638862801702
id06,2024-07-27,0,0,0.5079359395300659,0.58678450808471
id06,2024-07-28,0,0,0.4999658309909457,0.574616750358438
id06,2024-07-29,1,1,0.5043356884931502,0.5544986852416111
id06,2024-07-30,0,1,0.5032121091338253,0.5618260791217873
id06,2024-07-31,0,1,0.5152091115654428,0.5409768616516902
id06,2024-08-01,0,1,0.499013267946966,0.6232346036420355
id06,2024-08-02,0,1,0.5054298346320231,0.4722123003967571
id06,2024-08-03,0,0,0.5050542938533105,0.57505994572335
id06,2024-08-04,0,1,0.4166990583874744,0.3960209174507122
id06,2024-08-05,0,1,0.5147483059259473,0.5607037940860397
id06,2024-08-10,0,1,0.4999520997420403,0.5805399877291427
id06,2024-08-15,0,1,0.502375449855385,0.5961485199986993
id06,2024-08-18,0,1,0.46069086428456507,0.6104125282531367
id07,2024-07-29,1,0,0.4993261882498567,0.4870111597908239
id07,2024-07-31,0,0,0.42705547390627036,0.5554695993650723
id07,2024-08-01,0,0,0.5115992793076847,0.5111370741854725
id07,2024-08-02,1,1,0.5014020349629517,0.4961480900222539
id07,2024-08-03,0,1,0.5070572308846908,0.5859109252296786
id07,2024-08-04,1,1,0.5319641870265653,0.6174032544308088
id07,2024-08-05,1,0,0.5097552647329019,0.541168504686092
id07,2024-08-06,1,0,0.4914054686447452,0.4903668646155846
id07,2024-08-07,0,1,0.4952219141172805,0.48915828298039726
id07,2024-08-08,0,0,0.5084757295966155,0.4769664077727671
id07,2024-08-09,0,1,0.5109940146639821,0.4728082217197328
id07,2024-08-10,0,1,0.4973328870203319,0.5268211179256347
id07,2024-08-11,1,1,0.5463612426143453,0.6987805290835425
id07,2024-08-12,1,0,0.4850948492321804,0.44403513925977245
id07,2024-08-13,0,1,0.528402753830621,0.5277359762287771
id08,2024-08-19,0,0,0.48986448125557674,0.4766028825698259
id08,2024-08-21,0,0,0.4722836322512743,0.46652844492580603
id08,2024-08-22,0,0,0.5185894608034524,0.5156845491441082
id08,2024-08-23,1,0,0.5130276298087381,0.3603902383301819
id08,2024-08-24,1,0,0.4584378909588379,0.6310223469648387
id08,2024-08-25,0,1,0.46589921045349664,0.502755764944808
id08,2024-08-27,1,0,0.5165135194306695,0.5174540645947937
id08,2024-08-28,1,1,0.4240513976357049,0.3839381165297888
id08,2024-08-29,1,1,0.4654447847240618,0.5166912797709425
id08,2024-08-30,1,1,0.4471594344946154,0.5096921970930509
id08,2024-08-31,0,1,0.4224624300893716,0.47453754441986157
id08,2024-09-01,0,1,0.4694565038379962,0.5178144787341393
id08,2024-09-03,0,0,0.4485802567783096,0.53927129550193
id08,2024-09-05,0,0,0.4680080415967303,0.5385034603940929
id08,2024-09-11,0,0,0.5284562696687284,0.5633005024500927
id08,2024-09-15,1,0,0.476127754514078,0.4400333359078434
id08,2024-09-16,1,0,0.47632486093896825,0.42331365351946776
id09,2024-08-22,0,0,0.507005982201395,0.5509697025520492
id09,2024-08-23,0,0,0.5035332365133065,0.5717295093726462
id09,2024-08-24,1,0,0.5242655304403663,0.6105918114448872
id09,2024-08-26,0,1,0.5344951307425935,0.5081577769633472
id09,2024-08-27,1,1,0.49609638765970077,0.3117806069876542
id09,2024-08-28,1,1,0.49145795279167637,0.5385945620581349
id09,2024-08-29,0,0,0.5148582353445748,0.5722805585565086
id09,2024-08-30,1,1,0.49221155944975015,0.5185270409017261
id09,2024-08-31,1,1,0.5147550624318931,0.5455108541531568
id09,2024-09-01,1,1,0.5106157125039809,0.5783740151943292
id09,2024-09-02,1,1,0.5175522736105413,0.5329654348553806
id09,2024-09-03,1,1,0.4939921875953255,0.5108018861829858
id10,2024-08-29,0,1,0.5117101700546948,0.5243293314773109
id10,2024-08-30,0,1,0.5202598331327579,0.5816013462021311
id10,2024-08-31,1,1,0.5105187857007164,0.519938773750648
id10,2024-09-01,0,0,0.5018154411560506,0.5927327185572074
id10,2024-09-02,0,0,0.5296841222086222,0.563629676417385
id10,2024-09-05,1,0,0.4908576870649089,0.4873367858339341
id10,2024-09-07,1,0,0.5093084381146358,0.5540874276607792
id10,2024-09-08,1,1,0.5051162924082931,0.5543280103431473
id10,2024-09-11,0,0,0.509488932285115,0.5227515360801769
id10,2024-09-14,1,0,0.5077819821244307,0.5764987225801166
