candidate,fold_family,target,base_logloss,new_logloss,delta,move
axis2_twofactor_qs_g050,hole_v1,Q1,0.6862519687787517,0.6837804130766595,-0.002471555702092232,0.010308386580939802
axis2_twofactor_qs_g050,hole_v1,Q2,0.6742117034988309,0.6704550445022552,-0.0037566589965756236,0.010187342443010965
axis2_twofactor_qs_g050,hole_v1,Q3,0.6503450668288014,0.648170172633437,-0.0021748941953644296,0.009356656471722284
axis2_twofactor_qs_g050,hole_v1,S1,0.5776643422739894,0.5729505393120202,-0.004713802961969216,0.00764210263429193
axis2_twofactor_qs_g050,hole_v1,S3,0.5303750059596937,0.5301807545255606,-0.00019425143413309698,0.008550424059335673
axis2_twofactor_qs_g050,mirror_v1,Q1,0.6859529921787803,0.685391913941895,-0.0005610782368852263,0.010196702004702154
axis2_twofactor_qs_g050,mirror_v1,Q2,0.7059089812338363,0.7084714627742816,0.0025624815404453605,0.010064193753835427
axis2_twofactor_qs_g050,mirror_v1,Q3,0.6918383915598703,0.6932262818596673,0.0013878902997970233,0.00893120376860342
axis2_twofactor_qs_g050,mirror_v1,S1,0.5654395838492892,0.5617041215697707,-0.0037354622795184866,0.007779725568684323
axis2_twofactor_qs_g050,mirror_v1,S3,0.5756617604435808,0.5746021645230077,-0.001059595920573031,0.008295724751624873
axis3_lag_core_g030,chrono_tail,Q1,0.6704673467629233,0.6711713682143003,0.000704021451377046,0.005536897813796458
axis3_lag_core_g030,chrono_tail,Q2,0.6736505842007594,0.6727609579505297,-0.0008896262502297025,0.005142306608447368
axis3_lag_core_g030,chrono_tail,Q3,0.6719059785763258,0.6727024291867527,0.0007964506104268798,0.005161923548332115
axis3_lag_core_g030,chrono_tail,S1,0.5348216885501097,0.5346180402788856,-0.00020364827122409945,0.004078237184430783
axis3_lag_core_g030,chrono_tail,S3,0.5960109853811849,0.595623326488454,-0.00038765889273095766,0.004615727121870298
axis3_lag_core_g030,hole_v1,Q1,0.6862519687787517,0.6843826225114417,-0.001869346267310057,0.006175672293880908
axis3_lag_core_g030,hole_v1,Q2,0.6742117034988309,0.669901405738877,-0.004310297759953841,0.0061431159178641
axis3_lag_core_g030,hole_v1,Q3,0.6503450668288014,0.6483869147970488,-0.001958152031752647,0.005656312616486898
axis3_lag_core_g030,hole_v1,S1,0.5776643422739894,0.5776528263161297,-1.1515957859753456e-05,0.004551502258320759
axis3_lag_core_g030,hole_v1,S3,0.5303750059596937,0.5291755335397278,-0.0011994724199658746,0.004971342256684977
axis3_lag_core_g030,mirror_v1,Q1,0.6859529921787803,0.6856583986516734,-0.0002945935271068123,0.006095578198705365
axis3_lag_core_g030,mirror_v1,Q2,0.7059089812338363,0.7038085305871625,-0.002100450646673746,0.006028766557052437
axis3_lag_core_g030,mirror_v1,Q3,0.6918383915598703,0.6919492810452232,0.00011088948535298293,0.0054114099643448165
axis3_lag_core_g030,mirror_v1,S1,0.5654395838492892,0.5652172187979657,-0.00022236505132344764,0.00465972845028686
axis3_lag_core_g030,mirror_v1,S3,0.5756617604435808,0.5752608882893314,-0.0004008721542493321,0.004858615066714592
axis3_lag_core_g050,chrono_tail,Q1,0.6704673467629233,0.6717593330667389,0.001291986303815551,0.009212584383075668
axis3_lag_core_g050,chrono_tail,Q2,0.6736505842007594,0.6722870445491361,-0.00136353965162328,0.008558985026096502
axis3_lag_core_g050,chrono_tail,Q3,0.6719059785763258,0.6733418747237838,0.0014358961474579823,0.008585369515144985
axis3_lag_core_g050,chrono_tail,S1,0.5348216885501097,0.5345774987370296,-0.0002441898130800535,0.006792066838434159
axis3_lag_core_g050,chrono_tail,S3,0.5960109853811849,0.5954613206965,-0.0005496646846848696,0.007675844343057802
axis3_lag_core_g050,hole_v1,Q1,0.6862519687787517,0.6832553503936871,-0.0029966183850645978,0.010289848933804304
axis3_lag_core_g050,hole_v1,Q2,0.6742117034988309,0.6671459988829053,-0.007065704615925594,0.010234294425679715
axis3_lag_core_g050,hole_v1,Q3,0.6503450668288014,0.6471907112936115,-0.0031543555351899455,0.009414157722464622
axis3_lag_core_g050,hole_v1,S1,0.5776643422739894,0.577731119889394,6.677761540452298e-05,0.007580275151696391
axis3_lag_core_g050,hole_v1,S3,0.5303750059596937,0.528469594502078,-0.001905411457615691,0.008270995918600291
axis3_lag_core_g050,mirror_v1,Q1,0.6859529921787803,0.6855793009554378,-0.00037369122334240945,0.010150685307226114
axis3_lag_core_g050,mirror_v1,Q2,0.7059089812338363,0.7025249624240311,-0.0033840188098052115,0.010043330483933173
axis3_lag_core_g050,mirror_v1,Q3,0.6918383915598703,0.6921265510567469,0.000288159496876661,0.009000937018230203
axis3_lag_core_g050,mirror_v1,S1,0.5654395838492892,0.565158254834849,-0.0002813290144401126,0.007759760898786511
axis3_lag_core_g050,mirror_v1,S3,0.5756617604435808,0.5750871876963268,-0.0005745727472539208,0.008084127533240894
axis3_lag_core_g100_stress,chrono_tail,Q1,0.6704673467629233,0.6736413535675561,0.0031740068046327563,0.018338829043615692
axis3_lag_core_g100_stress,chrono_tail,Q2,0.6736505842007594,0.6715172281491822,-0.002133356051577162,0.01705153270154981
axis3_lag_core_g100_stress,chrono_tail,Q3,0.6719059785763258,0.6753167830738963,0.0034108044975704743,0.01707566120019397
axis3_lag_core_g100_stress,chrono_tail,S1,0.5348216885501097,0.5348085137180651,-1.3174832044549056e-05,0.013555752824649471
axis3_lag_core_g100_stress,chrono_tail,S3,0.5960109853811849,0.5953907386663259,-0.0006202467148590518,0.015262781636839452
axis3_lag_core_g100_stress,hole_v1,Q1,0.6862519687787517,0.6808529009300626,-0.005399067848689154,0.02055710762886031
axis3_lag_core_g100_stress,hole_v1,Q2,0.6742117034988309,0.6606701468438027,-0.013541556655028208,0.02043976547238679
axis3_lag_core_g100_stress,hole_v1,Q3,0.6503450668288014,0.6445802174307687,-0.00576484939803279,0.018757516952673012
axis3_lag_core_g100_stress,hole_v1,S1,0.5776643422739894,0.5782268433607015,0.000562501086712075,0.015131065175655269
axis3_lag_core_g100_stress,hole_v1,S3,0.5303750059596937,0.5270304439512365,-0.0033445620084571193,0.016466626986500383
axis3_lag_core_g100_stress,mirror_v1,Q1,0.6859529921787803,0.6857905645777158,-0.00016242760106444099,0.02025090598632089
axis3_lag_core_g100_stress,mirror_v1,Q2,0.7059089812338363,0.6997237990180561,-0.006185182215780127,0.0200563802228567
axis3_lag_core_g100_stress,mirror_v1,Q3,0.6918383915598703,0.6929282431878944,0.0010898516280241077,0.017907299757164437
axis3_lag_core_g100_stress,mirror_v1,S1,0.5654395838492892,0.5653222295148663,-0.00011735433442283671,0.015484958369929783
axis3_lag_core_g100_stress,mirror_v1,S3,0.5756617604435808,0.5749781902855072,-0.000683570158073521,0.016097796074734903
axis3_lag_all_g030,chrono_tail,Q1,0.6704673467629233,0.6711713682143003,0.000704021451377046,0.005536897813796458
axis3_lag_all_g030,chrono_tail,Q2,0.6736505842007594,0.6727609579505297,-0.0008896262502297025,0.005142306608447368
axis3_lag_all_g030,chrono_tail,Q3,0.6719059785763258,0.6727024291867527,0.0007964506104268798,0.005161923548332115
axis3_lag_all_g030,chrono_tail,S1,0.5348216885501097,0.5346180402788856,-0.00020364827122409945,0.004078237184430783
axis3_lag_all_g030,chrono_tail,S2,0.6634450939128866,0.662770458435417,-0.0006746354774695984,0.004701542714735012
axis3_lag_all_g030,chrono_tail,S3,0.5960109853811849,0.595623326488454,-0.00038765889273095766,0.004615727121870298
axis3_lag_all_g030,chrono_tail,S4,0.655181098087363,0.6552531300987029,7.203201133987314e-05,0.0057677080162781905
axis3_lag_all_g030,hole_v1,Q1,0.6862519687787517,0.6843826225114417,-0.001869346267310057,0.006175672293880908
axis3_lag_all_g030,hole_v1,Q2,0.6742117034988309,0.669901405738877,-0.004310297759953841,0.0061431159178641
axis3_lag_all_g030,hole_v1,Q3,0.6503450668288014,0.6483869147970488,-0.001958152031752647,0.005656312616486898
axis3_lag_all_g030,hole_v1,S1,0.5776643422739894,0.5776528263161297,-1.1515957859753456e-05,0.004551502258320759
axis3_lag_all_g030,hole_v1,S2,0.5699144633386339,0.5687459145634384,-0.0011685487751955659,0.004852322192971627
axis3_lag_all_g030,hole_v1,S3,0.5303750059596937,0.5291755335397278,-0.0011994724199658746,0.004971342256684977
axis3_lag_all_g030,hole_v1,S4,0.6468732394936426,0.6467826611745393,-9.057831910330716e-05,0.00597067032669805
axis3_lag_all_g030,mirror_v1,Q1,0.6859529921787803,0.6856583986516734,-0.0002945935271068123,0.006095578198705365
axis3_lag_all_g030,mirror_v1,Q2,0.7059089812338363,0.7038085305871625,-0.002100450646673746,0.006028766557052437
axis3_lag_all_g030,mirror_v1,Q3,0.6918383915598703,0.6919492810452232,0.00011088948535298293,0.0054114099643448165
axis3_lag_all_g030,mirror_v1,S1,0.5654395838492892,0.5652172187979657,-0.00022236505132344764,0.00465972845028686
axis3_lag_all_g030,mirror_v1,S2,0.5939371630135425,0.5928420755183702,-0.0010950874951722867,0.004889194808700649
axis3_lag_all_g030,mirror_v1,S3,0.5756617604435808,0.5752608882893314,-0.0004008721542493321,0.004858615066714592
axis3_lag_all_g030,mirror_v1,S4,0.643229413005954,0.6420044295735805,-0.0012249834323735387,0.006048627912302459
combo_bcg_lag_core_g030,chrono_tail,Q1,0.6704673467629233,0.6711713682143003,0.000704021451377046,0.005536897813796458
combo_bcg_lag_core_g030,chrono_tail,Q2,0.6736505842007594,0.6727609579505297,-0.0008896262502297025,0.005142306608447368
combo_bcg_lag_core_g030,chrono_tail,Q3,0.6719059785763258,0.6727024291867527,0.0007964506104268798,0.005161923548332115
combo_bcg_lag_core_g030,chrono_tail,S1,0.5348216885501097,0.5319993699942961,-0.0028223185558136077,0.004960479875500237
combo_bcg_lag_core_g030,chrono_tail,S3,0.5960109853811849,0.5958456669901199,-0.0001653183910650391,0.0049352027296357855
combo_bcg_lag_core_g030,hole_v1,Q1,0.6862519687787517,0.6843826225114417,-0.001869346267310057,0.006175672293880908
combo_bcg_lag_core_g030,hole_v1,Q2,0.6742117034988309,0.669901405738877,-0.004310297759953841,0.0061431159178641
combo_bcg_lag_core_g030,hole_v1,Q3,0.6503450668288014,0.6483869147970488,-0.001958152031752647,0.005656312616486898
combo_bcg_lag_core_g030,hole_v1,S1,0.5776643422739894,0.5754685967716371,-0.002195745502352353,0.004584851023647706
combo_bcg_lag_core_g030,hole_v1,S3,0.5303750059596937,0.5295628227894302,-0.0008121831702634363,0.005050224734148088
combo_bcg_lag_core_g030,mirror_v1,Q1,0.6859529921787803,0.6856583986516734,-0.0002945935271068123,0.006095578198705365
combo_bcg_lag_core_g030,mirror_v1,Q2,0.7059089812338363,0.7038085305871625,-0.002100450646673746,0.006028766557052437
combo_bcg_lag_core_g030,mirror_v1,Q3,0.6918383915598703,0.6919492810452232,0.00011088948535298293,0.0054114099643448165
combo_bcg_lag_core_g030,mirror_v1,S1,0.5654395838492892,0.5635582089338912,-0.0018813749153979709,0.004649813082386271
combo_bcg_lag_core_g030,mirror_v1,S3,0.5756617604435808,0.5749411038491977,-0.000720656594383029,0.004927031622218618
combo_twofactor_bcg_lag_g030,chrono_tail,Q1,0.6704673467629233,0.6695853115272934,-0.0008820352356299077,0.006195538697600251
combo_twofactor_bcg_lag_g030,chrono_tail,Q2,0.6736505842007594,0.672760931509963,-0.0008896526907964386,0.006168923056346471
combo_twofactor_bcg_lag_g030,chrono_tail,Q3,0.6719059785763258,0.6721689772637393,0.00026299868741341825,0.005540136865126834
combo_twofactor_bcg_lag_g030,chrono_tail,S1,0.5348216885501097,0.5319993699942961,-0.0028223185558136077,0.004960479875500237
combo_twofactor_bcg_lag_g030,chrono_tail,S3,0.5960109853811849,0.5958456669901199,-0.0001653183910650391,0.0049352027296357855
combo_twofactor_bcg_lag_g030,hole_v1,Q1,0.6862519687787517,0.6838664021261376,-0.002385566652614135,0.006181262959816596
combo_twofactor_bcg_lag_g030,hole_v1,Q2,0.6742117034988309,0.6700684382650727,-0.0041432652337581866,0.006081477192355322
combo_twofactor_bcg_lag_g030,hole_v1,Q3,0.6503450668288014,0.6480037016190895,-0.002341365209711954,0.00563338069421812
combo_twofactor_bcg_lag_g030,hole_v1,S1,0.5776643422739894,0.5754685967716371,-0.002195745502352353,0.004584851023647706
combo_twofactor_bcg_lag_g030,hole_v1,S3,0.5303750059596937,0.5295628227894302,-0.0008121831702634363,0.005050224734148088
combo_twofactor_bcg_lag_g030,mirror_v1,Q1,0.6859529921787803,0.6854734485080102,-0.0004795436707700773,0.006085418654555681
combo_twofactor_bcg_lag_g030,mirror_v1,Q2,0.7059089812338363,0.7060190310069206,0.00011004977308437525,0.0060513974816963235
combo_twofactor_bcg_lag_g030,mirror_v1,Q3,0.6918383915598703,0.6924754767788316,0.0006370852189613307,0.0053780861453693145
combo_twofactor_bcg_lag_g030,mirror_v1,S1,0.5654395838492892,0.5635582089338912,-0.0018813749153979709,0.004649813082386271
combo_twofactor_bcg_lag_g030,mirror_v1,S3,0.5756617604435808,0.5749411038491977,-0.000720656594383029,0.004927031622218618
