fold,subject_id,target,y,p_subj,ll_subj,ll_marg,ll_lift_vs_marg
mirror_v1_seed0,id04,Q1,0,0.6024180423157405,0.9223541832870307,0.6658550382719379,-0.25649914501509274
mirror_v1_seed0,id04,Q1,0,0.6024180423157405,0.9223541832870307,0.6658550382719379,-0.25649914501509274
mirror_v1_seed0,id04,Q1,0,0.6024180423157405,0.9223541832870307,0.6658550382719379,-0.25649914501509274
mirror_v1_seed0,id04,Q1,0,0.6024180423157405,0.9223541832870307,0.6658550382719379,-0.25649914501509274
mirror_v1_seed0,id04,Q1,1,0.6024180423157405,0.5068036522216264,0.7212051333551027,0.21440148113347635
mirror_v1_seed0,id04,Q1,0,0.6024180423157405,0.9223541832870307,0.6658550382719379,-0.25649914501509274
mirror_v1_seed0,id04,Q1,0,0.6024180423157405,0.9223541832870307,0.6658550382719379,-0.25649914501509274
mirror_v1_seed0,id04,Q1,1,0.6024180423157405,0.5068036522216264,0.7212051333551027,0.21440148113347635
mirror_v1_seed0,id04,Q1,0,0.6024180423157405,0.9223541832870307,0.6658550382719379,-0.25649914501509274
mirror_v1_seed0,id04,Q1,0,0.6024180423157405,0.9223541832870307,0.6658550382719379,-0.25649914501509274
mirror_v1_seed0,id04,Q1,0,0.6024180423157405,0.9223541832870307,0.6658550382719379,-0.25649914501509274
mirror_v1_seed0,id04,Q1,0,0.6024180423157405,0.9223541832870307,0.6658550382719379,-0.25649914501509274
mirror_v1_seed0,id04,Q1,1,0.6024180423157405,0.5068036522216264,0.7212051333551027,0.21440148113347635
mirror_v1_seed0,id04,Q1,1,0.6024180423157405,0.5068036522216264,0.7212051333551027,0.21440148113347635
mirror_v1_seed0,id04,Q1,0,0.6024180423157405,0.9223541832870307,0.6658550382719379,-0.25649914501509274
mirror_v1_seed0,id04,Q1,0,0.6024180423157405,0.9223541832870307,0.6658550382719379,-0.25649914501509274
mirror_v1_seed0,id04,Q1,0,0.6024180423157405,0.9223541832870307,0.6658550382719379,-0.25649914501509274
mirror_v1_seed0,id04,Q1,1,0.6024180423157405,0.5068036522216264,0.7212051333551027,0.21440148113347635
mirror_v1_seed0,id04,Q1,1,0.6024180423157405,0.5068036522216264,0.7212051333551027,0.21440148113347635
mirror_v1_seed0,id04,Q1,1,0.6024180423157405,0.5068036522216264,0.7212051333551027,0.21440148113347635
mirror_v1_seed0,id04,Q1,1,0.6024180423157405,0.5068036522216264,0.7212051333551027,0.21440148113347635
mirror_v1_seed0,id04,Q1,1,0.6024180423157405,0.5068036522216264,0.7212051333551027,0.21440148113347635
mirror_v1_seed0,id05,Q1,1,0.49371182177506284,0.7058032887435962,0.7212051333551027,0.01540184461150651
mirror_v1_seed0,id05,Q1,1,0.49371182177506284,0.7058032887435962,0.7212051333551027,0.01540184461150651
mirror_v1_seed0,id05,Q1,0,0.49371182177506284,0.6806492496272106,0.6658550382719379,-0.014794211355272702
mirror_v1_seed0,id05,Q1,1,0.49371182177506284,0.7058032887435962,0.7212051333551027,0.01540184461150651
mirror_v1_seed0,id05,Q1,1,0.49371182177506284,0.7058032887435962,0.7212051333551027,0.01540184461150651
mirror_v1_seed0,id05,Q1,1,0.49371182177506284,0.7058032887435962,0.7212051333551027,0.01540184461150651
mirror_v1_seed0,id05,Q1,1,0.49371182177506284,0.7058032887435962,0.7212051333551027,0.01540184461150651
mirror_v1_seed0,id05,Q1,1,0.49371182177506284,0.7058032887435962,0.7212051333551027,0.01540184461150651
mirror_v1_seed0,id05,Q1,1,0.49371182177506284,0.7058032887435962,0.7212051333551027,0.01540184461150651
mirror_v1_seed0,id05,Q1,1,0.49371182177506284,0.7058032887435962,0.7212051333551027,0.01540184461150651
mirror_v1_seed0,id05,Q1,1,0.49371182177506284,0.7058032887435962,0.7212051333551027,0.01540184461150651
mirror_v1_seed0,id05,Q1,0,0.49371182177506284,0.6806492496272106,0.6658550382719379,-0.014794211355272702
mirror_v1_seed0,id05,Q1,1,0.49371182177506284,0.7058032887435962,0.7212051333551027,0.01540184461150651
mirror_v1_seed0,id05,Q1,1,0.49371182177506284,0.7058032887435962,0.7212051333551027,0.01540184461150651
mirror_v1_seed0,id05,Q1,1,0.49371182177506284,0.7058032887435962,0.7212051333551027,0.01540184461150651
mirror_v1_seed0,id05,Q1,0,0.49371182177506284,0.6806492496272106,0.6658550382719379,-0.014794211355272702
mirror_v1_seed0,id05,Q1,0,0.49371182177506284,0.6806492496272106,0.6658550382719379,-0.014794211355272702
mirror_v1_seed0,id05,Q1,0,0.49371182177506284,0.6806492496272106,0.6658550382719379,-0.014794211355272702
mirror_v1_seed0,id05,Q1,1,0.49371182177506284,0.7058032887435962,0.7212051333551027,0.01540184461150651
mirror_v1_seed0,id05,Q1,1,0.49371182177506284,0.7058032887435962,0.7212051333551027,0.01540184461150651
mirror_v1_seed0,id06,Q1,0,0.2707089395341014,0.3156823667581513,0.6658550382719379,0.3501726715137866
mirror_v1_seed0,id06,Q1,0,0.2707089395341014,0.3156823667581513,0.6658550382719379,0.3501726715137866
mirror_v1_seed0,id06,Q1,0,0.2707089395341014,0.3156823667581513,0.6658550382719379,0.3501726715137866
mirror_v1_seed0,id06,Q1,0,0.2707089395341014,0.3156823667581513,0.6658550382719379,0.3501726715137866
mirror_v1_seed0,id06,Q1,1,0.2707089395341014,1.3067110591387707,0.7212051333551027,-0.585505925783668
mirror_v1_seed0,id06,Q1,0,0.2707089395341014,0.3156823667581513,0.6658550382719379,0.3501726715137866
mirror_v1_seed0,id06,Q1,1,0.2707089395341014,1.3067110591387707,0.7212051333551027,-0.585505925783668
mirror_v1_seed0,id06,Q1,0,0.2707089395341014,0.3156823667581513,0.6658550382719379,0.3501726715137866
mirror_v1_seed0,id06,Q1,1,0.2707089395341014,1.3067110591387707,0.7212051333551027,-0.585505925783668
mirror_v1_seed0,id06,Q1,0,0.2707089395341014,0.3156823667581513,0.6658550382719379,0.3501726715137866
mirror_v1_seed0,id06,Q1,0,0.2707089395341014,0.3156823667581513,0.6658550382719379,0.3501726715137866
mirror_v1_seed0,id06,Q1,1,0.2707089395341014,1.3067110591387707,0.7212051333551027,-0.585505925783668
mirror_v1_seed0,id06,Q1,0,0.2707089395341014,0.3156823667581513,0.6658550382719379,0.3501726715137866
mirror_v1_seed0,id06,Q1,0,0.2707089395341014,0.3156823667581513,0.6658550382719379,0.3501726715137866
mirror_v1_seed0,id06,Q1,0,0.2707089395341014,0.3156823667581513,0.6658550382719379,0.3501726715137866
mirror_v1_seed0,id06,Q1,0,0.2707089395341014,0.3156823667581513,0.6658550382719379,0.3501726715137866
mirror_v1_seed0,id06,Q1,0,0.2707089395341014,0.3156823667581513,0.6658550382719379,0.3501726715137866
mirror_v1_seed0,id06,Q1,0,0.2707089395341014,0.3156823667581513,0.6658550382719379,0.3501726715137866
mirror_v1_seed0,id06,Q1,0,0.2707089395341014,0.3156823667581513,0.6658550382719379,0.3501726715137866
mirror_v1_seed0,id06,Q1,0,0.2707089395341014,0.3156823667581513,0.6658550382719379,0.3501726715137866
mirror_v1_seed0,id06,Q1,0,0.2707089395341014,0.3156823667581513,0.6658550382719379,0.3501726715137866
mirror_v1_seed0,id07,Q1,1,0.4834748969809099,0.726755884814288,0.7212051333551027,-0.005550751459185266
mirror_v1_seed0,id07,Q1,1,0.4834748969809099,0.726755884814288,0.7212051333551027,-0.005550751459185266
mirror_v1_seed0,id07,Q1,0,0.4834748969809099,0.6606313894368112,0.6658550382719379,0.005223648835126715
mirror_v1_seed0,id07,Q1,1,0.4834748969809099,0.726755884814288,0.7212051333551027,-0.005550751459185266
mirror_v1_seed0,id07,Q1,1,0.4834748969809099,0.726755884814288,0.7212051333551027,-0.005550751459185266
mirror_v1_seed0,id07,Q1,1,0.4834748969809099,0.726755884814288,0.7212051333551027,-0.005550751459185266
mirror_v1_seed0,id07,Q1,1,0.4834748969809099,0.726755884814288,0.7212051333551027,-0.005550751459185266
mirror_v1_seed0,id07,Q1,0,0.4834748969809099,0.6606313894368112,0.6658550382719379,0.005223648835126715
mirror_v1_seed0,id07,Q1,0,0.4834748969809099,0.6606313894368112,0.6658550382719379,0.005223648835126715
mirror_v1_seed0,id07,Q1,0,0.4834748969809099,0.6606313894368112,0.6658550382719379,0.005223648835126715
mirror_v1_seed0,id07,Q1,1,0.4834748969809099,0.726755884814288,0.7212051333551027,-0.005550751459185266
mirror_v1_seed0,id07,Q1,0,0.4834748969809099,0.6606313894368112,0.6658550382719379,0.005223648835126715
mirror_v1_seed0,id07,Q1,1,0.4834748969809099,0.726755884814288,0.7212051333551027,-0.005550751459185266
mirror_v1_seed0,id07,Q1,1,0.4834748969809099,0.726755884814288,0.7212051333551027,-0.005550751459185266
mirror_v1_seed0,id07,Q1,1,0.4834748969809099,0.726755884814288,0.7212051333551027,-0.005550751459185266
mirror_v1_seed0,id07,Q1,0,0.4834748969809099,0.6606313894368112,0.6658550382719379,0.005223648835126715
mirror_v1_seed0,id07,Q1,0,0.4834748969809099,0.6606313894368112,0.6658550382719379,0.005223648835126715
mirror_v1_seed0,id07,Q1,0,0.4834748969809099,0.6606313894368112,0.6658550382719379,0.005223648835126715
mirror_v1_seed0,id07,Q1,0,0.4834748969809099,0.6606313894368112,0.6658550382719379,0.005223648835126715
mirror_v1_seed0,id07,Q1,1,0.4834748969809099,0.726755884814288,0.7212051333551027,-0.005550751459185266
mirror_v1_seed0,id07,Q1,1,0.4834748969809099,0.726755884814288,0.7212051333551027,-0.005550751459185266
mirror_v1_seed0,id07,Q1,0,0.4834748969809099,0.6606313894368112,0.6658550382719379,0.005223648835126715
mirror_v1_seed0,id08,Q1,0,0.4688301782123292,0.6326734938274333,0.6658550382719379,0.03318154444450461
mirror_v1_seed0,id08,Q1,1,0.4688301782123292,0.7575146694713926,0.7212051333551027,-0.03630953611628984
mirror_v1_seed0,id08,Q1,0,0.4688301782123292,0.6326734938274333,0.6658550382719379,0.03318154444450461
mirror_v1_seed0,id08,Q1,0,0.4688301782123292,0.6326734938274333,0.6658550382719379,0.03318154444450461
mirror_v1_seed0,id08,Q1,1,0.4688301782123292,0.7575146694713926,0.7212051333551027,-0.03630953611628984
mirror_v1_seed0,id08,Q1,1,0.4688301782123292,0.7575146694713926,0.7212051333551027,-0.03630953611628984
mirror_v1_seed0,id08,Q1,0,0.4688301782123292,0.6326734938274333,0.6658550382719379,0.03318154444450461
mirror_v1_seed0,id08,Q1,0,0.4688301782123292,0.6326734938274333,0.6658550382719379,0.03318154444450461
mirror_v1_seed0,id08,Q1,0,0.4688301782123292,0.6326734938274333,0.6658550382719379,0.03318154444450461
mirror_v1_seed0,id08,Q1,1,0.4688301782123292,0.7575146694713926,0.7212051333551027,-0.03630953611628984
mirror_v1_seed0,id08,Q1,0,0.4688301782123292,0.6326734938274333,0.6658550382719379,0.03318154444450461
mirror_v1_seed0,id08,Q1,0,0.4688301782123292,0.6326734938274333,0.6658550382719379,0.03318154444450461
mirror_v1_seed0,id08,Q1,0,0.4688301782123292,0.6326734938274333,0.6658550382719379,0.03318154444450461
mirror_v1_seed0,id08,Q1,0,0.4688301782123292,0.6326734938274333,0.6658550382719379,0.03318154444450461
mirror_v1_seed0,id08,Q1,0,0.4688301782123292,0.6326734938274333,0.6658550382719379,0.03318154444450461
mirror_v1_seed0,id08,Q1,0,0.4688301782123292,0.6326734938274333,0.6658550382719379,0.03318154444450461
mirror_v1_seed0,id08,Q1,0,0.4688301782123292,0.6326734938274333,0.6658550382719379,0.03318154444450461
mirror_v1_seed0,id08,Q1,1,0.4688301782123292,0.7575146694713926,0.7212051333551027,-0.03630953611628984
mirror_v1_seed0,id08,Q1,1,0.4688301782123292,0.7575146694713926,0.7212051333551027,-0.03630953611628984
mirror_v1_seed0,id09,Q1,0,0.5172219085262564,0.7281981688460734,0.6658550382719379,-0.06234313057413543
mirror_v1_seed0,id09,Q1,1,0.5172219085262564,0.6592832731087033,0.7212051333551027,0.06192186024639945
mirror_v1_seed0,id09,Q1,0,0.5172219085262564,0.7281981688460734,0.6658550382719379,-0.06234313057413543
mirror_v1_seed0,id09,Q1,0,0.5172219085262564,0.7281981688460734,0.6658550382719379,-0.06234313057413543
mirror_v1_seed0,id09,Q1,0,0.5172219085262564,0.7281981688460734,0.6658550382719379,-0.06234313057413543
mirror_v1_seed0,id09,Q1,1,0.5172219085262564,0.6592832731087033,0.7212051333551027,0.06192186024639945
mirror_v1_seed0,id09,Q1,0,0.5172219085262564,0.7281981688460734,0.6658550382719379,-0.06234313057413543
mirror_v1_seed0,id09,Q1,0,0.5172219085262564,0.7281981688460734,0.6658550382719379,-0.06234313057413543
mirror_v1_seed0,id09,Q1,0,0.5172219085262564,0.7281981688460734,0.6658550382719379,-0.06234313057413543
mirror_v1_seed0,id09,Q1,0,0.5172219085262564,0.7281981688460734,0.6658550382719379,-0.06234313057413543
mirror_v1_seed0,id09,Q1,0,0.5172219085262564,0.7281981688460734,0.6658550382719379,-0.06234313057413543
mirror_v1_seed0,id09,Q1,1,0.5172219085262564,0.6592832731087033,0.7212051333551027,0.06192186024639945
mirror_v1_seed0,id09,Q1,1,0.5172219085262564,0.6592832731087033,0.7212051333551027,0.06192186024639945
mirror_v1_seed0,id09,Q1,0,0.5172219085262564,0.7281981688460734,0.6658550382719379,-0.06234313057413543
mirror_v1_seed0,id09,Q1,1,0.5172219085262564,0.6592832731087033,0.7212051333551027,0.06192186024639945
mirror_v1_seed0,id09,Q1,1,0.5172219085262564,0.6592832731087033,0.7212051333551027,0.06192186024639945
mirror_v1_seed0,id09,Q1,1,0.5172219085262564,0.6592832731087033,0.7212051333551027,0.06192186024639945
mirror_v1_seed0,id09,Q1,1,0.5172219085262564,0.6592832731087033,0.7212051333551027,0.06192186024639945
mirror_v1_seed0,id09,Q1,1,0.5172219085262564,0.6592832731087033,0.7212051333551027,0.06192186024639945
mirror_v1_seed0,id10,Q1,0,0.45444410661801965,0.6059500162962093,0.6658550382719379,0.05990502197572867
mirror_v1_seed0,id10,Q1,1,0.45444410661801965,0.7886803506651161,0.7212051333551027,-0.06747521731001338
mirror_v1_seed0,id10,Q1,1,0.45444410661801965,0.7886803506651161,0.7212051333551027,-0.06747521731001338
mirror_v1_seed0,id10,Q1,1,0.45444410661801965,0.7886803506651161,0.7212051333551027,-0.06747521731001338
mirror_v1_seed0,id10,Q1,0,0.45444410661801965,0.6059500162962093,0.6658550382719379,0.05990502197572867
mirror_v1_seed0,id10,Q1,0,0.45444410661801965,0.6059500162962093,0.6658550382719379,0.05990502197572867
mirror_v1_seed0,id10,Q1,1,0.45444410661801965,0.7886803506651161,0.7212051333551027,-0.06747521731001338
mirror_v1_seed0,id10,Q1,0,0.45444410661801965,0.6059500162962093,0.6658550382719379,0.05990502197572867
mirror_v1_seed0,id10,Q1,0,0.45444410661801965,0.6059500162962093,0.6658550382719379,0.05990502197572867
mirror_v1_seed0,id10,Q1,1,0.45444410661801965,0.7886803506651161,0.7212051333551027,-0.06747521731001338
mirror_v1_seed0,id10,Q1,1,0.45444410661801965,0.7886803506651161,0.7212051333551027,-0.06747521731001338
mirror_v1_seed0,id10,Q1,1,0.45444410661801965,0.7886803506651161,0.7212051333551027,-0.06747521731001338
mirror_v1_seed0,id10,Q1,0,0.45444410661801965,0.6059500162962093,0.6658550382719379,0.05990502197572867
mirror_v1_seed0,id10,Q1,1,0.45444410661801965,0.7886803506651161,0.7212051333551027,-0.06747521731001338
mirror_v1_seed0,id01,Q2,1,0.5398080180688877,0.6165417247314322,0.6281147102890907,0.01157298555765851
mirror_v1_seed0,id01,Q2,0,0.5398080180688877,0.776111524541971,0.7627048642618556,-0.01340666028011539
mirror_v1_seed0,id01,Q2,0,0.5398080180688877,0.776111524541971,0.7627048642618556,-0.01340666028011539
mirror_v1_seed0,id01,Q2,1,0.5398080180688877,0.6165417247314322,0.6281147102890907,0.01157298555765851
mirror_v1_seed0,id01,Q2,1,0.5398080180688877,0.6165417247314322,0.6281147102890907,0.01157298555765851
mirror_v1_seed0,id01,Q2,1,0.5398080180688877,0.6165417247314322,0.6281147102890907,0.01157298555765851
mirror_v1_seed0,id01,Q2,1,0.5398080180688877,0.6165417247314322,0.6281147102890907,0.01157298555765851
mirror_v1_seed0,id01,Q2,1,0.5398080180688877,0.6165417247314322,0.6281147102890907,0.01157298555765851
mirror_v1_seed0,id01,Q2,0,0.5398080180688877,0.776111524541971,0.7627048642618556,-0.01340666028011539
mirror_v1_seed0,id01,Q2,0,0.5398080180688877,0.776111524541971,0.7627048642618556,-0.01340666028011539
mirror_v1_seed0,id01,Q2,1,0.5398080180688877,0.6165417247314322,0.6281147102890907,0.01157298555765851
mirror_v1_seed0,id01,Q2,0,0.5398080180688877,0.776111524541971,0.7627048642618556,-0.01340666028011539
mirror_v1_seed0,id01,Q2,1,0.5398080180688877,0.6165417247314322,0.6281147102890907,0.01157298555765851
mirror_v1_seed0,id01,Q2,1,0.5398080180688877,0.6165417247314322,0.6281147102890907,0.01157298555765851
mirror_v1_seed0,id01,Q2,0,0.5398080180688877,0.776111524541971,0.7627048642618556,-0.01340666028011539
mirror_v1_seed0,id01,Q2,1,0.5398080180688877,0.6165417247314322,0.6281147102890907,0.01157298555765851
mirror_v1_seed0,id01,Q2,0,0.5398080180688877,0.776111524541971,0.7627048642618556,-0.01340666028011539
mirror_v1_seed0,id01,Q2,0,0.5398080180688877,0.776111524541971,0.7627048642618556,-0.01340666028011539
mirror_v1_seed0,id01,Q2,1,0.5398080180688877,0.6165417247314322,0.6281147102890907,0.01157298555765851
mirror_v1_seed0,id02,Q2,0,0.579824712149854,0.8670833027476976,0.7627048642618556,-0.10437843848584205
mirror_v1_seed0,id02,Q2,1,0.579824712149854,0.5450294415507562,0.6281147102890907,0.08308526873833455
mirror_v1_seed0,id02,Q2,1,0.579824712149854,0.5450294415507562,0.6281147102890907,0.08308526873833455
mirror_v1_seed0,id02,Q2,1,0.579824712149854,0.5450294415507562,0.6281147102890907,0.08308526873833455
mirror_v1_seed0,id02,Q2,0,0.579824712149854,0.8670833027476976,0.7627048642618556,-0.10437843848584205
mirror_v1_seed0,id02,Q2,1,0.579824712149854,0.5450294415507562,0.6281147102890907,0.08308526873833455
mirror_v1_seed0,id02,Q2,1,0.579824712149854,0.5450294415507562,0.6281147102890907,0.08308526873833455
mirror_v1_seed0,id02,Q2,1,0.579824712149854,0.5450294415507562,0.6281147102890907,0.08308526873833455
mirror_v1_seed0,id02,Q2,1,0.579824712149854,0.5450294415507562,0.6281147102890907,0.08308526873833455
mirror_v1_seed0,id02,Q2,1,0.579824712149854,0.5450294415507562,0.6281147102890907,0.08308526873833455
mirror_v1_seed0,id02,Q2,0,0.579824712149854,0.8670833027476976,0.7627048642618556,-0.10437843848584205
mirror_v1_seed0,id02,Q2,1,0.579824712149854,0.5450294415507562,0.6281147102890907,0.08308526873833455
mirror_v1_seed0,id02,Q2,1,0.579824712149854,0.5450294415507562,0.6281147102890907,0.08308526873833455
mirror_v1_seed0,id02,Q2,1,0.579824712149854,0.5450294415507562,0.6281147102890907,0.08308526873833455
mirror_v1_seed0,id02,Q2,1,0.579824712149854,0.5450294415507562,0.6281147102890907,0.08308526873833455
mirror_v1_seed0,id02,Q2,1,0.579824712149854,0.5450294415507562,0.6281147102890907,0.08308526873833455
mirror_v1_seed0,id02,Q2,1,0.579824712149854,0.5450294415507562,0.6281147102890907,0.08308526873833455
mirror_v1_seed0,id02,Q2,1,0.579824712149854,0.5450294415507562,0.6281147102890907,0.08308526873833455
mirror_v1_seed0,id02,Q2,0,0.579824712149854,0.8670833027476976,0.7627048642618556,-0.10437843848584205
mirror_v1_seed0,id02,Q2,0,0.579824712149854,0.8670833027476976,0.7627048642618556,-0.10437843848584205
mirror_v1_seed0,id02,Q2,0,0.579824712149854,0.8670833027476976,0.7627048642618556,-0.10437843848584205
mirror_v1_seed0,id02,Q2,1,0.579824712149854,0.5450294415507562,0.6281147102890907,0.08308526873833455
mirror_v1_seed0,id03,Q2,1,0.6229457041814022,0.47329591618944356,0.6281147102890907,0.15481879409964716
mirror_v1_seed0,id03,Q2,0,0.6229457041814022,0.9753660811651309,0.7627048642618556,-0.21266121690327533
mirror_v1_seed0,id03,Q2,1,0.6229457041814022,0.47329591618944356,0.6281147102890907,0.15481879409964716
mirror_v1_seed0,id03,Q2,1,0.6229457041814022,0.47329591618944356,0.6281147102890907,0.15481879409964716
mirror_v1_seed0,id03,Q2,1,0.6229457041814022,0.47329591618944356,0.6281147102890907,0.15481879409964716
mirror_v1_seed0,id03,Q2,1,0.6229457041814022,0.47329591618944356,0.6281147102890907,0.15481879409964716
mirror_v1_seed0,id03,Q2,1,0.6229457041814022,0.47329591618944356,0.6281147102890907,0.15481879409964716
mirror_v1_seed0,id03,Q2,1,0.6229457041814022,0.47329591618944356,0.6281147102890907,0.15481879409964716
mirror_v1_seed0,id03,Q2,1,0.6229457041814022,0.47329591618944356,0.6281147102890907,0.15481879409964716
