subject_id,lifelog_date,target,prev,cur,next
id01,2024-07-09,S4,1,0,1
id01,2024-07-21,S4,1,0,1
id01,2024-07-22,S4,0,1,0
id01,2024-07-23,S4,1,0,1
id01,2024-08-17,S4,1,0,1
id01,2024-08-18,S4,0,1,0
id01,2024-08-28,S4,1,0,1
id02,2024-07-20,Q1,0,1,0
id02,2024-08-03,Q1,1,0,1
id02,2024-08-04,Q1,0,1,0
id02,2024-08-05,Q1,1,0,1
id02,2024-08-22,Q1,1,0,1
id02,2024-09-10,Q1,1,0,1
id02,2024-09-11,Q1,0,1,0
id02,2024-09-12,Q1,1,0,1
id02,2024-09-13,Q1,0,1,0
id02,2024-09-15,Q1,1,0,1
id02,2024-07-29,Q2,1,0,1
id02,2024-08-17,Q2,1,0,1
id02,2024-08-22,Q3,1,0,1
id02,2024-09-10,Q3,1,0,1
id02,2024-07-22,S1,1,0,1
id02,2024-07-29,S1,1,0,1
id02,2024-08-10,S1,1,0,1
id02,2024-08-22,S1,1,0,1
id02,2024-09-12,S1,1,0,1
id02,2024-07-21,S2,1,0,1
id02,2024-08-10,S2,1,0,1
id02,2024-08-18,S2,1,0,1
id02,2024-08-03,S3,1,0,1
id02,2024-08-10,S3,1,0,1
id02,2024-09-25,S3,1,0,1
id02,2024-07-21,S4,1,0,1
id02,2024-08-05,S4,1,0,1
id02,2024-08-14,S4,1,0,1
id02,2024-08-15,S4,0,1,0
id02,2024-08-16,S4,1,0,1
id02,2024-08-17,S4,0,1,0
id02,2024-08-18,S4,1,0,1
id02,2024-08-22,S4,1,0,1
id02,2024-09-10,S4,1,0,1
id03,2024-07-23,Q1,1,0,1
id03,2024-07-24,Q2,1,0,1
id03,2024-07-25,Q2,0,1,0
id03,2024-07-27,Q2,1,0,1
id03,2024-07-28,Q2,0,1,0
id03,2024-07-29,Q2,1,0,1
id03,2024-08-13,Q2,1,0,1
id03,2024-07-24,Q3,1,0,1
id03,2024-07-29,Q3,1,0,1
id03,2024-08-13,Q3,1,0,1
id03,2024-08-29,Q3,1,0,1
id03,2024-07-19,S1,1,0,1
id03,2024-07-23,S1,1,0,1
id03,2024-08-15,S1,1,0,1
id03,2024-07-23,S2,1,0,1
id03,2024-07-24,S2,0,1,0
id03,2024-07-25,S2,1,0,1
id03,2024-07-27,S2,0,1,0
id03,2024-07-28,S2,1,0,1
id03,2024-07-29,S2,0,1,0
id03,2024-07-30,S2,1,0,1
id03,2024-08-02,S2,0,1,0
id03,2024-08-10,S2,0,1,0
id03,2024-08-11,S2,1,0,1
id03,2024-07-18,S3,1,0,1
id03,2024-07-19,S3,0,1,0
id03,2024-07-21,S3,1,0,1
id03,2024-07-22,S3,0,1,0
id03,2024-07-23,S3,1,0,1
id03,2024-07-24,S3,0,1,0
id03,2024-07-25,S3,1,0,1
id03,2024-07-27,S3,0,1,0
id03,2024-07-28,S3,1,0,1
id03,2024-08-14,S3,1,0,1
id03,2024-09-09,S3,0,1,0
id03,2024-09-11,S3,1,0,1
id03,2024-07-22,S4,0,1,0
id03,2024-07-23,S4,1,0,1
id03,2024-07-24,S4,0,1,0
id03,2024-08-12,S4,0,1,0
id03,2024-08-31,S4,0,1,0
id04,2024-08-08,Q1,1,0,1
id04,2024-08-20,Q1,1,0,1
id04,2024-08-21,Q1,0,1,0
id04,2024-08-25,Q1,0,1,0
id04,2024-09-02,Q1,0,1,0
id04,2024-09-05,Q1,0,1,0
id04,2024-10-12,Q1,1,0,1
id04,2024-08-02,Q2,1,0,1
id04,2024-08-03,Q2,0,1,0
id04,2024-08-30,Q2,0,1,0
id04,2024-09-10,Q2,0,1,0
id04,2024-09-27,Q2,0,1,0
id04,2024-10-03,Q2,1,0,1
id04,2024-10-13,Q2,1,0,1
id04,2024-10-20,Q2,0,1,0
id04,2024-10-22,Q2,1,0,1
id04,2024-08-01,Q3,1,0,1
id04,2024-08-04,Q3,1,0,1
id04,2024-08-17,Q3,1,0,1
id04,2024-08-29,Q3,1,0,1
id04,2024-09-16,Q3,1,0,1
id04,2024-10-11,Q3,1,0,1
id04,2024-10-22,Q3,1,0,1
id04,2024-08-01,S1,1,0,1
id04,2024-08-14,S1,1,0,1
id04,2024-08-28,S1,1,0,1
id04,2024-09-27,S1,1,0,1
id04,2024-10-12,S1,1,0,1
id04,2024-08-01,S2,1,0,1
id04,2024-08-14,S2,1,0,1
id04,2024-08-20,S2,1,0,1
id04,2024-08-21,S2,0,1,0
id04,2024-08-22,S2,1,0,1
id04,2024-08-28,S2,1,0,1
id04,2024-09-06,S2,0,1,0
id04,2024-09-07,S2,1,0,1
id04,2024-09-27,S2,1,0,1
id04,2024-10-01,S2,1,0,1
id04,2024-10-02,S2,0,1,0
id04,2024-10-03,S2,1,0,1
id04,2024-10-08,S2,1,0,1
id04,2024-08-03,S3,1,0,1
id04,2024-08-22,S3,1,0,1
id04,2024-08-23,S3,0,1,0
id04,2024-08-30,S3,1,0,1
id04,2024-08-31,S3,0,1,0
id04,2024-09-07,S3,1,0,1
id04,2024-10-08,S3,1,0,1
id04,2024-10-09,S3,0,1,0
id04,2024-08-14,S4,1,0,1
id04,2024-08-17,S4,1,0,1
id04,2024-09-08,S4,0,1,0
id04,2024-09-10,S4,1,0,1
id04,2024-09-16,S4,0,1,0
id04,2024-10-03,S4,1,0,1
id04,2024-10-08,S4,1,0,1
id05,2024-08-30,Q1,0,1,0
id05,2024-08-31,Q1,1,0,1
id05,2024-09-01,Q1,0,1,0
id05,2024-09-05,Q1,0,1,0
id05,2024-09-13,Q1,1,0,1
id05,2024-09-27,Q1,1,0,1
id05,2024-10-30,Q1,0,1,0
id05,2024-11-02,Q1,1,0,1
id05,2024-11-04,Q1,0,1,0
id05,2024-08-30,Q2,1,0,1
id05,2024-09-04,Q2,1,0,1
id05,2024-09-10,Q2,1,0,1
id05,2024-09-19,Q2,0,1,0
id05,2024-09-20,Q2,1,0,1
id05,2024-09-22,Q2,0,1,0
id05,2024-11-09,Q2,0,1,0
id05,2024-11-10,Q2,1,0,1
id05,2024-09-05,Q3,1,0,1
id05,2024-09-06,Q3,0,1,0
id05,2024-09-07,Q3,1,0,1
id05,2024-09-08,Q3,0,1,0
id05,2024-09-09,Q3,1,0,1
id05,2024-11-10,Q3,1,0,1
id05,2024-08-31,S1,0,1,0
id05,2024-09-08,S1,1,0,1
id05,2024-09-15,S1,0,1,0
id05,2024-09-20,S1,0,1,0
id05,2024-10-18,S1,0,1,0
id05,2024-10-22,S1,1,0,1
id05,2024-10-30,S1,0,1,0
id05,2024-11-02,S1,1,0,1
id05,2024-11-04,S1,0,1,0
id05,2024-08-31,S2,0,1,0
id05,2024-09-10,S2,0,1,0
id05,2024-09-20,S2,0,1,0
id05,2024-09-26,S2,0,1,0
id05,2024-10-27,S2,1,0,1
id05,2024-10-28,S2,0,1,0
id05,2024-10-29,S2,1,0,1
id05,2024-10-30,S2,0,1,0
id05,2024-11-11,S2,0,1,0
id05,2024-09-11,S3,0,1,0
id05,2024-09-18,S3,0,1,0
id05,2024-09-26,S3,0,1,0
id05,2024-10-28,S3,0,1,0
id05,2024-11-05,S3,0,1,0
id05,2024-11-11,S3,0,1,0
id05,2024-09-18,S4,1,0,1
id05,2024-09-24,S4,0,1,0
id05,2024-09-25,S4,1,0,1
id05,2024-10-25,S4,0,1,0
id05,2024-10-28,S4,0,1,0
id05,2024-10-29,S4,1,0,1
id05,2024-10-30,S4,0,1,0
id06,2024-06-25,Q1,0,1,0
id06,2024-07-03,Q1,0,1,0
id06,2024-07-29,Q1,0,1,0
id06,2024-06-25,Q2,0,1,0
id06,2024-06-26,Q2,1,0,1
id06,2024-06-27,Q2,0,1,0
id06,2024-06-28,Q2,1,0,1
id06,2024-07-14,Q2,1,0,1
id06,2024-06-12,Q3,0,1,0
id06,2024-07-01,Q3,1,0,1
id06,2024-08-03,Q3,1,0,1
id06,2024-06-14,S1,1,0,1
id06,2024-06-23,S1,1,0,1
id06,2024-07-27,S1,1,0,1
id06,2024-06-08,S2,1,0,1
id06,2024-07-24,S2,1,0,1
id06,2024-07-03,S3,1,0,1
id06,2024-06-04,S4,1,0,1
id06,2024-06-08,S4,1,0,1
id06,2024-06-12,S4,1,0,1
id06,2024-06-21,S4,1,0,1
id06,2024-07-25,S4,0,1,0
id06,2024-07-26,S4,1,0,1
id07,2024-06-11,Q1,0,1,0
id07,2024-06-12,Q1,1,0,1
id07,2024-06-26,Q1,1,0,1
id07,2024-07-06,Q1,0,1,0
id07,2024-07-29,Q1,0,1,0
id07,2024-08-02,Q1,0,1,0
id07,2024-08-03,Q1,1,0,1
id07,2024-06-14,Q2,1,0,1
id07,2024-06-15,Q2,0,1,0
id07,2024-06-16,Q2,1,0,1
id07,2024-06-19,Q2,1,0,1
id07,2024-06-20,Q2,0,1,0
id07,2024-06-21,Q2,1,0,1
id07,2024-06-22,Q2,0,1,0
id07,2024-06-23,Q2,1,0,1
id07,2024-06-28,Q2,1,0,1
id07,2024-07-07,Q2,0,1,0
id07,2024-07-10,Q2,0,1,0
id07,2024-08-04,Q2,0,1,0
id07,2024-08-05,Q2,1,0,1
id07,2024-08-06,Q2,0,1,0
id07,2024-08-07,Q2,1,0,1
id07,2024-06-17,Q3,1,0,1
id07,2024-06-26,Q3,0,1,0
id07,2024-06-30,Q3,0,1,0
id07,2024-07-08,Q3,1,0,1
id07,2024-07-11,Q3,1,0,1
id07,2024-07-12,Q3,0,1,0
id07,2024-08-07,Q3,0,1,0
id07,2024-08-08,Q3,1,0,1
id07,2024-08-12,Q3,1,0,1
id07,2024-06-20,S1,1,0,1
id07,2024-07-11,S1,1,0,1
id07,2024-07-29,S1,1,0,1
id07,2024-07-31,S1,0,1,0
id07,2024-08-01,S1,1,0,1
id07,2024-08-02,S1,0,1,0
id07,2024-08-03,S1,1,0,1
id07,2024-08-07,S1,1,0,1
id07,2024-08-08,S1,0,1,0
id07,2024-06-20,S2,1,0,1
id07,2024-07-11,S2,1,0,1
id07,2024-08-02,S2,0,1,0
id07,2024-08-03,S2,1,0,1
id07,2024-06-30,S3,1,0,1
id07,2024-07-01,S3,0,1,0
id07,2024-07-02,S3,1,0,1
id07,2024-07-03,S3,0,1,0
id07,2024-07-11,S3,1,0,1
id07,2024-07-29,S3,1,0,1
id07,2024-07-31,S3,0,1,0
id07,2024-08-01,S3,1,0,1
id07,2024-08-06,S3,1,0,1
id07,2024-06-13,S4,1,0,1
id07,2024-06-17,S4,1,0,1
id07,2024-06-18,S4,0,1,0
id07,2024-06-26,S4,1,0,1
id07,2024-06-27,S4,0,1,0
id07,2024-06-28,S4,1,0,1
id07,2024-07-10,S4,0,1,0
id07,2024-07-11,S4,1,0,1
id08,2024-06-28,Q1,0,1,0
id08,2024-07-02,Q1,0,1,0
id08,2024-07-07,Q1,1,0,1
id08,2024-07-11,Q1,1,0,1
id08,2024-07-14,Q1,1,0,1
id08,2024-07-15,Q1,0,1,0
id08,2024-07-16,Q1,1,0,1
id08,2024-07-24,Q1,0,1,0
id08,2024-07-25,Q1,1,0,1
id08,2024-08-03,Q1,0,1,0
id08,2024-08-25,Q1,1,0,1
id08,2024-06-27,Q2,1,0,1
id08,2024-07-08,Q2,1,0,1
id08,2024-08-15,Q2,1,0,1
id08,2024-08-21,Q2,1,0,1
id08,2024-08-27,Q2,1,0,1
id08,2024-06-26,Q3,0,1,0
id08,2024-06-27,Q3,1,0,1
id08,2024-07-02,Q3,0,1,0
id08,2024-08-25,Q3,0,1,0
id08,2024-08-27,Q3,1,0,1
id08,2024-07-02,S1,0,1,0
id08,2024-07-09,S1,0,1,0
id08,2024-07-11,S1,1,0,1
id08,2024-08-03,S1,0,1,0
id08,2024-08-25,S1,1,0,1
id08,2024-06-27,S2,0,1,0
id08,2024-06-28,S2,1,0,1
id08,2024-07-08,S2,1,0,1
id08,2024-07-12,S2,1,0,1
id08,2024-07-18,S2,1,0,1
id08,2024-07-22,S2,0,1,0
id08,2024-07-23,S2,1,0,1
id08,2024-07-24,S2,0,1,0
id08,2024-08-21,S2,1,0,1
id08,2024-08-25,S2,1,0,1
id08,2024-08-27,S2,0,1,0
id08,2024-08-28,S2,1,0,1
id08,2024-08-29,S2,0,1,0
id08,2024-08-30,S2,1,0,1
id08,2024-08-31,S2,0,1,0
id08,2024-06-28,S3,1,0,1
id08,2024-07-08,S3,1,0,1
id08,2024-07-12,S3,1,0,1
id08,2024-07-13,S3,0,1,0
id08,2024-07-18,S3,1,0,1
id08,2024-07-22,S3,0,1,0
id08,2024-07-23,S3,1,0,1
id08,2024-08-15,S3,1,0,1
id08,2024-08-16,S3,0,1,0
id08,2024-08-17,S3,1,0,1
id08,2024-08-28,S3,1,0,1
id08,2024-06-26,S4,1,0,1
id08,2024-07-23,S4,1,0,1
id08,2024-07-24,S4,0,1,0
id08,2024-07-29,S4,1,0,1
id08,2024-08-11,S4,1,0,1
id08,2024-08-15,S4,0,1,0
id08,2024-08-21,S4,1,0,1
id09,2024-07-11,Q1,0,1,0
id09,2024-08-03,Q1,0,1,0
id09,2024-08-24,Q1,0,1,0
id09,2024-08-26,Q1,1,0,1
id09,2024-08-29,Q1,1,0,1
id09,2024-08-29,Q2,1,0,1
id09,2024-07-03,Q3,0,1,0
id09,2024-07-04,Q3,1,0,1
id09,2024-07-08,Q3,1,0,1
id09,2024-07-09,Q3,0,1,0
id09,2024-07-18,Q3,0,1,0
id09,2024-07-21,Q3,0,1,0
id09,2024-08-03,Q3,0,1,0
id09,2024-08-29,Q3,1,0,1
id09,2024-07-21,S1,1,0,1
id09,2024-07-22,S1,0,1,0
id09,2024-07-23,S1,1,0,1
id09,2024-08-22,S1,0,1,0
id09,2024-08-23,S1,1,0,1
id09,2024-08-24,S1,0,1,0
id09,2024-08-26,S1,1,0,1
id09,2024-08-31,S1,0,1,0
id09,2024-09-01,S1,1,0,1
id09,2024-07-03,S2,1,0,1
id09,2024-07-04,S2,0,1,0
id09,2024-07-05,S2,1,0,1
id09,2024-08-31,S2,0,1,0
id09,2024-07-06,S3,1,0,1
id09,2024-07-08,S3,0,1,0
id09,2024-07-09,S3,1,0,1
id09,2024-07-13,S3,1,0,1
id09,2024-07-20,S3,1,0,1
id09,2024-08-23,S3,1,0,1
id09,2024-08-29,S3,0,1,0
id09,2024-08-30,S3,1,0,1
id09,2024-08-31,S3,0,1,0
id09,2024-07-10,S4,1,0,1
id09,2024-07-19,S4,1,0,1
id09,2024-07-22,S4,1,0,1
id09,2024-07-23,S4,0,1,0
id09,2024-07-25,S4,1,0,1
id09,2024-07-26,S4,0,1,0
id09,2024-07-27,S4,1,0,1
id09,2024-07-29,S4,0,1,0
id09,2024-07-30,S4,1,0,1
id09,2024-08-31,S4,0,1,0
id09,2024-09-01,S4,1,0,1
id10,2024-07-09,Q1,1,0,1
id10,2024-07-13,Q1,1,0,1
id10,2024-07-14,Q1,0,1,0
id10,2024-07-15,Q1,1,0,1
id10,2024-07-17,Q1,0,1,0
id10,2024-07-19,Q1,1,0,1
id10,2024-07-26,Q1,0,1,0
id10,2024-08-27,Q1,0,1,0
id10,2024-08-31,Q1,0,1,0
id10,2024-09-11,Q1,1,0,1
id10,2024-07-08,Q2,1,0,1
id10,2024-07-14,Q2,1,0,1
id10,2024-07-31,Q2,1,0,1
id10,2024-08-01,Q2,0,1,0
id10,2024-08-02,Q2,1,0,1
id10,2024-08-27,Q2,0,1,0
id10,2024-08-29,Q2,1,0,1
id10,2024-07-14,Q3,1,0,1
id10,2024-07-31,Q3,1,0,1
id10,2024-08-01,Q3,0,1,0
id10,2024-08-02,Q3,1,0,1
id10,2024-09-08,Q3,0,1,0
id10,2024-07-07,S1,1,0,1
id10,2024-07-13,S1,1,0,1
id10,2024-07-19,S1,1,0,1
id10,2024-07-20,S1,0,1,0
id10,2024-08-27,S1,0,1,0
id10,2024-08-31,S1,0,1,0
id10,2024-07-08,S2,0,1,0
id10,2024-07-09,S2,1,0,1
id10,2024-07-11,S2,0,1,0
id10,2024-07-12,S2,1,0,1
id10,2024-07-13,S2,0,1,0
id10,2024-07-14,S2,1,0,1
id10,2024-07-15,S2,0,1,0
id10,2024-07-17,S2,1,0,1
id10,2024-07-27,S2,0,1,0
id10,2024-07-28,S2,1,0,1
id10,2024-07-29,S2,0,1,0
id10,2024-08-31,S2,0,1,0
id10,2024-07-07,S3,1,0,1
id10,2024-07-15,S3,0,1,0
id10,2024-07-17,S3,1,0,1
id10,2024-07-27,S3,0,1,0
id10,2024-07-28,S3,1,0,1
id10,2024-07-29,S3,0,1,0
id10,2024-08-27,S3,0,1,0
id10,2024-08-31,S3,0,1,0
id10,2024-07-08,S4,0,1,0
id10,2024-07-09,S4,1,0,1
id10,2024-07-11,S4,0,1,0
id10,2024-07-12,S4,1,0,1
id10,2024-07-13,S4,0,1,0
id10,2024-08-27,S4,1,0,1
id10,2024-08-29,S4,0,1,0
id10,2024-08-30,S4,1,0,1
id10,2024-09-05,S4,1,0,1
