subject_id,metric,target,value,n
id02,pair_corr,Q3-S2,-0.014135069854804276,48
id02,pair_corr,Q3-S3,-0.05435305922648975,48
id02,pair_corr,Q3-S4,0.18946618668626838,48
id02,pair_corr,S1-S2,0.34188172937891387,48
id02,pair_corr,S1-S3,0.07733088933397007,48
id02,pair_corr,S1-S4,0.07273929674533078,48
id02,pair_corr,S2-S3,0.14394032120171632,48
id02,pair_corr,S2-S4,0.3481553119113958,48
id02,pair_corr,S3-S4,-0.1968748077395395,48
id02,contradiction_rate,S2_0_S3orS4_1,0.08333333333333333,48
id02,contradiction_rate,Q2_Q3_conflict,0.14583333333333334,48
id02,contradiction_rate,S1_1_S2_0_S3_1,0.041666666666666664,48
id03,prevalence,Q1,0.8484848484848485,33
id03,lag1_agreement,Q1,0.8125,32
id03,lag1_auc,Q1,0.5714285714285714,32
id03,prevalence,Q2,0.8181818181818182,33
id03,lag1_agreement,Q2,0.71875,32
id03,lag1_auc,Q2,0.5074074074074074,32
id03,prevalence,Q3,0.7272727272727273,33
id03,lag1_agreement,Q3,0.65625,32
id03,lag1_auc,Q3,0.5625,32
id03,prevalence,S1,0.8181818181818182,33
id03,lag1_agreement,S1,0.71875,32
id03,lag1_auc,S1,0.5064102564102564,32
id03,prevalence,S2,0.5151515151515151,33
id03,lag1_agreement,S2,0.4375,32
id03,lag1_auc,S2,0.4375,32
id03,prevalence,S3,0.48484848484848486,33
id03,lag1_agreement,S3,0.375,32
id03,lag1_auc,S3,0.3725490196078431,32
id03,prevalence,S4,0.15151515151515152,33
id03,lag1_agreement,S4,0.71875,32
id03,lag1_auc,S4,0.42592592592592593,32
id03,pair_corr,Q1-Q2,0.23904572186687875,33
id03,pair_corr,Q1-Q3,-0.0690065559342354,33
id03,pair_corr,Q1-S1,0.23904572186687875,33
id03,pair_corr,Q1-S2,-0.07174300539794387,33
id03,pair_corr,Q1-S3,-0.097365507325781,33
id03,pair_corr,Q1-S4,-0.05714285714285709,33
id03,pair_corr,Q2-Q3,0.5933877766671156,33
id03,pair_corr,Q2-S1,-0.018518518518518615,33
id03,pair_corr,Q2-S2,-0.30012252399939054,33
id03,pair_corr,Q2-S3,-0.328705621523142,33
id03,pair_corr,Q2-S4,-0.01992047682223992,33
id03,pair_corr,Q3-S1,-0.11226255234242728,33
id03,pair_corr,Q3-S2,0.08663791001045902,33
id03,pair_corr,Q3-S3,-0.3589284843290445,33
id03,pair_corr,Q3-S4,0.06900655593423546,33
id03,pair_corr,S1-S2,0.17149858514250876,33
id03,pair_corr,S1-S3,-0.3287056215231419,33
id03,pair_corr,S1-S4,-0.019920476822239876,33
id03,pair_corr,S2-S3,0.09191176470588235,33
id03,pair_corr,S2-S4,0.4099600308453938,33
id03,pair_corr,S3-S4,0.26647402004950593,33
id03,contradiction_rate,S2_0_S3orS4_1,0.21212121212121213,33
id03,contradiction_rate,Q2_Q3_conflict,0.15151515151515152,33
id03,contradiction_rate,S1_1_S2_0_S3_1,0.12121212121212122,33
id04,prevalence,Q1,0.5614035087719298,57
id04,lag1_agreement,Q1,0.6607142857142857,56
id04,lag1_auc,Q1,0.65625,56
id04,prevalence,Q2,0.49122807017543857,57
id04,lag1_agreement,Q2,0.6428571428571429,56
id04,lag1_auc,Q2,0.6424010217113665,56
id04,prevalence,Q3,0.7719298245614035,57
id04,lag1_agreement,Q3,0.6785714285714286,56
id04,lag1_auc,Q3,0.5491949910554561,56
id04,prevalence,S1,0.7543859649122807,57
id04,lag1_agreement,S1,0.7321428571428571,56
id04,lag1_auc,S1,0.6309523809523809,56
id04,prevalence,S2,0.7017543859649122,57
id04,lag1_agreement,S2,0.5535714285714286,56
id04,lag1_auc,S2,0.4638009049773756,56
id04,prevalence,S3,0.543859649122807,57
id04,lag1_agreement,S3,0.5892857142857143,56
id04,lag1_auc,S3,0.5858974358974359,56
id04,prevalence,S4,0.5087719298245614,57
id04,lag1_agreement,S4,0.5892857142857143,56
id04,lag1_auc,S4,0.5892857142857143,56
id04,pair_corr,Q1-Q2,0.01985166667941854,57
id04,pair_corr,Q1-Q3,-0.05913123959890827,57
id04,pair_corr,Q1-S1,0.15274346069162228,57
id04,pair_corr,Q1-S2,0.1193117518002609,57
id04,pair_corr,Q1-S3,-0.02864279017973623,57
id04,pair_corr,Q1-S4,0.2630345835022965,57
id04,pair_corr,Q2-Q3,0.28319219519958044,57
id04,pair_corr,Q2-S1,-0.1730649455483142,57
id04,pair_corr,Q2-S2,-0.20320971947677366,57
id04,pair_corr,Q2-S3,-0.08652717095470751,57
id04,pair_corr,Q2-S4,-0.08743842364532023,57
id04,pair_corr,Q3-S1,0.07839016375110315,57
id04,pair_corr,Q3-S2,0.10261893502060655,57
id04,pair_corr,Q3-S3,0.25773447439771074,57
id04,pair_corr,Q3-S4,0.21863024396237046,57
id04,pair_corr,S1-S2,0.6970792523613786,57
id04,pair_corr,S1-S3,-0.031583257000876996,57
id04,pair_corr,S1-S4,0.5806972553108732,57
id04,pair_corr,S2-S3,0.2498905029511678,57
id04,pair_corr,S2-S4,0.5867512429925382,57
id04,pair_corr,S3-S4,0.08652717095470751,57
id04,contradiction_rate,S2_0_S3orS4_1,0.12280701754385964,57
id04,contradiction_rate,Q2_Q3_conflict,0.38596491228070173,57
id04,contradiction_rate,S1_1_S2_0_S3_1,0.0,57
id05,prevalence,Q1,0.6136363636363636,44
id05,lag1_agreement,Q1,0.6046511627906976,43
id05,lag1_auc,Q1,0.5833333333333333,43
id05,prevalence,Q2,0.4318181818181818,44
id05,lag1_agreement,Q2,0.627906976744186,43
id05,lag1_auc,Q2,0.6177777777777778,43
id05,prevalence,Q3,0.6818181818181818,44
id05,lag1_agreement,Q3,0.627906976744186,43
id05,lag1_auc,Q3,0.5763546798029556,43
id05,prevalence,S1,0.4772727272727273,44
id05,lag1_agreement,S1,0.5116279069767442,43
id05,lag1_auc,S1,0.5108225108225107,43
id05,prevalence,S2,0.25,44
id05,lag1_agreement,S2,0.627906976744186,43
id05,lag1_auc,S2,0.5113636363636364,43
id05,prevalence,S3,0.13636363636363635,44
id05,lag1_agreement,S3,0.7209302325581395,43
id05,lag1_auc,S3,0.4189189189189189,43
id05,prevalence,S4,0.4090909090909091,44
id05,lag1_agreement,S4,0.5581395348837209,43
id05,lag1_auc,S4,0.5422222222222222,43
id05,pair_corr,Q1-Q2,-0.15633985777612078,44
id05,pair_corr,Q1-Q3,-0.0409960030845395,44
id05,pair_corr,Q1-S1,0.38441353161606423,44
id05,pair_corr,Q1-S2,0.24253562503633302,44
id05,pair_corr,Q1-S3,0.043276713205806706,44
id05,pair_corr,Q1-S4,-0.09924955366530108,44
id05,pair_corr,Q2-Q3,-0.09403246919632534,44
id05,pair_corr,Q2-S1,-0.09812450699631634,44
id05,pair_corr,Q2-S2,-0.29139711855430966,44
id05,pair_corr,Q2-S3,-0.07900582631015936,44
id05,pair_corr,Q2-S4,0.11453125733563997,44
id05,pair_corr,Q3-S1,0.06660748630287955,44
id05,pair_corr,Q3-S2,0.1690308509457033,44
id05,pair_corr,Q3-S3,0.27144835701531833,44
id05,pair_corr,Q3-S4,0.07217759492810227,44
id05,pair_corr,S1-S2,0.4991365906180972,44
id05,pair_corr,S1-S3,0.018080492721837,44
id05,pair_corr,S1-S4,0.03785959930369328,44
id05,pair_corr,S2-S3,0.22941573387056177,44
id05,pair_corr,S2-S4,0.16012815380508724,44
id05,pair_corr,S3-S4,-0.06122652986422036,44
id05,contradiction_rate,S2_0_S3orS4_1,0.3409090909090909,44
id05,contradiction_rate,Q2_Q3_conflict,0.5681818181818182,44
id05,contradiction_rate,S1_1_S2_0_S3_1,0.022727272727272728,44
id06,prevalence,Q1,0.14583333333333334,48
id06,lag1_agreement,Q1,0.7872340425531915,47
id06,lag1_auc,Q1,0.5803571428571429,47
id06,prevalence,Q2,0.3958333333333333,48
id06,lag1_agreement,Q2,0.7659574468085106,47
id06,lag1_auc,Q2,0.7528195488721804,47
id06,prevalence,Q3,0.5,48
id06,lag1_agreement,Q3,0.8085106382978723,47
id06,lag1_auc,Q3,0.8088768115942028,47
id06,prevalence,S1,0.9375,48
id06,lag1_agreement,S1,0.8723404255319149,47
id06,lag1_auc,S1,0.4659090909090909,47
id06,prevalence,S2,0.9166666666666666,48
id06,lag1_agreement,S2,0.8936170212765957,47
id06,lag1_auc,S2,0.6325757575757576,47
id06,prevalence,S3,0.9583333333333334,48
id06,lag1_agreement,S3,0.9361702127659575,47
id06,lag1_auc,S3,0.4782608695652174,47
id06,prevalence,S4,0.8541666666666666,48
id06,lag1_agreement,S4,0.7446808510638298,47
id06,lag1_auc,S4,0.49642857142857144,47
id06,pair_corr,Q1-Q2,0.14836629917444466,48
id06,pair_corr,Q1-Q3,0.2951406680504777,48
id06,pair_corr,Q1-S1,0.10668698993381635,48
id06,pair_corr,Q1-S2,0.12458356352887057,48
id06,pair_corr,Q1-S3,-0.20923968377406021,48
id06,pair_corr,Q1-S4,0.0034843205574913412,48
id06,pair_corr,Q2-Q3,0.6390214842634576,48
id06,pair_corr,Q2-S1,0.20899320783111663,48
id06,pair_corr,Q2-S2,0.08991370590269847,48
id06,pair_corr,Q2-S3,-0.04441506345369224,48
id06,pair_corr,Q2-S4,0.09304327236363484,48
id06,pair_corr,Q3-S1,0.25819888974716126,48
id06,pair_corr,Q3-S2,0.1507556722888822,48
id06,pair_corr,Q3-S3,1.3455792388170042e-16,48
id06,pair_corr,Q3-S4,0.059028133610095554,48
id06,pair_corr,S1-S2,-0.07784989441615221,48
id06,pair_corr,S1-S3,-0.0538381902058166,48
id06,pair_corr,S1-S4,-0.1066869899338162,48
id06,pair_corr,S2-S3,0.31434730673096595,48
id06,pair_corr,S2-S4,0.5161319060481777,48
id06,pair_corr,S3-S4,-0.08615751684814245,48
id06,contradiction_rate,S2_0_S3orS4_1,0.08333333333333333,48
id06,contradiction_rate,Q2_Q3_conflict,0.1875,48
id06,contradiction_rate,S1_1_S2_0_S3_1,0.0625,48
id07,prevalence,Q1,0.5102040816326531,49
id07,lag1_agreement,Q1,0.5833333333333334,48
id07,lag1_auc,Q1,0.582608695652174,48
id07,prevalence,Q2,0.5102040816326531,49
id07,lag1_agreement,Q2,0.4791666666666667,48
id07,lag1_auc,Q2,0.47916666666666663,48
id07,prevalence,Q3,0.5102040816326531,49
id07,lag1_agreement,Q3,0.5416666666666666,48
id07,lag1_auc,Q3,0.5416666666666667,48
id07,prevalence,S1,0.7959183673469388,49
id07,lag1_agreement,S1,0.6666666666666666,48
id07,lag1_auc,S1,0.49473684210526314,48
id07,prevalence,S2,0.7142857142857143,49
id07,lag1_agreement,S2,0.7291666666666666,48
id07,lag1_auc,S2,0.6617647058823529,48
id07,prevalence,S3,0.7959183673469388,49
id07,lag1_agreement,S3,0.6875,48
id07,lag1_auc,S3,0.5085470085470085,48
id07,prevalence,S4,0.46938775510204084,49
id07,lag1_agreement,S4,0.5416666666666666,48
id07,lag1_auc,S4,0.5408695652173914,48
id07,pair_corr,Q1-Q2,0.10166666666666666,49
id07,pair_corr,Q1-Q3,-0.22500000000000003,49
id07,pair_corr,Q1-S1,0.3142213276259948,49
id07,pair_corr,Q1-S2,0.3743883901333837,49
id07,pair_corr,Q1-S3,0.11163126113028767,49
id07,pair_corr,Q1-S4,0.4307184633247448,49
id07,pair_corr,Q2-Q3,0.02000000000000001,49
id07,pair_corr,Q2-S1,0.2129262943781412,49
id07,pair_corr,Q2-S2,0.1936491673103709,49
id07,pair_corr,Q2-S3,0.11163126113028769,49
id07,pair_corr,Q2-S4,0.10350598731059758,49
id07,pair_corr,Q3-S1,-0.1922538386132731,49
id07,pair_corr,Q3-S2,-0.07745966692414838,49
id07,pair_corr,Q3-S3,0.11163126113028755,49
id07,pair_corr,Q3-S4,-0.060100250696475996,49
id07,pair_corr,S1-S2,0.8006407690254354,49
id07,pair_corr,S1-S3,0.37179487179487186,49
id07,pair_corr,S1-S4,0.3747966318174153,49
id07,pair_corr,S2-S3,0.35228193837119176,49
id07,pair_corr,S2-S4,0.41380848008949744,49
id07,pair_corr,S3-S4,0.0704037871922217,49
id07,contradiction_rate,S2_0_S3orS4_1,0.20408163265306123,49
id07,contradiction_rate,Q2_Q3_conflict,0.4897959183673469,49
id07,contradiction_rate,S1_1_S2_0_S3_1,0.061224489795918366,49
id08,prevalence,Q1,0.4107142857142857,56
id08,lag1_agreement,Q1,0.5454545454545454,55
id08,lag1_auc,Q1,0.529891304347826,55
id08,prevalence,Q2,0.7857142857142857,56
id08,lag1_agreement,Q2,0.7272727272727273,55
id08,lag1_auc,Q2,0.5852713178294574,55
id08,prevalence,Q3,0.44642857142857145,56
id08,lag1_agreement,Q3,0.6727272727272727,55
id08,lag1_auc,Q3,0.6699999999999999,55
id08,prevalence,S1,0.44642857142857145,56
id08,lag1_agreement,S1,0.5818181818181818,55
id08,lag1_auc,S1,0.5766666666666667,55
id08,prevalence,S2,0.6071428571428571,56
id08,lag1_agreement,S2,0.4909090909090909,55
id08,lag1_auc,S2,0.4607843137254902,55
id08,prevalence,S3,0.6607142857142857,56
id08,lag1_agreement,S3,0.5454545454545454,55
id08,lag1_auc,S3,0.490990990990991,55
id08,prevalence,S4,0.6071428571428571,56
id08,lag1_agreement,S4,0.6545454545454545,55
id08,lag1_auc,S4,0.6363636363636364,55
id08,pair_corr,Q1-Q2,-0.0947792791168521,56
id08,pair_corr,Q1-Q3,0.12647363331006448,56
id08,pair_corr,Q1-S1,0.7105992799379912,56
id08,pair_corr,Q1-S2,0.002654350738517185,56
id08,pair_corr,Q1-S3,-0.09172257789839143,56
id08,pair_corr,Q1-S4,-0.07166746993996441,56
id08,pair_corr,Q2-Q3,0.4689790496105418,56
id08,pair_corr,Q2-S1,0.11880802590133727,56
id08,pair_corr,Q2-S2,0.2927858357513112,56
id08,pair_corr,Q2-S3,-0.0065654631415613725,56
id08,pair_corr,Q2-S4,0.11456837051138255,56
id08,pair_corr,Q3-S1,0.20516129032258065,56
id08,pair_corr,Q3-S2,0.13396721269118922,56
id08,pair_corr,Q3-S3,0.03657928821286407,56
id08,pair_corr,Q3-S4,-0.013134040459920697,56
id08,pair_corr,S1-S2,-0.013134040459920518,56
id08,pair_corr,S1-S3,-0.039288865117520666,56
id08,pair_corr,S1-S4,-0.2337859201865852,56
id08,pair_corr,S2-S3,0.35027186535079297,56
id08,pair_corr,S2-S4,0.550802139037433,56
id08,pair_corr,S3-S4,-0.11307989353844491,56
id08,contradiction_rate,S2_0_S3orS4_1,0.2857142857142857,56
id08,contradiction_rate,Q2_Q3_conflict,0.3392857142857143,56
id08,contradiction_rate,S1_1_S2_0_S3_1,0.07142857142857142,56
id09,prevalence,Q1,0.5121951219512195,41
id09,lag1_agreement,Q1,0.625,40
id09,lag1_auc,Q1,0.62531328320802,40
id09,prevalence,Q2,0.43902439024390244,41
id09,lag1_agreement,Q2,0.825,40
id09,lag1_auc,Q2,0.8207070707070706,40
id09,prevalence,Q3,0.43902439024390244,41
id09,lag1_agreement,Q3,0.575,40
id09,lag1_auc,Q3,0.5681818181818182,40
id09,prevalence,S1,0.5609756097560976,41
id09,lag1_agreement,S1,0.525,40
id09,lag1_auc,S1,0.5179028132992327,40
id09,prevalence,S2,0.7804878048780488,41
id09,lag1_agreement,S2,0.75,40
id09,lag1_auc,S2,0.6415770609318997,40
id09,prevalence,S3,0.7073170731707317,41
id09,lag1_agreement,S3,0.55,40
id09,lag1_auc,S3,0.4642857142857143,40
id09,prevalence,S4,0.5853658536585366,41
id09,lag1_agreement,S4,0.45,40
id09,lag1_auc,S4,0.4373401534526854,40
id09,pair_corr,Q1-Q2,0.2733883699577533,41
id09,pair_corr,Q1-Q3,0.17506448251680692,41
id09,pair_corr,Q1-S1,0.6115266170107639,41
id09,pair_corr,Q1-S2,0.07188182909816188,41
id09,pair_corr,Q1-S3,-0.3060353500299929,41
id09,pair_corr,Q1-S4,0.16909988539863083,41
id09,pair_corr,Q2-Q3,0.20772946859903393,41
id09,pair_corr,Q2-S1,0.28743961352657005,41
id09,pair_corr,Q2-S2,-0.005792067057141021,41
id09,pair_corr,Q2-S3,-0.4030896418544079,41
id09,pair_corr,Q2-S4,0.04622994202917455,41
id09,pair_corr,Q3-S1,-0.1086956521739131,41
id09,pair_corr,Q3-S2,-0.3620041910713105,41
id09,pair_corr,Q3-S3,-0.29507215612871696,41
id09,pair_corr,Q3-S4,0.145989290618446,41
id09,pair_corr,S1-S2,0.36200419107131043,41
id09,pair_corr,S1-S3,-0.13699778677404714,41
id09,pair_corr,S1-S4,0.05352940656009682,41
id09,pair_corr,S2-S3,0.047381127723681485,41
id09,pair_corr,S2-S4,0.510518780635212,41
id09,pair_corr,S3-S4,-0.2149637924132377,41
id09,contradiction_rate,S2_0_S3orS4_1,0.17073170731707318,41
id09,contradiction_rate,Q2_Q3_conflict,0.3902439024390244,41
id09,contradiction_rate,S1_1_S2_0_S3_1,0.024390243902439025,41
id10,prevalence,Q1,0.48484848484848486,33
id10,lag1_agreement,Q1,0.4375,32
id10,lag1_auc,Q1,0.43529411764705883,32
id10,prevalence,Q2,0.5454545454545454,33
id10,lag1_agreement,Q2,0.53125,32
id10,lag1_auc,Q2,0.5274509803921569,32
id10,prevalence,Q3,0.6363636363636364,33
id10,lag1_agreement,Q3,0.65625,32
id10,lag1_auc,Q3,0.625,32
id10,prevalence,S1,0.48484848484848486,33
id10,lag1_agreement,S1,0.5,32
id10,lag1_auc,S1,0.4980392156862745,32
id10,prevalence,S2,0.36363636363636365,33
id10,lag1_agreement,S2,0.4375,32
id10,lag1_auc,S2,0.4,32
id10,prevalence,S3,0.48484848484848486,33
id10,lag1_agreement,S3,0.46875,32
id10,lag1_auc,S3,0.4686274509803922,32
id10,prevalence,S4,0.6666666666666666,33
id10,lag1_agreement,S4,0.53125,32
id10,lag1_auc,S4,0.4681818181818182,32
id10,pair_corr,Q1-Q2,0.15498260496951677,33
id10,pair_corr,Q1-Q3,0.10312858091567377,33
id10,pair_corr,Q1-S1,0.6360294117647057,33
id10,pair_corr,Q1-S2,0.1489635057670844,33
id10,pair_corr,Q1-S3,0.2720588235294118,33
id10,pair_corr,Q1-S4,-0.2143732314281361,33
id10,pair_corr,Q2-Q3,0.7015666519980603,33
id10,pair_corr,Q2-S1,0.1549826049695168,33
id10,pair_corr,Q2-S2,0.18401748249129452,33
id10,pair_corr,Q2-S3,0.15498260496951674,33
id10,pair_corr,Q2-S4,-0.25819888974716126,33
id10,pair_corr,Q3-S1,0.10312858091567371,33
id10,pair_corr,Q3-S2,0.3095238095238095,33
id10,pair_corr,Q3-S3,0.2291746242570529,33
id10,pair_corr,Q3-S4,-0.13363062095621217,33
id10,pair_corr,S1-S2,0.022917462425705283,33
id10,pair_corr,S1-S3,0.2720588235294119,33
id10,pair_corr,S1-S4,-0.4716211091418993,33
id10,pair_corr,S2-S3,0.6531476791326005,33
id10,pair_corr,S2-S4,0.4008918628686365,33
id10,pair_corr,S3-S4,0.04287464628562713,33
id10,contradiction_rate,S2_0_S3orS4_1,0.45454545454545453,33
id10,contradiction_rate,Q2_Q3_conflict,0.15151515151515152,33
id10,contradiction_rate,S1_1_S2_0_S3_1,0.12121212121212122,33
