subject_id,lifelog_date,Q1,Q2,Q3,S1,S2,S3,S4,base_Q1,stack_Q1,base_Q2,stack_Q2,base_Q3,stack_Q3,base_S1,stack_S1,base_S2,stack_S2,base_S3,stack_S3,base_S4,stack_S4
id06,2024-08-02,0,1,1,1,1,1,1,0.24450308330495563,0.31067749932849675,0.5000000000000037,0.429802014393875,0.5402582491663915,0.47520100320187514,0.927394116683433,0.8887063110191175,0.936059971896945,0.9131196643956142,0.95,0.9436751682176434,0.4999999999999998,0.7694097840848408
id06,2024-08-03,0,0,0,1,1,1,1,0.25131674908086776,0.31609982574384515,0.5000000000000037,0.4217056348760607,0.5322464561620982,0.4729158386511453,0.9379271971640998,0.8948490411672356,0.9361769791633544,0.9171794710144686,0.95,0.9445393643141117,0.4999999999999998,0.7629140305395542
id06,2024-08-04,0,0,1,1,1,1,1,0.05,0.19943161344213808,0.5000000000000037,0.40405787033385315,0.5713631296787649,0.39961017758622847,0.9104495598997475,0.8009434862705866,0.9346783237454362,0.901098434619011,0.95,0.9419215273992921,0.4999999999999998,0.831707289652135
id06,2024-08-05,0,1,1,1,1,1,1,0.21891955154015416,0.2996194086976837,0.5000000000000037,0.42559107969136495,0.5632164511977077,0.47444310298480896,0.927567062501963,0.8861645784854695,0.9359252065688375,0.9124221553605781,0.95,0.9436712797103126,0.4999999999999998,0.7781096535180622
id06,2024-08-10,0,1,1,1,1,1,1,0.3946863105360709,0.3440986698963243,0.5000000000000037,0.4429658892186676,0.5150360961286529,0.4987698538797758,0.9166219287465012,0.8986354824979472,0.9357170786027897,0.9073552111991207,0.95,0.9446168687557013,0.4999999999999998,0.7345724095335316
id06,2024-08-15,0,1,1,1,1,1,1,0.1680600629384612,0.279330553884026,0.5000000000000037,0.4537995262566395,0.5408518848453598,0.46133058041278996,0.8849026384849515,0.8571499946618083,0.9347033956644663,0.9020720824218752,0.95,0.9415011268630833,0.4999999999999998,0.8011704446581046
id06,2024-08-18,0,1,1,1,1,1,1,0.13909986222709544,0.25022161268022225,0.5000000000000037,0.44600927854925,0.5009953286828138,0.4260473397707029,0.8773769245259666,0.8517456948323137,0.9355810077486908,0.9071630174269808,0.95,0.9492617376173288,0.4999999999999998,0.8164739015790824
id07,2024-08-04,1,1,1,1,1,1,1,0.6796331276807199,0.564900522391282,0.5,0.5186895382651281,0.4305910966926551,0.5722325262062863,0.7444706935058713,0.7499351169335442,0.5345507993633363,0.7326535819367996,0.6673719807715055,0.7265127181422149,0.5,0.42156659101752103
id07,2024-08-05,1,0,0,1,1,1,1,0.6595752164548182,0.5749595606862725,0.5,0.4954276899221892,0.4929605319068829,0.5875111970297638,0.8056667430156441,0.7774448410133972,0.5357376524566401,0.7482849694889505,0.6709328217617975,0.7216205392769645,0.5,0.4080142595285146
id07,2024-08-06,1,1,0,1,0,0,1,0.6125237007211701,0.571277687095502,0.5,0.4856213392383554,0.5044516587176544,0.5828032316530489,0.8259068411109782,0.7781521250179539,0.5325883299242705,0.7553762694448276,0.663332878815304,0.7143360234517102,0.5,0.41271167722722657
id07,2024-08-07,0,0,1,0,0,1,0,0.6552208371890837,0.5794865650870098,0.5,0.4847012401751564,0.46637126762931197,0.5743766480248914,0.8360442582567812,0.7944105815014405,0.5375289693885108,0.7707209087334244,0.6813447749298371,0.7377128608708039,0.5,0.3980723950574841
id07,2024-08-08,0,1,0,1,0,1,0,0.586500320551528,0.5196184768834594,0.5,0.532600726937211,0.43571630340543643,0.5533718690692546,0.6879205804569714,0.7056441749810672,0.5370049029491347,0.720594521854785,0.6769055524143729,0.7307551966644289,0.5,0.4793035879895422
id07,2024-08-09,0,1,1,0,0,1,0,0.6078363173744656,0.5760820392912552,0.5,0.49518184785024727,0.43724845115719363,0.5664541654351734,0.8071056387179599,0.7627839157751926,0.5300975016710199,0.7511025044092178,0.6367233725341267,0.7035406976653835,0.5,0.4122335409261828
id07,2024-08-10,0,1,1,0,0,1,0,0.6913266705281413,0.5953873284825427,0.5,0.49936314107507945,0.4242668696047105,0.578189450868004,0.8058228550024733,0.7788686502930511,0.534763305698725,0.7503230788542056,0.6447907967433112,0.7130300634381184,0.5,0.38823049092234735
id07,2024-08-11,1,1,1,1,1,1,1,0.5215361102965522,0.5092842802010291,0.5,0.5332821954801668,0.48141952891292883,0.5637916318823589,0.6742410198108517,0.6790290329922557,0.534838851123157,0.699725718381442,0.6490166053074949,0.6972773979063233,0.5,0.5028391185759642
id07,2024-08-12,1,0,0,1,1,1,1,0.6865529459259607,0.5760871092509875,0.5,0.525821469741127,0.403983582913478,0.5747568172528845,0.7270885638740247,0.7362975734757036,0.5344513066448501,0.7178543919118968,0.6330087973688583,0.7019030919493743,0.5,0.4179806584328422
id07,2024-08-13,0,0,1,1,0,1,0,0.28905650076562595,0.4952546363536985,0.5,0.4881617742394401,0.5183567630487882,0.5359022944105087,0.7960614943924834,0.6929324166140033,0.53097527295114,0.7476503357642054,0.6166209283529636,0.6697848096283875,0.5,0.5265070421173184
id08,2024-08-27,1,0,0,1,1,1,0,0.3897781172470464,0.402135323159627,0.49999999999998335,0.6184836332096948,0.3467425637474344,0.5033845759282103,0.32476902338707647,0.4273051033463669,0.5087066650704711,0.5686823897805675,0.5862067506366178,0.6466907873979607,0.5000000000000001,0.6469713720756098
id08,2024-08-28,1,1,1,1,0,0,0,0.3836764760014725,0.496784580598083,0.49999999999998335,0.5718636135418839,0.5061596077649808,0.5936057297799241,0.48155884389818376,0.47955199740525095,0.4961038798681096,0.5272990585573468,0.43680144233611506,0.47020938936786805,0.5000000000000001,0.5670270431316372
id08,2024-08-29,1,1,1,1,1,1,0,0.4957295286983715,0.4446092805542381,0.49999999999998335,0.6018401846890259,0.484001034200442,0.5734992676113484,0.37918004439485475,0.48122750530122566,0.5077639337329206,0.5427109162285088,0.577839359199722,0.6095744337039449,0.5000000000000001,0.5982446640891852
id08,2024-08-30,1,1,1,1,0,1,0,0.4563896844159471,0.3866150757796465,0.49999999999998335,0.6212929854379301,0.48932401851545443,0.5508458045543136,0.305326672551739,0.4483797272540076,0.5216652696850528,0.5475519837651495,0.6521517779439914,0.6750520602142038,0.5000000000000001,0.6581768435454909
id08,2024-08-31,0,1,1,1,1,1,0,0.5432439457650524,0.45604405807545995,0.49999999999998335,0.6043361975899482,0.47336715124120277,0.5795458392987473,0.3757209849418537,0.49033766205843904,0.5089161527504591,0.5391696885619709,0.577839359199722,0.6117650112201095,0.5000000000000001,0.5838365321972003
id08,2024-09-01,0,1,1,0,0,1,0,0.36923919545073347,0.4245171552725332,0.49999999999998335,0.5949502584096146,0.4844267553972654,0.5541095715476196,0.3962009153247258,0.4578782156062812,0.5089161527504591,0.5542744348144312,0.5581439520214462,0.592368983236461,0.5000000000000001,0.6300624656821797
id08,2024-09-03,0,1,0,0,0,1,0,0.3870303406769227,0.4310725110477212,0.49999999999998335,0.593826079100431,0.48187278883744694,0.5567658278650213,0.4028823458864869,0.4660376885128362,0.5087066650704711,0.5561334670582369,0.5581439520214462,0.5932732985536752,0.5000000000000001,0.6216642367670676
id08,2024-09-05,0,1,0,0,1,1,1,0.5197181290543045,0.46868164631741677,0.49999999999998335,0.5966895324426614,0.4637487627833732,0.5781409886705391,0.4028919166025266,0.4930834092503839,0.5037286214501435,0.5421233253636488,0.5485424190681941,0.5868387167794019,0.5000000000000001,0.5729287111448833
id08,2024-09-11,0,1,0,0,1,0,1,0.44626537659115306,0.45912961069809455,0.49999999999998335,0.5984662201456595,0.414516720432311,0.5544430532278294,0.4006306481904785,0.47155323019615747,0.509020895420834,0.5521937837363246,0.5264023093029481,0.5779802835105521,0.5000000000000001,0.5940962131766309
id08,2024-09-15,1,1,0,1,0,0,0,0.3723606574235595,0.43009759942041653,0.49999999999998335,0.5878853134511854,0.4202614313384429,0.5271679171761903,0.43541555048198516,0.4874267468421176,0.5098317951529515,0.5969931828229367,0.5780434590981416,0.6290044658887938,0.5000000000000001,0.6152046610817599
id08,2024-09-16,1,0,0,1,0,1,0,0.39505423212925755,0.4290325933443369,0.49999999999998335,0.5948395013787562,0.5107039472056192,0.5671231540272447,0.3939736824966944,0.46246084735537935,0.5069205530736951,0.544650935982306,0.5605434306986885,0.5879459914624772,0.5000000000000001,0.6234467356482097
id09,2024-08-27,1,1,1,1,1,0,1,0.375182049680912,0.49331457832437386,0.35884768248715976,0.47326487530693767,0.42685998057468255,0.5773954155119134,0.6058683334298056,0.616040933718096,0.5520700561280331,0.687485444313471,0.6528921421951877,0.6498540380686805,0.4965354937681305,0.5692650003925246
id09,2024-08-28,1,1,1,1,1,0,1,0.26091184749989554,0.47803321588939013,0.35884768248715976,0.44685903911648905,0.41719524098714467,0.5439112744331359,0.6903396726052901,0.6408868566906848,0.5507940437054306,0.7372683146644834,0.6703053194646121,0.6741654583257981,0.4965354937681305,0.577575793086052
id09,2024-08-29,0,0,0,0,0,1,0,0.4041359128853711,0.4833887809624562,0.35884768248715976,0.48088274733279013,0.41829749904524954,0.5739159749993911,0.5817593000647355,0.6166484585432267,0.557571822515489,0.6893572521868627,0.6803043692725014,0.6762551064595832,0.4965354937681305,0.5764073575335046
id09,2024-08-30,1,1,1,0,0,0,0,0.5123117269431152,0.46953293003889357,0.35884768248715976,0.5281331874144648,0.4623490512463207,0.6175480487585056,0.39316634432441416,0.5220610304358475,0.5505761566609902,0.5754080219065166,0.6485862515278001,0.6235529735950189,0.4965354937681305,0.6042515283467697
id09,2024-08-31,1,1,1,1,1,1,1,0.37474849433363094,0.46724596266355334,0.35884768248715976,0.4892451544172795,0.43029300687760985,0.5739145912530131,0.5426927201597141,0.5854930665134617,0.5557030387024342,0.6706454280669993,0.6728945013151849,0.664371693541827,0.4965354937681305,0.5991613857412199
id09,2024-09-01,1,1,1,0,0,0,0,0.4735306946575433,0.5233734567441822,0.35884768248715976,0.4720014726109127,0.42079240108321364,0.5951620854540811,0.6262299622976977,0.6517233951289501,0.559824841889181,0.691369589186022,0.6583973295170991,0.6582386120438658,0.4965354937681305,0.5326678932516109
id09,2024-09-02,1,1,1,1,0,0,1,0.5013564533011229,0.5269996610545299,0.35884768248715976,0.47747087004275446,0.4224173926789019,0.6024383369568765,0.6075048260358034,0.6461587293958757,0.5597398019787488,0.6792432013671585,0.6538352826330728,0.6523280195552547,0.4965354937681305,0.529641163981305
id09,2024-09-03,1,1,1,1,1,1,1,0.4406149012147234,0.5009193134331759,0.35884768248715976,0.48343309683655017,0.4337179141933864,0.593550440676885,0.5756038394799206,0.6157148996922179,0.5584841411652378,0.6703747575494963,0.6563537396849433,0.6502465320441024,0.4965354937681305,0.5630551389855667
id10,2024-09-01,0,0,0,0,0,0,1,0.5227744775902554,0.509307632724828,0.500000000000001,0.5687597618339644,0.5420004480943849,0.6105484698132826,0.47678258429672404,0.5113571546262778,0.4630390791796937,0.5189554475052003,0.48513700138481847,0.5039152961961753,0.5,0.5159914471026059
id10,2024-09-02,0,0,0,0,0,0,1,0.12850306889978047,0.4146370052586193,0.500000000000001,0.5396517649898044,0.5525245508695236,0.5331856209366175,0.5213742360876089,0.4196966072717518,0.45216089862126313,0.5542990358767672,0.45293965789247315,0.47497240350495656,0.5,0.6228722126646121
id10,2024-09-05,1,0,0,1,0,1,0,0.5304668797669155,0.5558432390025935,0.500000000000001,0.536433693744988,0.5191168142188092,0.607469057774409,0.6054393030646273,0.5809365040292676,0.4536963006609069,0.569405679009572,0.46243568102507804,0.4939443989928905,0.5,0.4533986607082315
id10,2024-09-07,1,1,0,1,1,1,1,0.549201634315809,0.510346854483148,0.500000000000001,0.5831250760742219,0.5190195000337983,0.613883747807725,0.4192665348156999,0.4752583288520603,0.4564726911199592,0.4825834864722274,0.4571453582398612,0.47644681960052654,0.5,0.5195321562786103
id10,2024-09-08,1,1,1,0,1,1,1,0.6706473540940524,0.5607555888623824,0.500000000000001,0.5661879913937876,0.5226594199268827,0.6350719726404249,0.5036108900143276,0.557993154613658,0.45970410329928163,0.5145220092021594,0.47229906607616134,0.4961969996325953,0.5,0.44993223588208225
id10,2024-09-11,0,0,0,0,0,0,1,0.5494376225647392,0.5461419612306452,0.500000000000001,0.5606851263995187,0.5106408155111106,0.6168034550892988,0.5099236984761029,0.5212890840798479,0.4519228058674472,0.5119820701428869,0.4300937467779398,0.4567801391626218,0.5,0.4765446803613935
id10,2024-09-14,1,0,0,1,0,0,1,0.5982451911426522,0.5241046638723628,0.500000000000001,0.5730362308225279,0.5872510936359591,0.640233785436553,0.45846255455881696,0.5162990059969554,0.4617206125127187,0.4890367439497849,0.48132630624269407,0.4871368099017111,0.5,0.49848108928990575
id01,2024-08-20,0,0,1,0,0,1,0,0.4924921371146955,0.39814084750273204,0.49999999999999845,0.47806533639358206,0.6808404586681366,0.6084019295798574,0.5892761863680279,0.7065334918427342,0.4694802067607129,0.7285883386700285,0.7906442001386391,0.7705083574046381,0.5000000000000017,0.5629966670977011
id01,2024-08-21,0,1,0,0,1,1,0,0.95,0.8974152602578345,0.49999999999999845,0.7320829450438988,0.710753587104147,0.8876930901106489,0.5729359462308766,0.5405424844160052,0.46779515114918496,0.21779944062856665,0.07767295610454189,0.1167407792423494,0.5000000000000017,0.161908727963969
id01,2024-08-23,1,0,0,1,0,1,0,0.8533965323120196,0.5724161878611591,0.49999999999999845,0.5374744256307113,0.6682964125529353,0.6498413236481708,0.622321676232876,0.7441731630712848,0.4678547212244009,0.7066062701157774,0.7824990201113853,0.712035939950517,0.5000000000000017,0.4495601025999163
