token,phase,target,n,rate,global_rate,lift_vs_global
ble_device_class:7936,disappearance_edge,Q3,13,0.7692307692307693,0.6,0.1692307692307693
ble_device_class:7936,appearance,S1,16,0.5625,0.6822222222222222,-0.11972222222222217
ble_device_class:7936,continuing,S1,385,0.7038961038961039,0.6822222222222222,0.021673881673881734
ble_device_class:7936,disappearance_edge,S1,13,0.7692307692307693,0.6822222222222222,0.0870085470085471
ble_device_class:7936,appearance,S2,16,0.4375,0.6511111111111111,-0.21361111111111108
ble_device_class:7936,continuing,S2,385,0.6701298701298701,0.6511111111111111,0.019018759018759046
ble_device_class:7936,disappearance_edge,S2,13,0.6923076923076923,0.6511111111111111,0.041196581196581206
ble_device_class:7936,appearance,S3,16,0.625,0.6622222222222223,-0.03722222222222227
ble_device_class:7936,continuing,S3,385,0.6519480519480519,0.6622222222222223,-0.010274170274170324
ble_device_class:7936,disappearance_edge,S3,13,0.7692307692307693,0.6622222222222223,0.107008547008547
ble_device_class:7936,appearance,S4,16,0.5,0.56,-0.06000000000000005
ble_device_class:7936,continuing,S4,385,0.5688311688311688,0.56,0.008831168831168745
ble_device_class:7936,disappearance_edge,S4,13,0.7692307692307693,0.56,0.20923076923076922
usage_app_name:Google Play 스토어,appearance,Q1,67,0.4626865671641791,0.4955555555555556,-0.032868988391376475
usage_app_name:Google Play 스토어,continuing,Q1,146,0.4931506849315068,0.4955555555555556,-0.0024048706240487605
usage_app_name:Google Play 스토어,disappearance_edge,Q1,32,0.5625,0.4955555555555556,0.06694444444444442
usage_app_name:Google Play 스토어,appearance,Q2,67,0.5671641791044776,0.5622222222222222,0.004941956882255405
usage_app_name:Google Play 스토어,continuing,Q2,146,0.6301369863013698,0.5622222222222222,0.06791476407914765
usage_app_name:Google Play 스토어,disappearance_edge,Q2,32,0.65625,0.5622222222222222,0.09402777777777782
usage_app_name:Google Play 스토어,appearance,Q3,67,0.582089552238806,0.6,-0.017910447761193993
usage_app_name:Google Play 스토어,continuing,Q3,146,0.5273972602739726,0.6,-0.07260273972602738
usage_app_name:Google Play 스토어,disappearance_edge,Q3,32,0.5,0.6,-0.09999999999999998
usage_app_name:Google Play 스토어,appearance,S1,67,0.6417910447761194,0.6822222222222222,-0.040431177446102806
usage_app_name:Google Play 스토어,continuing,S1,146,0.5547945205479452,0.6822222222222222,-0.12742770167427697
usage_app_name:Google Play 스토어,disappearance_edge,S1,32,0.65625,0.6822222222222222,-0.025972222222222174
usage_app_name:Google Play 스토어,appearance,S2,67,0.6716417910447762,0.6511111111111111,0.020530679933665086
usage_app_name:Google Play 스토어,continuing,S2,146,0.5753424657534246,0.6511111111111111,-0.07576864535768646
usage_app_name:Google Play 스토어,disappearance_edge,S2,32,0.5625,0.6511111111111111,-0.08861111111111108
usage_app_name:Google Play 스토어,appearance,S3,67,0.6268656716417911,0.6622222222222223,-0.03535655058043119
usage_app_name:Google Play 스토어,continuing,S3,146,0.6643835616438356,0.6622222222222223,0.0021613394216133397
usage_app_name:Google Play 스토어,disappearance_edge,S3,32,0.53125,0.6622222222222223,-0.13097222222222227
usage_app_name:Google Play 스토어,appearance,S4,67,0.582089552238806,0.56,0.022089552238805932
usage_app_name:Google Play 스토어,continuing,S4,146,0.5205479452054794,0.56,-0.03945205479452063
usage_app_name:Google Play 스토어,disappearance_edge,S4,32,0.53125,0.56,-0.028750000000000053
usage_app_name:Instagram,appearance,Q1,34,0.4117647058823529,0.4955555555555556,-0.08379084967320266
usage_app_name:Instagram,continuing,Q1,151,0.6026490066225165,0.4955555555555556,0.10709345106696094
usage_app_name:Instagram,disappearance_edge,Q1,21,0.47619047619047616,0.4955555555555556,-0.01936507936507942
usage_app_name:Instagram,appearance,Q2,34,0.5,0.5622222222222222,-0.06222222222222218
usage_app_name:Instagram,continuing,Q2,151,0.6158940397350994,0.5622222222222222,0.053671817512877196
usage_app_name:Instagram,disappearance_edge,Q2,21,0.42857142857142855,0.5622222222222222,-0.13365079365079363
usage_app_name:Instagram,appearance,Q3,34,0.7352941176470589,0.6,0.1352941176470589
usage_app_name:Instagram,continuing,Q3,151,0.5960264900662252,0.6,-0.003973509933774766
usage_app_name:Instagram,disappearance_edge,Q3,21,0.6666666666666666,0.6,0.06666666666666665
usage_app_name:Instagram,appearance,S1,34,0.5882352941176471,0.6822222222222222,-0.0939869281045751
usage_app_name:Instagram,continuing,S1,151,0.6887417218543046,0.6822222222222222,0.006519499632082426
usage_app_name:Instagram,disappearance_edge,S1,21,0.7142857142857143,0.6822222222222222,0.03206349206349213
usage_app_name:Instagram,appearance,S2,34,0.7058823529411765,0.6511111111111111,0.05477124183006543
usage_app_name:Instagram,continuing,S2,151,0.5960264900662252,0.6511111111111111,-0.05508462104488587
usage_app_name:Instagram,disappearance_edge,S2,21,0.5238095238095238,0.6511111111111111,-0.12730158730158725
usage_app_name:Instagram,appearance,S3,34,0.6470588235294118,0.6622222222222223,-0.01516339869281047
usage_app_name:Instagram,continuing,S3,151,0.609271523178808,0.6622222222222223,-0.05295069904341432
usage_app_name:Instagram,disappearance_edge,S3,21,0.42857142857142855,0.6622222222222223,-0.23365079365079372
usage_app_name:Instagram,appearance,S4,34,0.5882352941176471,0.56,0.028235294117647025
usage_app_name:Instagram,continuing,S4,151,0.4370860927152318,0.56,-0.12291390728476825
usage_app_name:Instagram,disappearance_edge,S4,21,0.47619047619047616,0.56,-0.08380952380952389
usage_app_name:LG ThinQ,appearance,Q1,11,0.5454545454545454,0.4955555555555556,0.04989898989898983
usage_app_name:LG ThinQ,continuing,Q1,46,0.782608695652174,0.4955555555555556,0.28705314009661836
usage_app_name:LG ThinQ,disappearance_edge,Q1,4,0.75,0.4955555555555556,0.2544444444444444
usage_app_name:LG ThinQ,appearance,Q2,11,0.5454545454545454,0.5622222222222222,-0.016767676767676765
usage_app_name:LG ThinQ,continuing,Q2,46,0.782608695652174,0.5622222222222222,0.22038647342995177
usage_app_name:LG ThinQ,disappearance_edge,Q2,4,0.5,0.5622222222222222,-0.06222222222222218
usage_app_name:LG ThinQ,appearance,Q3,11,0.45454545454545453,0.6,-0.14545454545454545
usage_app_name:LG ThinQ,continuing,Q3,46,0.7608695652173914,0.6,0.16086956521739137
usage_app_name:LG ThinQ,disappearance_edge,Q3,4,1.0,0.6,0.4
usage_app_name:LG ThinQ,appearance,S1,11,0.5454545454545454,0.6822222222222222,-0.13676767676767676
usage_app_name:LG ThinQ,continuing,S1,46,0.7391304347826086,0.6822222222222222,0.05690821256038647
usage_app_name:LG ThinQ,disappearance_edge,S1,4,0.5,0.6822222222222222,-0.18222222222222217
usage_app_name:LG ThinQ,appearance,S2,11,0.5454545454545454,0.6511111111111111,-0.10565656565656567
usage_app_name:LG ThinQ,continuing,S2,46,0.34782608695652173,0.6511111111111111,-0.30328502415458936
usage_app_name:LG ThinQ,disappearance_edge,S2,4,0.75,0.6511111111111111,0.09888888888888892
usage_app_name:LG ThinQ,appearance,S3,11,0.6363636363636364,0.6622222222222223,-0.025858585858585914
usage_app_name:LG ThinQ,continuing,S3,46,0.34782608695652173,0.6622222222222223,-0.31439613526570054
usage_app_name:LG ThinQ,disappearance_edge,S3,4,0.25,0.6622222222222223,-0.41222222222222227
usage_app_name:LG ThinQ,appearance,S4,11,0.6363636363636364,0.56,0.0763636363636363
usage_app_name:LG ThinQ,continuing,S4,46,0.2608695652173913,0.56,-0.29913043478260876
usage_app_name:LG ThinQ,disappearance_edge,S4,4,0.75,0.56,0.18999999999999995
usage_app_name:One UI 홈,appearance,Q1,11,0.09090909090909091,0.4955555555555556,-0.4046464646464647
usage_app_name:One UI 홈,continuing,Q1,417,0.5155875299760192,0.4955555555555556,0.020031974420463616
usage_app_name:One UI 홈,disappearance_edge,Q1,11,0.6363636363636364,0.4955555555555556,0.14080808080808077
usage_app_name:One UI 홈,appearance,Q2,11,0.5454545454545454,0.5622222222222222,-0.016767676767676765
usage_app_name:One UI 홈,continuing,Q2,417,0.5731414868105515,0.5622222222222222,0.01091926458832937
usage_app_name:One UI 홈,disappearance_edge,Q2,11,0.6363636363636364,0.5622222222222222,0.07414141414141417
usage_app_name:One UI 홈,appearance,Q3,11,0.45454545454545453,0.6,-0.14545454545454545
usage_app_name:One UI 홈,continuing,Q3,417,0.6091127098321343,0.6,0.009112709832134303
usage_app_name:One UI 홈,disappearance_edge,Q3,11,0.8181818181818182,0.6,0.21818181818181825
usage_app_name:One UI 홈,appearance,S1,11,0.45454545454545453,0.6822222222222222,-0.22767676767676764
usage_app_name:One UI 홈,continuing,S1,417,0.6810551558752997,0.6822222222222222,-0.0011670663469224296
usage_app_name:One UI 홈,disappearance_edge,S1,11,0.7272727272727273,0.6822222222222222,0.04505050505050512
usage_app_name:One UI 홈,appearance,S2,11,0.45454545454545453,0.6511111111111111,-0.19656565656565655
usage_app_name:One UI 홈,continuing,S2,417,0.6618705035971223,0.6511111111111111,0.01075939248601121
usage_app_name:One UI 홈,disappearance_edge,S2,11,0.45454545454545453,0.6511111111111111,-0.19656565656565655
usage_app_name:One UI 홈,appearance,S3,11,0.6363636363636364,0.6622222222222223,-0.025858585858585914
usage_app_name:One UI 홈,continuing,S3,417,0.657074340527578,0.6622222222222223,-0.005147881694644307
usage_app_name:One UI 홈,disappearance_edge,S3,11,0.7272727272727273,0.6622222222222223,0.06505050505050503
usage_app_name:One UI 홈,appearance,S4,11,0.36363636363636365,0.56,-0.1963636363636364
usage_app_name:One UI 홈,continuing,S4,417,0.5635491606714629,0.56,0.0035491606714628254
usage_app_name:One UI 홈,disappearance_edge,S4,11,0.5454545454545454,0.56,-0.014545454545454639
usage_app_name:YouTube,appearance,Q1,36,0.5277777777777778,0.4955555555555556,0.03222222222222221
usage_app_name:YouTube,continuing,Q1,201,0.43781094527363185,0.4955555555555556,-0.057744610281923736
usage_app_name:YouTube,disappearance_edge,Q1,19,0.5789473684210527,0.4955555555555556,0.08339181286549707
usage_app_name:YouTube,appearance,Q2,36,0.5,0.5622222222222222,-0.06222222222222218
usage_app_name:YouTube,continuing,Q2,201,0.6069651741293532,0.5622222222222222,0.04474295190713107
usage_app_name:YouTube,disappearance_edge,Q2,19,0.42105263157894735,0.5622222222222222,-0.14116959064327483
usage_app_name:YouTube,appearance,Q3,36,0.3611111111111111,0.6,-0.23888888888888887
usage_app_name:YouTube,continuing,Q3,201,0.572139303482587,0.6,-0.027860696517412964
usage_app_name:YouTube,disappearance_edge,Q3,19,0.6842105263157895,0.6,0.08421052631578951
usage_app_name:YouTube,appearance,S1,36,0.6388888888888888,0.6822222222222222,-0.043333333333333335
usage_app_name:YouTube,continuing,S1,201,0.6019900497512438,0.6822222222222222,-0.08023217247097836
usage_app_name:YouTube,disappearance_edge,S1,19,0.5789473684210527,0.6822222222222222,-0.10327485380116952
usage_app_name:YouTube,appearance,S2,36,0.5833333333333334,0.6511111111111111,-0.06777777777777771
usage_app_name:YouTube,continuing,S2,201,0.6218905472636815,0.6511111111111111,-0.029220563847429548
usage_app_name:YouTube,disappearance_edge,S2,19,0.47368421052631576,0.6511111111111111,-0.17742690058479532
usage_app_name:YouTube,appearance,S3,36,0.7777777777777778,0.6622222222222223,0.11555555555555552
usage_app_name:YouTube,continuing,S3,201,0.6318407960199005,0.6622222222222223,-0.03038142620232176
usage_app_name:YouTube,disappearance_edge,S3,19,0.6842105263157895,0.6622222222222223,0.021988304093567224
usage_app_name:YouTube,appearance,S4,36,0.4722222222222222,0.56,-0.08777777777777784
usage_app_name:YouTube,continuing,S4,201,0.6069651741293532,0.56,0.04696517412935319
usage_app_name:YouTube,disappearance_edge,S4,19,0.7368421052631579,0.56,0.1768421052631578
usage_app_name:권한 관리자,appearance,Q1,64,0.546875,0.4955555555555556,0.05131944444444442
usage_app_name:권한 관리자,continuing,Q1,189,0.455026455026455,0.4955555555555556,-0.04052910052910058
usage_app_name:권한 관리자,disappearance_edge,Q1,28,0.5714285714285714,0.4955555555555556,0.07587301587301581
usage_app_name:권한 관리자,appearance,Q2,64,0.625,0.5622222222222222,0.06277777777777782
usage_app_name:권한 관리자,continuing,Q2,189,0.582010582010582,0.5622222222222222,0.0197883597883598
usage_app_name:권한 관리자,disappearance_edge,Q2,28,0.6071428571428571,0.5622222222222222,0.044920634920634916
usage_app_name:권한 관리자,appearance,Q3,64,0.625,0.6,0.025000000000000022
usage_app_name:권한 관리자,continuing,Q3,189,0.5978835978835979,0.6,-0.002116402116402072
usage_app_name:권한 관리자,disappearance_edge,Q3,28,0.5714285714285714,0.6,-0.02857142857142858
usage_app_name:권한 관리자,appearance,S1,64,0.703125,0.6822222222222222,0.020902777777777826
usage_app_name:권한 관리자,continuing,S1,189,0.5873015873015873,0.6822222222222222,-0.09492063492063485
usage_app_name:권한 관리자,disappearance_edge,S1,28,0.8214285714285714,0.6822222222222222,0.13920634920634922
usage_app_name:권한 관리자,appearance,S2,64,0.640625,0.6511111111111111,-0.010486111111111085
usage_app_name:권한 관리자,continuing,S2,189,0.5873015873015873,0.6511111111111111,-0.06380952380952376
usage_app_name:권한 관리자,disappearance_edge,S2,28,0.6071428571428571,0.6511111111111111,-0.04396825396825399
usage_app_name:권한 관리자,appearance,S3,64,0.546875,0.6622222222222223,-0.11534722222222227
usage_app_name:권한 관리자,continuing,S3,189,0.6190476190476191,0.6622222222222223,-0.0431746031746032
usage_app_name:권한 관리자,disappearance_edge,S3,28,0.6785714285714286,0.6622222222222223,0.016349206349206336
usage_app_name:권한 관리자,appearance,S4,64,0.515625,0.56,-0.04437500000000005
usage_app_name:권한 관리자,continuing,S4,189,0.5925925925925926,0.56,0.032592592592592506
usage_app_name:권한 관리자,disappearance_edge,S4,28,0.6071428571428571,0.56,0.04714285714285704
usage_app_name:날씨,appearance,Q1,40,0.45,0.4955555555555556,-0.04555555555555557
usage_app_name:날씨,continuing,Q1,43,0.5581395348837209,0.4955555555555556,0.06258397932816534
usage_app_name:날씨,disappearance_edge,Q1,20,0.45,0.4955555555555556,-0.04555555555555557
usage_app_name:날씨,appearance,Q2,40,0.7,0.5622222222222222,0.13777777777777778
usage_app_name:날씨,continuing,Q2,43,0.6744186046511628,0.5622222222222222,0.11219638242894059
usage_app_name:날씨,disappearance_edge,Q2,20,0.45,0.5622222222222222,-0.11222222222222217
usage_app_name:날씨,appearance,Q3,40,0.525,0.6,-0.07499999999999996
usage_app_name:날씨,continuing,Q3,43,0.4418604651162791,0.6,-0.1581395348837209
usage_app_name:날씨,disappearance_edge,Q3,20,0.45,0.6,-0.14999999999999997
usage_app_name:날씨,appearance,S1,40,0.625,0.6822222222222222,-0.057222222222222174
usage_app_name:날씨,continuing,S1,43,0.627906976744186,0.6822222222222222,-0.05431524547803612
usage_app_name:날씨,disappearance_edge,S1,20,0.8,0.6822222222222222,0.11777777777777787
usage_app_name:날씨,appearance,S2,40,0.775,0.6511111111111111,0.12388888888888894
usage_app_name:날씨,continuing,S2,43,0.7209302325581395,0.6511111111111111,0.0698191214470284
usage_app_name:날씨,disappearance_edge,S2,20,0.7,0.6511111111111111,0.04888888888888887
usage_app_name:날씨,appearance,S3,40,0.8,0.6622222222222223,0.13777777777777778
usage_app_name:날씨,continuing,S3,43,0.7906976744186046,0.6622222222222223,0.12847545219638234
usage_app_name:날씨,disappearance_edge,S3,20,0.8,0.6622222222222223,0.13777777777777778
usage_app_name:날씨,appearance,S4,40,0.625,0.56,0.06499999999999995
usage_app_name:날씨,continuing,S4,43,0.5581395348837209,0.56,-0.0018604651162791308
usage_app_name:날씨,disappearance_edge,S4,20,0.6,0.56,0.039999999999999925
usage_app_name:삼성 인터넷,appearance,Q1,58,0.5689655172413793,0.4955555555555556,0.07340996168582375
usage_app_name:삼성 인터넷,continuing,Q1,100,0.56,0.4955555555555556,0.06444444444444447
usage_app_name:삼성 인터넷,disappearance_edge,Q1,37,0.4864864864864865,0.4955555555555556,-0.009069069069069069
usage_app_name:삼성 인터넷,appearance,Q2,58,0.6379310344827587,0.5622222222222222,0.0757088122605365
usage_app_name:삼성 인터넷,continuing,Q2,100,0.67,0.5622222222222222,0.10777777777777786
usage_app_name:삼성 인터넷,disappearance_edge,Q2,37,0.5135135135135135,0.5622222222222222,-0.04870870870870869
usage_app_name:삼성 인터넷,appearance,Q3,58,0.603448275862069,0.6,0.0034482758620689724
usage_app_name:삼성 인터넷,continuing,Q3,100,0.54,0.6,-0.05999999999999994
usage_app_name:삼성 인터넷,disappearance_edge,Q3,37,0.6756756756756757,0.6,0.07567567567567568
usage_app_name:삼성 인터넷,appearance,S1,58,0.6551724137931034,0.6822222222222222,-0.02704980842911875
usage_app_name:삼성 인터넷,continuing,S1,100,0.61,0.6822222222222222,-0.07222222222222219
usage_app_name:삼성 인터넷,disappearance_edge,S1,37,0.6756756756756757,0.6822222222222222,-0.006546546546546517
usage_app_name:삼성 인터넷,appearance,S2,58,0.6379310344827587,0.6511111111111111,-0.01318007662835241
usage_app_name:삼성 인터넷,continuing,S2,100,0.58,0.6511111111111111,-0.07111111111111112
usage_app_name:삼성 인터넷,disappearance_edge,S2,37,0.5405405405405406,0.6511111111111111,-0.11057057057057051
usage_app_name:삼성 인터넷,appearance,S3,58,0.603448275862069,0.6622222222222223,-0.05877394636015332
usage_app_name:삼성 인터넷,continuing,S3,100,0.64,0.6622222222222223,-0.022222222222222254
usage_app_name:삼성 인터넷,disappearance_edge,S3,37,0.5945945945945946,0.6622222222222223,-0.06762762762762764
usage_app_name:삼성 인터넷,appearance,S4,58,0.5689655172413793,0.56,0.008965517241379284
usage_app_name:삼성 인터넷,continuing,S4,100,0.55,0.56,-0.010000000000000009
usage_app_name:삼성 인터넷,disappearance_edge,S4,37,0.4864864864864865,0.56,-0.07351351351351354
usage_app_name:시계,appearance,Q1,62,0.41935483870967744,0.4955555555555556,-0.07620071684587815
usage_app_name:시계,continuing,Q1,217,0.5069124423963134,0.4955555555555556,0.011356886840757807
usage_app_name:시계,disappearance_edge,Q1,52,0.6153846153846154,0.4955555555555556,0.11982905982905984
usage_app_name:시계,appearance,Q2,62,0.532258064516129,0.5622222222222222,-0.029964157706093175
usage_app_name:시계,continuing,Q2,217,0.5299539170506913,0.5622222222222222,-0.0322683051715309
usage_app_name:시계,disappearance_edge,Q2,52,0.46153846153846156,0.5622222222222222,-0.10068376068376061
usage_app_name:시계,appearance,Q3,62,0.43548387096774194,0.6,-0.16451612903225804
usage_app_name:시계,continuing,Q3,217,0.6405529953917051,0.6,0.04055299539170509
usage_app_name:시계,disappearance_edge,Q3,52,0.6923076923076923,0.6,0.09230769230769231
usage_app_name:시계,appearance,S1,62,0.5806451612903226,0.6822222222222222,-0.10157706093189955
usage_app_name:시계,continuing,S1,217,0.6866359447004609,0.6822222222222222,0.00441372247823868
usage_app_name:시계,disappearance_edge,S1,52,0.8269230769230769,0.6822222222222222,0.1447008547008547
usage_app_name:시계,appearance,S2,62,0.5483870967741935,0.6511111111111111,-0.10272401433691758
usage_app_name:시계,continuing,S2,217,0.6543778801843319,0.6511111111111111,0.0032667690732207655
usage_app_name:시계,disappearance_edge,S2,52,0.6346153846153846,0.6511111111111111,-0.016495726495726504
usage_app_name:시계,appearance,S3,62,0.6774193548387096,0.6622222222222223,0.015197132616487363
usage_app_name:시계,continuing,S3,217,0.6728110599078341,0.6622222222222223,0.010588837685611807
usage_app_name:시계,disappearance_edge,S3,52,0.6538461538461539,0.6622222222222223,-0.008376068376068413
usage_app_name:시계,appearance,S4,62,0.43548387096774194,0.56,-0.12451612903225812
usage_app_name:시계,continuing,S4,217,0.5529953917050692,0.56,-0.007004608294930881
usage_app_name:시계,disappearance_edge,S4,52,0.4807692307692308,0.56,-0.07923076923076927
usage_app_name:전화 통화,appearance,Q1,52,0.4230769230769231,0.4955555555555556,-0.07247863247863251
usage_app_name:전화 통화,continuing,Q1,29,0.4482758620689655,0.4955555555555556,-0.04727969348659006
usage_app_name:전화 통화,disappearance_edge,Q1,21,0.6666666666666666,0.4955555555555556,0.17111111111111105
usage_app_name:전화 통화,appearance,Q2,52,0.4807692307692308,0.5622222222222222,-0.0814529914529914
usage_app_name:전화 통화,continuing,Q2,29,0.6206896551724138,0.5622222222222222,0.05846743295019163
usage_app_name:전화 통화,disappearance_edge,Q2,21,0.42857142857142855,0.5622222222222222,-0.13365079365079363
usage_app_name:전화 통화,appearance,Q3,52,0.6730769230769231,0.6,0.07307692307692315
usage_app_name:전화 통화,continuing,Q3,29,0.4827586206896552,0.6,-0.11724137931034478
usage_app_name:전화 통화,disappearance_edge,Q3,21,0.6666666666666666,0.6,0.06666666666666665
usage_app_name:전화 통화,appearance,S1,52,0.5384615384615384,0.6822222222222222,-0.14376068376068374
usage_app_name:전화 통화,continuing,S1,29,0.7586206896551724,0.6822222222222222,0.0763984674329502
usage_app_name:전화 통화,disappearance_edge,S1,21,0.8095238095238095,0.6822222222222222,0.12730158730158736
usage_app_name:전화 통화,appearance,S2,52,0.6346153846153846,0.6511111111111111,-0.016495726495726504
usage_app_name:전화 통화,continuing,S2,29,0.6551724137931034,0.6511111111111111,0.00406130268199234
usage_app_name:전화 통화,disappearance_edge,S2,21,0.5238095238095238,0.6511111111111111,-0.12730158730158725
usage_app_name:전화 통화,appearance,S3,52,0.5769230769230769,0.6622222222222223,-0.0852991452991454
usage_app_name:전화 통화,continuing,S3,29,0.7931034482758621,0.6622222222222223,0.13088122605363983
usage_app_name:전화 통화,disappearance_edge,S3,21,0.5714285714285714,0.6622222222222223,-0.09079365079365087
usage_app_name:전화 통화,appearance,S4,52,0.5,0.56,-0.06000000000000005
usage_app_name:전화 통화,continuing,S4,29,0.5517241379310345,0.56,-0.008275862068965578
usage_app_name:전화 통화,disappearance_edge,S4,21,0.47619047619047616,0.56,-0.08380952380952389
wifi_bssid:12:96:cd:84:93:6b,appearance,Q1,13,0.5384615384615384,0.4955555555555556,0.042905982905982853
wifi_bssid:12:96:cd:84:93:6b,continuing,Q1,36,0.5277777777777778,0.4955555555555556,0.03222222222222221
wifi_bssid:12:96:cd:84:93:6b,disappearance_edge,Q1,7,0.7142857142857143,0.4955555555555556,0.21873015873015872
wifi_bssid:12:96:cd:84:93:6b,appearance,Q2,13,0.46153846153846156,0.5622222222222222,-0.10068376068376061
wifi_bssid:12:96:cd:84:93:6b,continuing,Q2,36,0.4166666666666667,0.5622222222222222,-0.1455555555555555
wifi_bssid:12:96:cd:84:93:6b,disappearance_edge,Q2,7,0.2857142857142857,0.5622222222222222,-0.2765079365079365
wifi_bssid:12:96:cd:84:93:6b,appearance,Q3,13,0.5384615384615384,0.6,-0.06153846153846154
wifi_bssid:12:96:cd:84:93:6b,continuing,Q3,36,0.4444444444444444,0.6,-0.15555555555555556
wifi_bssid:12:96:cd:84:93:6b,disappearance_edge,Q3,7,0.42857142857142855,0.6,-0.17142857142857143
wifi_bssid:12:96:cd:84:93:6b,appearance,S1,13,0.46153846153846156,0.6822222222222222,-0.2206837606837606
wifi_bssid:12:96:cd:84:93:6b,continuing,S1,36,0.6111111111111112,0.6822222222222222,-0.07111111111111101
wifi_bssid:12:96:cd:84:93:6b,disappearance_edge,S1,7,0.42857142857142855,0.6822222222222222,-0.2536507936507936
wifi_bssid:12:96:cd:84:93:6b,appearance,S2,13,0.38461538461538464,0.6511111111111111,-0.26649572649572645
wifi_bssid:12:96:cd:84:93:6b,continuing,S2,36,0.7777777777777778,0.6511111111111111,0.1266666666666667
wifi_bssid:12:96:cd:84:93:6b,disappearance_edge,S2,7,0.42857142857142855,0.6511111111111111,-0.22253968253968254
wifi_bssid:12:96:cd:84:93:6b,appearance,S3,13,0.6153846153846154,0.6622222222222223,-0.04683760683760685
wifi_bssid:12:96:cd:84:93:6b,continuing,S3,36,0.6666666666666666,0.6622222222222223,0.004444444444444362
wifi_bssid:12:96:cd:84:93:6b,disappearance_edge,S3,7,0.7142857142857143,0.6622222222222223,0.052063492063492034
wifi_bssid:12:96:cd:84:93:6b,appearance,S4,13,0.5384615384615384,0.56,-0.021538461538461617
wifi_bssid:12:96:cd:84:93:6b,continuing,S4,36,0.6111111111111112,0.56,0.05111111111111111
wifi_bssid:12:96:cd:84:93:6b,disappearance_edge,S4,7,0.7142857142857143,0.56,0.15428571428571425
wifi_bssid:12:96:cd:e3:57:1f,appearance,Q1,15,0.5333333333333333,0.4955555555555556,0.037777777777777743
wifi_bssid:12:96:cd:e3:57:1f,continuing,Q1,30,0.5,0.4955555555555556,0.0044444444444444176
wifi_bssid:12:96:cd:e3:57:1f,disappearance_edge,Q1,8,0.625,0.4955555555555556,0.12944444444444442
wifi_bssid:12:96:cd:e3:57:1f,appearance,Q2,15,0.4,0.5622222222222222,-0.16222222222222216
wifi_bssid:12:96:cd:e3:57:1f,continuing,Q2,30,0.4,0.5622222222222222,-0.16222222222222216
wifi_bssid:12:96:cd:e3:57:1f,disappearance_edge,Q2,8,0.375,0.5622222222222222,-0.18722222222222218
wifi_bssid:12:96:cd:e3:57:1f,appearance,Q3,15,0.5333333333333333,0.6,-0.06666666666666665
wifi_bssid:12:96:cd:e3:57:1f,continuing,Q3,30,0.36666666666666664,0.6,-0.23333333333333334
