row,target,target_idx,cell_key,boundary_class,direction,opposed_weight,route_votes,fusion_votes,total_votes,route_weight,fusion_weight,total_weight,family_balance,vote_coverage,mean_abs_delta,weighted_delta,boundary_score,files
109,S1,3,109:S1,consensus_shadow,-1,0.0,1,1,2,1.05448050759572,0.6123790379883204,1.6668595455840403,0.734769812622398,0.3333333333333333,0.01621319726089021,-0.01657887043259185,0.598958843524345,"submission_hsjepa_open_driver_safe_route_fusion_e50f0669_uploadsafe.csv,submission_hsjepa_open_route_frontier_a1719e99_uploadsafe.csv"
212,S2,4,212:S2,consensus_shadow,1,0.0,1,1,2,1.05448050759572,0.6123790379883204,1.6668595455840403,0.734769812622398,0.3333333333333333,0.014840566635979269,0.01510824218408566,0.5978858402732631,"submission_hsjepa_open_driver_safe_route_fusion_e50f0669_uploadsafe.csv,submission_hsjepa_open_route_frontier_a1719e99_uploadsafe.csv"
129,S1,3,129:S1,consensus_shadow,-1,0.0,1,1,2,1.05448050759572,0.6123790379883204,1.6668595455840403,0.734769812622398,0.3333333333333333,1.0956161292374755e-05,-1.12206446352097e-05,0.5862933404682636,"submission_hsjepa_open_driver_safe_route_fusion_e50f0669_uploadsafe.csv,submission_hsjepa_open_route_frontier_a1719e99_uploadsafe.csv"
161,S2,4,161:S2,fusion_only,1,0.0,0,2,2,0.0,1.8643402052310822,1.8643402052310822,0.0,0.3333333333333333,0.09323153144434226,0.09329524049942237,0.3117939718674025,"submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_seed_driver_safe_route_fusion_62429a06_uploadsafe.csv"
161,S1,3,161:S1,fusion_only,1,0.0,0,2,2,0.0,1.8643402052310822,1.8643402052310822,0.0,0.3333333333333333,0.0628875690641103,0.06293257640459968,0.3005739638388578,"submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_seed_driver_safe_route_fusion_62429a06_uploadsafe.csv"
95,S3,5,95:S3,fusion_only,1,0.0,0,1,1,0.0,0.6123790379883204,0.6123790379883204,0.0,0.16666666666666666,0.09739806116152572,0.09739806116152572,0.08324482985524843,submission_hsjepa_open_driver_safe_route_fusion_e50f0669_uploadsafe.csv
75,S3,5,75:S3,fusion_only,1,0.0,0,1,1,0.0,0.6123790379883204,0.6123790379883204,0.0,0.16666666666666666,0.09605851176629115,0.09605851176629115,0.0831132381433956,submission_hsjepa_open_driver_safe_route_fusion_e50f0669_uploadsafe.csv
75,S2,4,75:S2,fusion_only,1,0.0,0,1,1,0.0,0.6123790379883204,0.6123790379883204,0.0,0.16666666666666666,0.06741572588014144,0.06741572588014144,0.08029949104276547,submission_hsjepa_open_driver_safe_route_fusion_e50f0669_uploadsafe.csv
95,S1,3,95:S1,fusion_only,1,0.0,0,1,1,0.0,0.6123790379883204,0.6123790379883204,0.0,0.16666666666666666,0.025231970158993033,0.025231970158993033,0.0761555358833106,submission_hsjepa_open_driver_safe_route_fusion_e50f0669_uploadsafe.csv
23,S4,6,23:S4,route_only,1,0.0,1,0,1,1.1177646805596029,0.0,1.1177646805596029,0.0,0.16666666666666666,0.19392508132092978,0.19392508132092978,0.16925339793459632,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv
184,S4,6,184:S4,route_only,1,0.0,1,0,1,1.05448050759572,0.0,1.05448050759572,0.0,0.16666666666666666,0.11041808048377544,0.11041808048377544,0.14554509428642942,submission_hsjepa_open_route_frontier_a1719e99_uploadsafe.csv
237,S1,3,237:S1,route_only,-1,0.0,1,0,1,1.05448050759572,0.0,1.05448050759572,0.0,0.16666666666666666,0.10792889146895945,-0.10792889146895945,0.14512403241188765,submission_hsjepa_open_route_frontier_a1719e99_uploadsafe.csv
237,S4,6,237:S4,route_only,-1,0.0,1,0,1,1.05448050759572,0.0,1.05448050759572,0.0,0.16666666666666666,0.03673267262119173,-0.03673267262119173,0.13308074715315693,submission_hsjepa_open_route_frontier_a1719e99_uploadsafe.csv
137,S4,6,137:S4,route_only,-1,0.0,1,0,1,1.05448050759572,0.0,1.05448050759572,0.0,0.16666666666666666,0.011540401263109734,-0.011540401263109734,0.12881931704927094,submission_hsjepa_open_route_frontier_a1719e99_uploadsafe.csv
137,S1,3,137:S1,route_only,-1,0.0,1,0,1,1.05448050759572,0.0,1.05448050759572,0.0,0.16666666666666666,1.2490271174669942e-05,-1.2490271174669942e-05,0.12686929887751963,submission_hsjepa_open_route_frontier_a1719e99_uploadsafe.csv
184,S2,4,184:S2,strict_jury,1,0.0,3,3,6,3.244216432303701,2.4767192432194025,5.720935675523104,0.865844114911479,1.0,0.17540810838414359,0.18227537823990278,4.832538982411777,"submission_hsjepa_open_driver_safe_route_fusion_e50f0669_uploadsafe.csv,submission_hsjepa_open_route_frontier_a1719e99_uploadsafe.csv,submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv,submission_hsjepa_seed_driver_safe_route_fusion_62429a06_uploadsafe.csv,submission_hsjepa_seed_route_frontier_1109c03f_uploadsafe.csv"
109,S2,4,109:S2,strict_jury,-1,0.0,3,3,6,3.244216432303701,2.4767192432194025,5.720935675523104,0.865844114911479,1.0,0.08891909600845915,-0.08999322022693715,4.380887953996225,"submission_hsjepa_open_driver_safe_route_fusion_e50f0669_uploadsafe.csv,submission_hsjepa_open_route_frontier_a1719e99_uploadsafe.csv,submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv,submission_hsjepa_seed_driver_safe_route_fusion_62429a06_uploadsafe.csv,submission_hsjepa_seed_route_frontier_1109c03f_uploadsafe.csv"
184,S1,3,184:S1,strict_jury,1,0.0,2,3,5,2.1897359247079815,2.4767192432194025,4.666455167927384,0.9385007873891382,0.8333333333333333,0.10443161856722168,0.10488890676994495,3.413105517008822,"submission_hsjepa_open_driver_safe_route_fusion_e50f0669_uploadsafe.csv,submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv,submission_hsjepa_seed_driver_safe_route_fusion_62429a06_uploadsafe.csv,submission_hsjepa_seed_route_frontier_1109c03f_uploadsafe.csv"
5,S2,4,5:S2,strict_jury,1,0.0,3,2,5,3.244216432303701,1.5983610607779468,4.842577493081648,0.6601282325626989,0.8333333333333333,0.18998753945064248,0.19284038591676483,3.1621693956143604,"submission_hsjepa_open_driver_safe_route_fusion_e50f0669_uploadsafe.csv,submission_hsjepa_open_route_frontier_a1719e99_uploadsafe.csv,submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv,submission_hsjepa_seed_route_frontier_1109c03f_uploadsafe.csv"
25,S4,6,25:S4,strict_jury,1,0.0,2,2,4,2.1897359247079815,1.8643402052310822,4.054076129939063,0.9197361595965415,0.6666666666666666,0.21742133422348525,0.2183968847037845,2.9119501294374577,"submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv,submission_hsjepa_seed_driver_safe_route_fusion_62429a06_uploadsafe.csv,submission_hsjepa_seed_route_frontier_1109c03f_uploadsafe.csv"
182,S3,5,182:S3,strict_jury,1,0.0,2,2,4,2.1897359247079815,1.8643402052310822,4.054076129939063,0.9197361595965415,0.6666666666666666,0.21494702981616517,0.21568601528725195,2.9045024427013098,"submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv,submission_hsjepa_seed_driver_safe_route_fusion_62429a06_uploadsafe.csv,submission_hsjepa_seed_route_frontier_1109c03f_uploadsafe.csv"
19,S4,6,19:S4,strict_jury,1,0.0,2,2,4,2.1897359247079815,1.8643402052310822,4.054076129939063,0.9197361595965415,0.6666666666666666,0.13657041524815566,0.1371821784731716,2.6685878676734847,"submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv,submission_hsjepa_seed_driver_safe_route_fusion_62429a06_uploadsafe.csv,submission_hsjepa_seed_route_frontier_1109c03f_uploadsafe.csv"
182,S2,4,182:S2,strict_jury,1,0.0,2,2,4,2.1897359247079815,1.8643402052310822,4.054076129939063,0.9197361595965415,0.6666666666666666,0.12578118420724205,0.12638100240283953,2.636112149375069,"submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv,submission_hsjepa_seed_driver_safe_route_fusion_62429a06_uploadsafe.csv,submission_hsjepa_seed_route_frontier_1109c03f_uploadsafe.csv"
200,S2,4,200:S2,strict_jury,1,0.0,2,2,4,2.1897359247079815,1.8643402052310822,4.054076129939063,0.9197361595965415,0.6666666666666666,0.12235096055777545,0.12294229046028646,2.6257871339482786,"submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv,submission_hsjepa_seed_driver_safe_route_fusion_62429a06_uploadsafe.csv,submission_hsjepa_seed_route_frontier_1109c03f_uploadsafe.csv"
234,S4,6,234:S4,strict_jury,-1,0.0,2,2,4,2.1722451881553226,1.5983610607779468,3.7706062489332695,0.8478005685319883,0.6666666666666666,0.2360535082949742,-0.24077359769381546,2.624321158023468,"submission_hsjepa_open_driver_safe_route_fusion_e50f0669_uploadsafe.csv,submission_hsjepa_open_route_frontier_a1719e99_uploadsafe.csv,submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv"
200,S1,3,200:S1,strict_jury,1,0.0,2,2,4,2.1897359247079815,1.8643402052310822,4.054076129939063,0.9197361595965415,0.6666666666666666,0.1196398552958208,0.12021103391677203,2.6176266737235676,"submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv,submission_hsjepa_seed_driver_safe_route_fusion_62429a06_uploadsafe.csv,submission_hsjepa_seed_route_frontier_1109c03f_uploadsafe.csv"
19,S2,4,19:S2,strict_jury,1,0.0,2,2,4,2.1897359247079815,1.8643402052310822,4.054076129939063,0.9197361595965415,0.6666666666666666,0.11587623411898998,0.11640921636915808,2.6062981276337474,"submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv,submission_hsjepa_seed_driver_safe_route_fusion_62429a06_uploadsafe.csv,submission_hsjepa_seed_route_frontier_1109c03f_uploadsafe.csv"
25,S2,4,25:S2,strict_jury,1,0.0,2,2,4,2.1897359247079815,1.8643402052310822,4.054076129939063,0.9197361595965415,0.6666666666666666,0.10955853123663709,0.1100686189735342,2.5872817641577637,"submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv,submission_hsjepa_seed_driver_safe_route_fusion_62429a06_uploadsafe.csv,submission_hsjepa_seed_route_frontier_1109c03f_uploadsafe.csv"
17,S2,4,17:S2,strict_jury,1,0.0,2,2,4,2.1897359247079815,1.8643402052310822,4.054076129939063,0.9197361595965415,0.6666666666666666,0.09355360762767881,0.09398620568632936,2.5391067470002695,"submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv,submission_hsjepa_seed_driver_safe_route_fusion_62429a06_uploadsafe.csv,submission_hsjepa_seed_route_frontier_1109c03f_uploadsafe.csv"
17,S1,3,17:S1,strict_jury,1,0.0,2,2,4,2.1897359247079815,1.8643402052310822,4.054076129939063,0.9197361595965415,0.6666666666666666,0.07373148112104991,0.0740457540268436,2.4794419021133884,"submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv,submission_hsjepa_seed_driver_safe_route_fusion_62429a06_uploadsafe.csv,submission_hsjepa_seed_route_frontier_1109c03f_uploadsafe.csv"
109,S4,6,109:S4,strict_jury,-1,0.0,2,2,4,2.1897359247079815,1.8643402052310822,4.054076129939063,0.9197361595965415,0.6666666666666666,0.057272578035200736,-0.057554610928016066,2.429900401139868,"submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv,submission_hsjepa_seed_driver_safe_route_fusion_62429a06_uploadsafe.csv,submission_hsjepa_seed_route_frontier_1109c03f_uploadsafe.csv"
129,S3,5,129:S3,strict_jury,-1,0.0,2,2,4,2.1264517517440984,1.4907372204297762,3.6171889721738744,0.8242517777742014,0.6666666666666666,0.04328461154344268,-0.04418970000919627,1.990969888857463,"submission_hsjepa_open_driver_safe_route_fusion_e50f0669_uploadsafe.csv,submission_hsjepa_open_route_frontier_a1719e99_uploadsafe.csv,submission_hsjepa_seed_driver_safe_route_fusion_62429a06_uploadsafe.csv,submission_hsjepa_seed_route_frontier_1109c03f_uploadsafe.csv"
5,S4,6,5:S4,strict_jury,1,0.0,2,1,3,2.1897359247079815,0.9859820227896264,3.175717947497608,0.6209506253957833,0.5,0.1249859361812317,0.12529099499824248,1.413507046759337,"submission_hsjepa_s2_driver_safe_route_fusion_6adf5b73_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv,submission_hsjepa_seed_route_frontier_1109c03f_uploadsafe.csv"
23,S2,4,23:S2,strict_jury,1,0.0,2,1,3,2.1722451881553226,0.6123790379883204,2.7846242261436434,0.43982885176316155,0.5,0.10774612625060191,0.11053889041932312,1.025203970464483,"submission_hsjepa_open_driver_safe_route_fusion_e50f0669_uploadsafe.csv,submission_hsjepa_open_route_frontier_a1719e99_uploadsafe.csv,submission_hsjepa_s2_route_frontier_1d31aae8_uploadsafe.csv"
