split,source,feature_set,feature_count,health_auc,health_ap,toxic_tail_auc,toxic_tail_ap,selected_gain_sum,selected_cells,selected_positive_gain_rate,accepted_targets,accepted_target_count
subject_heldout,transport_rhythm_context,transport_rhythm_context_tail_plus_listener,47,0.6114233308138071,0.5935179833028998,0.7212073680912106,0.5802277577937038,2.2626501910537575,171,0.6023391812865497,"Q1,Q2,S2,S3,S4",5
subject_heldout,relative_lifelog_context,listener_support_baseline,34,0.6123918367346939,0.5934402406877526,0.7198053021168452,0.5816000187433387,1.6413351777059568,81,0.691358024691358,"Q1,Q2,Q3,S2,S3,S4",6
subject_heldout,transport_rhythm_context,listener_support_baseline,34,0.6123918367346939,0.5934402406877526,0.7198053021168452,0.5816000187433387,1.6413351777059568,81,0.691358024691358,"Q1,Q2,Q3,S2,S3,S4",6
subject_heldout,listener_rhythm_interface,listener_support_baseline,34,0.6123918367346939,0.5934402406877526,0.7198053021168452,0.5816000187433387,1.6413351777059568,81,0.691358024691358,"Q1,Q2,Q3,S2,S3,S4",6
subject_heldout,listener_rhythm_interface,listener_rhythm_interface_tail_plus_listener,47,0.6105162005542958,0.5926408433367926,0.7189069203870045,0.580901231770807,1.411433302357636,126,0.6428571428571429,"Q1,Q2,S1,S4",4
subject_heldout,relative_lifelog_context,relative_lifelog_context_tail_plus_listener,47,0.6110136558327035,0.5927911786288231,0.7180704129844375,0.5795504657835033,1.4088124908319706,288,0.5763888888888888,"Q1,Q2,Q3,S3,S4",5
subject_heldout,listener_rhythm_interface,listener_rhythm_interface_tail_representation,44,0.5941091458805744,0.573508459069659,0.7130383864766799,0.5668463148380307,1.3438449578541896,90,0.6333333333333333,"Q1,Q2,Q3,S1,S4",5
subject_heldout,transport_rhythm_context,transport_rhythm_context_tail_representation,44,0.5930072058453011,0.5731655684896084,0.7149863284957241,0.5642011617875269,1.0057744902910253,117,0.6068376068376068,"Q1,Q2,S1,S4",4
subject_heldout,relative_lifelog_context,action_only,31,0.5962599143361048,0.5746962276307801,0.7148523198004443,0.5660278187597829,0.843887909407997,72,0.6388888888888888,"Q1,Q3,S3,S4",4
subject_heldout,transport_rhythm_context,action_only,31,0.5962599143361048,0.5746962276307801,0.7148523198004443,0.5660278187597829,0.843887909407997,72,0.6388888888888888,"Q1,Q3,S3,S4",4
subject_heldout,listener_rhythm_interface,action_only,31,0.5962599143361048,0.5746962276307801,0.7148523198004443,0.5660278187597829,0.843887909407997,72,0.6388888888888888,"Q1,Q3,S3,S4",4
subject_heldout,relative_lifelog_context,relative_lifelog_context_tail_representation,44,0.5960159234063996,0.5739967958712835,0.71263667447372,0.5646340132379615,0.767582483978668,63,0.6825396825396826,"Q1,Q2,Q3,S1,S3,S4",6
