flat_idx,row,target,target_idx,candidate_sign,teacher_has_action,teacher_logit_move,teacher_sign,lrj_has_cell,lrj_sign,lrj_teacher_sign_match,responsibility_score,selection_score,source_consensus_rank,listener_benefit_rank,human_state_responsibility,h088_safe_rank,source_support,source_move_abs_mean,sign_margin,base_prob,toxic_same_weight,toxic_opp_weight,toxic_abs_weight,toxic_same_rank,toxic_opp_rank,toxic_safety_rank,amp,decoded_logit_move,action_source,q2_extra_score
351,50,Q2,1,-1,True,-0.9482045788409168,-1,True,-1,True,0.7114204624913443,0.9527230590961762,0.8757307249712313,0.6324280782508631,0.532756264236902,0.9234752589182968,8.0,0.1291606823853018,0.7114204624913443,0.6835694225546829,0.0,3.1544654780786736,3.1544654780786736,0.0220162224797219,0.645422943221321,0.977983777520278,1.28,-1.2137018609163734,teacher_target_route_calibrated,
372,53,Q2,1,-1,True,-1.149098503652461,-1,True,-1,True,0.5116015882623036,0.6573580533024334,0.4227330264672037,0.6141426927502878,0.7685876993166287,0.7652474108170311,5.0,0.0078823003903489,0.5116015882623036,0.7124645921500611,0.0719631947188325,1.82549750077052,1.897460695489353,0.1703360370799536,0.4380069524913094,0.8296639629200464,1.2785038856079163,-1.4691269018659139,teacher_target_route_calibrated,
393,56,Q2,1,-1,True,-1.0250412777182194,-1,True,-1,True,0.7020011507612346,0.9389339513325607,0.7940103567318757,0.6280092059838895,0.6876765375854215,0.9234752589182968,6.0,0.0993552385400444,0.7020011507612346,0.6413264507944202,0.0,2.815917952846418,2.815917952846418,0.0220162224797219,0.6013904982618772,0.977983777520278,1.28,-1.3120528354793208,teacher_target_route_calibrated,
397,56,S3,5,1,True,1.293004323517617,1,True,1,True,0.6012165496808373,0.8413673232908458,0.601409666283084,0.6649021864211737,0.5743166287015945,0.9234752589182968,6.0,0.0211179291196929,0.6012165496808373,0.8958213060093945,0.0370777691797932,1.528307118288647,1.5653848874684402,0.0799536500579374,0.3986095017381228,0.9200463499420626,1.07,1.3835146261638502,teacher_target_route_calibrated,
413,59,Q1,0,1,True,0.2007412191952173,1,True,1,True,0.5615037346062658,0.7719582850521437,0.5747238204833142,0.665512082853855,0.4338382687927107,0.9234752589182968,6.0,0.0107523664934134,0.5615037346062658,0.9999686570433794,0.0,153.52420794342413,153.52420794342413,0.0220162224797219,0.984936268829664,0.977983777520278,1.2100198614035393,0.24290086222857438,teacher_target_route_calibrated,
482,68,S4,6,-1,True,-0.8970239889964517,-1,True,-1,True,0.5309849607891397,0.7171494785631518,0.5927502876869967,0.6907940161104719,0.4141457858769932,0.6950517836593786,8.0,0.0242478176508365,0.5309849607891397,0.1972551728460799,0.8945376145494011,0.5222401200499416,1.4167777345993426,0.8818076477404403,0.2375434530706836,0.1181923522595597,0.8805655599662376,-0.7898884311738087,teacher_target_route_calibrated,
529,75,S2,4,1,True,0.5087948798937294,1,True,1,True,0.4016914193095042,0.4488760139049825,0.3627790563866513,0.4894418872266973,0.5169476082004557,0.766398158803222,4.0,0.0343210721817671,0.4016914193095042,0.5886170540054882,0.0505918395788448,0.7518225518578021,0.8024143914366471,0.1135573580533024,0.283893395133256,0.8864426419466975,1.197529678763966,0.6092969690758884,teacher_target_route_calibrated,
553,79,Q1,0,1,True,0.2002641865801884,1,True,1,True,0.5768533244454601,0.7962920046349942,0.5703394706559264,0.6702991944764096,0.515375854214123,0.9234752589182968,6.0,0.0051437375021609,0.5768533244454601,0.999965092483008,0.0,157.6422233086887,157.6422233086887,0.0220162224797219,0.9907300115874856,0.977983777520278,1.2100198614035393,0.24232364328985212,teacher_target_route_calibrated,
597,85,Q3,2,1,True,0.36771816699174,1,True,1,True,0.3478313777706785,0.3569872537659327,0.2986996547756042,0.3599252013808975,0.5705922551252846,0.7917146144994246,2.0,0.0556468420870409,0.3478313777706785,0.7887204466768212,0.2435888212029984,0.9700757632646496,1.213664584467648,0.5909617612977984,0.3256083429895712,0.4090382387022016,1.081318053142422,0.3976202924366083,teacher_target_route_calibrated,
612,87,S1,3,-1,True,-1.8638086502559512,-1,True,-1,True,0.6125271756688406,0.8687137891077636,0.7179689298043728,0.6110414269275029,0.4387243735763098,0.9234752589182968,9.0,0.0449556370820063,0.6125271756688406,0.8996670226222974,0.3174284633942852,0.9730756241791024,1.2905040875733875,0.6801853997682503,0.3267670915411356,0.3198146002317497,0.9509932101868533,-1.7724693714809332,teacher_target_route_calibrated,
625,89,Q3,2,-1,True,-0.2532752501144071,-1,True,-1,True,0.5542556187925942,0.7850521436848203,0.4988147295742232,0.647571921749137,0.6075740318906606,0.9234752589182968,1.0,0.0471692584996896,0.5542556187925942,0.8278811022976053,0.7873579099444799,1.0858783471253506,1.8732362570698304,0.86558516801854,0.3441483198146002,0.1344148319814599,1.0328703828403873,-0.26160050454966255,teacher_target_route_calibrated,
638,91,Q2,1,-1,True,-0.6422547847011687,-1,True,-1,True,0.7835068575016991,0.9826187717265352,0.925132336018412,0.8995224395857309,0.3563211845102506,0.9234752589182968,8.0,0.185295686643937,0.7835068575016991,0.517487560784734,0.0,5.14821961741253,5.14821961741253,0.0220162224797219,0.8111239860950173,0.977983777520278,1.28,-0.822086124417496,teacher_target_route_calibrated,
645,92,Q2,1,-1,True,-1.1276783682788845,-1,True,-1,True,0.650913050260745,0.8764774044032444,0.6468814729574223,0.8815707710011509,0.3732346241457858,0.9234752589182968,7.0,0.02375314794034,0.650913050260745,0.4572885450824042,0.0,2.722666426795322,2.722666426795322,0.0220162224797219,0.5851680185399768,0.977983777520278,1.28,-1.4434283113969721,teacher_target_route_calibrated,
654,93,S1,3,1,True,0.2135801883939203,1,True,1,True,0.5889364438178262,0.8237543453070684,0.6002704257767548,0.68987917146145,0.4741457858769932,0.9234752589182968,6.0,0.0181930942120694,0.5889364438178262,0.998429958276754,0.0,75.35669389423245,75.35669389423245,0.0220162224797219,0.9640787949015064,0.977983777520278,1.07,0.22853080158149472,teacher_target_route_calibrated,
664,94,S4,6,1,True,0.7388417080208447,1,True,1,True,0.4591319357402459,0.5467439165701042,0.5326409666283084,0.5313924050632911,0.3714692482915718,0.7445339470655926,6.0,0.0286548683932408,0.4591319357402459,0.6210667210297325,0.2258715139354479,3.4293734239869047,3.655244937922352,0.5608342989571263,0.6743916570104287,0.4391657010428736,0.9706921155761674,0.7171878206346627,teacher_target_route_calibrated,
670,95,S3,5,1,True,0.8958877501970084,1,True,1,True,0.557903410023705,0.7778679026651216,0.5964787111622554,0.6792520138089759,0.5134282460136674,0.7502876869965478,8.0,0.0289419482554897,0.557903410023705,0.5184440313613685,0.2019142279308355,1.501456238992017,1.7033704669228522,0.5272305909617613,0.3951332560834299,0.4727694090382387,0.980167878530083,0.8781203955116906,teacher_target_route_calibrated,
687,98,Q2,1,-1,True,-0.6380762463889581,-1,True,-1,True,0.8389761636021084,0.9935110081112396,0.9679113924050632,0.8358400460299196,0.6398519362186788,0.9234752589182968,9.0,0.2878860784523284,0.8389761636021084,0.4631417001415242,0.0,5.587800017603551,5.587800017603551,0.0220162224797219,0.8331402085747392,0.977983777520278,1.28,-0.8167375953778664,teacher_target_route_calibrated,
704,100,S2,4,-1,True,-0.49904177442224,-1,True,-1,True,0.4368200159350413,0.4857473928157589,0.4300402761795167,0.5924626006904488,0.3201025056947608,0.8423475258918297,6.0,0.0095827191985473,0.4368200159350413,0.6676900384440582,0.0291454050446949,0.3199407294140216,0.3490861344587166,0.0625724217844727,0.1796060254924681,0.9374275782155272,1.2145726698019992,-0.6061225003027471,teacher_target_route_calibrated,
715,102,Q2,1,-1,True,-1.8999999999999997,-1,True,-1,True,0.8037299946364709,0.963499420625724,0.8600575373993096,0.9800632911392404,0.4872892938496583,0.9234752589182968,8.0,0.1107091487880319,0.8037299946364709,0.4597383530095764,0.0468536953213924,0.2416045924041531,0.2884582877255455,0.100811123986095,0.1448435689455388,0.899188876013905,1.28,-2.4319999999999995,teacher_target_route_calibrated,
722,103,Q2,1,-1,True,-1.0895520604314144,-1,True,-1,True,0.6299797829003195,0.928041714947856,0.6533026467203683,0.8487514384349829,0.3030410022779043,0.9234752589182968,1.0,0.1296467726747013,0.6299797829003195,0.4785400070354418,0.0,2.8441756359690604,2.8441756359690604,0.0220162224797219,0.6037079953650057,0.977983777520278,1.28,-1.3946266373522105,teacher_target_route_calibrated,
731,104,S1,3,-1,True,-0.9670793324711356,-1,True,-1,True,0.5494341213447103,0.758632676709154,0.6616915995397008,0.6077215189873418,0.2557175398633257,0.9234752589182968,8.0,0.0321277660220226,0.5494341213447103,0.5661595078781306,0.0,3.3366323313742288,3.3366323313742288,0.0220162224797219,0.6628041714947857,0.977983777520278,1.07,-1.0347748857441152,teacher_target_route_calibrated,
766,109,S1,3,-1,True,-0.7905199475958276,-1,True,-1,True,0.5556459070647817,0.7887601390498262,0.5840794016110472,0.6476121979286535,0.6256833712984055,0.7088607594936709,6.0,0.0493049543572897,0.5556459070647817,0.1835054750871709,0.0348099050720871,3.780507846305235,3.815317751377322,0.0706836616454229,0.7103128621089224,0.929316338354577,1.07,-0.8458563439275355,teacher_target_route_calibrated,
767,109,S2,4,-1,True,-1.184334029834423,-1,True,-1,True,0.4538228812737391,0.5361993047508691,0.3444649021864212,0.59012082853855,0.6660136674259681,0.7848101265822784,3.0,0.0260135935253072,0.4538228812737391,0.1631436021357547,0.020463214024297,2.479246338620163,2.49970955264446,0.0556199304750869,0.5480880648899189,0.944380069524913,1.2121441248514895,-1.4355835361254845,teacher_target_route_calibrated,
771,110,Q2,1,-1,True,-0.8164618825223382,-1,True,-1,True,0.7224790889691344,0.9677867902665122,0.8569447640966628,0.7386651323360185,0.4645444191343963,0.9234752589182968,6.0,0.1690141128642016,0.7224790889691344,0.4201425908624313,0.0,3.1746060127771454,3.1746060127771454,0.0220162224797219,0.6477404403244496,0.977983777520278,1.28,-1.045071209628593,teacher_target_route_calibrated,
787,112,S1,3,1,True,1.3301295950202965,1,True,1,True,0.2784533878628407,0.1816685979142526,0.2041657077100115,0.3454487917146145,0.4894760820045558,0.714614499424626,3.0,0.0264826583507451,0.2784533878628407,0.2783128243770914,0.0342134091508945,1.503936884450178,1.5381502936010725,0.0695249130938586,0.3962920046349942,0.9304750869061412,1.07,1.4232386666717174,teacher_target_route_calibrated,
908,129,S3,5,-1,True,-0.9236031002420036,-1,True,-1,True,0.3420369819506003,0.3368250289687137,0.2940448791714614,0.4590276179516686,0.4495671981776765,0.7031070195627158,4.0,0.0454319114359902,0.3420369819506003,0.9302673749700684,0.0354225889017714,2.589398110913005,2.6248206998147765,0.0741599073001158,0.5619930475086906,0.925840092699884,1.07,-0.988255317258944,teacher_target_route_calibrated,
916,130,S4,6,-1,True,-0.8197496008650111,-1,True,-1,True,0.529617999559146,0.7227114716106604,0.569349827387802,0.7270713463751438,0.2819248291571753,0.8181818181818181,5.0,0.0379358851760619,0.529617999559146,0.9088018490295834,0.3453334449747038,1.6222607165642882,1.967594161538992,0.7068366164542295,0.4113557358053302,0.2931633835457705,0.9364268408300855,-0.767635529009746,teacher_target_route_calibrated,
922,131,S3,5,1,True,1.6939867374488649,1,True,1,True,0.5060254050948825,0.6483198146002317,0.5541196777905639,0.6636018411967779,0.3180865603644647,0.7928653624856157,8.0,0.0136840320487094,0.5060254050948825,0.9517175149417152,0.3024328395764484,0.9070113451368012,1.2094441847132495,0.6732329084588644,0.3174971031286211,0.3267670915411356,0.9437276900900996,1.5986621907758813,teacher_target_route_calibrated,
936,133,S3,5,1,True,1.6153871145682523,1,True,1,True,0.629376251171879,0.8726535341830822,0.7090276179516685,0.6718296892980438,0.4492824601366743,0.9234752589182968,9.0,0.0322705718016038,0.629376251171879,0.943247383559343,0.3258600178747639,0.1029332517703931,0.428793269645157,0.6871378910776361,0.082271147161066,0.3128621089223639,0.9491160375333192,1.5331898172614016,teacher_target_route_calibrated,
946,135,Q2,1,1,True,0.6459631214545031,1,True,1,True,0.6092205949833462,0.9339513325608342,0.7785212888377445,0.3785270425776755,0.6484738041002278,0.9234752589182968,5.0,0.2859464590413234,0.6092205949833462,0.6690357346201358,0.0,5.582412152192366,5.582412152192366,0.0220162224797219,0.831981460023175,0.977983777520278,1.28,0.8268327954617639,teacher_target_route_calibrated,
953,136,Q2,1,1,True,1.0986353588935749,1,True,1,True,0.6045132466487536,0.9180764774044032,0.7115074798619102,0.5066858457997699,0.580125284738041,0.9234752589182968,3.0,0.1622783956161949,0.6045132466487536,0.5593206571344809,0.0,2.9401224443724185,2.9401224443724185,0.0220162224797219,0.6176129779837776,0.977983777520278,1.28,1.406253259383776,teacher_target_route_calibrated,
965,137,S4,6,-1,True,-0.2489675966035438,-1,True,-1,True,0.4498721135239459,0.5244959443800695,0.4751841196777905,0.5919965477560415,0.2181890660592255,0.9234752589182968,4.0,0.0214508921087691,0.4498721135239459,0.9056573114219448,0.2723518780614116,0.3921612628717748,0.6645131409331864,0.641946697566628,0.1969872537659328,0.3580533024333719,0.9613176597812911,-0.23933694732829128,teacher_target_route_calibrated,
970,138,S2,4,1,True,0.5624687671757624,1,True,1,True,0.5507944444741872,0.7636152954808807,0.6464672036823934,0.6655466052934408,0.3088496583143508,0.8170310701956272,8.0,0.0305340015088133,0.5507944444741872,0.9601512571487648,0.0095977470154502,4.212524275212662,4.2221220222281115,0.0463499420625724,0.7531865585168018,0.9536500579374276,1.2165316882393022,0.6842610789142093,teacher_target_route_calibrated,
1003,143,Q3,2,1,True,0.7227250554790725,1,True,1,True,0.3321149165551473,0.2895480880648899,0.269102416570771,0.5887399309551208,0.2140774487471526,0.7548906789413119,3.0,0.0010050615005382,0.3321149165551473,0.7974211568605402,0.0575021545940546,3.3573479105541546,3.414850065148209,0.1367323290845886,0.6651216685979142,0.8632676709154113,1.1741285584181285,0.8485721275223054,teacher_target_route_calibrated,
1037,148,Q2,1,1,True,0.4033936534267981,1,True,1,True,0.6899355639153103,0.9727694090382388,0.9709493670886076,0.6183256616800921,0.2166742596810933,0.9234752589182968,9.0,1.350617328699465,0.6899355639153103,0.8053003646868163,0.0,12.005915526401823,12.005915526401823,0.0220162224797219,0.9351100811123986,0.977983777520278,1.28,0.5163438763863016,teacher_target_route_calibrated,
1042,148,S4,6,1,True,0.2170020446045439,1,True,1,True,0.7225089896951992,0.9767091541135572,0.955759493670886,0.7467318757192175,0.2146355353075171,0.9234752589182968,9.0,0.2583088817211145,0.7225089896951992,0.9974938621405658,0.0,65.21141514966003,65.21141514966003,0.0220162224797219,0.962920046349942,0.977983777520278,1.07,0.23219218772686198,teacher_target_route_calibrated,
1044,149,Q2,1,1,True,0.7313297859314394,1,True,1,True,0.6760644336983168,0.9597914252607184,0.9437859608745685,0.6049827387802073,0.2321184510250569,0.9234752589182968,10.0,0.1910741859388284,0.6760644336983168,0.7341328135155835,0.0,4.795162441186975,4.795162441186975,0.0220162224797219,0.7960602549246814,0.977983777520278,1.28,0.9361021259922424,teacher_target_route_calibrated,
1054,150,S2,4,1,True,0.2181246213020848,1,True,1,True,0.5957900854578646,0.8346465816917727,0.6036536248561565,0.676662830840046,0.5223006833712984,0.9234752589182968,6.0,0.0201723731878759,0.5957900854578646,0.997425887183088,0.0,64.80221647712919,64.80221647712919,0.0220162224797219,0.9617612977983776,0.977983777520278,1.2295795369539448,0.268201570858872,teacher_target_route_calibrated,
1061,151,S2,4,1,True,0.2176686131169116,1,True,1,True,0.6946733254195679,0.9600231749710314,0.9003452243958574,0.5122094361334868,0.5801936218678816,0.9234752589182968,8.0,0.1633055903109622,0.6946733254195679,0.9981439428441186,0.0,64.33615914655535,64.33615914655535,0.0220162224797219,0.9606025492468134,0.977983777520278,1.2295795369539448,0.2676408725256995,teacher_target_route_calibrated,
1065,152,Q2,1,1,True,0.4211447977253776,1,True,1,True,0.625431300264456,0.9438006952491308,0.7372036823935558,0.4499079401611047,0.7165148063781321,0.9234752589182968,2.0,0.3059152637884869,0.625431300264456,0.5076083726478272,0.1562847747274086,7.627931753146891,7.7842165278743,0.4241019698725377,0.8933951332560834,0.5758980301274623,1.2280772514591034,0.5171983456568818,teacher_target_route_calibrated,
1073,153,Q3,2,-1,True,-0.4384562966744657,-1,True,-1,True,0.5524407851937525,0.7702201622247973,0.5344936708860759,0.7928078250863061,0.4922323462414578,0.7111622554660529,4.0,0.0336214369256872,0.5524407851937525,0.6307637738641221,0.2533366424376289,1.7824610694534335,2.035797711891062,0.6106604866743917,0.4310544611819235,0.3893395133256083,1.0715426556810013,-0.4698246245386139,teacher_target_route_calibrated,
1107,158,Q2,1,-1,True,-0.7011555505880882,-1,True,-1,True,0.7393589499561498,0.97369640787949,0.9060759493670886,0.8133544303797469,0.3136446469248292,0.9234752589182968,8.0,0.159810287290272,0.7393589499561498,0.3439340829685295,0.0,4.989970839335109,4.989970839335109,0.0220162224797219,0.8030127462340672,0.977983777520278,1.28,-0.8974791047527529,teacher_target_route_calibrated,
1116,159,S1,3,1,True,0.7797533759561261,1,True,1,True,0.4476674998408868,0.567601390498262,0.6018354430379746,0.353463751438435,0.2845785876993166,0.9234752589182968,5.0,0.10431826442932,0.4476674998408868,0.8096578225790695,0.0,4.564725017230276,4.564725017230276,0.0220162224797219,0.7821552723059096,0.977983777520278,1.07,0.834336112273055,teacher_target_route_calibrated,
1130,161,S1,3,1,True,0.544805415180931,1,True,1,True,0.3129060903906388,0.2576825028968713,0.23409666283084,0.3930322209436133,0.4576082004555808,0.8411967779056386,3.0,0.0197415616251344,0.3129060903906388,0.6759591193035365,0.0575711041104104,0.566905798775259,0.6244769028856695,0.1378910776361529,0.2514484356894554,0.8621089223638471,1.07,0.5829417942435962,teacher_target_route_calibrated,
1139,162,S3,5,-1,True,-1.5690383879500804,-1,True,-1,True,0.4263896162051508,0.4970799536500579,0.3914326812428078,0.3849884925201381,0.6300455580865604,0.9234752589182968,4.0,0.0539964644381577,0.4263896162051508,0.8218944034947329,0.272657514908994,0.102622700544509,0.3752802154535031,0.6431054461181923,0.0799536500579374,0.3568945538818077,0.9610047976723689,-1.5078534185521468,teacher_target_route_calibrated,
1151,164,S1,3,1,True,0.430822284834591,1,True,1,True,0.5075545990936978,0.677172653534183,0.636668584579977,0.5427387802071347,0.2050911161731207,0.9234752589182968,5.0,0.0503736200819191,0.5075545990936978,0.9223507042282848,0.0,10.738353168334832,10.738353168334832,0.0220162224797219,0.9281575898030128,0.977983777520278,1.07,0.4609798447730124,teacher_target_route_calibrated,
1177,168,Q2,1,-1,True,-0.6684366948237217,-1,True,-1,True,0.7273165913296548,0.9805330243337196,0.903970080552359,0.6568584579976986,0.507369020501139,0.9234752589182968,7.0,0.2795517821163183,0.7273165913296548,0.427742815510214,0.0,5.666671976868792,5.666671976868792,0.0220162224797219,0.8377752027809965,0.977983777520278,1.28,-0.8555989693743637,teacher_target_route_calibrated,
1279,182,S3,5,1,True,1.8999999999999984,1,True,1,True,0.724041340791245,0.9555040556199303,0.8119965477560415,0.7647295742232452,0.5387243735763099,0.9234752589182968,6.0,0.1232745859819359,0.724041340791245,0.6511595117472858,0.0286372592613965,0.1446821686057736,0.1733194278671702,0.0614136732329084,0.1042873696407879,0.9385863267670916,1.07,2.032999999999998,teacher_target_route_calibrated,
1291,184,S1,3,1,True,1.0702386313985943,1,True,1,True,0.4311551829434408,0.482271147161066,0.4476121979286536,0.596812428078251,0.3616742596810933,0.6927502876869965,6.0,0.0204297179631423,0.4311551829434408,0.6767161751229748,0.1610709379917165,1.477041247384689,1.6381121853764051,0.4391657010428737,0.3916570104287369,0.5608342989571262,0.9999177808565138,1.070150637294995,teacher_target_route_calibrated,
1292,184,S2,4,1,True,1.3828394586194426,1,True,1,True,0.4969534731050111,0.6181691772885284,0.4911219792865362,0.6967779056386652,0.3634282460136674,0.7974683544303798,5.0,0.0110120847186353,0.4969534731050111,0.6555410766315695,0.0812150815438523,1.4257992429678177,1.5070143245116698,0.1993047508690614,0.3835457705677867,0.8006952491309386,1.1799826921102425,1.6317266271380402,teacher_target_route_calibrated,
