row,flat_idx,target,q1_shadow_pressure,sign,shadow_step,old_route_energy,new_route_energy,route_energy_delta,coef,public_delta_estimate,public_utility,h088_same_direction,stage_action_count,source_solver_score,solver_score
23,161,Q1,0.08052151284184052,1,0.42,0.6757097315233876,0.6678454026072492,-0.007864328916138419,0.0,0.0,-0.0,0.0,2,0.001512027964386988,0.0011362729568784122
130,910,Q1,0.035856862775553305,1,0.13,0.8621830014518469,0.8451589617663021,-0.01702403968554478,0.0,0.0,-0.0,0.0,2,0.0018603982918451876,0.0010745084936943363
23,161,Q1,0.08052151284184052,1,0.3,0.6757097315233876,0.6695991274082153,-0.006110604115172391,0.0,0.0,-0.0,0.0,2,0.001512027964386988,0.001062616515237839
234,1638,Q1,-0.0903072946081582,-1,-0.42,0.6991886903563556,0.6963584396908784,-0.002830250665477152,0.0,-0.0,0.0,0.0,2,0.003097440402053891,0.0010234921942326493
234,1638,Q1,-0.0903072946081582,-1,-0.3,0.6991886903563556,0.6965368066020444,-0.002651883754311135,0.0,-0.0,0.0,0.0,2,0.003097440402053891,0.0010160007839636765
234,1638,Q1,-0.0903072946081582,-1,-0.2,0.6991886903563556,0.6970644430335964,-0.0021242473227591763,0.0,-0.0,0.0,0.0,2,0.003097440402053891,0.0009938400538384944
23,161,Q1,0.08052151284184052,1,0.2,0.6757097315233876,0.6713725305572217,-0.004337200966165966,0.0,0.0,-0.0,0.0,2,0.001512027964386988,0.0009881335829795693
234,1638,Q1,-0.0903072946081582,-1,-0.13,0.6991886903563556,0.697643966539108,-0.001544723817247573,0.0,-0.0,0.0,0.0,2,0.003097440402053891,0.000969500066607007
234,1638,Q1,-0.0903072946081582,-1,-0.08,0.6991886903563556,0.6981655342080054,-0.001023156148350135,0.0,-0.0,0.0,0.0,2,0.003097440402053891,0.0009475942245133146
94,658,Q1,0.06917061477411726,1,0.42,0.6511274649925729,0.6451643764978414,-0.005963088494731483,0.0,0.0,-0.0,0.0,2,0.0008080048436473768,0.0009425598669417186
23,161,Q1,0.08052151284184052,1,0.13,0.6757097315233876,0.6727744273082242,-0.0029353042151634146,0.0,0.0,-0.0,0.0,2,0.001512027964386988,0.0009292539194374621
94,658,Q1,0.06917061477411726,1,0.3,0.6511274649925729,0.646164433220626,-0.004963031771946902,0.0,0.0,-0.0,0.0,2,0.0008080048436473768,0.0009005574845847662
23,161,Q1,0.08052151284184052,1,0.08,0.6757097315233876,0.6738535165704889,-0.0018562149528987826,0.0,0.0,-0.0,0.0,2,0.001512027964386988,0.0008839321704223476
94,658,Q1,0.06917061477411726,1,0.2,0.6511274649925729,0.6474300949732931,-0.003697370019279833,0.0,0.0,-0.0,0.0,2,0.0008080048436473768,0.0008473996909727493
130,910,Q1,0.035856862775553305,1,0.08,0.8621830014518469,0.8516334759011401,-0.010549525550706762,0.0,0.0,-0.0,0.0,2,0.0018603982918451876,0.0008025789000311398
94,658,Q1,0.06917061477411726,1,0.13,0.6511274649925729,0.6485485829358212,-0.002578882056751719,0.0,0.0,-0.0,0.0,2,0.0008080048436473768,0.0008004231965465685
94,658,Q1,0.06917061477411726,1,0.08,0.6511274649925729,0.6494637761352943,-0.0016636888572786335,0.0,0.0,-0.0,0.0,2,0.0008080048436473768,0.0007619850821686989
95,665,Q1,-0.06707681024495607,-1,-0.08,0.5994279333239781,0.5977814058244729,-0.0016465274995052237,0.0,-0.0,0.0,0.0026405691861541847,2,0.0012122654246195788,0.0005715319622272222
129,903,Q1,0.11033193590525013,1,0.08,0.8254013202074882,0.8149323831174746,-0.01046893709001362,0.0,0.0,-0.0,0.015376458625538603,2,0.001124469752759209,0.0005594835996749821
95,665,Q1,-0.06707681024495607,-1,-0.13,0.5994279333239781,0.596854187814888,-0.002573745509090175,0.0,-0.0,0.0,0.0026405691861541847,2,0.0012122654246195788,0.0005048523511836227
184,1288,Q1,0.40548461022351273,1,0.08,0.6486228246480952,0.6472469116374054,-0.0013759130106897333,0.0,0.0,-0.0,0.05702608322751482,2,0.003091997187846317,0.00046451112071707075
95,665,Q1,-0.06707681024495607,-1,-0.2,0.5994279333239781,0.5956927979298807,-0.003735135394097422,0.0,-0.0,0.0,0.0026405691861541847,2,0.0012122654246195788,0.0004057588519292927
17,119,Q1,0.44477765322393814,1,0.13,0.6095711854111435,0.6104879317105849,0.0009167462994413844,0.0,0.0,-0.0,0.03973057698352289,2,0.0015103441008396026,0.000285749022342189
137,959,Q1,0.0482963487419292,1,0.08,0.9461857241294158,0.9352221215890383,-0.010963602540377537,0.0,0.0,-0.0,0.010706595229312166,2,0.0012562795874613,0.0002588408392329006
95,665,Q1,-0.06707681024495607,-1,-0.3,0.5994279333239781,0.5943214952846203,-0.005106438039357841,0.0,-0.0,0.0,0.0026405691861541847,2,0.0012122654246195788,0.00025210802813789557
129,903,Q1,0.11033193590525013,1,0.13,0.8254013202074882,0.8085024181560796,-0.01689890205140865,0.0,0.0,-0.0,0.015376458625538603,2,0.001124469752759209,0.00021448378303202912
137,959,Q1,0.0482963487419292,1,0.13,0.9461857241294158,0.928401855180466,-0.017783868948949788,0.0,0.0,-0.0,0.010706595229312166,2,0.0012562795874613,0.00011702821922044868
95,665,Q1,-0.06707681024495607,-1,-0.42,0.5994279333239781,0.5931450612163953,-0.0062828721075828264,0.0,-0.0,0.0,0.0026405691861541847,2,0.0012122654246195788,4.802361713254333e-05
