source_file,row,subject_id,sleep_date,lifelog_date,mode,flat_indices,targets,n_cells,n_targets,route_benefit,route_min_benefit,route_h088_penalty,route_score,all_full_pred_delta,no_pre_h_pred_delta,no_bad_pred_delta,frontier_only_pred_delta,no_human_social_pred_delta,no_subject_pred_delta,no_row_order_pred_delta,no_base_prob_pred_delta,structural_only_pred_delta,human_social_only_pred_delta,robust_positive_variant_count,robust_mean_pred_delta,robust_min_pred_delta,robust_max_pred_delta
submission_h071_rowtarget_assignment_a52b6b57_uploadsafe.csv,8,id01,2024-08-10,2024-08-09,no_pre_safe,"57,60","Q2,S2",2,2,4.1560533464876225e-05,-4.0116801630352673e-07,0.0,2.2399129094314576,-5.563657943152337e-05,-2.4868704836048958e-05,-4.535380379951223e-05,-4.884338139952429e-06,-6.188561800002955e-05,-5.27709549374605e-05,-1.6087158882019585e-05,-4.803233234461907e-05,-6.188561800002955e-05,-4.420022627756702e-05,10,-4.156053346487623e-05,-6.188561800002955e-05,-4.884338139952429e-06
submission_h073_humanaction_bridge_7a2cbf07_uploadsafe.csv,78,id03,2024-10-06,2024-10-05,consensus_any,547,Q2,1,1,9.785388592041023e-05,-2.260479544194788e-05,0.0,2.2351623543043906,-8.133211171130668e-05,-7.439309739810169e-05,-7.462559103214076e-05,-7.585179563843784e-05,-0.00010578681014160818,2.260479544194788e-05,-0.00010843919723246534,-8.455106758347718e-05,-0.00010578681014160818,-0.0002903771737669044,9,-9.785388592041023e-05,-0.0002903771737669044,2.260479544194788e-05
submission_h149_bundle_listener_route_d8e1d789_uploadsafe.csv,16,id01,2024-09-04,2024-09-03,no_pre_safe,"112,114,116,117","Q1,Q3,S2,S3",4,4,6.729638053614457e-05,-2.7262017835495756e-05,0.8332857142857143,2.2290391138930667,-7.757466667226829e-05,-4.237318312526194e-05,-6.2310895321977865e-06,-1.4392082829818646e-05,-4.6259725327330836e-05,-0.0001006894716064879,-5.6274291992484326e-05,-0.00011593460429409865,-4.6259725327330836e-05,-0.00016697496465416651,10,-6.729638053614457e-05,-0.00016697496465416651,-6.2310895321977865e-06
submission_h075_antibad_transport_f6863945_uploadsafe.csv,175,id07,2024-08-26,2024-08-25,consensus_any,"1226,1230","Q2,S3",2,2,0.00012875083210191557,-3.8733298187880404e-05,0.8480000000000001,2.2183464447930383,-0.00017610894632640953,-0.00010382168729358517,-0.00014177940643134995,-6.824458204484722e-06,-0.00020767798638046163,-0.00024273623291257344,-4.8604825373138573e-05,-0.00017775686870945325,-0.00020767798638046163,2.5480076992762074e-05,9,-0.0001287508321019156,-0.00024273623291257344,2.5480076992762074e-05
submission_h074_antishortcut_inversion_816703df_uploadsafe.csv,92,id04,2024-09-26,2024-09-25,consensus_any,"645,647,648,649","Q2,S1,S2,S3",4,4,2.6202544436010988e-05,-1.2806741586357282e-06,0.3344285714285714,2.1980997587193314,-2.9094299818958624e-05,-2.859674421064891e-05,-2.5916637556470085e-05,-1.0108470846721327e-05,-3.015597151096047e-05,-3.209105381435743e-05,-1.9542567041115374e-05,-2.5128306513862252e-05,-3.015597151096047e-05,-3.1235421536054965e-05,10,-2.6202544436010995e-05,-3.209105381435743e-05,-1.0108470846721327e-05
submission_h075_antibad_transport_f6863945_uploadsafe.csv,193,id08,2024-09-07,2024-09-06,s_route,"1354,1355,1357","S1,S2,S4",3,3,6.734013049728318e-05,-9.513335761025154e-06,0.762095238095238,2.188103702136658,-0.0001050255675517236,-4.277063040642777e-05,-1.851191686478866e-05,-7.308962807176513e-07,-0.00011863434608898405,-8.978112604937451e-05,-2.5233582370937174e-05,-0.00013775276211363386,-0.00011863434608898405,-1.6326131157260514e-05,10,-6.734013049728319e-05,-0.00013775276211363386,-7.308962807176513e-07
submission_h071_rowtarget_assignment_a52b6b57_uploadsafe.csv,221,id09,2024-09-13,2024-09-12,no_pre_safe,"1548,1550,1551,1552","Q2,S1,S2,S3",4,4,3.6373891989652685e-05,-1.999930956469096e-06,0.5537142857142857,2.171582848550779,-4.88846373550101e-05,-5.062248753585564e-05,-3.02153809006881e-05,-7.370738032525643e-08,-4.8778643523499164e-05,-4.16364674079986e-05,-2.9650161434940945e-05,-5.4574678558194276e-05,-4.8778643523499164e-05,-1.0524112276515565e-05,10,-3.637389198965268e-05,-5.4574678558194276e-05,-7.370738032525643e-08
submission_h071_rowtarget_assignment_a52b6b57_uploadsafe.csv,185,id08,2024-08-07,2024-08-06,consensus_any,"1295,1296","Q1,Q2",2,2,9.571173539688275e-05,-8.980674174291275e-06,0.687142857142857,2.1160762175879406,-0.00012633389497834936,-7.968145351128142e-05,-0.00010673738112840708,-1.1583800892000777e-05,-0.00018498697606285724,-8.49499415665792e-05,-6.95325564664032e-05,-0.00011788450005246445,-0.00018498697606285724,9.5601267523723e-06,9,-9.571173539688276e-05,-0.00018498697606285724,9.5601267523723e-06
submission_h075_antibad_transport_f6863945_uploadsafe.csv,95,id04,2024-10-16,2024-10-15,consensus_any,"668,669,670,671","S1,S2,S3,S4",4,4,3.5179373301432826e-05,-5.833023582467453e-07,0.6992857142857143,2.1152644221743064,-4.2914310786666614e-05,-5.115841222417145e-05,-3.697883422457012e-05,-8.123589894672773e-06,-5.9320990730160144e-05,-2.7862109453488548e-05,-2.7516784785652708e-05,-3.8490143449948276e-05,-5.9320990730160144e-05,-1.0756673483745402e-07,10,-3.5179373301432826e-05,-5.9320990730160144e-05,-1.0756673483745402e-07
submission_h075_antibad_transport_f6863945_uploadsafe.csv,27,id02,2024-08-26,2024-08-25,q_route,190,Q2,1,1,7.761526225986679e-05,-3.3584233157997265e-05,0.0,2.1088227617232436,-0.00010731951946065058,-7.11426515855985e-05,-8.645251260890097e-05,-2.4561767742023643e-05,-0.00011631645012595629,-0.0001503559049275106,-5.222931412220468e-05,-8.504228505786351e-05,-0.00011631645012595629,3.3584233157997265e-05,9,-7.761526225986679e-05,-0.0001503559049275106,3.3584233157997265e-05
submission_h071_rowtarget_assignment_a52b6b57_uploadsafe.csv,71,id03,2024-09-17,2024-09-16,q_route,"497,498,499","Q1,Q2,Q3",3,3,4.225109283866793e-05,-5.530505194504449e-06,0.6062857142857142,2.107189814598115,-4.660053548819543e-05,-1.985401899596854e-05,-2.7385277742904457e-05,-5.841558017445895e-06,-2.6617419390253123e-05,-3.365671219091638e-05,-1.904348704879712e-05,-5.5401374814439685e-05,-2.6617419390253123e-05,-0.00016149312530750555,10,-4.225109283866793e-05,-0.00016149312530750555,-5.841558017445895e-06
submission_h071_rowtarget_assignment_a52b6b57_uploadsafe.csv,87,id04,2024-09-20,2024-09-19,s_route,"612,615","S1,S4",2,2,1.50167761404846e-05,-4.302065100093951e-07,0.0,2.0856135461078,-2.01192335756224e-05,-1.65481613964408e-05,-1.4887330395406033e-05,-1.333363219650528e-06,-2.533054319595522e-05,-1.1237456030082929e-05,-1.3436738526402993e-05,-2.1304208130691296e-05,-2.533054319595522e-05,-6.401837386385666e-07,10,-1.5016776140484601e-05,-2.533054319595522e-05,-6.401837386385666e-07
submission_h075_antibad_transport_f6863945_uploadsafe.csv,183,id08,2024-08-03,2024-08-02,s_route,"1284,1285,1286","S1,S2,S3",3,3,4.659424090185098e-05,-4.700784194382953e-06,0.7799999999999999,2.0688257253842606,-5.81413025333138e-05,-3.6455012021124035e-05,-5.029524327309267e-05,-1.3419091972756716e-06,-6.758180687435984e-05,-6.681440846032478e-05,-2.423874678271081e-05,-8.006056429267578e-05,-6.758180687435984e-05,-1.3431608709272592e-05,10,-4.659424090185098e-05,-8.006056429267578e-05,-1.3419091972756716e-06
submission_h075_antibad_transport_f6863945_uploadsafe.csv,89,id04,2024-09-23,2024-09-22,frontier_safe,"623,629","Q1,S4",2,2,3.369166701886778e-05,1.3380144801989644e-07,0.36342857142857143,2.06539179028601,-4.354552860085304e-05,-3.976334550369756e-05,-3.476966531111041e-05,-2.816640581372898e-06,-5.593199401056645e-05,-2.4149661170382643e-05,-3.223206808956001e-05,-4.718222029564894e-05,-5.593199401056645e-05,-5.935526149194364e-07,10,-3.3691667018867785e-05,-5.593199401056645e-05,-5.935526149194364e-07
submission_h149_bundle_listener_route_d8e1d789_uploadsafe.csv,23,id01,2024-09-12,2024-09-11,consensus_any,"163,164,166,167","Q3,S1,S3,S4",4,4,2.3047668755799407e-05,-5.191545271249776e-06,0.6925714285714286,2.0454001210248163,-2.637986527092705e-05,-2.718131410298685e-05,-4.344210402299797e-05,-9.93246109038257e-06,-3.0975369857882365e-05,-2.5561653572525708e-05,-5.800485342433022e-06,-2.7913843885676997e-05,-3.0975369857882365e-05,-2.3142205542991894e-06,10,-2.304766875579941e-05,-4.344210402299797e-05,-2.3142205542991894e-06
submission_h075_antibad_transport_f6863945_uploadsafe.csv,180,id07,2024-09-01,2024-08-31,s_route,"1265,1266","S3,S4",2,2,5.2537542416581874e-05,-2.705277230798498e-06,0.7791428571428571,2.031076292143809,-6.32894855200533e-05,-2.9437701536917438e-05,-1.0025110857273292e-05,-1.0464171894214662e-05,-4.5039226896583736e-05,-6.602785806728621e-05,-2.0578762371144074e-05,-8.128342307525671e-05,-4.5039226896583736e-05,-0.00015419045705050556,10,-5.253754241658187e-05,-0.00015419045705050556,-1.0025110857273292e-05
submission_h075_antibad_transport_f6863945_uploadsafe.csv,74,id03,2024-09-21,2024-09-20,consensus_any,"522,523,524","S2,S3,S4",3,3,3.7768994102606096e-05,-2.1063905956709045e-06,0.7994285714285715,2.014298774937885,-4.4392724539186166e-05,-5.434919301010927e-05,-4.3600986773659504e-05,-1.3169987838593467e-06,-5.405716750250545e-05,-5.1611229692736705e-05,-1.3066265663893526e-05,-4.990396713492989e-05,-5.405716750250545e-05,-1.1334240422675646e-05,10,-3.7768994102606096e-05,-5.434919301010927e-05,-1.3169987838593467e-06
submission_h073_humanaction_bridge_7a2cbf07_uploadsafe.csv,182,id08,2024-08-01,2024-07-31,frontier_safe,1278,S2,1,1,2.110078273965531e-05,1.2231840445935072e-06,0.0,2.002353874491844,-2.4048874096364883e-05,-1.5558386801898236e-05,-2.168406815361153e-05,-5.086206046258266e-06,-2.616306572497687e-05,-3.757222451874237e-05,-1.2231840445935072e-06,-5.0040948777831794e-05,-2.616306572497687e-05,-3.46780350729875e-06,10,-2.1100782739655306e-05,-5.0040948777831794e-05,-1.2231840445935072e-06
submission_h071_rowtarget_assignment_a52b6b57_uploadsafe.csv,2,id01,2024-08-02,2024-08-01,no_pre_safe,"14,16,19","Q1,Q3,S3",3,3,3.036942168356366e-05,-6.276377186207014e-06,0.7079999999999999,2.0002947264233324,-3.525538441506513e-05,-2.2390484312301256e-05,-1.4917958224018636e-05,-1.8077143046101795e-06,-2.7668345721398273e-05,-4.2166759759066115e-05,-2.5881788318280362e-05,-4.1975450254440256e-05,-2.7668345721398273e-05,-6.396198580505812e-05,10,-3.036942168356366e-05,-6.396198580505812e-05,-1.8077143046101795e-06
submission_h071_rowtarget_assignment_a52b6b57_uploadsafe.csv,237,id10,2024-08-20,2024-08-19,consensus_any,"1661,1663,1664","Q3,S2,S3",3,3,3.18985477927489e-05,-8.71159867297325e-06,0.7369523809523809,1.9953862708987782,-3.327404119180144e-05,-9.111021934811562e-06,-9.539890458755586e-06,-2.9925783773744307e-07,-5.118407128321288e-07,-3.9461969446200136e-05,-5.216227055824328e-06,-4.4846106191177105e-05,-5.118407128321288e-07,-0.00017621328238551714,10,-3.1898547792748904e-05,-0.00017621328238551714,-2.9925783773744307e-07
submission_h073_humanaction_bridge_7a2cbf07_uploadsafe.csv,162,id07,2024-07-24,2024-07-23,frontier_safe,"1137,1138","S1,S2",2,2,2.6362423495234174e-05,-1.0727091121753878e-06,0.46485714285714286,1.9866771791000057,-4.004960122740182e-05,-1.1399303079845951e-05,-2.1773894370830565e-05,-9.821153017866449e-06,-4.537152079337766e-05,-1.4936445732841554e-05,-3.209414754990965e-05,-4.254368511639522e-05,-4.537152079337766e-05,-2.6296327049522763e-07,10,-2.6362423495234177e-05,-4.537152079337766e-05,-2.6296327049522763e-07
submission_h071_rowtarget_assignment_a52b6b57_uploadsafe.csv,132,id06,2024-07-11,2024-07-10,consensus_any,"926,927,929","Q3,S1,S3",3,3,3.310850485313744e-05,-1.2609639527579928e-05,0.8270476190476191,1.968042461315227,-4.505480309059901e-05,-8.066288609951114e-06,-4.473420461982058e-05,-2.5060654450706773e-05,-5.931922365281379e-05,-4.4484643421217676e-05,-1.0097023771957586e-05,-3.294856919493625e-05,-5.931922365281379e-05,-2.000414066557818e-06,10,-3.310850485313744e-05,-5.931922365281379e-05,-2.000414066557818e-06
submission_h149_bundle_listener_route_d8e1d789_uploadsafe.csv,4,id01,2024-08-04,2024-08-03,frontier_safe,"28,34","Q1,S4",2,2,3.225224760753925e-05,-8.940918849209563e-06,0.6257142857142857,1.9574477040526255,-3.5074767896889504e-05,-3.1865450987340626e-05,-1.7380001019975635e-05,-5.126409037699855e-06,-2.215445055516744e-06,-4.6237820590154086e-05,-2.932748059319867e-05,-4.872794123596506e-05,-2.215445055516744e-06,-0.00010435171460313562,10,-3.225224760753925e-05,-0.00010435171460313562,-2.215445055516744e-06
submission_h071_rowtarget_assignment_a52b6b57_uploadsafe.csv,40,id02,2024-09-08,2024-09-07,consensus_any,"280,283,284,286","Q1,S1,S2,S4",4,4,1.4594004032723487e-05,-3.349653457798124e-06,0.8442857142857142,1.945378705640589,-1.5805699503624426e-05,-1.2375276520628788e-05,-2.9294174640079963e-05,-5.859438768961216e-06,-1.9137035405584938e-05,-1.3372588806075394e-05,-1.4893373026615517e-06,-1.4929170048820877e-05,-1.9137035405584938e-05,-1.4540283925212795e-05,10,-1.459400403272349e-05,-2.9294174640079963e-05,-1.4893373026615517e-06
submission_h075_antibad_transport_f6863945_uploadsafe.csv,99,id04,2024-10-20,2024-10-19,s_route,"696,697,698,699","S1,S2,S3,S4",4,4,4.2509687599136194e-05,-1.1865640764774594e-05,0.796,1.9318395785503018,-6.187143599517068e-05,-4.192501747006145e-05,-3.181065285674549e-05,-3.2348045147507287e-06,-7.972104443271761e-05,-2.843239694537069e-05,-4.851210663189582e-05,-5.391798348709277e-05,-7.972104443271761e-05,4.0496107751608515e-06,9,-4.25096875991362e-05,-7.972104443271761e-05,4.0496107751608515e-06
submission_h075_antibad_transport_f6863945_uploadsafe.csv,164,id07,2024-07-26,2024-07-25,no_pre_safe,1149,Q2,1,1,5.962828081900179e-05,2.849089783402252e-06,0.8548571428571429,1.9255246533000943,-6.615327329669334e-05,-1.0337786495291504e-05,-5.088934150461877e-05,-2.849089783402252e-06,-4.262537524093282e-05,-0.00010150929571451767,-7.568950054374331e-05,-6.11841627990897e-05,-4.262537524093282e-05,-0.0001424196075707957,10,-5.962828081900179e-05,-0.0001424196075707957,-2.849089783402252e-06
submission_h071_rowtarget_assignment_a52b6b57_uploadsafe.csv,104,id04,2024-10-28,2024-10-27,s_route,"731,734","S1,S4",2,2,1.8415739964981425e-05,-4.326589583343436e-07,0.0,1.9245370588420596,-2.6438096805358366e-05,-1.5702449754417377e-05,-1.525427689649017e-05,-1.4971702441212272e-06,-3.421439894429819e-05,-1.334020258422029e-05,-1.728018964347357e-05,-2.6629156698756254e-05,-3.421439894429819e-05,4.1294086561937427e-07,9,-1.841573996498143e-05,-3.421439894429819e-05,4.1294086561937427e-07
submission_h073_humanaction_bridge_7a2cbf07_uploadsafe.csv,154,id07,2024-07-16,2024-07-15,consensus_any,"1078,1081,1083,1084","Q1,S1,S3,S4",4,4,4.788050343971409e-05,-3.122652359203615e-05,0.8698571428571428,1.9172423460143344,-7.552550608624589e-05,-1.0368023739744575e-05,-7.8181347911399e-06,-2.973693797038414e-06,-6.094529952140908e-05,-6.981850788891897e-05,3.9662126963653835e-06,-6.43261260826404e-05,-6.094529952140908e-05,-0.0001300506556649601,9,-4.788050343971409e-05,-0.0001300506556649601,3.9662126963653835e-06
submission_h071_rowtarget_assignment_a52b6b57_uploadsafe.csv,31,id02,2024-08-30,2024-08-29,s_route,"220,222,223","S1,S3,S4",3,3,2.6882974879911224e-05,-1.106358870135859e-05,0.8737142857142858,1.9165983593104308,-2.3994515922086327e-05,-2.50139076946141e-05,-1.926278337411158e-05,-3.2713028042206927e-07,-6.52672049957909e-06,-2.9188536340078462e-05,-3.0127558506382518e-05,-1.4136447046512112e-05,-6.52672049957909e-06,-0.00011372542863574692,10,-2.6882974879911228e-05,-0.00011372542863574692,-3.2713028042206927e-07
submission_h073_humanaction_bridge_7a2cbf07_uploadsafe.csv,236,id10,2024-08-19,2024-08-18,consensus_any,"1654,1657,1658","Q3,S3,S4",3,3,2.2517364301422953e-05,-1.654418792770013e-06,0.8424761904761905,1.9127379273906047,-2.9235323889245126e-05,-1.9864237064919014e-05,-2.975300460929208e-05,-1.3000519027579044e-06,-2.7349794468808986e-05,-2.735037627909522e-05,-1.7540943408040342e-05,-2.059437896380191e-05,-2.7349794468808986e-05,-2.483573795945995e-05,10,-2.2517364301422953e-05,-2.975300460929208e-05,-1.3000519027579044e-06
submission_h071_rowtarget_assignment_a52b6b57_uploadsafe.csv,140,id06,2024-07-21,2024-07-20,consensus_any,"980,982,983","Q1,Q3,S1",3,3,4.8946743924337376e-05,-3.949151342587789e-06,0.7847619047619049,1.9003806223594686,-7.032781321182137e-05,-1.719642674206247e-06,-7.44983163081935e-05,-1.0926633270215895e-05,-8.74197719220158e-05,-7.291026539436323e-05,2.703516960388775e-06,-6.636679509780408e-05,-8.74197719220158e-05,-2.0581946403126604e-05,9,-4.894674392433738e-05,-8.74197719220158e-05,2.703516960388775e-06
submission_h150_robust_bundle_listener_5e12f9bd_uploadsafe.csv,156,id07,2024-07-18,2024-07-17,s_route,"1095,1096,1097","S1,S2,S3",3,3,1.7436896479753164e-05,-1.6447297218428459e-06,0.8270476190476191,1.888522601196477,-2.7512956542365322e-05,-8.707851988367633e-06,-8.851904983197786e-06,-1.2465561522558227e-05,-3.156612796125678e-05,-2.2311675610821266e-05,-2.05679821248033e-05,-1.0470650888056141e-05,-3.156612796125678e-05,-3.4812521484841105e-07,10,-1.7436896479753164e-05,-3.156612796125678e-05,-3.4812521484841105e-07
submission_h126_coeffeq_3fe3eee4_uploadsafe.csv,93,id04,2024-09-27,2024-09-26,no_pre_safe,654,S1,1,1,2.4964674629932447e-07,1.0614672523413466e-08,0.0,1.8814410313971959,-2.216099568341203e-07,-3.621933982256307e-07,-3.2862253192930484e-07,-1.0614672523413466e-08,-1.5664016560164564e-07,-2.9307445201597014e-07,-2.430577824047028e-07,-2.716479772384562e-07,-1.5664016560164564e-07,-4.5236636061835533e-07,10,-2.496467462993245e-07,-4.5236636061835533e-07,-1.0614672523413466e-08
submission_h071_rowtarget_assignment_a52b6b57_uploadsafe.csv,246,id10,2024-09-23,2024-09-22,no_pre_safe,"1722,1725,1727","Q1,S1,S3",3,3,2.2490035194416442e-05,-1.3080225728964876e-05,0.46971428571428575,1.8507129748792088,-3.257210358969284e-05,-3.289175532334834e-05,7.941200565124148e-06,-1.5595311741479094e-06,-3.659039606160054e-05,-6.0271334035812954e-06,-3.617620440099319e-05,-4.9014730564750414e-05,-3.659039606160054e-05,-1.4193019295734792e-06,9,-2.249003519441644e-05,-4.9014730564750414e-05,7.941200565124148e-06
submission_h075_antibad_transport_f6863945_uploadsafe.csv,68,id03,2024-08-28,2024-08-27,s_route,"479,480,482","S1,S2,S4",3,3,9.657817041709516e-06,-3.60769897526141e-06,0.8072380952380952,1.8489814873810917,-1.347330758325875e-05,-9.073121585470595e-06,-1.0982013228316516e-05,-5.108809289376241e-07,-1.686569751196848e-05,-4.915483732190811e-06,-1.0735201671365263e-05,-1.3052534446558103e-05,-1.686569751196848e-05,-1.0423221706054869e-07,10,-9.657817041709518e-06,-1.686569751196848e-05,-1.0423221706054869e-07
submission_h071_rowtarget_assignment_a52b6b57_uploadsafe.csv,169,id07,2024-08-17,2024-08-16,consensus_any,"1184,1188","Q2,S3",2,2,2.0870083510352654e-05,-9.244543557985939e-07,0.7897142857142857,1.841970580504443,-2.671249561456238e-05,-1.0819728850610041e-05,-2.4778518052559512e-05,-4.793697874742056e-07,-1.4980507434346135e-05,-2.9804850177174556e-05,-1.441350529366208e-05,-2.4623842422269724e-05,-1.4980507434346135e-05,-4.7107510036521726e-05,10,-2.087008351035265e-05,-4.7107510036521726e-05,-4.793697874742056e-07
submission_h071_rowtarget_assignment_a52b6b57_uploadsafe.csv,94,id04,2024-10-15,2024-10-14,s_route,"661,662","S1,S2",2,2,1.9573011861706557e-05,-3.0630381295069017e-06,0.7988571428571429,1.8299290432376283,-2.778387201008131e-05,-2.4809459965573143e-05,-1.369987676504594e-05,-1.9777670986785905e-06,-3.784223141659809e-05,-2.0614674188524723e-05,-1.945885534013192e-05,-1.0235559336679496e-05,-3.784223141659809e-05,-1.4655910791542592e-06,10,-1.9573011861706554e-05,-3.784223141659809e-05,-1.4655910791542592e-06
submission_h073_humanaction_bridge_7a2cbf07_uploadsafe.csv,177,id07,2024-08-28,2024-08-27,no_pre_safe,"1244,1245","S3,S4",2,2,1.1747920551735996e-05,-2.9102449777230118e-06,0.6825714285714286,1.8257527155028288,-1.893292991223456e-05,-6.150291993460015e-06,-2.5798879270092238e-06,-1.2544786242644077e-06,-2.1965794066773697e-05,-1.742439576921012e-05,-2.2612598842790017e-06,-2.4087497079559868e-05,-2.1965794066773697e-05,-8.568761937953535e-07,10,-1.1747920551735996e-05,-2.4087497079559868e-05,-8.568761937953535e-07
submission_h150_robust_bundle_listener_5e12f9bd_uploadsafe.csv,56,id02,2024-10-14,2024-10-13,consensus_any,"393,397","Q2,S3",2,2,9.390638495227887e-06,-5.21129863691127e-05,0.0,1.821413653053686,-1.6212272298104434e-05,-1.089506548692247e-05,-1.7634451734648326e-05,-1.2152434845731278e-05,-2.8166183611384846e-05,-1.8360093327170143e-05,-5.918327971905088e-06,-8.182032658923093e-06,-2.8166183611384846e-05,5.178066059389563e-05,9,-9.390638495227889e-06,-2.8166183611384846e-05,5.178066059389563e-05
