cell_key,row,subject_id,target,expert,expert_family,expert_pred,selection_score,true_gain,model_name,feature_view,row_episode_score,row_episode_route,row_episode_route_family,expert_matches_row_episode_route,family_matches_row_episode,law_name
38:S1,38,id01,S1,global_prior,prior,0.6840909090909091,-0.007103501930742824,-0.10089743295399956,episode_tree_depth2_leaf18,route_law_no_episode,0.013634908524481341,core_knn_blend,core_reset,0.0,0.0,route_law_no_episode__episode_tree_depth2_leaf18
38:S2,38,id01,S2,global_prior,prior,0.6545454545454545,-0.007103501930742824,-0.06101546580191353,episode_tree_depth2_leaf18,route_law_no_episode,0.013634908524481341,core_knn_blend,core_reset,0.0,0.0,route_law_no_episode__episode_tree_depth2_leaf18
38:S3,38,id01,S3,global_prior,prior,0.6613636363636364,-0.007103501930742824,-0.2588705798639014,episode_tree_depth2_leaf18,route_law_no_episode,0.013634908524481341,core_knn_blend,core_reset,0.0,0.0,route_law_no_episode__episode_tree_depth2_leaf18
38:S4,38,id01,S4,global_prior,prior,0.5613636363636364,-0.007103501930742824,-0.1610776200654609,episode_tree_depth2_leaf18,route_law_no_episode,0.013634908524481341,core_knn_blend,core_reset,0.0,0.0,route_law_no_episode__episode_tree_depth2_leaf18
39:Q1,39,id01,Q1,global_prior,prior,0.4909090909090909,-0.007103501930742824,0.3399070415994734,episode_tree_depth2_leaf18,route_law_no_episode,0.01097163276057414,core_knn_blend,core_reset,0.0,0.0,route_law_no_episode__episode_tree_depth2_leaf18
39:Q2,39,id01,Q2,global_prior,prior,0.5636363636363636,-0.007103501930742824,0.029916969294292883,episode_tree_depth2_leaf18,route_law_no_episode,0.01097163276057414,core_knn_blend,core_reset,0.0,0.0,route_law_no_episode__episode_tree_depth2_leaf18
39:Q3,39,id01,Q3,global_prior,prior,0.6,-0.007103501930742824,-0.024805003711591445,episode_tree_depth2_leaf18,route_law_no_episode,0.01097163276057414,core_knn_blend,core_reset,0.0,0.0,route_law_no_episode__episode_tree_depth2_leaf18
39:S1,39,id01,S1,global_prior,prior,0.6840909090909091,-0.007103501930742824,0.050268053480920116,episode_tree_depth2_leaf18,route_law_no_episode,0.01097163276057414,core_knn_blend,core_reset,0.0,0.0,route_law_no_episode__episode_tree_depth2_leaf18
39:S2,39,id01,S2,global_prior,prior,0.6545454545454545,-0.007103501930742824,0.013655278380958424,episode_tree_depth2_leaf18,route_law_no_episode,0.01097163276057414,core_knn_blend,core_reset,0.0,0.0,route_law_no_episode__episode_tree_depth2_leaf18
39:S3,39,id01,S3,global_prior,prior,0.6613636363636364,-0.007103501930742824,0.9545605472601366,episode_tree_depth2_leaf18,route_law_no_episode,0.01097163276057414,core_knn_blend,core_reset,0.0,0.0,route_law_no_episode__episode_tree_depth2_leaf18
39:S4,39,id01,S4,global_prior,prior,0.5613636363636364,-0.007103501930742824,0.14683779509493178,episode_tree_depth2_leaf18,route_law_no_episode,0.01097163276057414,core_knn_blend,core_reset,0.0,0.0,route_law_no_episode__episode_tree_depth2_leaf18
40:Q1,40,id01,Q1,global_prior,prior,0.4909090909090909,-0.007103501930742824,0.053874753400201314,episode_tree_depth2_leaf18,route_law_no_episode,0.014769893972496523,global_prior,prior_reset,1.0,1.0,route_law_no_episode__episode_tree_depth2_leaf18
40:Q2,40,id01,Q2,global_prior,prior,0.5636363636363636,-0.007103501930742824,-0.06620021393973463,episode_tree_depth2_leaf18,route_law_no_episode,0.014769893972496523,global_prior,prior_reset,1.0,1.0,route_law_no_episode__episode_tree_depth2_leaf18
40:Q3,40,id01,Q3,global_prior,prior,0.6,-0.007103501930742824,-0.045493095571053466,episode_tree_depth2_leaf18,route_law_no_episode,0.014769893972496523,global_prior,prior_reset,1.0,1.0,route_law_no_episode__episode_tree_depth2_leaf18
40:S1,40,id01,S1,global_prior,prior,0.6840909090909091,-0.007103501930742824,0.050268053480920116,episode_tree_depth2_leaf18,route_law_no_episode,0.014769893972496523,global_prior,prior_reset,1.0,1.0,route_law_no_episode__episode_tree_depth2_leaf18
40:S2,40,id01,S2,global_prior,prior,0.6545454545454545,-0.007103501930742824,0.11853216410931566,episode_tree_depth2_leaf18,route_law_no_episode,0.014769893972496523,global_prior,prior_reset,1.0,1.0,route_law_no_episode__episode_tree_depth2_leaf18
40:S3,40,id01,S3,global_prior,prior,0.6613636363636364,-0.007103501930742824,-0.18087414919646294,episode_tree_depth2_leaf18,route_law_no_episode,0.014769893972496523,global_prior,prior_reset,1.0,1.0,route_law_no_episode__episode_tree_depth2_leaf18
40:S4,40,id01,S4,global_prior,prior,0.5613636363636364,-0.007103501930742824,0.17372191166940454,episode_tree_depth2_leaf18,route_law_no_episode,0.014769893972496523,global_prior,prior_reset,1.0,1.0,route_law_no_episode__episode_tree_depth2_leaf18
78:Q1,78,id02,Q1,global_prior,prior,0.4920273348519362,-0.006872959291534433,-0.09224805572667705,episode_tree_depth2_leaf18,route_law_no_episode,0.02268705965487603,core_knn_blend,core_reset,0.0,0.0,route_law_no_episode__episode_tree_depth2_leaf18
78:Q2,78,id02,Q2,global_prior,prior,0.5580865603644647,-0.006872959291534433,0.06321398701123182,episode_tree_depth2_leaf18,route_law_no_episode,0.02268705965487603,core_knn_blend,core_reset,0.0,0.0,route_law_no_episode__episode_tree_depth2_leaf18
78:Q3,78,id02,Q3,global_prior,prior,0.5968109339407744,-0.006872959291534433,-0.1915044116580285,episode_tree_depth2_leaf18,route_law_no_episode,0.02268705965487603,core_knn_blend,core_reset,0.0,0.0,route_law_no_episode__episode_tree_depth2_leaf18
78:S1,78,id02,S1,global_prior,prior,0.6742596810933941,-0.006872959291534433,-0.14854548886615626,episode_tree_depth2_leaf18,route_law_no_episode,0.02268705965487603,core_knn_blend,core_reset,0.0,0.0,route_law_no_episode__episode_tree_depth2_leaf18
78:S2,78,id02,S2,global_prior,prior,0.642369020501139,-0.006872959291534433,-0.20211800947165534,episode_tree_depth2_leaf18,route_law_no_episode,0.02268705965487603,core_knn_blend,core_reset,0.0,0.0,route_law_no_episode__episode_tree_depth2_leaf18
78:S3,78,id02,S3,global_prior,prior,0.6605922551252847,-0.006872959291534433,-0.2112586394079986,episode_tree_depth2_leaf18,route_law_no_episode,0.02268705965487603,core_knn_blend,core_reset,0.0,0.0,route_law_no_episode__episode_tree_depth2_leaf18
78:S4,78,id02,S4,global_prior,prior,0.5558086560364465,-0.006872959291534433,0.2687871637972027,episode_tree_depth2_leaf18,route_law_no_episode,0.02268705965487603,core_knn_blend,core_reset,0.0,0.0,route_law_no_episode__episode_tree_depth2_leaf18
79:Q1,79,id02,Q1,global_prior,prior,0.4920273348519362,-0.006872959291534433,-0.06813130591804195,episode_tree_depth2_leaf18,route_law_no_episode,0.031183621432540685,core_knn_blend,core_reset,0.0,0.0,route_law_no_episode__episode_tree_depth2_leaf18
79:Q2,79,id02,Q2,global_prior,prior,0.5580865603644647,-0.006872959291534433,0.08806137611568177,episode_tree_depth2_leaf18,route_law_no_episode,0.031183621432540685,core_knn_blend,core_reset,0.0,0.0,route_law_no_episode__episode_tree_depth2_leaf18
79:Q3,79,id02,Q3,global_prior,prior,0.5968109339407744,-0.006872959291534433,-0.1552792074845457,episode_tree_depth2_leaf18,route_law_no_episode,0.031183621432540685,core_knn_blend,core_reset,0.0,0.0,route_law_no_episode__episode_tree_depth2_leaf18
79:S1,79,id02,S1,global_prior,prior,0.6742596810933941,-0.006872959291534433,-0.16484820226883,episode_tree_depth2_leaf18,route_law_no_episode,0.031183621432540685,core_knn_blend,core_reset,0.0,0.0,route_law_no_episode__episode_tree_depth2_leaf18
79:S2,79,id02,S2,global_prior,prior,0.642369020501139,-0.006872959291534433,-0.250009827099663,episode_tree_depth2_leaf18,route_law_no_episode,0.031183621432540685,core_knn_blend,core_reset,0.0,0.0,route_law_no_episode__episode_tree_depth2_leaf18
79:S3,79,id02,S3,global_prior,prior,0.6605922551252847,-0.006872959291534433,0.7627028878655182,episode_tree_depth2_leaf18,route_law_no_episode,0.031183621432540685,core_knn_blend,core_reset,0.0,0.0,route_law_no_episode__episode_tree_depth2_leaf18
79:S4,79,id02,S4,global_prior,prior,0.5558086560364465,-0.006872959291534433,-0.19185463755731103,episode_tree_depth2_leaf18,route_law_no_episode,0.031183621432540685,core_knn_blend,core_reset,0.0,0.0,route_law_no_episode__episode_tree_depth2_leaf18
80:Q1,80,id02,Q1,global_prior,prior,0.4920273348519362,-0.006872959291534433,-0.06813130591804195,episode_tree_depth2_leaf18,route_law_no_episode,0.029390032496600778,core_knn_blend,core_reset,0.0,0.0,route_law_no_episode__episode_tree_depth2_leaf18
80:Q2,80,id02,Q2,global_prior,prior,0.5580865603644647,-0.006872959291534433,-0.052528005775548725,episode_tree_depth2_leaf18,route_law_no_episode,0.029390032496600778,core_knn_blend,core_reset,0.0,0.0,route_law_no_episode__episode_tree_depth2_leaf18
80:Q3,80,id02,Q3,global_prior,prior,0.5968109339407744,-0.006872959291534433,-0.1915044116580285,episode_tree_depth2_leaf18,route_law_no_episode,0.029390032496600778,core_knn_blend,core_reset,0.0,0.0,route_law_no_episode__episode_tree_depth2_leaf18
80:S1,80,id02,S1,global_prior,prior,0.6742596810933941,-0.006872959291534433,-0.16484820226883,episode_tree_depth2_leaf18,route_law_no_episode,0.029390032496600778,core_knn_blend,core_reset,0.0,0.0,route_law_no_episode__episode_tree_depth2_leaf18
80:S2,80,id02,S2,global_prior,prior,0.642369020501139,-0.006872959291534433,-0.23429936314617417,episode_tree_depth2_leaf18,route_law_no_episode,0.029390032496600778,core_knn_blend,core_reset,0.0,0.0,route_law_no_episode__episode_tree_depth2_leaf18
80:S3,80,id02,S3,global_prior,prior,0.6605922551252847,-0.006872959291534433,0.48138247131938483,episode_tree_depth2_leaf18,route_law_no_episode,0.029390032496600778,core_knn_blend,core_reset,0.0,0.0,route_law_no_episode__episode_tree_depth2_leaf18
80:S4,80,id02,S4,global_prior,prior,0.5558086560364465,-0.006872959291534433,-0.1529182876386973,episode_tree_depth2_leaf18,route_law_no_episode,0.029390032496600778,core_knn_blend,core_reset,0.0,0.0,route_law_no_episode__episode_tree_depth2_leaf18
81:Q1,81,id02,Q1,global_prior,prior,0.4920273348519362,-0.006872959291534433,-0.043418534789933294,episode_tree_depth2_leaf18,route_law_no_episode,0.04646244301353727,subject_prior,prior_reset,0.0,1.0,route_law_no_episode__episode_tree_depth2_leaf18
81:Q2,81,id02,Q2,global_prior,prior,0.5580865603644647,-0.006872959291534433,0.015298045445046538,episode_tree_depth2_leaf18,route_law_no_episode,0.04646244301353727,subject_prior,prior_reset,0.0,1.0,route_law_no_episode__episode_tree_depth2_leaf18
81:Q3,81,id02,Q3,global_prior,prior,0.5968109339407744,-0.006872959291534433,-0.20913651009753004,episode_tree_depth2_leaf18,route_law_no_episode,0.04646244301353727,subject_prior,prior_reset,0.0,1.0,route_law_no_episode__episode_tree_depth2_leaf18
81:S1,81,id02,S1,global_prior,prior,0.6742596810933941,-0.006872959291534433,-0.14854548886615626,episode_tree_depth2_leaf18,route_law_no_episode,0.04646244301353727,subject_prior,prior_reset,0.0,1.0,route_law_no_episode__episode_tree_depth2_leaf18
81:S2,81,id02,S2,global_prior,prior,0.642369020501139,-0.006872959291534433,-0.21833813566364715,episode_tree_depth2_leaf18,route_law_no_episode,0.04646244301353727,subject_prior,prior_reset,0.0,1.0,route_law_no_episode__episode_tree_depth2_leaf18
81:S3,81,id02,S3,global_prior,prior,0.6605922551252847,-0.006872959291534433,-0.2112586394079986,episode_tree_depth2_leaf18,route_law_no_episode,0.04646244301353727,subject_prior,prior_reset,0.0,1.0,route_law_no_episode__episode_tree_depth2_leaf18
81:S4,81,id02,S4,global_prior,prior,0.5558086560364465,-0.006872959291534433,-0.13286643410521737,episode_tree_depth2_leaf18,route_law_no_episode,0.04646244301353727,subject_prior,prior_reset,0.0,1.0,route_law_no_episode__episode_tree_depth2_leaf18
82:Q1,82,id02,Q1,global_prior,prior,0.4920273348519362,-0.006872959291534433,-0.09224805572667705,episode_tree_depth2_leaf18,route_law_no_episode,0.047350203142738814,core_knn_blend,core_reset,0.0,0.0,route_law_no_episode__episode_tree_depth2_leaf18
82:Q2,82,id02,Q2,global_prior,prior,0.5580865603644647,-0.006872959291534433,-0.0304265586182757,episode_tree_depth2_leaf18,route_law_no_episode,0.047350203142738814,core_knn_blend,core_reset,0.0,0.0,route_law_no_episode__episode_tree_depth2_leaf18
82:Q3,82,id02,Q3,global_prior,prior,0.5968109339407744,-0.006872959291534433,-0.173555833780287,episode_tree_depth2_leaf18,route_law_no_episode,0.047350203142738814,core_knn_blend,core_reset,0.0,0.0,route_law_no_episode__episode_tree_depth2_leaf18
82:S1,82,id02,S1,global_prior,prior,0.6742596810933941,-0.006872959291534433,-0.11512038696806937,episode_tree_depth2_leaf18,route_law_no_episode,0.047350203142738814,core_knn_blend,core_reset,0.0,0.0,route_law_no_episode__episode_tree_depth2_leaf18
82:S2,82,id02,S2,global_prior,prior,0.642369020501139,-0.006872959291534433,-0.23429936314617417,episode_tree_depth2_leaf18,route_law_no_episode,0.047350203142738814,core_knn_blend,core_reset,0.0,0.0,route_law_no_episode__episode_tree_depth2_leaf18
82:S3,82,id02,S3,global_prior,prior,0.6605922551252847,-0.006872959291534433,-0.30159246168513143,episode_tree_depth2_leaf18,route_law_no_episode,0.047350203142738814,core_knn_blend,core_reset,0.0,0.0,route_law_no_episode__episode_tree_depth2_leaf18
82:S4,82,id02,S4,global_prior,prior,0.5558086560364465,-0.006872959291534433,-0.2654546170086488,episode_tree_depth2_leaf18,route_law_no_episode,0.047350203142738814,core_knn_blend,core_reset,0.0,0.0,route_law_no_episode__episode_tree_depth2_leaf18
83:Q1,83,id02,Q1,global_prior,prior,0.4920273348519362,-0.006872959291534433,0.15574751826944588,episode_tree_depth2_leaf18,route_law_no_episode,0.0529508090514914,subject_prior,prior_reset,0.0,1.0,route_law_no_episode__episode_tree_depth2_leaf18
83:Q2,83,id02,Q2,global_prior,prior,0.5580865603644647,-0.006872959291534433,-0.0304265586182757,episode_tree_depth2_leaf18,route_law_no_episode,0.0529508090514914,subject_prior,prior_reset,0.0,1.0,route_law_no_episode__episode_tree_depth2_leaf18
83:Q3,83,id02,Q3,global_prior,prior,0.5968109339407744,-0.006872959291534433,-0.20913651009753004,episode_tree_depth2_leaf18,route_law_no_episode,0.0529508090514914,subject_prior,prior_reset,0.0,1.0,route_law_no_episode__episode_tree_depth2_leaf18
