pg_true_calendar_rhythm_prototype,pg_true_calendar_rhythm_confidence,pg_true_calendar_rhythm_entropy,pg_true_calendar_rhythm_p0,pg_true_calendar_rhythm_p1,pg_true_calendar_rhythm_p2,pg_true_phone_behavior_prototype,pg_true_phone_behavior_confidence,pg_true_phone_behavior_entropy,pg_true_phone_behavior_p0,pg_true_phone_behavior_p1,pg_true_phone_behavior_p2,pg_true_body_activity_sleep_prototype,pg_true_body_activity_sleep_confidence,pg_true_body_activity_sleep_entropy,pg_true_body_activity_sleep_p0,pg_true_body_activity_sleep_p1,pg_true_body_activity_sleep_p2,pg_true_app_social_context_prototype,pg_true_app_social_context_confidence,pg_true_app_social_context_entropy,pg_true_app_social_context_p0,pg_true_app_social_context_p1,pg_true_app_social_context_p2,pg_true_mobility_environment_prototype,pg_true_mobility_environment_confidence,pg_true_mobility_environment_entropy,pg_true_mobility_environment_p0,pg_true_mobility_environment_p1,pg_true_mobility_environment_p2
0,0.7076509091710358,0.6064100061412498,0.7076509091710358,0.276374308933125,0.015974781895839254,2,0.6977744815669423,0.7069601779435816,0.07030615310115303,0.23191936533190463,0.6977744815669423,1,0.40726488880231415,0.9794052957822926,0.2401894772873066,0.40726488880231415,0.3525456339103793,1,0.45850898209111945,0.8933106281839813,0.12428544698452819,0.45850898209111945,0.4172055709243523,2,0.48468389733533757,0.9520153196544392,0.22570785188737,0.28960825077729235,0.48468389733533757
0,0.7606112625322917,0.549819924071697,0.7606112625322917,0.2252677039234654,0.014121033544242868,2,0.673959165853057,0.7551528483693528,0.0967760804357103,0.22926475371123273,0.673959165853057,0,0.37979921465728855,0.9901599840983909,0.37979921465728855,0.3533590009631081,0.26684178437960326,2,0.637230664742964,0.7699532889131009,0.0796034239983174,0.28316591125871865,0.637230664742964,2,0.5778573729464415,0.8816364714682065,0.1786349099779699,0.24350771707558858,0.5778573729464415
1,0.7834117027766591,0.5328975377962032,0.19821827342346146,0.7834117027766591,0.018370023799879443,2,0.7359876152481685,0.6745340784137218,0.08233283363228304,0.1816795511195485,0.7359876152481685,1,0.573088789236201,0.8767110401196554,0.2700234656592366,0.573088789236201,0.1568877451045626,1,0.5779712620609668,0.8822585339842046,0.18127137595150608,0.5779712620609668,0.24075736198752704,2,0.4396945190633688,0.9673101117271625,0.2235107952098305,0.3367946857268006,0.4396945190633688
1,0.7741259631960363,0.5391995828057619,0.20973742469972734,0.7741259631960363,0.016136612104236184,2,0.6613237192130323,0.7472296121488318,0.07635767930966862,0.2623186014772991,0.6613237192130323,1,0.5185679841346761,0.9305333821371305,0.2711782970251987,0.5185679841346761,0.21025371884012514,1,0.5346969451241717,0.8579330032584398,0.10774343658163743,0.5346969451241717,0.3575596182941909,2,0.550684339724049,0.9053928294700111,0.19199145555527256,0.25732420472067846,0.550684339724049
1,0.7461299064067068,0.5682724867791656,0.2385855922023835,0.7461299064067068,0.015284501390909635,2,0.6001607318132304,0.7928865968915186,0.07857081923089172,0.3212684489558779,0.6001607318132304,1,0.44810953195741565,0.887560325954821,0.43318000066309326,0.44810953195741565,0.1187104673794912,1,0.5829220956273427,0.8809923367537843,0.21933011333409302,0.5829220956273427,0.1977477910385643,1,0.6046105448682038,0.8457733509450526,0.141863414168451,0.6046105448682038,0.25352604096334536
1,0.625475484996751,0.6637543854305117,0.35794649968987263,0.625475484996751,0.016578015313376434,2,0.4502457828162269,0.9071147561994531,0.13674280273592,0.41301141444785316,0.4502457828162269,1,0.43938773576397966,0.9717485428996663,0.32385496460368945,0.43938773576397966,0.236757299632331,0,0.4223189749387038,0.9796213297080706,0.4223189749387038,0.32762428142954864,0.25005674363174757,1,0.4459140481039001,0.9475943988328369,0.18625342830976377,0.4459140481039001,0.367832523586336
0,0.687545753564194,0.6274498510967638,0.687545753564194,0.29465811874607806,0.017796127689727884,2,0.5975352834542079,0.858241711713763,0.15635963846315945,0.24610507808263257,0.5975352834542079,2,0.5841274559071586,0.8799303813124966,0.19791326180966073,0.2179592822831806,0.5841274559071586,2,0.6129479035494125,0.8400656729558283,0.14405303634403188,0.24299906010655553,0.6129479035494125,2,0.6184915671371053,0.8444525545386227,0.1737752616201986,0.20773317124269616,0.6184915671371053
0,0.7062994661851664,0.6159555377708962,0.7062994661851664,0.2743743377776045,0.019326196037229196,2,0.5564474663724859,0.8777355468481552,0.14125095257643816,0.30230158105107596,0.5564474663724859,1,0.3577882527081703,0.9986331827127999,0.3285282699312245,0.3577882527081703,0.3136834773606051,2,0.522624895752809,0.8436823268914301,0.09254188667897316,0.38483321756821787,0.522624895752809,2,0.49877042090482687,0.9355034715049997,0.1941876742323374,0.3070419048628356,0.49877042090482687
1,0.7207420603388938,0.6201582773029065,0.25210925607689805,0.7207420603388938,0.027148683584208154,2,0.4889165384577393,0.8833784483627238,0.11919499702641675,0.3918884645158438,0.4889165384577393,1,0.5790099848020913,0.8477752816199212,0.301897236132961,0.5790099848020913,0.11909277906494782,1,0.46382776377430907,0.9666183666610703,0.2760310682100263,0.46382776377430907,0.2601411680156646,2,0.4614811305050619,0.9526437751779446,0.20222913490491645,0.3362897345900217,0.4614811305050619
1,0.68345508053183,0.6545653484351072,0.28843971203906793,0.68345508053183,0.02810520742910211,2,0.46394755279311334,0.8566299057732718,0.09509104620376922,0.4409614010031174,0.46394755279311334,0,0.6187335437399446,0.8419202272978172,0.6187335437399446,0.21823512410359683,0.1630313321564586,0,0.477832881815847,0.9573699652668105,0.477832881815847,0.28569959934862993,0.236467518835523,1,0.42485402624637625,0.9319500643303797,0.1621119380122532,0.42485402624637625,0.4130340357413705
1,0.671313512130184,0.6547141106891278,0.30463862123230767,0.671313512130184,0.02404786663750829,2,0.6254193563357666,0.7930755538702057,0.09300522971171642,0.28157541395251695,0.6254193563357666,1,0.516607549028695,0.8746739916003131,0.3656773451454104,0.516607549028695,0.11771510582589459,1,0.6444719181896231,0.7980934611712338,0.11807093206139276,0.6444719181896231,0.23745714974898405,1,0.5602961471336967,0.8997700615566692,0.19818274836573407,0.5602961471336967,0.24152110450056918
1,0.6137242290007141,0.6751434660974326,0.367641569177147,0.6137242290007141,0.018634201822138916,2,0.5096636261819457,0.9029924455432641,0.14657049649843457,0.34376587731961966,0.5096636261819457,0,0.45590403077441594,0.9690796747638256,0.45590403077441594,0.29384916851799137,0.25024680070759264,1,0.6477642019061159,0.8022562512904203,0.1311640214674764,0.6477642019061159,0.22107177662640762,1,0.4967155496559515,0.9084953482323991,0.14810493004897396,0.4967155496559515,0.3551795202950746
0,0.7356378791304765,0.5805414351619784,0.7356378791304765,0.2484210694910677,0.01594105137845588,2,0.5756407335700703,0.8612554630932217,0.13384287798372768,0.2905163884462021,0.5756407335700703,1,0.5738009082943566,0.8863563160842718,0.24177678621113247,0.5738009082943566,0.1844223054945109,2,0.6530288085709117,0.7801994204895949,0.10365955877502163,0.24331163265406677,0.6530288085709117,2,0.660479148287777,0.7912766287714832,0.13602505951833413,0.20349579219388877,0.660479148287777
1,0.7793220964557677,0.5400435340713136,0.20134497695641027,0.7793220964557677,0.019332926587821982,2,0.6379016072412899,0.7947718280990829,0.10556024421497115,0.256538148543739,0.6379016072412899,1,0.5465153821450294,0.9036315401509332,0.2751264531068719,0.5465153821450294,0.17835816474809882,0,0.5230104554346064,0.9228744710812468,0.5230104554346064,0.28424425589880026,0.19274528866659335,2,0.4250034114097177,0.9676886408841502,0.21733314497827244,0.35766344361200975,0.4250034114097177
1,0.7575739340661495,0.5632536428120677,0.2241011606337057,0.7575739340661495,0.018324905300144783,2,0.6597135792017069,0.7722822954639845,0.101317430299441,0.23896899049885204,0.6597135792017069,0,0.6615254508302993,0.7922050475569186,0.6615254508302993,0.19617169881305246,0.14230285035664816,0,0.43261115338309836,0.9741859345897409,0.43261115338309836,0.2390077488337346,0.328381097783167,1,0.48006561737099457,0.8978794302348908,0.13153473115909617,0.48006561737099457,0.38839965146990935
1,0.6023569950927992,0.6876725802371769,0.3762104519627757,0.6023569950927992,0.021432552944425046,2,0.6361175749382545,0.8042962263413058,0.11628814745726349,0.24759427760448208,0.6361175749382545,1,0.5936379822703649,0.8465182364462136,0.2766539353989856,0.5936379822703649,0.12970808233064943,1,0.738369212612602,0.668818101799729,0.07872008109695207,0.738369212612602,0.182910706290446,1,0.43207390632030873,0.9479403446758031,0.1837652611394493,0.43207390632030873,0.3841608325402421
0,0.6421454595752781,0.6711285428712379,0.6421454595752781,0.3349421314962531,0.02291240892846871,2,0.5763996308556287,0.8871215134822343,0.22147755547461323,0.20212281366975798,0.5763996308556287,1,0.5387545648841151,0.9024748011597956,0.1659500877370059,0.5387545648841151,0.29529534737887897,2,0.5680246308416265,0.8797969496274172,0.15626599159139865,0.2757093775669749,0.5680246308416265,2,0.5385101552367343,0.9167944674342722,0.20509629164115728,0.2563935531221085,0.5385101552367343
0,0.6595176847809278,0.6658402270615291,0.6595176847809278,0.3151661753444898,0.025316139874582273,2,0.660003040889266,0.7750081206879111,0.1052837401532469,0.23471321895748717,0.660003040889266,1,0.42997774480669293,0.9801031087731983,0.2632400742901747,0.42997774480669293,0.30678218090313236,1,0.7093766199177645,0.709289262455858,0.08601254824151973,0.7093766199177645,0.20461083184071582,2,0.5336868461024976,0.9046276215038446,0.1649220698646117,0.30139108403289067,0.5336868461024976
0,0.6531735483230297,0.6622431268202342,0.6531735483230297,0.32477803050971943,0.022048421167250913,2,0.4702429081736334,0.9567850618563549,0.2205932912213537,0.30916380060501286,0.4702429081736334,2,0.6123979746607014,0.8475688198039667,0.16219037727032798,0.22541164806897063,0.6123979746607014,2,0.46194890573027847,0.9454463033158358,0.3496185160125452,0.1884325782571763,0.46194890573027847,0,0.6855690469291724,0.7603667234507052,0.6855690469291724,0.1287053001359224,0.1857256529349052
0,0.702726614953194,0.6196615775649466,0.702726614953194,0.27767431590812003,0.019599069138685973,2,0.5695882488014479,0.8490918122220121,0.11456890525727047,0.3158428459412817,0.5695882488014479,0,0.3968528168309684,0.9909159268884792,0.3968528168309684,0.320209060801797,0.28293812236723453,1,0.52423549345965,0.8432969000496198,0.09259492722401227,0.52423549345965,0.38316957931633766,2,0.39562456606846985,0.9755251520379452,0.37636366531416116,0.22801176861736894,0.39562456606846985
1,0.7534963256480309,0.5767465540476585,0.2240657526263806,0.7534963256480309,0.022437921725588263,1,0.6056585404046799,0.8404211684741549,0.13386487203862163,0.6056585404046799,0.26047658755669845,0,0.6226168199566295,0.8346816066108722,0.6226168199566295,0.22583398695270102,0.15154919309066944,0,0.4914312836473012,0.9514801849101368,0.4914312836473012,0.2615122390230684,0.24705647732963026,0,0.5580485882126692,0.8998284926475759,0.5580485882126692,0.2512742162877539,0.19067719549957685
1,0.7473117556330688,0.5765415881669871,0.2334113488107668,0.7473117556330688,0.019276895556164166,2,0.6243902336633599,0.8124149947176503,0.11412482743610929,0.26148493890053087,0.6243902336633599,1,0.4128017076916688,0.9710205207543552,0.3661238872212155,0.4128017076916688,0.22107440508711565,0,0.5816845745556685,0.8796894985006106,0.5816845745556685,0.2352316951342158,0.18308373031011566,0,0.6159401534666306,0.848225882646182,0.6159401534666306,0.18377107792493647,0.20028876860843287
1,0.7280870110249305,0.5913900172167492,0.2545531314501944,0.7280870110249305,0.017359857524875073,2,0.6899018526387922,0.7252335004760252,0.08049885144635324,0.2295992959148545,0.6899018526387922,0,0.4145336948743519,0.9462188052481609,0.4145336948743519,0.4057079064115724,0.1797583987140757,1,0.7000120796174604,0.7349113277185504,0.10889388820896552,0.7000120796174604,0.19109403217357412,0,0.49150225349481436,0.9427603675424907,0.49150225349481436,0.30384858545051285,0.20464916105467276
1,0.6292771904545429,0.6633042972142474,0.3535998428379055,0.6292771904545429,0.017122966707551535,2,0.5425220033816367,0.8702701013634357,0.12325279542008925,0.33422520119827404,0.5425220033816367,2,0.48772710781885065,0.9334164536278287,0.18084271354858253,0.3314301786325668,0.48772710781885065,2,0.5141295637524028,0.8916933697254966,0.13475981517746438,0.35111062107013286,0.5141295637524028,0,0.38827374287742056,0.9919442613658267,0.38827374287742056,0.3319276606045233,0.27979859651805616
0,0.6859766988583497,0.6275813210027352,0.6859766988583497,0.29664459677693317,0.017378704364717223,2,0.7282228086375436,0.6893770668185126,0.08966438731842388,0.18211280404403238,0.7282228086375436,2,0.5572672866867261,0.8996943363776017,0.18803670075955317,0.25469601255372076,0.5572672866867261,1,0.447344418020744,0.8758092883191276,0.10912036236054509,0.447344418020744,0.44353521961871106,0,0.5006645866583871,0.9060629146568313,0.5006645866583871,0.14660034819883178,0.35273506514278125
0,0.7063305304884973,0.6145821594406456,0.7063305304884973,0.2748976988870695,0.018771770624433366,2,0.5256005731181072,0.8960723186393423,0.14569954902005744,0.32869987786183535,0.5256005731181072,1,0.4839376885264383,0.9423682973742888,0.3200243151118373,0.4839376885264383,0.1960379963617245,2,0.6472790478166258,0.8028749180931148,0.13146806638418768,0.22125288579918656,0.6472790478166258,0,0.6765650941868994,0.7669712601965686,0.6765650941868994,0.11975226149223817,0.20368264432086253
1,0.7424171620459258,0.5929342685723092,0.23310279257432812,0.7424171620459258,0.02448004537974629,2,0.5234377786622986,0.8134803835505793,0.0716021466546669,0.40496007468303463,0.5234377786622986,0,0.5278816898645908,0.911313488085309,0.5278816898645908,0.3002175636169876,0.17190074651842158,1,0.40339923732161687,0.9899822167204604,0.2889778477270642,0.40339923732161687,0.3076229149513188,0,0.6174347643752897,0.8458189832576709,0.6174347643752897,0.2067548395164044,0.17581039610830584
1,0.7032585308031314,0.6330953234124772,0.27103167757838637,0.7032585308031314,0.025709791618482233,2,0.7024281165678288,0.7278537941535007,0.10129836464259125,0.19627351878958002,0.7024281165678288,0,0.42866879255583124,0.97757945050821,0.42866879255583124,0.32329776862861764,0.2480334388155512,0,0.649224413912889,0.8060628290703482,0.649224413912889,0.14437146265057413,0.20640412343653694,0,0.6044250340401599,0.8541541240633578,0.6044250340401599,0.1607305688120406,0.23484439714779956
1,0.6577837640704034,0.6719862907169548,0.314692005512129,0.6577837640704034,0.027524230417467734,2,0.45532521057792297,0.9066332475039198,0.1367147775955416,0.40796001182653546,0.45532521057792297,0,0.4361698670841613,0.9584539394424368,0.4361698670841613,0.3615844758138156,0.20224565710202314,1,0.5835143312352646,0.8413693646910465,0.11478416423452933,0.5835143312352646,0.301701504530206,1,0.47169948039915377,0.9624195346708753,0.27453760461958493,0.47169948039915377,0.2537629149812613
1,0.6104275175381766,0.7040875489612567,0.3598805417423747,0.6104275175381766,0.029691940719448588,1,0.708546458969239,0.7114697363963632,0.08760486918382555,0.708546458969239,0.20384867184693548,0,0.6494308762979297,0.8099410415154789,0.6494308762979297,0.18840528380234886,0.16216383989972147,1,0.6454667894272937,0.8060007630387213,0.13440064670232627,0.6454667894272937,0.22013256387038013,0,0.4234919384363705,0.9721988599763333,0.4234919384363705,0.34907352589183843,0.22743453567179098
2,0.9398174096244752,0.24487668372574958,0.032287896386862844,0.027894693988661883,0.9398174096244752,2,0.6296207040043729,0.8320192385866777,0.16685575011965265,0.20352354587597452,0.6296207040043729,2,0.5891196379417308,0.8754866642307795,0.21112853971735315,0.1997518223409161,0.5891196379417308,2,0.5382733653561432,0.9021979232253823,0.16493257465733732,0.29679405998651937,0.5382733653561432,0,0.5345775208131723,0.8958387976826481,0.5345775208131723,0.15117870793986934,0.31424377124695835
1,0.6759521116117623,0.6501924856946777,0.30049354375295406,0.6759521116117623,0.02355434463528365,0,0.8304956419514458,0.5211666659262639,0.8304956419514458,0.08636786356023031,0.08313649448832383,2,0.6081265855880102,0.8484693080932799,0.237919960572354,0.1539534538396358,0.6081265855880102,1,0.4685331328619893,0.8395366249507507,0.08353047311163805,0.4685331328619893,0.44793639402637275,0,0.7261031917028187,0.7071530149661321,0.7261031917028187,0.13407969600415678,0.13981711229302465
1,0.6564876114190554,0.6555808431982836,0.32329082255255537,0.6564876114190554,0.02022156602838932,2,0.6366815722896153,0.7850634683968342,0.09348895767724434,0.2698294700331403,0.6366815722896153,2,0.5569824026049283,0.9036098372891461,0.23637587261517312,0.20664172477989862,0.5569824026049283,1,0.6313811097345969,0.7845703201687713,0.08897648273300515,0.6313811097345969,0.2796424075323978,1,0.5432678300185626,0.915409989358779,0.2366454941592588,0.5432678300185626,0.22008667582217856
0,0.7022227578199863,0.6111802578698721,0.7022227578199863,0.2817288941950219,0.016048347984991742,2,0.5254293872916275,0.9116728694850809,0.1702032471972271,0.30436736551114535,0.5254293872916275,0,0.5607516354873129,0.8922066107566784,0.5607516354873129,0.1728878659632446,0.2663604985494426,2,0.7534155690544045,0.6438593105210352,0.07186712532119403,0.17471730562440138,0.7534155690544045,2,0.4592335918440018,0.9643117043641813,0.3079832023091797,0.23278320584681858,0.4592335918440018
0,0.7466504797457382,0.566963401203716,0.7466504797457382,0.23837117019430423,0.0149783500599576,2,0.493693402360267,0.8140951495715198,0.06884791151041633,0.43745868612931654,0.493693402360267,0,0.6080387263377115,0.8555251674809718,0.6080387263377115,0.21261566784994232,0.17934560581234626,2,0.7275583428563109,0.6763480784615978,0.07204068095724975,0.20040097618643937,0.7275583428563109,2,0.47329987483341457,0.9512969877920006,0.3186400016112859,0.2080601235552996,0.47329987483341457
1,0.7884617218641672,0.526593411270251,0.19312763462543492,0.7884617218641672,0.018410643510398002,2,0.5109528286411665,0.8535693391217493,0.09789180227864144,0.39115536908019205,0.5109528286411665,1,0.45761565019596956,0.9460378032686151,0.35475710173929353,0.45761565019596956,0.18762724806473688,2,0.5991997821880525,0.824484827332881,0.10690402616038139,0.2938961916515661,0.5991997821880525,1,0.5651931780307689,0.8918220258825428,0.18065650281121692,0.5651931780307689,0.25415031915801417
1,0.7658376087764092,0.5523236901802165,0.2165383594430922,0.7658376087764092,0.01762403178049877,2,0.5964068978054419,0.8171386455267983,0.09761595895277593,0.3059771432417822,0.5964068978054419,2,0.4796679083282928,0.9413542133879031,0.32968463156511857,0.19064746010658856,0.4796679083282928,1,0.645011384032402,0.8106028136537239,0.2100395131357693,0.645011384032402,0.1449491028318287,1,0.5872999780424871,0.8688337634977165,0.25016969964467933,0.5872999780424871,0.1625303223128335
1,0.6650404549094396,0.6489732574834076,0.3151122707315839,0.6650404549094396,0.019847274358976503,1,0.539016361340935,0.8582481631358893,0.10955218111995181,0.539016361340935,0.3514314575391132,1,0.49897324708704516,0.9466506509034716,0.2608704073409353,0.49897324708704516,0.24015634557201954,1,0.5551897131389407,0.903226454611468,0.19632100297996202,0.5551897131389407,0.24848928388109734,1,0.40800860101074726,0.9769910754095723,0.3581013573803033,0.40800860101074726,0.23389004160894947
0,0.6541942427717791,0.6713829051487388,0.6541942427717791,0.31960675518282566,0.02619900204539516,1,0.7562441263308903,0.622220911550696,0.05344638877769705,0.7562441263308903,0.1903094848914126,1,0.5381097680278276,0.9167342254584709,0.2583601858842924,0.5381097680278276,0.20353004608788014,0,0.4084759450307021,0.988018958317539,0.4084759450307021,0.2797942009382239,0.311729854031074,2,0.41899556662779885,0.9770767519357422,0.23877815290743146,0.34222628046476966,0.41899556662779885
1,0.69044456121892,0.6614416485900779,0.2751889727310939,0.69044456121892,0.03436646604998613,2,0.4722401171969013,0.9586930510775896,0.230678629313145,0.2970812534899536,0.4722401171969013,1,0.4815856902317476,0.907071973532419,0.3767372500957673,0.4815856902317476,0.14167705967248514,1,0.7542804967758767,0.6479492588925823,0.07893316293797681,0.7542804967758767,0.16678634028614653,1,0.6168726056408382,0.8475391641475691,0.19357578513770277,0.6168726056408382,0.18955160922145892
1,0.6521213241299476,0.6947757589602382,0.3112103513449695,0.6521213241299476,0.036668324525082834,2,0.6761712220836107,0.7458677172880467,0.08826522006769702,0.23556355784869226,0.6761712220836107,2,0.4458856177867473,0.9386184588192572,0.38127533539578207,0.1728390468174706,0.4458856177867473,1,0.5613155634039745,0.8837456255863205,0.2830748356550423,0.5613155634039745,0.15560960094098317,1,0.5615297922477289,0.8969994511924588,0.24889841304961097,0.5615297922477289,0.1895717947026601
2,0.9553907516238903,0.19329274421277984,0.01785765488384549,0.026751593492264133,0.9553907516238903,1,0.47099518331349166,0.8318656809284684,0.07867187105072838,0.47099518331349166,0.45033294563578,2,0.36031999699070194,0.9974267092019934,0.33950008714433844,0.3001799158649596,0.36031999699070194,1,0.7466086706180953,0.6719133115135446,0.10569958233602957,0.7466086706180953,0.1476917470458752,2,0.4027352881535388,0.9850494666719571,0.2566906673725215,0.34057404447393974,0.4027352881535388
0,0.6393090426904461,0.6778278927583417,0.6393090426904461,0.3356856312762413,0.02500532603331261,2,0.43640015183860453,0.9069212264244052,0.13589975435518062,0.4277000938062148,0.43640015183860453,2,0.5783138595730191,0.8808197001377112,0.1770438948466074,0.24464224558037354,0.5783138595730191,2,0.5582287787996641,0.8732678493579044,0.3054056186890023,0.13636560251133348,0.5582287787996641,2,0.44707156963643446,0.954660585340567,0.35391846396770427,0.19900996639586135,0.44707156963643446
0,0.6881699650544463,0.6372125359579549,0.6881699650544463,0.2898469930809722,0.02198304186458149,2,0.58663286311979,0.876493835781712,0.2251829453116342,0.18818419156857574,0.58663286311979,1,0.4056107555955074,0.9806798424182908,0.24328454103756458,0.4056107555955074,0.35110470336692806,2,0.5256453099092302,0.9032105278500997,0.3183504273880941,0.1560042627026757,0.5256453099092302,0,0.508985959488008,0.9141089977905208,0.508985959488008,0.1618584504429529,0.3291555900690391
1,0.7277931920325428,0.6104806220683553,0.24644505114523507,0.7277931920325428,0.02576175682222205,2,0.4244785795412222,0.9368573961731748,0.16801881366736798,0.4075026067914098,0.4244785795412222,0,0.5273735665177194,0.8767273837715066,0.5273735665177194,0.34907790261179805,0.12354853087048258,1,0.7206015694731739,0.7154833944339861,0.1385384373661219,0.7206015694731739,0.14085999316070422,1,0.48931650081154493,0.9524069117703964,0.26742250534044104,0.48931650081154493,0.24326099384801397
