flat_index,row,subject_id,sleep_date,lifelog_date,target,target_index,h057_prob,q061,cell_q061_gain,public_score,invariant_score,private_safe_score,latent_shortcut_energy,bad_pressure_rank,h068_cell_health,outside_h069_cell,outside_h070_cell,is_h050_null,source_count,source_weight,source_family_count,source_consensus,source_mean_move,source_action_delta,source_posterior_delta,hit_h071,hit_h074,hit_h076,hit_h079,h080_bad_same_raw,h080_bad_opp_raw,h080_bad_same_rank,h080_bad_opp_rank,h080_bad_margin_rank,h079_cell,h079_row,h079_role,h080_cell_score,h085_q,h085_q_move,h085_q_gain,h085_abs_q_move,h082_cell,h084_dark_cell,source_agrees_h085,h085_cell_score
27,3,id01,2024-08-03,2024-08-02,S4,6,0.6214483717332009,0.6175512074460789,3.223741323477025e-05,0.4376971428571429,0.6352171428571428,0.1794598285714285,0.8867142857142858,0.7828571428571428,0.4339138285714286,0.0,1.0,0,3.0,5.4,1.0,1.0,-0.0027555246232835,-1.6920867902415876e-08,-9.808237656320587e-06,0.0,0.0,0.0,1.0,0.139007903665565,0.0021091914946998,0.86,0.1822857142857142,0.1788571428571428,1.0,1.0,episode_neighbor_q061,0.3354685714285714,0.6175987383275602,-0.016331895892687243,2.8622723915905368e-05,0.016331895892687243,1.0,0.0,1.0,0.22671600000000003
28,4,id01,2024-08-04,2024-08-03,Q1,0,0.5445439902464404,0.5326987990380605,0.0002824883078107,0.68284,0.5410571428571428,0.3851146857142856,0.4761428571428571,0.6028571428571429,0.5031821714285715,1.0,1.0,0,15.0,17.611240043301578,4.0,1.0,-0.0378956814280989,-1.939312172137734e-06,-0.0002453847974973,1.0,1.0,1.0,1.0,0.0404347469740411,0.0,0.6937142857142857,0.0777142857142857,0.1788571428571428,1.0,1.0,seed_q061_companion,0.6337400000000002,0.5327043882859822,-0.04764500020368484,0.00025680132499894537,0.04764500020368484,1.0,0.0,1.0,0.4862752
29,4,id01,2024-08-04,2024-08-03,Q2,1,0.5395147550620563,0.5523215077542246,0.0003305731132317,0.0763314285714285,0.5410571428571428,-0.0246781714285714,0.6445714285714286,0.6251428571428571,0.0902649142857142,1.0,1.0,0,4.0,7.150759261260218,1.0,1.0,0.3863999999999998,-0.0003458064146142,0.0132998591685589,0.0,0.0,0.0,1.0,0.0763124379267448,0.0,0.7811428571428571,0.0777142857142857,0.1788571428571428,1.0,1.0,seed_hardtail,0.2507057142857143,0.5522982041290643,0.051571428665104724,0.0002997612426549612,0.051571428665104724,1.0,0.0,1.0,0.34536051428571435
30,4,id01,2024-08-04,2024-08-03,Q3,2,0.5388232923930961,0.5556042658277728,0.0005677189900508,0.4013542857142856,0.5410571428571428,0.2690745142857141,0.5504285714285715,0.6765714285714286,0.3910308571428571,0.0,1.0,0,6.0,9.097635963778696,2.0,1.0,0.0382637634423702,-9.14944165388133e-08,-0.0004266638697225,1.0,0.0,0.0,1.0,0.0205895815356529,0.0745612485857055,0.5897142857142857,0.5125714285714286,0.496,1.0,1.0,seed_q061_companion,0.4733114285714286,0.5556122743415896,0.06776687483179747,0.0005171991600601,0.06776687483179747,1.0,0.0,1.0,0.42928205714285705
31,4,id01,2024-08-04,2024-08-03,S1,3,0.7815781459655472,0.7545566712665177,0.0020790739878571,0.1521085714285714,0.5410571428571428,0.0986133714285714,0.6762571428571429,0.776,0.3257471999999999,1.0,1.0,0,4.0,7.150759261260218,1.0,1.0,-0.0677811493334912,6.923634784970209e-06,-0.0014140104885295,0.0,0.0,0.0,1.0,0.0811909200239707,0.0085092654786071,0.7897142857142857,0.2422857142857143,0.1788571428571428,1.0,1.0,seed_q061_companion,0.2765114285714285,0.7545684659286762,-0.15175884375920434,0.0018868372033594705,0.15175884375920434,0.0,1.0,1.0,0.4863486857142857
32,4,id01,2024-08-04,2024-08-03,S2,4,0.6868186532777408,0.71704153215778,0.002163031354237,0.6399714285714286,0.5410571428571428,0.5829477142857142,0.0787571428571428,0.1785714285714285,0.5993640000000001,1.0,0.0,0,24.0,24.19364581610774,4.0,1.0,0.1237269848707736,-9.648289735827902e-07,-0.0019566306604438,1.0,1.0,1.0,1.0,0.0,0.312811193854403,0.1785714285714285,0.8651428571428571,0.8662857142857143,1.0,1.0,seed_q061_companion,0.8395085714285716,0.7171304474530785,0.1449840297347057,0.001982818469779213,0.1449840297347057,1.0,0.0,1.0,0.7385279999999999
33,4,id01,2024-08-04,2024-08-03,S3,5,0.8598191584284451,0.8718690873858523,0.000617462769184,0.57696,0.5410571428571428,0.5491586857142856,0.1430714285714285,0.1785714285714285,0.5430116571428573,1.0,0.0,0,24.0,24.19364581610774,4.0,1.0,0.0888481015240349,-6.505105772182535e-07,-0.0005586883756165,1.0,1.0,1.0,1.0,0.0,0.2717374220893844,0.1785714285714285,0.8348571428571429,0.836,1.0,1.0,seed_q061_companion,0.7881085714285715,0.8719474995872364,0.10450010422165823,0.0005703326538893383,0.10450010422165823,1.0,0.0,1.0,0.6442565142857142
34,4,id01,2024-08-04,2024-08-03,S4,6,0.6844363334065584,0.6878183453201413,2.6530281510561693e-05,0.24324,0.5410571428571428,0.2834237142857143,0.435,0.48,0.2829421714285714,1.0,1.0,0,9.0,11.331778688330218,3.0,1.0,0.0102186660365058,-1.4100392363638697e-08,-2.123761248422999e-05,1.0,1.0,0.0,1.0,0.00681695732624,0.1480788075113409,0.4582857142857143,0.6708571428571428,0.6702857142857143,1.0,1.0,seed_q061_companion,0.5043428571428571,0.6878608651367709,0.0159023819993086,2.475742913343737e-05,0.0159023819993086,1.0,0.0,1.0,0.34922719999999996
35,5,id01,2024-08-06,2024-08-05,Q1,0,0.1250884806363739,0.0963479988481428,0.0040553539652491,0.8568685714285715,0.6886171428571428,0.7593840571428572,0.0964714285714285,0.1785714285714285,0.6987478857142857,1.0,0.0,0,20.0,21.330570287203525,4.0,1.0,-0.2334727778537345,-4.160875554438464e-06,-0.0033207582323989,1.0,1.0,1.0,1.0,0.0,0.1675932988391825,0.1785714285714285,0.7085714285714285,0.7108571428571429,1.0,1.0,episode_neighbor_q061,0.9273771428571428,0.09628686313722895,-0.2940786615479689,0.003726526373188821,0.2940786615479689,1.0,0.0,1.0,0.8337817142857143
36,5,id01,2024-08-06,2024-08-05,Q2,1,0.5429948329009698,0.5376453665115685,5.762544236198597e-05,0.1461885714285714,0.6886171428571428,0.1222679999999999,0.5636857142857143,0.5565714285714286,0.1180834285714285,0.0,1.0,0,2.0,3.6,1.0,1.0,-0.0032307203213999,6.698295083695807e-08,-1.5935647234899264e-05,0.0,0.0,0.0,1.0,0.0175767358699678,9.855769569473012e-05,0.5697142857142857,0.1657142857142857,0.1788571428571428,1.0,1.0,episode_neighbor_q061,0.1863285714285714,0.5376455511617504,-0.021537392664479904,5.243348065697706e-05,0.021537392664479904,0.0,1.0,1.0,0.2739961714285714
37,5,id01,2024-08-06,2024-08-05,Q3,2,0.5251374051887717,0.5393650310295239,0.000406320301139,0.5896228571428571,0.6886171428571428,0.5149366857142856,0.3425714285714286,0.3805714285714285,0.5082337142857143,1.0,0.0,0,20.0,21.330570287203525,4.0,1.0,0.0456478011368758,-4.129851782033786e-07,-0.0003320394800125,1.0,1.0,1.0,1.0,0.0009107951447705,0.0479062513327067,0.3794285714285714,0.4428571428571428,0.4782857142857142,1.0,1.0,episode_neighbor_q061,0.7140428571428572,0.5393648781942827,0.05715159467397696,0.00036977741062727,0.05715159467397696,1.0,0.0,1.0,0.5701512
38,5,id01,2024-08-06,2024-08-05,S1,3,0.452157785185675,0.4520686735910804,1.6028685712043966e-08,0.1854685714285714,0.6886171428571428,0.3083858857142857,0.4493714285714285,0.532,0.2560724571428571,1.0,1.0,0,7.0,9.08945607468528,3.0,1.0,-0.0001816433527848,-1.89430806453338e-10,-9.404804490885677e-09,1.0,1.0,0.0,1.0,0.0099533587906848,0.0418068826859605,0.4977142857142857,0.4222857142857142,0.4422857142857143,1.0,1.0,episode_neighbor_q061,0.4693542857142857,0.452054856817531,-0.0004155260158581475,1.9459972522284374e-08,0.0004155260158581475,1.0,0.0,1.0,0.2677339999999999
39,5,id01,2024-08-06,2024-08-05,S2,4,0.5497473648760006,0.5498198184660895,1.0604119582424689e-08,0.1723142857142857,0.6886171428571428,0.3256376571428571,0.3250285714285714,0.3605714285714286,0.254976,1.0,1.0,0,9.0,11.02603417774264,3.0,1.0,0.0001732514296062,-6.903155001015759e-12,-6.991619039377688e-09,1.0,1.0,0.0,1.0,3.6358967919758456e-11,0.0712280069323457,0.3617142857142857,0.5022857142857143,0.5297142857142857,1.0,1.0,episode_neighbor_q061,0.5104228571428571,0.5498274413273952,0.0003235134884848334,1.1787089859716104e-08,0.0003235134884848334,1.0,0.0,1.0,0.29756679999999996
40,5,id01,2024-08-06,2024-08-05,S3,5,0.789998902831536,0.7686165806451899,0.0013454180836122,0.6481257142857144,0.6886171428571428,0.5528241142857142,0.2126571428571428,0.448,0.6464818285714288,1.0,0.0,0,9.0,11.02603417774264,3.0,1.0,-0.0736308559166424,-4.123658560273961e-07,-0.0008853544511278,1.0,1.0,0.0,1.0,0.0047269999050729,0.0865481861072869,0.4342857142857143,0.5371428571428571,0.5514285714285714,1.0,1.0,episode_neighbor_q061,0.7418742857142857,0.7686001909756162,-0.12449486417501365,0.0012242433691996846,0.12449486417501365,1.0,0.0,1.0,0.6690965714285715
41,5,id01,2024-08-06,2024-08-05,S4,6,0.539318589457077,0.5238136493727557,0.0004830861785662,0.2084914285714285,0.6886171428571428,0.2127246285714286,0.6492285714285715,0.6605714285714286,0.3445851428571428,0.0,1.0,0,3.0,5.4,1.0,1.0,-0.010378838519355,8.65570480489382e-07,-0.0001469808109703,0.0,0.0,0.0,1.0,0.1044263974969837,0.0046820057411662,0.8205714285714286,0.2068571428571428,0.1788571428571428,1.0,1.0,episode_neighbor_q061,0.2472885714285714,0.5238517865253569,-0.062120135126914514,0.00043741367601812797,0.062120135126914514,0.0,1.0,1.0,0.3484155428571428
42,6,id01,2024-08-07,2024-08-06,Q1,0,0.5712427809308589,0.58503469914409,0.0003894112027557,0.4931657142857142,0.6720971428571428,0.2870899142857142,0.6129714285714285,0.9594285714285714,0.4486656,1.0,1.0,0,6.0,5.71228967627096,1.0,1.0,0.0565527869184808,-1.4717502341859584e-07,-0.0003894112027557,1.0,0.0,0.0,0.0,0.0828453611398085,0.0279796005158516,0.7908571428571428,0.3605714285714286,0.1788571428571428,0.0,0.0,,0.5006428571428573,0.5850319066125098,0.056541284100167954,0.00035429495791317045,0.056541284100167954,1.0,0.0,1.0,0.4281556
43,6,id01,2024-08-07,2024-08-06,Q2,1,0.5953821937104642,0.5989967308179304,2.7142711617411663e-05,0.3513314285714285,0.6720971428571428,0.3115293142857143,0.4167142857142857,0.4354285714285714,0.1899750857142857,1.0,1.0,0,3.0,2.88867031863696,1.0,1.0,0.0150259521964126,-9.384017336676352e-08,-2.7142711617411663e-05,1.0,0.0,0.0,0.0,0.0040847353183376,0.0365343892308975,0.4245714285714285,0.3965714285714286,0.4457142857142857,0.0,0.0,,0.4412199999999999,0.5989965640163534,0.015025257767559808,2.4699262222815932e-05,0.015025257767559808,1.0,0.0,1.0,0.35607142857142854
