flat_index,row,subject_id,sleep_date,lifelog_date,target,target_index,h057_prob,q061,cell_q061_gain,public_score,invariant_score,private_safe_score,latent_shortcut_energy,bad_pressure_rank,h068_cell_health,outside_h069_cell,outside_h070_cell,is_h050_null,source_count,source_weight,source_family_count,source_consensus,source_mean_move,source_action_delta,source_posterior_delta,hit_h071,hit_h074,hit_h076,hit_h079,h080_bad_same_raw,h080_bad_opp_raw,h080_bad_same_rank,h080_bad_opp_rank,h080_bad_margin_rank,h079_cell,h079_row,h079_role,h080_cell_score,h085_q,h085_q_move,h085_q_gain,h085_abs_q_move,h082_cell,h084_dark_cell,source_agrees_h085,h085_cell_score,candidate_spec,h085_applied_alpha,h085_unit,candidate_id
101,14,id01,2024-09-02,2024-09-01,S1,3,0.3955642474423337,0.3602314307109965,0.0026403619520711,0.774,0.6055571428571429,0.5966088571428572,0.1790285714285714,0.4182857142857142,0.6969805714285715,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,-0.1541995353117837,-1.999049082051077e-06,-0.0026265353790978,1.0,1.0,1.0,0.0,0.002948360089565,0.2147839655982472,0.408,0.7788571428571428,0.7754285714285715,0.0,0.0,,0.8269828571428571,0.3601725876861795,-0.15063298260673985,0.0024129401297185993,0.15063298260673985,1.0,0.0,1.0,0.7219252857142858,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
102,14,id01,2024-09-02,2024-09-01,S2,4,0.5626228819694493,0.5554837984438739,0.0001034358412489,0.4313542857142857,0.6055571428571429,0.2340197714285714,0.5030285714285714,0.8537142857142858,0.430368,1.0,1.0,0,15.0,14.035299496952,3.0,1.0,-0.0299291639212983,-9.237003928005917e-08,-0.0001027294965018,1.0,1.0,1.0,0.0,0.0848535077072467,0.0376730902695286,0.7948571428571428,0.4045714285714286,0.1788571428571428,0.0,0.0,,0.5121314285714286,0.5554757961029547,-0.028993242457274665,9.43303333107437e-05,0.028993242457274665,1.0,0.0,1.0,0.3788213428571429,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
103,14,id01,2024-09-02,2024-09-01,S3,5,0.8398878980738034,0.8625539935079293,0.0019890489568705,0.7115714285714286,0.6055571428571429,0.6481234857142857,0.0669,0.1785714285714285,0.6938290285714288,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,0.1846968765898433,-1.2684980572787074e-06,-0.0019783522609625,1.0,1.0,1.0,0.0,0.0,0.3162038297167154,0.1785714285714285,0.8685714285714285,0.8708571428571429,0.0,0.0,,0.8586714285714285,0.8626416952953267,0.1800123239701401,0.0018297525155918093,0.1800123239701401,1.0,0.0,1.0,0.7526152857142857,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
104,14,id01,2024-09-02,2024-09-01,S4,6,0.4778937733632078,0.4522789122204407,0.0013173861246066,0.6798342857142857,0.6055571428571429,0.6317648571428571,0.0917285714285714,0.1785714285714285,0.6205330285714286,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,-0.1068663174804886,-1.0822663815312486e-06,-0.0013069627106618,1.0,1.0,1.0,0.0,0.0,0.2377838854015601,0.1785714285714285,0.8074285714285714,0.808,0.0,0.0,,0.8312257142857142,0.4522135048643361,-0.10324858926580123,0.0012051854720825927,0.10324858926580123,1.0,0.0,1.0,0.6971666,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
112,16,id01,2024-09-04,2024-09-03,Q1,0,0.4910111852448078,0.4547979110221665,0.0026282381103436,0.2279999999999999,0.6416371428571429,0.2574909142857142,0.5587714285714286,0.5657142857142857,0.3569862857142857,0.0,1.0,0,2.0,1.94687670251848,1.0,1.0,-0.1453442294150085,1.1172182230580031e-06,-0.0026282381103436,1.0,0.0,0.0,0.0,0.0175775063458213,0.0217110690818691,0.5702857142857143,0.3297142857142857,0.3731428571428571,0.0,0.0,,0.3465342857142857,0.4547978678879942,-0.14534440337344662,0.0023922390758106538,0.14534440337344662,0.0,1.0,1.0,0.5178356857142856,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
113,16,id01,2024-09-04,2024-09-03,Q2,1,0.5465171347107587,0.5665594088263445,0.0008126609225622,0.5347142857142857,0.6416371428571429,0.315552,0.4839428571428572,0.6531428571428571,0.2859758857142857,1.0,1.0,0,4.0,3.88345480557584,1.0,1.0,0.081219027581012,-7.716957350249505e-07,-0.0008126609225622,1.0,0.0,0.0,0.0,0.0294129889225939,0.0183852418301614,0.6405714285714286,0.3097142857142857,0.1788571428571428,0.0,0.0,,0.4988028571428571,0.5665576482997906,0.08121185843647355,0.0007395577569747624,0.08121185843647355,1.0,0.0,1.0,0.5157571142857142,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
114,16,id01,2024-09-04,2024-09-03,Q3,2,0.5653221271098943,0.5406139024105908,0.0012372974815628,0.5962857142857143,0.6416371428571429,0.3255800285714286,0.5878285714285714,0.9131428571428571,0.5299751428571428,0.0,1.0,0,7.0,6.690561435404001,2.0,1.0,-0.0982219662391402,-5.139908701470436e-07,-0.0012346850575965,1.0,0.0,1.0,0.0,0.0584020741775104,0.0497222610321111,0.7451428571428571,0.4485714285714285,0.1788571428571428,0.0,0.0,,0.5511342857142857,0.5405986515284532,-0.1000375565809773,0.0011270753789347498,0.1000375565809773,1.0,0.0,1.0,0.5067956857142858,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
115,16,id01,2024-09-04,2024-09-03,S1,3,0.5131757405147508,0.4696318889706907,0.0037937609013329,0.6698857142857143,0.6416371428571429,0.6469804000000001,0.0647857142857143,0.1785714285714285,0.6393068571428572,0.0,0.0,0,21.0,18.02115831398056,3.0,1.0,-0.1752790565175042,-8.436104669534535e-07,-0.0037738028369351,1.0,1.0,1.0,0.0,0.0,0.4502174629211147,0.1785714285714285,0.9274285714285714,0.9274285714285714,0.0,0.0,,0.8184142857142856,0.4695012865793382,-0.17486166000098569,0.0034735305413822193,0.17486166000098569,1.0,0.0,1.0,0.7380208285714285,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
116,16,id01,2024-09-04,2024-09-03,S2,4,0.6528140558846129,0.675941827338002,0.0011929552378988,0.509,0.6416371428571429,0.5667614285714286,0.1203285714285714,0.1785714285714285,0.528222,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,0.104312592778712,-1.4059493290341388e-07,-0.0011867386329168,1.0,1.0,1.0,0.0,0.0,0.3264168923963789,0.1785714285714285,0.8737142857142857,0.8765714285714286,0.0,0.0,,0.7712257142857143,0.67600913148646,0.1040594155968173,0.001092836708094569,0.1040594155968173,1.0,0.0,1.0,0.6713856857142857,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
117,16,id01,2024-09-04,2024-09-03,S3,5,0.8648513448032461,0.8767732679951863,0.0006238155100601,0.6191142857142857,0.6416371428571429,0.6176965142857143,0.1424142857142857,0.1785714285714285,0.5946233142857144,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,0.1066129208460918,-6.444948603998363e-07,-0.0006206122650502,1.0,1.0,1.0,0.0,0.0,0.3028814901263917,0.1785714285714285,0.8571428571428571,0.8588571428571429,0.0,0.0,,0.8006542857142858,0.8768480097678957,0.10673207066374135,0.0005759635892376713,0.10673207066374135,1.0,0.0,1.0,0.6515348285714285,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
118,16,id01,2024-09-04,2024-09-03,S4,6,0.3605393040371446,0.3410458588881379,0.0008308904771248,0.5859942857142857,0.6416371428571429,0.6027122857142857,0.1359857142857143,0.1785714285714285,0.5475651428571429,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,-0.0860752802462941,-4.4330563788753665e-07,-0.0008265476987197,1.0,1.0,1.0,0.0,0.0,0.1524433260444555,0.1785714285714285,0.6788571428571428,0.6874285714285714,0.0,0.0,,0.7787514285714285,0.34100434647534345,-0.08579753413586022,0.0007598069596181922,0.08579753413586022,1.0,0.0,1.0,0.6494692285714285,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
182,26,id01,2024-09-15,2024-09-14,Q1,0,0.664911218361336,0.645695258936699,0.0008211230912569,0.6928742857142857,0.660397142857143,0.6629687428571429,0.1717,0.1785714285714285,0.5524416000000001,1.0,0.0,0,14.0,13.26758741186952,3.0,1.0,-0.087005977057949,-1.462630961080418e-06,-0.0008178756390446,1.0,1.0,1.0,0.0,0.0,0.0909890215787603,0.1785714285714285,0.5502857142857143,0.5754285714285714,0.0,0.0,,0.8092542857142857,0.6456751551839655,-0.08517562051543393,0.0007483320383213643,0.08517562051543393,1.0,0.0,1.0,0.6609624285714285,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
183,26,id01,2024-09-15,2024-09-14,Q2,1,0.6442685949054477,0.6495614925731928,6.125527975220368e-05,0.3812457142857142,0.660397142857143,0.1450274857142857,0.6902,0.7771428571428571,0.1961113142857142,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0810688328198779,0.0025607072504847,0.7885714285714286,0.1885714285714285,0.1788571428571428,0.0,0.0,,-0.730737142857143,0.6495414863100113,0.02308462608097739,5.532994565349281e-05,0.02308462608097739,0.0,0.0,0.0,0.14470500000000003,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
184,26,id01,2024-09-15,2024-09-14,Q3,2,0.653339368530268,0.6365963395909989,0.0006143631128953,0.7776228571428573,0.660397142857143,0.4745673142857144,0.5411428571428571,0.7,0.6063605714285715,1.0,1.0,0,9.0,8.433140807570801,3.0,1.0,-0.0727047113128153,-3.0967936300576145e-06,-0.0006141837772887,1.0,1.0,1.0,0.0,0.0376984767261027,0.0237476448919849,0.6771428571428572,0.3417142857142857,0.1788571428571428,0.0,0.0,,0.6973485714285714,0.6365980838585588,-0.07312133084869943,0.0005586863311176637,0.07312133084869943,1.0,0.0,1.0,0.5476854571428572,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
185,26,id01,2024-09-15,2024-09-14,S1,3,0.6915696871312007,0.6738966619601012,0.000724693376527,0.5860742857142858,0.660397142857143,0.4626560571428572,0.3176857142857143,0.6485714285714286,0.5407632,1.0,0.0,0,10.0,8.924704159955521,3.0,1.0,-0.0811582804313831,-4.985424034593806e-07,-0.0007244929487944,1.0,1.0,1.0,0.0,0.0180110533326281,0.2758707778309462,0.5742857142857143,0.8382857142857143,0.8268571428571428,0.0,0.0,,0.7099714285714285,0.6738162255113276,-0.0819715318473142,0.0006650053300409908,0.0819715318473142,1.0,0.0,1.0,0.574664142857143,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
186,26,id01,2024-09-15,2024-09-14,S2,4,0.6685569600261898,0.7225620829407688,0.0067851133755133,0.834422857142857,0.660397142857143,0.7356565142857143,0.0433,0.1785714285714285,0.765432,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,0.2615642887185512,-3.775341797504456e-06,-0.0067603091277107,1.0,1.0,1.0,0.0,0.0,0.1656820870814946,0.1785714285714285,0.7045714285714286,0.7074285714285714,0.0,0.0,,0.9145628571428572,0.7226023284944655,0.2557412983523,0.00619879456388106,0.2557412983523,1.0,0.0,1.0,0.8266780285714286,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
187,26,id01,2024-09-15,2024-09-14,S3,5,0.8387659320609161,0.8551829429346597,0.0010253297016249,0.7097942857142856,0.660397142857143,0.6716485142857143,0.1026428571428571,0.1785714285714285,0.6630336000000001,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,0.1297578996846116,-1.4335559878889435e-06,-0.0010215542443353,1.0,1.0,1.0,0.0,0.0,0.2381133984508809,0.1785714285714285,0.8091428571428572,0.8097142857142857,0.0,0.0,,0.8493114285714285,0.8552482978518144,0.12729742221447804,0.0009425376582337663,0.12729742221447804,1.0,0.0,1.0,0.7035848857142857,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
188,26,id01,2024-09-15,2024-09-14,S4,6,0.5016021338009496,0.4835067636753458,0.0006549839358395,0.40044,0.660397142857143,0.3568846857142857,0.4843714285714286,0.5708571428571428,0.4351728,1.0,1.0,0,14.0,13.26758741186952,3.0,1.0,-0.0740377667117824,-3.2318920043266675e-08,-0.0006524203061394,1.0,1.0,1.0,0.0,0.0148304587441977,0.0220879450509918,0.54,0.332,0.3822857142857143,0.0,0.0,,0.5751771428571428,0.4835036575310306,-0.0724178847329711,0.0005962612152891067,0.0724178847329711,1.0,0.0,1.0,0.5242802571428572,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
217,31,id02,2024-08-30,2024-08-29,Q1,0,0.4727978533753843,0.4699737277881367,1.60020977388875e-05,0.2826,0.2874571428571428,0.1905573714285713,0.411,0.3977142857142857,0.294768,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036331718882366,0.1048697737168931,0.4171428571428571,0.5817142857142857,0.5954285714285714,0.0,0.0,,-0.6264571428571429,0.4699589168371315,-0.011393109962076514,1.4715289505029538e-05,0.011393109962076514,0.0,0.0,0.0,0.10744457142857143,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
218,31,id02,2024-08-30,2024-08-29,Q2,1,0.66672049715759,0.7090367532054624,0.0041232980294305,0.1944457142857142,0.2874571428571428,-0.0510156571428571,0.6239714285714286,0.6034285714285714,0.1971529142857143,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0334816466393064,0.0281960068897154,0.6628571428571428,0.3617142857142857,0.1788571428571428,0.0,0.0,,-0.7990914285714286,0.7090326363670183,0.1973010210515389,0.0037581360234874017,0.1973010210515389,0.0,0.0,0.0,0.3633216571428572,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
219,31,id02,2024-08-30,2024-08-29,Q3,2,0.6689781238053767,0.6777741232365089,0.000175488808001,0.4391428571428571,0.2874571428571428,0.1454817714285713,0.5788571428571428,0.7822857142857143,0.4101177142857142,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0307889272591101,0.0416114628909097,0.6497142857142857,0.4217142857142857,0.392,0.0,0.0,,-0.6506342857142857,0.6777779691157246,0.04001201496075413,0.00015988644319064882,0.04001201496075413,0.0,0.0,0.0,0.18355514285714286,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
220,31,id02,2024-08-30,2024-08-29,S1,3,0.9042222823169216,0.8870496469371113,0.0016190553596681,0.761577142857143,0.2874571428571428,0.5188293142857143,0.0817571428571428,0.1785714285714285,0.6833300571428572,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,-0.1815933224293255,-1.7137699968087282e-06,-0.001591548699722,1.0,1.0,1.0,0.0,0.0,0.4122263290857607,0.1785714285714285,0.9188571428571428,0.9188571428571428,0.0,0.0,,0.8070485714285714,0.8869421315342166,-0.18516521022145804,0.00148639368516007,0.18516521022145804,1.0,0.0,1.0,0.706234457142857,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
221,31,id02,2024-08-30,2024-08-29,S2,4,0.9999670949632326,0.999999,2.8411920005080683e-05,0.2825371428571428,0.2874571428571428,0.2806443999999999,0.1302714285714285,0.1785714285714285,0.376872,1.0,1.0,0,21.0,18.02115831398056,3.0,1.0,3.3721108044883428,-3.906592832867442e-09,-2.8262505530611985e-05,1.0,1.0,1.0,0.0,0.0,8.069611474147344,0.1785714285714285,0.9897142857142858,0.9897142857142858,0.0,0.0,,0.57326,0.999999,3.4936576448382066,1.917072351593469e-05,3.4936576448382066,1.0,0.0,1.0,0.5080506857142857,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
222,31,id02,2024-08-30,2024-08-29,S3,5,0.9388626524625228,0.9644562205261924,0.0066618384143601,0.74976,0.2874571428571428,0.5159902285714286,0.0533857142857142,0.1785714285714285,0.7415341714285715,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,0.5615248186519778,-1.3627029731787917e-06,-0.0065646324415975,1.0,1.0,1.0,0.0,0.0,1.046223563846541,0.1785714285714285,0.9651428571428572,0.9651428571428572,0.0,0.0,,0.8259742857142858,0.9647414185558839,0.5776048941282514,0.006286237654131832,0.5776048941282514,1.0,0.0,1.0,0.7729325142857144,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
223,31,id02,2024-08-30,2024-08-29,S4,6,0.7214700895929349,0.7314529246362973,0.000249823513807,0.65164,0.2874571428571428,0.3195521714285714,0.3367428571428572,0.5354285714285715,0.5601956571428571,1.0,1.0,0,17.0,15.930570287203524,3.0,1.0,0.0494695833164969,-9.482416285054312e-07,-0.0002451947556831,1.0,1.0,1.0,0.0,0.0102263440565015,0.0365375184667103,0.5,0.3971428571428571,0.4274285714285714,0.0,0.0,,0.6178742857142858,0.7314565583561703,0.05025966727195419,0.00022762598055359184,0.05025966727195419,1.0,0.0,1.0,0.47696834285714285,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
224,32,id02,2024-08-31,2024-08-30,Q1,0,0.6748774953077482,0.6756054201326727,1.2079231404005242e-06,0.2083371428571428,0.3422571428571428,0.0115183999999999,0.6739714285714286,0.8005714285714286,0.2555076571428571,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0743271432637744,4.4140940902437364e-12,0.7771428571428571,0.1565714285714285,0.1788571428571428,0.0,0.0,,-0.7663314285714287,0.675600988481521,0.0032992357722253507,1.0858931140944605e-06,0.0032992357722253507,0.0,0.0,0.0,-0.012148457142857158,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
225,32,id02,2024-08-31,2024-08-30,Q2,1,0.6372486051411439,0.6827467385973801,0.0045675927802224,0.2009028571428571,0.3422571428571428,0.0210011999999999,0.6029428571428571,0.5908571428571429,0.2076893714285714,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028935905278077,0.0271601138956538,0.6394285714285715,0.356,0.1788571428571428,0.0,0.0,,-0.7798514285714286,0.6827444019379937,0.20297069162057335,0.004162621201761696,0.20297069162057335,0.0,0.0,0.0,0.3795765142857143,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
226,32,id02,2024-08-31,2024-08-30,Q3,2,0.6564871216856286,0.6322200448317845,0.001291807509781,0.7414114285714286,0.3422571428571428,0.5349040571428572,0.1968714285714285,0.1785714285714285,0.6265548571428571,0.0,0.0,0,21.0,18.02115831398056,3.0,1.0,-0.1076249979111384,-1.5512569050708847e-06,-0.0012830567154889,1.0,1.0,1.0,0.0,0.0,0.1185189983380767,0.1785714285714285,0.6137142857142858,0.6262857142857143,0.0,0.0,,0.7275971428571427,0.6321803114557091,-0.10609665942926316,0.0011785684436603772,0.10609665942926316,1.0,0.0,1.0,0.6208626285714286,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
