flat_index,row,subject_id,sleep_date,lifelog_date,target,target_index,h057_prob,q061,cell_q061_gain,public_score,invariant_score,private_safe_score,latent_shortcut_energy,bad_pressure_rank,h068_cell_health,outside_h069_cell,outside_h070_cell,is_h050_null,source_count,source_weight,source_family_count,source_consensus,source_mean_move,source_action_delta,source_posterior_delta,hit_h071,hit_h074,hit_h076,hit_h079,h080_bad_same_raw,h080_bad_opp_raw,h080_bad_same_rank,h080_bad_opp_rank,h080_bad_margin_rank,h079_cell,h079_row,h079_role,h080_cell_score,h085_q,h085_q_move,h085_q_gain,h085_abs_q_move,h082_cell,h084_dark_cell,source_agrees_h085,h085_cell_score,candidate_spec,h085_applied_alpha,h085_unit,candidate_id
61,8,id01,2024-08-10,2024-08-09,S3,5,0.8319663663360969,0.8089803247188759,0.001825526680081,0.8069142857142857,0.695977142857143,0.7370359428571429,0.0889571428571428,0.1785714285714285,0.7402998857142857,1.0,0.0,0,16.0,15.182109962689523,3.0,1.0,-0.1596759599524297,-3.3124642393767044e-06,-0.0018002387634287,1.0,1.0,1.0,0.0,0.0,0.1772614448816603,0.1785714285714285,0.7211428571428572,0.7234285714285714,0.0,0.0,,0.8937457142857141,0.8089264470698306,-0.15657830837963282,0.001665076693155132,0.15657830837963282,1.0,0.0,1.0,0.7628987428571429,eqv2_cell_sourceagree_c900_a075,0.75,cell,h085_eqv2_cell_sourceagree_c900_a075_f154e2bb
71,10,id01,2024-08-13,2024-08-12,Q2,1,0.5036388558656353,0.446074126997159,0.0066387386534229,0.7820800000000001,0.572737142857143,0.5688213142857144,0.1500142857142857,0.1785714285714285,0.3789865142857143,1.0,0.0,0,16.0,14.90408072096752,3.0,1.0,-0.2357129519616781,-7.1593935689088214e-06,-0.0064525803426816,1.0,1.0,1.0,0.0,0.0,0.1405776812380789,0.1785714285714285,0.6577142857142857,0.6685714285714286,0.0,0.0,,0.79278,0.4460241244632696,-0.2313037790016533,0.006054052835182455,0.2313037790016533,1.0,0.0,1.0,0.7960948000000001,eqv2_cell_sourceagree_c900_a075,0.75,cell,h085_eqv2_cell_sourceagree_c900_a075_f154e2bb
85,12,id01,2024-08-15,2024-08-14,Q2,1,0.5263864276333604,0.5557981027179145,0.0017395489972242,0.7628514285714285,0.6085171428571429,0.5050832571428571,0.2918285714285714,0.3731428571428571,0.3866142857142857,1.0,0.0,0,19.0,19.48132954846374,4.0,1.0,0.1065500110918248,-3.865139710460055e-06,-0.0016047782207779,1.0,1.0,1.0,1.0,0.0003807449209963,0.038549607687248,0.3731428571428571,0.4097142857142857,0.4611428571428571,1.0,1.0,seed_q061_companion,0.7308428571428572,0.555800180039335,0.1184904798082867,0.001583614076146267,0.1184904798082867,1.0,0.0,1.0,0.6981150571428572,eqv2_cell_sourceagree_c900_a075,0.75,cell,h085_eqv2_cell_sourceagree_c900_a075_f154e2bb
89,12,id01,2024-08-15,2024-08-14,S3,5,0.8372632240978997,0.8071090995988844,0.0031851797663658,0.8477257142857144,0.6085171428571429,0.7160738857142859,0.0605,0.1785714285714285,0.8065995428571431,1.0,0.0,0,21.0,21.77752501423886,4.0,1.0,-0.1821196265117553,-3.4491767104507523e-06,-0.0029069934991289,1.0,1.0,1.0,1.0,0.0,0.2310712767541967,0.1785714285714285,0.7971428571428572,0.7982857142857143,1.0,1.0,seed_q061_companion,0.92432,0.8070435875757597,-0.2070911248623939,0.002902015226336374,0.2070911248623939,1.0,0.0,1.0,0.8104944285714285,eqv2_cell_sourceagree_c900_a075,0.75,cell,h085_eqv2_cell_sourceagree_c900_a075_f154e2bb
98,14,id01,2024-09-02,2024-09-01,Q1,0,0.2549100024552317,0.2339149510270465,0.0011824273152645,0.6630285714285714,0.6055571428571429,0.6233344571428572,0.1245857142857142,0.1785714285714285,0.5551332571428572,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,-0.117823805228537,-1.018017881927672e-06,-0.001174121733423,1.0,1.0,1.0,0.0,0.0,0.2476219067508637,0.1785714285714285,0.8188571428571428,0.8188571428571428,0.0,0.0,,0.8175057142857144,0.23384924340986538,-0.11410784990259115,0.0010842993019726244,0.11410784990259115,1.0,0.0,1.0,0.6904847142857142,eqv2_cell_sourceagree_c900_a075,0.75,cell,h085_eqv2_cell_sourceagree_c900_a075_f154e2bb
101,14,id01,2024-09-02,2024-09-01,S1,3,0.3955642474423337,0.3602314307109965,0.0026403619520711,0.774,0.6055571428571429,0.5966088571428572,0.1790285714285714,0.4182857142857142,0.6969805714285715,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,-0.1541995353117837,-1.999049082051077e-06,-0.0026265353790978,1.0,1.0,1.0,0.0,0.002948360089565,0.2147839655982472,0.408,0.7788571428571428,0.7754285714285715,0.0,0.0,,0.8269828571428571,0.3601725876861795,-0.15063298260673985,0.0024129401297185993,0.15063298260673985,1.0,0.0,1.0,0.7219252857142858,eqv2_cell_sourceagree_c900_a075,0.75,cell,h085_eqv2_cell_sourceagree_c900_a075_f154e2bb
103,14,id01,2024-09-02,2024-09-01,S3,5,0.8398878980738034,0.8625539935079293,0.0019890489568705,0.7115714285714286,0.6055571428571429,0.6481234857142857,0.0669,0.1785714285714285,0.6938290285714288,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,0.1846968765898433,-1.2684980572787074e-06,-0.0019783522609625,1.0,1.0,1.0,0.0,0.0,0.3162038297167154,0.1785714285714285,0.8685714285714285,0.8708571428571429,0.0,0.0,,0.8586714285714285,0.8626416952953267,0.1800123239701401,0.0018297525155918093,0.1800123239701401,1.0,0.0,1.0,0.7526152857142857,eqv2_cell_sourceagree_c900_a075,0.75,cell,h085_eqv2_cell_sourceagree_c900_a075_f154e2bb
104,14,id01,2024-09-02,2024-09-01,S4,6,0.4778937733632078,0.4522789122204407,0.0013173861246066,0.6798342857142857,0.6055571428571429,0.6317648571428571,0.0917285714285714,0.1785714285714285,0.6205330285714286,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,-0.1068663174804886,-1.0822663815312486e-06,-0.0013069627106618,1.0,1.0,1.0,0.0,0.0,0.2377838854015601,0.1785714285714285,0.8074285714285714,0.808,0.0,0.0,,0.8312257142857142,0.4522135048643361,-0.10324858926580123,0.0012051854720825927,0.10324858926580123,1.0,0.0,1.0,0.6971666,eqv2_cell_sourceagree_c900_a075,0.75,cell,h085_eqv2_cell_sourceagree_c900_a075_f154e2bb
115,16,id01,2024-09-04,2024-09-03,S1,3,0.5131757405147508,0.4696318889706907,0.0037937609013329,0.6698857142857143,0.6416371428571429,0.6469804000000001,0.0647857142857143,0.1785714285714285,0.6393068571428572,0.0,0.0,0,21.0,18.02115831398056,3.0,1.0,-0.1752790565175042,-8.436104669534535e-07,-0.0037738028369351,1.0,1.0,1.0,0.0,0.0,0.4502174629211147,0.1785714285714285,0.9274285714285714,0.9274285714285714,0.0,0.0,,0.8184142857142856,0.4695012865793382,-0.17486166000098569,0.0034735305413822193,0.17486166000098569,1.0,0.0,1.0,0.7380208285714285,eqv2_cell_sourceagree_c900_a075,0.75,cell,h085_eqv2_cell_sourceagree_c900_a075_f154e2bb
116,16,id01,2024-09-04,2024-09-03,S2,4,0.6528140558846129,0.675941827338002,0.0011929552378988,0.509,0.6416371428571429,0.5667614285714286,0.1203285714285714,0.1785714285714285,0.528222,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,0.104312592778712,-1.4059493290341388e-07,-0.0011867386329168,1.0,1.0,1.0,0.0,0.0,0.3264168923963789,0.1785714285714285,0.8737142857142857,0.8765714285714286,0.0,0.0,,0.7712257142857143,0.67600913148646,0.1040594155968173,0.001092836708094569,0.1040594155968173,1.0,0.0,1.0,0.6713856857142857,eqv2_cell_sourceagree_c900_a075,0.75,cell,h085_eqv2_cell_sourceagree_c900_a075_f154e2bb
117,16,id01,2024-09-04,2024-09-03,S3,5,0.8648513448032461,0.8767732679951863,0.0006238155100601,0.6191142857142857,0.6416371428571429,0.6176965142857143,0.1424142857142857,0.1785714285714285,0.5946233142857144,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,0.1066129208460918,-6.444948603998363e-07,-0.0006206122650502,1.0,1.0,1.0,0.0,0.0,0.3028814901263917,0.1785714285714285,0.8571428571428571,0.8588571428571429,0.0,0.0,,0.8006542857142858,0.8768480097678957,0.10673207066374135,0.0005759635892376713,0.10673207066374135,1.0,0.0,1.0,0.6515348285714285,eqv2_cell_sourceagree_c900_a075,0.75,cell,h085_eqv2_cell_sourceagree_c900_a075_f154e2bb
118,16,id01,2024-09-04,2024-09-03,S4,6,0.3605393040371446,0.3410458588881379,0.0008308904771248,0.5859942857142857,0.6416371428571429,0.6027122857142857,0.1359857142857143,0.1785714285714285,0.5475651428571429,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,-0.0860752802462941,-4.4330563788753665e-07,-0.0008265476987197,1.0,1.0,1.0,0.0,0.0,0.1524433260444555,0.1785714285714285,0.6788571428571428,0.6874285714285714,0.0,0.0,,0.7787514285714285,0.34100434647534345,-0.08579753413586022,0.0007598069596181922,0.08579753413586022,1.0,0.0,1.0,0.6494692285714285,eqv2_cell_sourceagree_c900_a075,0.75,cell,h085_eqv2_cell_sourceagree_c900_a075_f154e2bb
133,19,id01,2024-09-08,2024-09-07,Q1,0,0.7315851909902511,0.7666496613762859,0.0032243347167049,0.6728457142857143,0.5559771428571428,0.5038789142857143,0.2689714285714285,0.4011428571428571,0.5418116571428573,1.0,0.0,0,11.0,10.63242396069456,2.0,1.0,0.1955245152161475,-1.6676911499452967e-06,-0.0032031072687548,1.0,0.0,1.0,0.0,0.0043336063827334,0.0725597134167632,0.4268571428571429,0.5051428571428571,0.5245714285714286,0.0,0.0,,0.7347057142857145,0.7666630498051693,0.18688375286292458,0.0029428863433988983,0.18688375286292458,1.0,0.0,1.0,0.6963612571428572,eqv2_cell_sourceagree_c900_a075,0.75,cell,h085_eqv2_cell_sourceagree_c900_a075_f154e2bb
136,19,id01,2024-09-08,2024-09-07,S1,3,0.8184923672159972,0.8416148373655009,0.0018632292572067,0.6304285714285714,0.5559771428571428,0.5851989142857144,0.0928142857142857,0.1785714285714285,0.5581206857142857,1.0,0.0,0,12.0,9.44335428816672,3.0,1.0,0.1561419534151263,-1.2276434703951771e-06,-0.0018214902961552,1.0,1.0,1.0,0.0,0.0,0.2784967414522423,0.1785714285714285,0.8405714285714285,0.8417142857142857,0.0,0.0,,0.8206771428571429,0.8416933112330061,0.16471512500780028,0.001711614876907741,0.16471512500780028,1.0,0.0,1.0,0.7262813142857143,eqv2_cell_sourceagree_c900_a075,0.75,cell,h085_eqv2_cell_sourceagree_c900_a075_f154e2bb
138,19,id01,2024-09-08,2024-09-07,S3,5,0.8538176563848481,0.872985937083067,0.0015291426819731,0.7032514285714285,0.5559771428571428,0.5534608571428571,0.1830571428571428,0.3628571428571429,0.6277577142857144,0.0,0.0,0,19.0,16.192323443285442,3.0,1.0,0.1631272558083427,-2.0499456909958935e-06,-0.0015026498836959,1.0,1.0,1.0,0.0,1.517458381172787e-11,0.0845320045157794,0.3588571428571429,0.532,0.5571428571428572,0.0,0.0,,0.7458628571428573,0.8729989633266912,0.1628762365874732,0.0013972889926375243,0.1628762365874732,1.0,0.0,1.0,0.6526597142857142,eqv2_cell_sourceagree_c900_a075,0.75,cell,h085_eqv2_cell_sourceagree_c900_a075_f154e2bb
172,24,id01,2024-09-13,2024-09-12,S2,4,0.6071819349888968,0.6453464794211782,0.0030921436141247,0.6570971428571428,0.4019371428571429,0.5253292,0.1287571428571428,0.1785714285714285,0.5950620000000001,1.0,0.0,0,19.0,16.192323443285442,3.0,1.0,0.1674447405241447,-1.3336098808003435e-06,-0.0030792541426736,1.0,1.0,1.0,0.0,0.0,0.2461833553186793,0.1785714285714285,0.8171428571428572,0.8171428571428572,0.0,0.0,,0.7949057142857143,0.6454029402504806,0.16341082491680015,0.0028250721677980373,0.16341082491680015,1.0,0.0,1.0,0.7272373142857143,eqv2_cell_sourceagree_c900_a075,0.75,cell,h085_eqv2_cell_sourceagree_c900_a075_f154e2bb
180,25,id01,2024-09-14,2024-09-13,S3,5,0.8285697884365608,0.856461952689745,0.0028675216197275,0.8034685714285715,0.4345771428571429,0.4381834857142858,0.3636857142857143,0.5531428571428572,0.7077949714285715,1.0,0.0,0,17.0,15.930570287203524,3.0,1.0,0.2163030846809452,-9.248170207810737e-06,-0.0028558444978979,1.0,1.0,1.0,0.0,0.0235970478961058,0.0326879819194686,0.6068571428571429,0.3788571428571428,0.3868571428571428,0.0,0.0,,0.7339142857142856,0.8564758768682149,0.2107982121949732,0.002620938185349697,0.2107982121949732,1.0,0.0,1.0,0.6815345142857143,eqv2_cell_sourceagree_c900_a075,0.75,cell,h085_eqv2_cell_sourceagree_c900_a075_f154e2bb
182,26,id01,2024-09-15,2024-09-14,Q1,0,0.664911218361336,0.645695258936699,0.0008211230912569,0.6928742857142857,0.660397142857143,0.6629687428571429,0.1717,0.1785714285714285,0.5524416000000001,1.0,0.0,0,14.0,13.26758741186952,3.0,1.0,-0.087005977057949,-1.462630961080418e-06,-0.0008178756390446,1.0,1.0,1.0,0.0,0.0,0.0909890215787603,0.1785714285714285,0.5502857142857143,0.5754285714285714,0.0,0.0,,0.8092542857142857,0.6456751551839655,-0.08517562051543393,0.0007483320383213643,0.08517562051543393,1.0,0.0,1.0,0.6609624285714285,eqv2_cell_sourceagree_c900_a075,0.75,cell,h085_eqv2_cell_sourceagree_c900_a075_f154e2bb
186,26,id01,2024-09-15,2024-09-14,S2,4,0.6685569600261898,0.7225620829407688,0.0067851133755133,0.834422857142857,0.660397142857143,0.7356565142857143,0.0433,0.1785714285714285,0.765432,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,0.2615642887185512,-3.775341797504456e-06,-0.0067603091277107,1.0,1.0,1.0,0.0,0.0,0.1656820870814946,0.1785714285714285,0.7045714285714286,0.7074285714285714,0.0,0.0,,0.9145628571428572,0.7226023284944655,0.2557412983523,0.00619879456388106,0.2557412983523,1.0,0.0,1.0,0.8266780285714286,eqv2_cell_sourceagree_c900_a075,0.75,cell,h085_eqv2_cell_sourceagree_c900_a075_f154e2bb
187,26,id01,2024-09-15,2024-09-14,S3,5,0.8387659320609161,0.8551829429346597,0.0010253297016249,0.7097942857142856,0.660397142857143,0.6716485142857143,0.1026428571428571,0.1785714285714285,0.6630336000000001,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,0.1297578996846116,-1.4335559878889435e-06,-0.0010215542443353,1.0,1.0,1.0,0.0,0.0,0.2381133984508809,0.1785714285714285,0.8091428571428572,0.8097142857142857,0.0,0.0,,0.8493114285714285,0.8552482978518144,0.12729742221447804,0.0009425376582337663,0.12729742221447804,1.0,0.0,1.0,0.7035848857142857,eqv2_cell_sourceagree_c900_a075,0.75,cell,h085_eqv2_cell_sourceagree_c900_a075_f154e2bb
190,27,id02,2024-08-26,2024-08-25,Q2,1,0.6544527640464474,0.6121385324575492,0.0038894971741182,0.8020171428571428,0.4002571428571429,0.4057520571428571,0.2625999999999999,0.4428571428571428,0.3902917714285714,1.0,1.0,0,10.0,9.46982028641856,2.0,1.0,-0.1904465730960227,-5.155919648024152e-06,-0.0037404589046469,0.0,1.0,1.0,0.0,0.0045885981642556,0.1642558682407238,0.4297142857142857,0.7011428571428572,0.6971428571428572,0.0,0.0,,0.6773171428571431,0.6120930911729382,-0.18255106459343579,0.0035432202517468037,0.18255106459343579,1.0,0.0,1.0,0.6979156571428571,eqv2_cell_sourceagree_c900_a075,0.75,cell,h085_eqv2_cell_sourceagree_c900_a075_f154e2bb
198,28,id02,2024-08-27,2024-08-26,Q3,2,0.6741076586824011,0.6462659287870366,0.0017398372141286,0.699457142857143,0.5051371428571428,0.5937433714285716,0.1930428571428571,0.1785714285714285,0.5995531428571429,1.0,0.0,0,13.0,11.930315893559122,3.0,1.0,-0.1261051653122945,-1.311890548668424e-06,-0.0017282327401319,1.0,1.0,1.0,0.0,0.0,0.1899070103888226,0.1785714285714285,0.7462857142857143,0.7485714285714286,0.0,0.0,,0.8024371428571428,0.646210189530976,-0.12440090307331919,0.0015881373421315903,0.12440090307331919,1.0,0.0,1.0,0.6987601142857143,eqv2_cell_sourceagree_c900_a075,0.75,cell,h085_eqv2_cell_sourceagree_c900_a075_f154e2bb
199,28,id02,2024-08-27,2024-08-26,S1,3,0.9040746555877932,0.8897324546528076,0.001136782915928,0.6964457142857143,0.5051371428571428,0.5909870285714287,0.0967285714285714,0.1785714285714285,0.6327030857142859,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,-0.1574498457963109,-1.27579198706256e-06,-0.0011313650551685,1.0,1.0,1.0,0.0,0.0,0.3877576356531746,0.1785714285714285,0.9102857142857144,0.9108571428571428,0.0,0.0,,0.8215971428571429,0.88963301208076,-0.15634374898308145,0.0010455874392381603,0.15634374898308145,1.0,0.0,1.0,0.6982600571428571,eqv2_cell_sourceagree_c900_a075,0.75,cell,h085_eqv2_cell_sourceagree_c900_a075_f154e2bb
202,28,id02,2024-08-27,2024-08-26,S4,6,0.7206945558895387,0.6737516215022326,0.0053038868526423,0.8275028571428572,0.5051371428571428,0.6575986857142857,0.0568142857142857,0.1785714285714285,0.7445417142857144,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,-0.2257454632710493,-3.3296033099999223e-06,-0.0052789783396377,1.0,1.0,1.0,0.0,0.0,0.2497252678985647,0.1785714285714285,0.8217142857142857,0.8222857142857143,0.0,0.0,,0.8871457142857143,0.6736822909241913,-0.22302229641196425,0.004831162175449988,0.22302229641196425,1.0,0.0,1.0,0.7986403428571427,eqv2_cell_sourceagree_c900_a075,0.75,cell,h085_eqv2_cell_sourceagree_c900_a075_f154e2bb
213,30,id02,2024-08-29,2024-08-28,S1,3,0.8584733563433176,0.8356992529569285,0.0020460959807893,0.7072285714285715,0.4711771428571429,0.5816041714285716,0.0605571428571428,0.1785714285714285,0.6649933714285714,0.0,0.0,0,21.0,18.02115831398056,3.0,1.0,-0.1770486763366263,-1.1358074757536045e-06,-0.0020348721670628,1.0,1.0,1.0,0.0,0.0,0.4703731771369154,0.1785714285714285,0.9331428571428572,0.9331428571428572,0.0,0.0,,0.7898028571428573,0.8355799744078584,-0.17696587248122086,0.0018758309149628505,0.17696587248122086,1.0,0.0,1.0,0.6955898857142856,eqv2_cell_sourceagree_c900_a075,0.75,cell,h085_eqv2_cell_sourceagree_c900_a075_f154e2bb
214,30,id02,2024-08-29,2024-08-28,S2,4,0.8887884944807397,0.875376870781486,0.0008797144244289,0.7045485714285714,0.4711771428571429,0.5778990285714285,0.1054714285714285,0.1785714285714285,0.657564,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,-0.1297623578001821,-1.239352943879234e-06,-0.0008749240529461,1.0,1.0,1.0,0.0,0.0,0.3168746958142812,0.1785714285714285,0.8697142857142857,0.8714285714285714,0.0,0.0,,0.8068885714285715,0.8752826381679006,-0.12992867242596495,0.0008097949857656106,0.12992867242596495,1.0,0.0,1.0,0.6724472,eqv2_cell_sourceagree_c900_a075,0.75,cell,h085_eqv2_cell_sourceagree_c900_a075_f154e2bb
215,30,id02,2024-08-29,2024-08-28,S3,5,0.8598852237511999,0.8916879268873098,0.004499259456149,0.7590514285714286,0.4711771428571429,0.6082044,0.0380714285714285,0.1785714285714285,0.7530253714285715,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,0.2953494542420071,-1.4836765681384065e-06,-0.0044772782142818,1.0,1.0,1.0,0.0,0.0,0.4468002038657642,0.1785714285714285,0.9268571428571428,0.9268571428571428,0.0,0.0,,0.8609171428571428,0.8918203614433063,0.2951345559672631,0.004151245130047609,0.2951345559672631,1.0,0.0,1.0,0.7878240000000001,eqv2_cell_sourceagree_c900_a075,0.75,cell,h085_eqv2_cell_sourceagree_c900_a075_f154e2bb
