flat_idx,row,target,sign,decoded_logit_move,responsibility_score,selection_score,source_consensus_rank,listener_benefit_rank,human_state_responsibility,h088_safe_rank,source_support,source_move_abs_mean,sign_margin,teacher_has_action,teacher_sign_match,teacher_logit_move
915,130,S3,1,1.53004520773059,0.5999844565825196,0.9187717265353417,0.8251208285385501,0.7036593785960875,0.2874145785876993,0.6375143843498274,7.0,0.21754391149463537,0.5999844565825196,False,False,0.0
953,136,Q2,1,1.5114515683229153,0.6045132466487536,0.9180764774044032,0.7115074798619102,0.5066858457997699,0.580125284738041,0.9234752589182968,3.0,0.16227839561619495,0.6045132466487536,True,True,1.0986353588935747
186,26,S2,1,1.525805878196473,0.5981936214216523,0.9163383545770567,0.8677215189873417,0.8125546605293441,0.7643451025056947,0.12888377445339472,8.0,0.21113469069157445,0.5981936214216523,False,False,0.0
615,87,S4,1,1.4747778259494395,0.7318877953669756,0.9144843568945539,0.7349539700805523,0.8868642117376294,0.5684282460136675,0.9234752589182968,9.0,0.039299392742261866,0.7318877953669756,False,False,0.0
1058,151,Q2,1,1.5384632944849561,0.5886459752381606,0.9104287369640788,0.7692462600690448,0.33841772151898736,0.6294533029612757,0.9234752589182968,4.0,0.7352502710665222,0.5886459752381606,False,False,0.0
1548,221,Q2,1,1.4510924828636955,0.7028158624406298,0.9078794901506373,0.6862313003452244,0.8342865362485616,0.6204783599088839,0.9234752589182968,6.0,0.04658335459418158,0.7028158624406298,False,False,0.0
90,12,S4,1,1.4408092041843454,0.6857775285260279,0.9063731170336037,0.6894418872266973,0.7185040276179516,0.7106947608200456,0.9234752589182968,6.0,0.051157245478001746,0.6857775285260279,False,False,0.0
699,99,S4,1,1.4308762423832444,0.6323949760070323,0.9062572421784472,0.8094591484464903,0.9293958573072498,0.7032232346241458,0.26582278481012656,10.0,0.0777431679216805,0.6323949760070323,False,False,0.0
898,128,Q3,-1,-1.4261035693688797,0.6620891516210189,0.9050984936268829,0.7018009205983889,0.7513233601841197,0.5071070615034169,0.9234752589182968,6.0,0.05658146079828479,0.6620891516210189,False,False,0.0
1273,181,S4,1,1.4372102864576033,0.619999332000222,0.9035921205098494,0.8475316455696202,0.9870598388952819,0.4720045558086561,0.24626006904487918,9.0,0.09076594129661951,0.619999332000222,False,False,0.0
734,104,S4,1,1.4191871317759026,0.6835544101056651,0.9004634994206256,0.7251093210586882,0.8802474108170312,0.35490888382687924,0.9234752589182968,8.0,0.045224676346068415,0.6835544101056651,False,False,0.0
1137,162,S1,-1,-1.4006636272874082,0.6560662388471105,0.8995365005793743,0.7042577675489068,0.7119217491369391,0.5333826879271071,0.9234752589182968,7.0,0.0514377914255277,0.6560662388471105,False,False,0.0
531,75,S4,1,1.4684226794070363,0.5943408476453507,0.8986095017381228,0.8759436133486767,0.8233141542002302,0.4479384965831435,0.27617951668584584,9.0,0.1351618421774826,0.5943408476453507,False,False,0.0
57,8,Q2,-1,-1.426679294781477,0.7212805774901766,0.8967555040556199,0.6431818181818182,0.9428135788262371,0.6447949886104783,0.9234752589182968,6.0,0.027213809960420984,0.7212805774901766,False,False,0.0
896,128,Q1,1,1.4229550286174968,0.721572171195511,0.8966396292004635,0.657445339470656,0.9211565017261221,0.6467084282460137,0.9234752589182968,7.0,0.026233315423208173,0.721572171195511,False,False,0.0
1266,180,S4,1,1.3927638343224924,0.6493503015039238,0.8959443800695248,0.7646777905638664,0.9597756041426928,0.5871412300683371,0.43843498273878023,9.0,0.052888711669240314,0.6493503015039238,False,False,0.0
160,22,S4,1,1.431790189455085,0.6032153059421361,0.8954808806488992,0.710132336018412,0.7160184119677792,0.7257289293849658,0.5109321058688148,5.0,0.10205945701238331,0.6032153059421361,False,False,0.0
1138,162,S2,1,1.4479192924416464,0.5980215091829307,0.8947856315179605,0.8759148446490218,0.9129286536248563,0.5660250569476082,0.13808975834292292,10.0,0.11945075306682049,0.5980215091829307,False,False,0.0
136,19,S1,1,1.4642171074709986,0.5889843841276418,0.8925840092699884,0.8705926352128883,0.7984925201380898,0.6184396355353075,0.18411967779056382,9.0,0.13819216466672443,0.5889843841276418,False,False,0.0
1525,217,S4,-1,-1.3786953951259995,0.6372820869351884,0.8916570104287369,0.6521288837744533,0.6068527042577675,0.8144305239179954,0.8469505178365938,8.0,0.05366122916353869,0.6372820869351884,True,True,-0.960621928335951
1398,199,S3,1,1.3853180173213633,0.626477190695406,0.8914252607184242,0.7051898734177214,0.7518527042577676,0.7419248291571754,0.5661680092059839,8.0,0.061207553613633836,0.626477190695406,False,False,0.0
1370,195,S3,1,1.4294606451569107,0.5991947405799289,0.8914252607184241,0.7861795166858457,0.7651668584579977,0.7693963553530752,0.2876869965477561,8.0,0.10438869698909561,0.5991947405799289,False,False,0.0
48,6,S4,1,1.3766313129077992,0.6295174372285421,0.8909617612977984,0.7276294591484466,0.8616052934407366,0.6780979498861048,0.46144994246260074,8.0,0.05587877994092148,0.6295174372285421,False,False,0.0
137,19,S2,1,1.37108863514879,0.6464400014281797,0.8902665121668598,0.6927617951668584,0.7862945914844649,0.6860364464692482,0.6754890678941312,7.0,0.04688904263967773,0.6464400014281797,False,False,0.0
1355,193,S2,1,1.3671811672549523,0.6554229040475399,0.8899188876013906,0.7248043728423474,0.8463693901035674,0.49674259681093397,0.7272727272727273,9.0,0.04057066377411699,0.6554229040475399,True,True,1.3221717058516014
1271,181,S2,1,1.3648564306361344,0.6429841294822138,0.8888760139049825,0.7503509781357882,0.8582911392405064,0.4089293849658314,0.6789413118527042,9.0,0.04604821727230898,0.6429841294822138,False,False,0.0
34,4,S4,1,1.3606187508412824,0.6758547434509244,0.885747392815759,0.7086478711162256,0.9230207134637515,0.6355694760820045,0.6444188722669735,9.0,0.026871974097752476,0.6758547434509244,False,False,0.0
1354,193,S1,1,1.3787856895390314,0.6080326283923845,0.8845886442641947,0.7870828538550056,0.842963176064442,0.5379157175398633,0.39125431530494825,9.0,0.0708054322203559,0.6080326283923845,False,False,0.0
1709,244,Q2,-1,-1.3555550832688203,0.6202210418249329,0.8828505214368482,0.6018124280782507,0.9008630609896433,0.6281435079726652,0.6329113924050633,4.0,0.0540642130685191,0.6202210418249329,False,False,0.0
116,16,S2,1,1.423453830529978,0.5900202131266317,0.8823870220162224,0.8169044879171462,0.7862370540851554,0.5861958997722096,0.29804372842347526,8.0,0.10944208200263887,0.5900202131266317,False,False,0.0
524,74,S4,1,1.3995901448302368,0.5973937124593857,0.881228273464658,0.8243325661680092,0.8566455696202533,0.40867881548974944,0.35903337169159955,9.0,0.09014212296008754,0.5973937124593857,False,False,0.0
671,95,S4,1,1.3356790979402042,0.6376207547930546,0.8811123986095017,0.7192117376294591,0.8970253164556963,0.42120728929384965,0.6559263521288838,9.0,0.037911108516102625,0.6376207547930546,False,False,0.0
1727,246,S3,1,1.3584172458849602,0.6107064240437813,0.8801853997682502,0.6955293440736479,0.6851553509781358,0.7309225512528474,0.6041426927502878,9.0,0.059730626451282146,0.6107064240437813,False,False,0.0
645,92,Q2,-1,-1.3177291602743368,0.650913050260745,0.8764774044032444,0.6468814729574223,0.8815707710011509,0.37323462414578584,0.9234752589182968,7.0,0.023753147940340086,0.650913050260745,True,True,-1.1276783682788845
936,133,S3,1,1.311030436071824,0.629376251171879,0.8726535341830822,0.7090276179516685,0.6718296892980438,0.4492824601366743,0.9234752589182968,9.0,0.03227057180160381,0.629376251171879,True,True,1.6153871145682523
1462,208,S4,-1,-1.3670586447693331,0.5936215734245982,0.8710312862108922,0.8018584579976984,0.8603049482163406,0.44518223234624144,0.3509781357882624,9.0,0.07649096304425479,0.5936215734245982,False,False,0.0
1549,221,Q3,-1,-1.4542370989540707,0.5749756139797418,0.8705677867902665,0.643084004602992,0.457566168009206,0.6715375854214123,0.9234752589182968,1.0,0.15577955491957,0.5749756139797418,False,False,0.0
612,87,S1,-1,-1.3139034879068547,0.6125271756688406,0.8687137891077636,0.7179689298043728,0.6110414269275029,0.43872437357630983,0.9234752589182968,9.0,0.044955637082006374,0.6125271756688406,True,True,-1.8638086502559514
1458,208,Q3,1,1.394052602603683,0.5828975935680435,0.8683661645422943,0.719482163406214,0.6334752589182968,0.4489863325740319,0.7307249712313004,8.0,0.09963506948333017,0.5828975935680435,True,True,0.3532500310162362
1312,187,S1,1,1.3087418571897111,0.6156410258659291,0.86720741599073,0.6572036823935558,0.8101668584579979,0.49761958997722094,0.7284234752589183,7.0,0.040800063388741946,0.6156410258659291,False,False,0.0
123,17,S2,1,1.3785863863989438,0.586098607482562,0.8660486674391658,0.7641542002301497,0.793590333716916,0.48486332574031893,0.42692750287687,7.0,0.08888476233817168,0.586098607482562,False,False,0.0
1309,187,Q1,-1,-1.2990844101512988,0.6171792941414636,0.8660486674391656,0.6930724971231301,0.6952934407364787,0.3875170842824601,0.9234752589182968,8.0,0.034553697959072496,0.6171792941414636,True,True,-0.9038700320272647
32,4,S2,1,1.4364638088216335,0.5743077884015978,0.8651216685979143,0.8376869965477561,0.7939700805523591,0.6385421412300684,0.16455696202531644,8.0,0.13802306986320373,0.5743077884015978,False,False,0.0
184,26,Q3,-1,-1.3126497686948149,0.6019609939678902,0.8633835457705678,0.6872036823935559,0.827819332566168,0.7319533029612757,0.4131185270425777,8.0,0.05004676643607836,0.6019609939678902,False,False,0.0
1678,239,S3,1,1.314797936704701,0.6014736628923063,0.8631517960602548,0.6419447640966628,0.6837514384349829,0.7532004555808657,0.6490218642117376,8.0,0.05058315858899128,0.6014736628923063,False,False,0.0
1328,189,S3,1,1.2876224114810855,0.6166516998045694,0.8622247972190035,0.6142232451093209,0.7282278481012658,0.7593394077448747,0.7100115074798619,7.0,0.031052598592069165,0.6166516998045694,True,True,0.9496486054602467
662,94,S2,-1,-1.3328164076587639,0.5908496214961827,0.8600231749710313,0.7349136939010357,0.7865247410817031,0.3762870159453303,0.5914844649021864,8.0,0.06285896443908603,0.5908496214961827,False,False,0.0
1620,231,S1,-1,-1.3896631039658285,0.5773773107915539,0.8574739281575898,0.7456846950517837,0.770264672036824,0.587995444191344,0.3739930955120828,7.0,0.10280167488583421,0.5773773107915539,False,False,0.0
1009,144,Q2,1,1.476448749568856,0.5557677388391397,0.8550405561993046,0.7485500575373992,0.525264672036824,0.49608200455580864,0.6467203682393556,8.0,0.3808335147308775,0.5557677388391397,False,False,0.0
980,140,Q1,1,1.2408967322105666,0.6274969867066831,0.8544611819235226,0.5650575373993095,0.84090333716916,0.6258200455580865,0.8216340621403913,6.0,0.0043888441042148,0.6274969867066831,False,False,0.0
1666,238,Q1,-1,-1.3586789141251714,0.5798540288071022,0.8542294322132096,0.7884292289988493,0.6979056386651324,0.615,0.3751438434982739,9.0,0.08357351520580553,0.5798540288071022,False,False,0.0
1717,245,Q3,-1,-1.3841239238963026,0.575784199223422,0.8536500579374274,0.8378020713463751,0.8716283084004605,0.4034851936218679,0.23705408515535098,10.0,0.10129630552236821,0.575784199223422,False,False,0.0
1654,236,Q3,-1,-1.3868240519471506,0.5753818131894751,0.853534183082271,0.7738895281933256,0.7350460299194477,0.6946469248291571,0.286536248561565,8.0,0.10304067589082652,0.5753818131894751,False,False,0.0
60,8,S2,1,1.2424723030304659,0.6258025999178398,0.853534183082271,0.6306214039125431,0.7047065592635213,0.5665375854214123,0.9234752589182968,8.0,0.008946803601737649,0.6258025999178398,True,True,0.6106241140096569
99,14,Q2,-1,-1.2615819765851854,0.6065933435534433,0.8530706836616455,0.6239873417721519,0.9600402761795168,0.6017425968109339,0.4821634062140391,6.0,0.027484983029775995,0.6065933435534433,False,False,0.0
100,14,Q3,-1,-1.3563393269925894,0.5782285051947241,0.8502896871378909,0.7128538550057537,0.651542002301496,0.5557858769931663,0.6052934407364787,7.0,0.08384210783875308,0.5782285051947241,False,False,0.0
522,74,S2,-1,-1.3464675371287704,0.5794191679097025,0.8501738122827346,0.746133486766398,0.7680552359033372,0.5042369020501138,0.4441887226697353,8.0,0.07841402292607219,0.5794191679097025,False,False,0.0
905,129,Q3,-1,-1.330629684401539,0.5816433150687151,0.8500579374275782,0.7134062140391255,0.7795569620253165,0.5171753986332573,0.48906789413118523,7.0,0.06849918578850193,0.5816433150687151,False,False,0.0
648,92,S2,-1,-1.2803717281808837,0.593408982564713,0.8471610660486675,0.6940046029919448,0.8533199079401611,0.34654897494305237,0.620253164556962,8.0,0.04374030249778613,0.593408982564713,False,False,0.0
114,16,Q3,-1,-1.3099551907136697,0.5810938495556346,0.8438006952491309,0.6671173762945914,0.8374453394706559,0.5186560364464694,0.4994246260069045,5.0,0.05988843202337846,0.5810938495556346,False,False,0.0
397,56,S3,1,1.2341728942281496,0.6012165496808373,0.8413673232908458,0.601409666283084,0.6649021864211737,0.5743166287015945,0.9234752589182968,6.0,0.021117929119692968,0.6012165496808373,True,True,1.293004323517617
1430,204,Q3,1,1.3028140772112746,0.5800687730203192,0.8403244495944381,0.6619620253164558,0.5569044879171461,0.4933940774487472,0.9234752589182968,6.0,0.057628787366461244,0.5800687730203192,True,True,0.5125889027623172
1748,249,S3,1,1.3620632213276607,0.5672154774443715,0.8391657010428737,0.754867663981588,0.7384925201380897,0.5795785876993167,0.3555811277330264,8.0,0.09798096832536049,0.5672154774443715,False,False,0.0
982,140,Q3,-1,-1.373328594254267,0.5646546175931788,0.8391657010428737,0.7445742232451094,0.8643268124280782,0.6681321184510249,0.17376294591484465,6.0,0.1052544084079348,0.5646546175931788,False,False,0.0
1725,246,S1,-1,-1.2059746089783374,0.6057569007266411,0.8383545770567786,0.5608112773302647,0.6379171461449943,0.7382004555808656,0.9234752589182968,6.0,0.0025203365595809503,0.6057569007266411,True,True,-1.260600734520919
1296,185,Q2,-1,-1.2892073105727195,0.5801661094589738,0.8376593279258401,0.6433659378596087,0.7948331415420025,0.7015489749430526,0.45224395857307254,5.0,0.05377320085125671,0.5801661094589738,False,False,0.0
1606,229,S1,-1,-1.4176434993592735,0.5553426411653971,0.8376593279258401,0.8224626006904487,0.7532566168009206,0.38507972665148066,0.3095512082853855,8.0,0.15290253858693614,0.5553426411653971,False,False,0.0
499,71,Q3,1,1.275418425886147,0.5820182771810078,0.836268829663963,0.6113981588032221,0.725765247410817,0.48563781321184507,0.7951668584579977,5.0,0.048689887039472926,0.5820182771810078,False,False,0.0
1601,228,S3,1,1.3698065240626083,0.564231747242169,0.8354577056778678,0.7191369390103568,0.7000575373993095,0.797619589977221,0.29459148446490213,8.0,0.10467789365026192,0.564231747242169,False,False,0.0
1075,153,S2,1,1.2416571793108606,0.5905633495904248,0.8349942062572423,0.681168009205984,0.8212600690448791,0.4110478359908884,0.621403912543153,9.0,0.030166617354864072,0.5905633495904248,False,False,0.0
1054,150,S2,1,1.2226939140305562,0.5957900854578646,0.8346465816917727,0.6036536248561565,0.676662830840046,0.5223006833712984,0.9234752589182968,6.0,0.020172373187875903,0.5957900854578646,True,True,0.21812462130208488
202,28,S4,-1,-1.4346366097608958,0.5507612726413945,0.8320973348783314,0.8435558112773303,0.6837399309551208,0.5769817767653759,0.2036823935558113,8.0,0.1897389050671416,0.5507612726413945,False,False,0.0
1657,236,S3,1,1.3348222950258153,0.5666607014922634,0.83117033603708,0.6867203682393554,0.688860759493671,0.8124373576309796,0.3601841196777905,8.0,0.08342281038182628,0.5666607014922634,False,False,0.0
1334,190,S2,1,1.2807035471943982,0.5783742476891056,0.8311703360370799,0.6651783659378596,0.7533716915995398,0.550501138952164,0.570771001150748,7.0,0.05287209396364936,0.5783742476891056,False,False,0.0
144,20,S2,1,1.3969095265407985,0.5539662073904504,0.8307068366164543,0.8022669735327963,0.8033026467203683,0.5641059225512528,0.16800920598388958,7.0,0.13510463138676546,0.5539662073904504,False,False,0.0
1613,230,S1,-1,-1.3472857652725299,0.5636103349415338,0.8287369640787948,0.7421288837744534,0.783210586881473,0.5592369020501138,0.32566168009205987,7.0,0.09362646491753009,0.5636103349415338,False,False,-4.440892098500626e-16
1664,237,S3,1,1.2308830489770872,0.5849298386777056,0.8253765932792583,0.600897583429229,0.6841542002301497,0.6393052391799546,0.7525891829689297,8.0,0.029500352782471862,0.5849298386777056,False,False,0.0
1184,169,Q2,-1,-1.2272930949622174,0.5853209228638626,0.8252607184241019,0.6193958573072498,0.8957940161104718,0.3977107061503417,0.6317606444188723,6.0,0.028041771874972764,0.5853209228638626,False,False,0.0
848,121,Q2,-1,-1.44202623043658,0.544248835991543,0.8246813441483197,0.6481760644418871,0.27238204833141544,0.7981207289293849,0.9234752589182968,4.0,0.2598220347975196,0.544248835991543,False,False,0.0
654,93,S1,1,1.205462480632623,0.5889364438178262,0.8237543453070684,0.6002704257767548,0.68987917146145,0.4741457858769932,0.9234752589182968,6.0,0.018193094212069483,0.5889364438178262,True,True,0.21358018839392034
1226,175,Q2,-1,-1.3970855844783325,0.5520442287282346,0.823638470451912,0.8432796317606444,0.7086651323360185,0.49582004555808656,0.2359033371691599,8.0,0.13818116225315452,0.5520442287282346,False,False,0.0
39,5,S2,1,1.1897376354667448,0.5915682145295096,0.8235225955967554,0.6618699654775604,0.6695281933256618,0.3723576309794988,0.9234752589182968,9.0,0.009369777896897892,0.5915682145295096,True,True,1.156807505380315
1598,228,Q3,-1,-1.2061680514535096,0.5878932695771293,0.8223638470451912,0.5649884925201382,0.7749309551208287,0.67749430523918,0.6812428078250863,6.0,0.019191669879739717,0.5878932695771293,False,False,0.0
37,5,Q3,1,1.2730954371796706,0.5728722892235816,0.8203939745075319,0.640258918296893,0.6799021864211738,0.3117995444191344,0.9234752589182968,5.0,0.0534261150178856,0.5728722892235816,True,True,1.4806648788912005
257,36,S3,1,1.2456668386705103,0.5777401935518833,0.8201622247972189,0.6406329113924052,0.6601035673187572,0.5789066059225512,0.7203682393555811,8.0,0.040771163365367055,0.5777401935518833,True,True,0.552275039406187
1487,212,S1,-1,-1.2650914349907822,0.5732328505752996,0.8191193511008111,0.6214326812428078,0.5509608745684694,0.5651366742596811,0.9234752589182968,6.0,0.05045321700597879,0.5732328505752996,False,False,0.0
1235,176,S1,1,1.4394213093400874,0.5407258682583155,0.8184241019698726,0.9194418872266974,0.8916168009205985,0.22971526195899775,0.06214039125431525,9.0,0.2734429748546125,0.5407258682583155,False,False,0.0
719,102,S3,1,1.1895897560475814,0.5861671397900913,0.8176129779837775,0.5853222094361334,0.6733831990794017,0.5222209567198178,0.9234752589182968,6.0,0.012836250489670282,0.5861671397900913,False,False,0.0
164,23,S1,1,1.24510588363078,0.5762715993522828,0.8176129779837775,0.6710817031070195,0.7502301495972383,0.29823462414578583,0.7710011507479861,8.0,0.04126622504427199,0.5762715993522828,True,True,0.5260352035114938
698,99,S3,1,1.2536669627201564,0.5716262296768656,0.8147161066048666,0.6264441887226697,0.6672842347525892,0.6837357630979498,0.619102416570771,8.0,0.04769494213101731,0.5716262296768656,False,False,0.0
