teacher,family,family_type,teacher_cells,selected_cells,overlap_cells,precision_vs_teacher,recall_vs_teacher,precision_lift_vs_base,row_recall_vs_teacher,row_precision_vs_teacher,sign_match_on_overlap,auc_vs_teacher,base_teacher_rate,selected_target_counts,teacher_target_counts,interpretation
s2hub_jackpot,row_oracle_plus_stage_prior,oracle_decomposition,68,68,49,0.7205882352941176,0.7205882352941176,18.544550173010382,1.0,1.0,0.5102040816326531,0.9922711058263971,0.038857142857142854,"{'Q1': 0, 'Q2': 0, 'Q3': 0, 'S1': 0, 'S2': 34, 'S3': 0, 'S4': 34}","{'Q1': 0, 'Q2': 0, 'Q3': 0, 'S1': 12, 'S2': 34, 'S3': 7, 'S4': 15}",Teacher row support plus fixed stage prior; estimates value of solving row support.
stagebridge_jackpot,fixed_objective_stage_prior,portable_adapter_prior,82,82,9,0.10975609756097561,0.10975609756097561,2.3423557406305773,0.24390243902439024,0.12195121951219512,0.6666666666666666,0.7869655495116102,0.046857142857142854,"{'Q1': 0, 'Q2': 0, 'Q3': 0, 'S1': 0, 'S2': 82, 'S3': 0, 'S4': 0}","{'Q1': 0, 'Q2': 0, 'Q3': 0, 'S1': 17, 'S2': 32, 'S3': 11, 'S4': 22}","Uses only the adapter's objective-stage route prior, not row context."
stagebridge_jackpot,calendar_social_context,portable_human_context,82,82,0,0.0,0.0,0.0,0.17073170731707318,0.17073170731707318,,0.48224103643914135,0.046857142857142854,"{'Q1': 41, 'Q2': 41, 'Q3': 0, 'S1': 0, 'S2': 0, 'S3': 0, 'S4': 0}","{'Q1': 0, 'Q2': 0, 'Q3': 0, 'S1': 17, 'S2': 32, 'S3': 11, 'S4': 22}",Tests weekend/month/day rhythm as a human-social row support signal.
stagebridge_jackpot,cohort_relative_context,portable_human_context,82,82,3,0.036585365853658534,0.036585365853658534,0.780785246876859,0.14634146341463414,0.13953488372093023,0.3333333333333333,0.4784136105749547,0.046857142857142854,"{'Q1': 3, 'Q2': 14, 'Q3': 6, 'S1': 20, 'S2': 22, 'S3': 17, 'S4': 0}","{'Q1': 0, 'Q2': 0, 'Q3': 0, 'S1': 17, 'S2': 32, 'S3': 11, 'S4': 22}",Tests peer/cohort outlier features as row support.
stagebridge_jackpot,latent_geometry_context,portable_human_context,82,82,0,0.0,0.0,0.0,0.17073170731707318,0.17073170731707318,,0.49129964321225944,0.046857142857142854,"{'Q1': 41, 'Q2': 41, 'Q3': 0, 'S1': 0, 'S2': 0, 'S3': 0, 'S4': 0}","{'Q1': 0, 'Q2': 0, 'Q3': 0, 'S1': 17, 'S2': 32, 'S3': 11, 'S4': 22}",Tests whether human-state latent magnitude/disagreement identifies support rows.
stagebridge_jackpot,peer_route_context,portable_human_context,82,82,2,0.024390243902439025,0.024390243902439025,0.5205234979179061,0.0975609756097561,0.09302325581395349,0.0,0.4915153243259051,0.046857142857142854,"{'Q1': 7, 'Q2': 22, 'Q3': 7, 'S1': 14, 'S2': 19, 'S3': 10, 'S4': 3}","{'Q1': 0, 'Q2': 0, 'Q3': 0, 'S1': 17, 'S2': 32, 'S3': 11, 'S4': 22}",Tests whether peer target margins and route margins localize row-target support.
stagebridge_jackpot,portable_human_composite,portable_human_context,82,82,5,0.06097560975609756,0.06097560975609756,1.301308744794765,0.14634146341463414,0.1016949152542373,0.6,0.6407958998654735,0.046857142857142854,"{'Q1': 0, 'Q2': 0, 'Q3': 0, 'S1': 12, 'S2': 59, 'S3': 0, 'S4': 11}","{'Q1': 0, 'Q2': 0, 'Q3': 0, 'S1': 17, 'S2': 32, 'S3': 11, 'S4': 22}","Combines calendar, cohort, latent, peer-route, and target prior without teacher labels."
stagebridge_jackpot,distilled_cell_teacher,teacher_distilled_capacity,82,82,10,0.12195121951219512,0.12195121951219512,2.60261748958953,0.24390243902439024,0.1694915254237288,0.8,0.7129101596771363,0.046857142857142854,"{'Q1': 0, 'Q2': 0, 'Q3': 0, 'S1': 16, 'S2': 48, 'S3': 3, 'S4': 15}","{'Q1': 0, 'Q2': 0, 'Q3': 0, 'S1': 17, 'S2': 32, 'S3': 11, 'S4': 22}","OOF teacher distillation from human-target context; capacity diagnostic, not portable deployment."
stagebridge_jackpot,distilled_row_gated_teacher,teacher_distilled_capacity,82,82,7,0.08536585365853659,0.08536585365853659,1.8218322427126712,0.1951219512195122,0.16666666666666666,0.8571428571428571,0.6610882026086448,0.046857142857142854,"{'Q1': 0, 'Q2': 0, 'Q3': 0, 'S1': 25, 'S2': 42, 'S3': 3, 'S4': 12}","{'Q1': 0, 'Q2': 0, 'Q3': 0, 'S1': 17, 'S2': 32, 'S3': 11, 'S4': 22}",OOF teacher distillation with row support gate; capacity diagnostic.
stagebridge_jackpot,listener_source_upper_bound,adapter_source_upper_bound,82,82,15,0.18292682926829268,0.18292682926829268,3.9039262343842953,0.4146341463414634,0.25757575757575757,0.8666666666666667,0.656708779318009,0.046857142857142854,"{'Q1': 4, 'Q2': 26, 'Q3': 6, 'S1': 7, 'S2': 13, 'S3': 10, 'S4': 16}","{'Q1': 0, 'Q2': 0, 'Q3': 0, 'S1': 17, 'S2': 32, 'S3': 11, 'S4': 22}","Source/listener artifact upper bound; adapter-side evidence, not core-only."
stagebridge_jackpot,target_oracle,oracle_decomposition,82,82,9,0.10975609756097561,0.10975609756097561,2.3423557406305773,0.24390243902439024,0.12195121951219512,0.6666666666666666,0.7869655495116102,0.046857142857142854,"{'Q1': 0, 'Q2': 0, 'Q3': 0, 'S1': 0, 'S2': 82, 'S3': 0, 'S4': 0}","{'Q1': 0, 'Q2': 0, 'Q3': 0, 'S1': 17, 'S2': 32, 'S3': 11, 'S4': 22}",Teacher target prevalence only; tests whether target route is enough.
stagebridge_jackpot,row_oracle_plus_stage_prior,oracle_decomposition,82,82,54,0.6585365853658537,0.6585365853658537,14.054134443783465,1.0,1.0,0.5,0.9856115107913669,0.046857142857142854,"{'Q1': 0, 'Q2': 0, 'Q3': 0, 'S1': 0, 'S2': 41, 'S3': 0, 'S4': 41}","{'Q1': 0, 'Q2': 0, 'Q3': 0, 'S1': 17, 'S2': 32, 'S3': 11, 'S4': 22}",Teacher row support plus fixed stage prior; estimates value of solving row support.
