flat_idx,row,target,target_idx,cell_key,direction,source_families,source_family_count,source_records,mean_health,max_health,mean_local_score,max_abs_proposed_step,mean_abs_proposed_step,bad_tangent_value,bad_tangent_abs,bad_tangent_abs_rank,anti_tangent_direction,proposed_is_anti_bad,proposed_is_bad_aligned,action_health,anti_bad_score,orthogonal_score,public_loss_gradient,feature_std,release_sign,sign_stability,supported_release,support_signs,bad_tangent_dot_sign,public_gradient_abs,prototype_step,prototype_predicted_loss_delta,old_global_energy,new_global_energy,global_energy_delta,old_subject_energy,new_subject_energy,subject_energy_delta,old_combined_energy,new_combined_energy,combined_energy_delta,subject_id,abs_grad_rank,stability_rank,support_rank,invariant_good_rank,subject_good_rank,responsibility_score,target_family,anchor_coverage,base_probability,inferred_label_value,label_direction_room,bad_axis_alignment,bad_axis_abs,public_gradient_per_logit,coverage_rank,label_room_rank,gradient_rank,private_energy_rank,subject_energy_rank,anti_bad_rank,toxicity_rank,public_inclusion_score,label_direction_confidence,private_safety_score,toxicity_score,public_private_gap,tomography_score,_priority,released_logit_step,predicted_public_delta,incremental_energy_delta,incremental_subject_delta,variant
372,53,Q2,1,53:Q2,-1,public_loss_tomography,1,1,0.6292544072948328,0.6292544072948328,0.5531914893617021,0.8,0.8,0.0017436271996776745,0.0017436271996776745,0.658273381294964,-1,True,False,0.5257470866785453,0.5891286831536443,0.45165714358602294,0.05138537246507158,0.07233312559165554,-1,1.0,True,-1,-0.0017436271996776745,0.05138537246507158,-0.1077836241821505,-0.07656936747765852,1.248438754240626,1.2284970648601357,-0.019941689380490235,0.056342127905549946,0.05543773838739467,-0.0009043895181552741,1.2698487628447348,1.2495634054473457,-0.020285357397389125,id02,0.7478260869565218,0.7217391304347827,0.5043478260869565,0.8956521739130435,0.8608695652173913,0.6969890990859585,Q,0.7692307692307693,0.7124645921500611,0,0.7124645921500611,-0.12350979869039837,0.12350979869039837,0.7103988946248366,0.5478260869565217,0.8173913043478261,0.7478260869565218,0.8956521739130435,0.8608695652173913,0.7913043478260869,0.21739130434782608,0.682695652173913,0.8601739130434783,0.6856507642755523,0.19377991481596585,-0.0029551121016392345,0.6062558012671646,0.6343070567532088,-0.303873755463138,-0.21587157998651113,-0.04763076379144726,-0.0009803834415797463,subset_label_direction_jackpot
1151,164,S1,3,164:S1,1,public_loss_tomography,1,1,0.6433510638297872,0.6433510638297872,0.26595744680851063,0.4308222848345899,0.4308222848345899,-0.008584684782060007,0.008584684782060007,0.9568345323741008,1,True,False,0.49945506236243586,0.6604210964493263,0.3284477528410141,-1.009247449922183,0.2689013311490242,1,1.0,True,1,-0.008584684782060007,1.009247449922183,0.29800000000000004,-1.1184613285165657,0.7905543891928581,0.8275081978403295,0.03695380864747133,0.043374705252440526,0.046746514464190606,0.003371809211750079,0.8070367771887855,0.8452718733367219,0.03823509614793641,id07,1.0,0.7217391304347827,0.5043478260869565,0.043478260869565216,0.06086956521739131,0.6181736795432071,S,0.9615384615384616,0.9223507042282848,1,0.0776492957717152,-0.6080959791455207,0.6080959791455207,-3.7532259346193477,1.0,0.043478260869565216,1.0,0.043478260869565216,0.06086956521739131,0.9826086956521739,0.02608695652173913,0.7598260869565218,0.7895652173913043,0.45290179447510287,0.43380452295129024,0.3069242924814189,0.4767785917445532,0.6311729804331876,0.30996747977315686,-1.1633779839732104,0.039634647807851864,0.003498256747576145,subset_label_direction_jackpot
397,56,S3,5,56:S3,1,public_loss_tomography,1,1,0.8622340425531915,0.8622340425531915,0.8297872340425532,0.8,0.8,-0.0014278165312500172,0.0014278165312500172,0.5503597122302158,1,True,False,0.6940667644900954,0.5844596317897992,0.5937141281662858,-0.11106586396437401,0.08114198816650613,1,1.0,True,1,-0.0014278165312500172,0.11106586396437401,0.21206098100040924,-0.2902657009045938,0.8296055741876619,0.8576784506100609,0.028072876422398974,0.017288876608498916,0.01750003585323386,0.00021115924473494307,0.8361753472988915,0.8643284642342898,0.028153116935398237,id02,0.9217391304347826,0.7217391304347827,0.5043478260869565,0.06086956521739131,0.4434782608695652,0.650876769274937,S,0.8461538461538461,0.8958213060093945,1,0.10417869399060553,-0.10113935615027818,0.10113935615027818,-1.3687841088692956,0.9347826086956522,0.0782608695652174,0.9217391304347826,0.06086956521739131,0.4434782608695652,0.7217391304347827,0.28695652173913044,0.7219565217391305,0.7753043478260869,0.5248921413761205,0.4351467708698842,0.19706438036301,0.47450016232734704,0.6145619450955373,0.2906732945179584,-0.397868986408866,0.0380600258041176,0.00037290104659812306,subset_label_direction_jackpot
1665,237,S4,6,237:S4,-1,"listener_dropout,public_loss_tomography,route_frontier",3,3,0.35632551479925084,0.4458785597381342,0.10296287341500106,0.3184251790589961,0.17496305659281797,0.0007041628103204858,0.0007041628103204858,0.29856115107913667,-1,True,False,0.4765220602610188,0.39682173628762263,0.5193396233686659,0.06379870337408498,0.08652387618607627,-1,1.0,True,-1,-0.0007041628103204858,0.06379870337408498,-0.12947294516432506,-0.09546735985040401,0.7492195679886783,0.6993676387937702,-0.04985192919490811,0.02685931163318487,0.026196413721449537,-0.0006628979117353322,0.7594261064092885,0.709322276007921,-0.050103830401367566,id10,0.8521739130434782,0.7217391304347827,0.808695652173913,0.9739130434782609,0.8173913043478261,0.7698087470330673,S,0.6153846153846154,0.7011269097951344,0,0.7011269097951344,-0.049879358938668635,0.049879358938668635,0.7373537361742897,0.23478260869565218,0.808695652173913,0.8521739130434782,0.9739130434782609,0.8173913043478261,0.5739130434782609,0.43478260869565216,0.7066086956521739,0.8394782608695652,0.7365913878417779,0.2812521353773734,-0.029982692189604032,0.5868953272123237,0.6108779269163194,-0.30672766669187146,-0.22616679102327367,-0.11087608706207386,-3.888272142794566e-05,subset_label_direction_jackpot
1291,184,S1,3,184:S1,1,"listener_dropout,public_loss_tomography,route_frontier,route_toxicity_fusion",4,7,0.7150512462548253,0.8345002896871379,0.699890000558352,0.8,0.5085230044613291,-0.00028216090177315354,0.00028216090177315354,0.06115107913669065,1,True,False,0.8238733509442264,0.4728818838362019,0.8493955060602413,-0.047062018995892616,0.12151694445245063,1,1.0,True,1,-0.00028216090177315354,0.047062018995892616,0.10022960006084612,-0.03881769216028976,0.3838035108402429,0.38798971468937177,0.004186203849128878,0.0701588570667027,0.07699792856496523,0.006839071498262531,0.4104638765255899,0.41724892754405857,0.0067850510184686574,id08,0.7043478260869566,0.7217391304347827,0.9434782608695652,0.3130434782608696,0.02608695652173913,0.6731240839771633,S,0.8076923076923077,0.6767161751229748,1,0.3232838248770252,-0.019986861975281035,0.019986861975281035,-0.38728770878787117,0.8434782608695652,0.22608695652173913,0.7043478260869566,0.3130434782608696,0.02608695652173913,0.45217391304347826,0.5565217391304348,0.6880869565217391,0.7577391304347826,0.630989679941151,0.5654830239736494,0.05709727658058816,0.48010847823940284,0.587812198326008,0.2722673978071834,-0.1054458166743799,0.027290955722261367,0.01925008811410571,subset_label_direction_jackpot
962,137,S1,3,137:S1,-1,"listener_dropout,route_frontier",2,2,0.30339766210378866,0.3131293334775658,0.0473863636363636,0.4455311797238188,0.22277183499749673,-0.13156367139200187,0.13156367139200187,0.9910071942446043,1,False,True,0.3799017886614656,0.6921421609591721,0.2938721948728432,-0.0515200144734941,3.419396496325855,1,1.0,False,-1,-0.13156367139200187,0.0515200144734941,0.10801887882570796,-0.0016275194194328802,1.4901672927398297,1.490173358312116,6.065572286217957e-06,0.0702323360909645,0.07023252369359811,1.876026336083969e-07,1.5168555804543962,1.5168617173156833,6.1368612871426365e-06,id06,0.7565217391304347,0.7217391304347827,0.5043478260869565,0.5043478260869565,0.5391304347826087,0.6100016774901823,S,0.8461538461538461,0.9999777475943514,1,2.2252405648570672e-05,-9.319310097708803,9.319310097708803,-0.015066990484681261,0.9347826086956522,0.017391304347826087,0.7565217391304347,0.5043478260869565,0.5391304347826087,1.0,0.008695652173913044,0.6750869565217391,0.7321739130434782,0.5047744650519811,0.3625856984041024,0.17031249146975802,0.5047594421353051,0.5876421920527839,0.2592549081285444,-0.0039061912338796932,1.3688031329062156e-05,4.1844770254373387e-07,subset_label_direction_jackpot
40,5,S3,5,5:S3,1,"listener_dropout,route_frontier,route_toxicity_fusion",3,3,0.4931473100543802,0.5348143105446118,0.270630001927545,0.4717269685576571,0.3152673331131913,0.0010941913701311538,0.0010941913701311538,0.48201438848920863,-1,False,True,0.5587597809289844,0.5173886106521771,0.541991248794362,0.16027127904464877,0.08381644847874474,-1,1.0,False,1,-0.0010941913701311538,0.16027127904464877,-0.29800000000000004,-0.5698265915838363,0.695677207160895,0.6490619896020419,-0.04661521755885312,0.08541775452034846,0.09162308371592567,0.006205329195577217,0.7281359538786274,0.6838787614140936,-0.044257192464533746,id01,0.9565217391304348,0.7217391304347827,0.7,0.9652173913043478,0.043478260869565216,0.7515754779921158,S,0.4230769230769231,0.789998902831536,0,0.789998902831536,-0.07750702436773897,0.07750702436773897,1.912169770415558,0.043478260869565216,0.8521739130434782,0.9565217391304348,0.9652173913043478,0.043478260869565216,0.6695652173913044,0.3391304347826087,0.7214782608695652,0.8448695652173913,0.5677992821719706,0.4894705654189567,0.15367897869759461,0.5087002181412742,0.562251466014393,-0.31458641179584124,-0.6015426268195079,-0.04609088806432615,0.006696554348512976,subset_label_direction_jackpot
1725,246,S1,3,246:S1,-1,public_loss_tomography,1,1,0.851063829787234,0.851063829787234,0.7978723404255319,0.8,0.8,0.0022287573128787785,0.0022287573128787785,0.762589928057554,-1,True,False,0.6837582538517974,0.6834437524081981,0.5373813530246968,-0.08061894412283686,0.06741406741067282,1,1.0,False,-1,0.0022287573128787785,0.08061894412283686,0.15886228500156677,-0.18997977973570357,0.6716273042451089,0.6113466482418906,-0.0602806560032183,0.08526342496486992,0.0836417712123019,-0.0016216537525680225,0.7040274057317595,0.6431305213025653,-0.060896884429194165,id10,0.8869565217391304,0.7217391304347827,0.17391304347826086,0.991304347826087,0.9217391304347826,0.7328795814858527,S,0.7307692307692307,0.4339038700706565,1,0.5660961299293434,0.15787398079950687,0.15787398079950687,-1.1958771695486434,0.3,0.6434782608695652,0.8869565217391304,0.991304347826087,0.9217391304347826,0.23478260869565218,0.7739130434782608,0.673608695652174,0.8172173913043479,0.5446467112188588,0.46803596605952347,0.1289619844333152,0.5121001094133785,0.5542905304794412,0.2862326756899811,-0.3422991220364694,-0.09926277543392825,-0.0014406838411277767,subset_label_direction_jackpot
909,129,S4,6,129:S4,-1,"listener_dropout,route_frontier,route_toxicity_fusion",3,3,0.5020460841976871,0.5163090961761299,0.3406939518666263,0.5368177578959871,0.35636055951354956,0.0016086223687107196,0.0016086223687107196,0.60431654676259,-1,True,False,0.5624633080605482,0.5900616687029967,0.5279245579023593,0.11408252588522694,0.0780314018341237,-1,1.0,True,-1,-0.0016086223687107196,0.11408252588522694,-0.21733187478191424,-0.3177409177294843,1.2892885239257372,1.2494393456555688,-0.03984917827016843,0.07068016592381174,0.06987217671268357,-0.0008079892111281656,1.3161469869767857,1.2759907728063886,-0.04015621417039705,id06,0.9304347826086956,0.7217391304347827,0.808695652173913,0.9565217391304348,0.8434782608695652,0.8065158684201226,S,0.7692307692307693,0.896942120189294,0,0.896942120189294,-0.11394673412129651,0.11394673412129651,1.4620078994318133,0.5478260869565217,0.9217391304347826,0.9304347826086956,0.9565217391304348,0.8434782608695652,0.7652173913043478,0.24347826086956523,0.8058260869565218,0.9159999999999999,0.7823274166174816,0.19233048998925598,0.023498670339040184,0.6762056484034762,0.7059908464724541,-0.23388941966060967,-0.3419481791373338,-0.04331551600945738,-0.0008501770441938783,private_safe_subset_equation
787,112,S1,3,112:S1,1,"listener_dropout,public_loss_tomography,route_frontier,route_toxicity_fusion",4,4,0.4524223336815679,0.5669264437689969,0.3695876324065195,0.8,0.6296569831710154,-0.0005605912810569909,0.0005605912810569909,0.18884892086330934,1,True,False,0.6120286731934972,0.4748603380947746,0.6752419437657711,-0.04748519088093565,0.11071861392511796,1,1.0,True,1,-0.0005605912810569909,0.04748519088093565,0.10096899151931968,-0.04330375593929618,2.2701151337105965,2.2138753934962594,-0.056239740214337086,0.03245572569474915,0.027304137181452675,-0.005151588513296477,2.282448309474601,2.2242509656252114,-0.05819734384938968,id05,0.7217391304347827,0.7217391304347827,0.9434782608695652,0.9826086956521739,0.991304347826087,0.7827071964066119,S,0.8076923076923077,0.2783128243770914,1,0.7216871756229086,-0.039709472462772344,0.039709472462772344,-0.42888173178406286,0.8434782608695652,0.8260869565217391,0.7217391304347827,0.9826086956521739,0.991304347826087,0.5130434782608696,0.4956521739130435,0.7730434782608697,0.8928695652173914,0.8225187593781353,0.252991341825476,-0.049475281117265624,0.6871868763139858,0.7028625153707214,0.2303569688008067,-0.09879589570781731,-0.12979450033771833,-0.011173538367423404,private_safe_subset_equation
789,112,S3,5,112:S3,1,"listener_dropout,route_frontier,route_toxicity_fusion",3,3,0.4622262923811535,0.5087491986961834,0.35837071954339406,0.5175749935185845,0.3454399006604978,-0.0024643512943980867,0.0024643512943980867,0.8057553956834532,1,True,False,0.5531026028893422,0.6806830428750044,0.48231758369272154,-0.09397727765659648,0.0936691112846436,1,0.9615384615384616,True,1,-0.0024643512943980867,0.09397727765659648,0.17778192775526006,-0.17836682079976265,2.2701151337105965,2.2003126976555594,-0.06980243605503711,0.03245572569474915,0.03236677926288667,-8.894643186248274e-05,2.282448309474601,2.2126120737754564,-0.06983623569914466,id05,0.9043478260869565,0.3130434782608696,0.808695652173913,1.0,0.6173913043478261,0.6989311990709903,S,0.7692307692307693,0.1227302198976564,1,0.8772697801023436,-0.17456227588660936,0.17456227588660936,-1.0032899465760534,0.5478260869565217,0.8956521739130435,0.9043478260869565,1.0,0.6173913043478261,0.8608695652173913,0.14782608695652175,0.702086956521739,0.8871036789297659,0.7693718941425333,0.1925842093924094,-0.06728493762079424,0.6445924103424434,0.6714724855500835,0.21269581470820564,-0.21339557257554578,-0.08454791519372007,-3.911693709671149e-05,private_safe_subset_equation
